DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,SW_OUT,H2O,CO2,TS_1_1_1,TS_1_2_1,CO2_SIGMA,H2O_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,U_SIGMA,V_SIGMA,W_SIGMA,CH4,FCH4,SCH4,SH,SLE,G_1,G_2
1,0.25,0.25558005,20.28,2.26275,0.734,1.185978,0.11,-4.01088,26.84175,85.97728,102.2,5.6244355,-18.005,0,3.517448,3.9675,19.902865,431.967,21.885,21.9775,0.105573813040924,8.25902765731186,21.086,0.206213748347698,22.21,22.47,23.1,21.96,20.98,22.08,22.17,22.31,0.664264856815412,0.503250838471594,0.321090329969621,2709.579,47.19756,1.7121515,0.04159485,0.3719292,1.355,0.9975
1,0.75,0.26135886659084,20.29125,2.307,0.7035,1.2730675,0.097097475,-4.558475,26.8395425,86.042305,102.2,5.5625455,-16.925,0,3.517448,3.9,19.7706075,432.7585,21.7975,21.9275,0.0859430676683801,7.49203434892207,21.183,0.201373145926253,22.15,22.43,23.06,21.89,20.9175,22.05,22.13,22.27,0.6633156004394,0.527452992609366,0.315051269210404,2719.475,50.396125,1.61060959978662,0.05530973,0.4264042,1.30825,0.983
1,1.25,0.255081,20.1814,2.354,0.7375,1.2509925,0.082877065,-4.245853,28.35635,85.6474725,102.2,5.69238489973121,-16.67,0,3.517448,4.1525,19.65295,432.5584,21.7675,21.97,0.0983340706324118,7.22478160589465,21.065,0.209460974885538,22.16,22.43,23.07,21.89,20.91,22.07,22.17,22.26,0.689089254015762,0.491980392414565,0.308905309115917,2698.811,44.17544,1.81372,0.119909,0.363167,1.242,0.939
1,1.75,0.2529164,19.89,2.269,0.707,1.30357191238899,0.082598695,-4.38090725,32.98095,85.8755,102.1799,5.6,-16.055,0,3.517448,4.065,19.1135175,432.93475,21.7,21.97,0.088656641037206,7.9347400713571,21.1653,0.209022857564142,22.17,22.43,23.08,21.86,20.855,22.05,22.19,22.27,0.657694305889902,0.519948061819525,0.314960314960472,2669.79,41.6971025,1.84288,0.05343696,0.2373497,1.18525,0.903
1,2.25,0.259261635994895,19.9505,2.32675,0.807,1.40388,0.086,-3.945515,30.7186025,85.5705539365835,102.1548,5.72,-16.83,0,3.517448,3.995,19.07075,433.1955,21.66,21.96,0.099675308845475,7.84369810739807,20.824,0.201756932849724,22.22,22.44,23.07,21.81,20.7475,22.04,22.18,22.28,0.713140238662775,0.5321058512817,0.326891419281694,2623.6425,47.53959,1.97719225,0.078776107931225,0.40257415,1.13125,0.875
1,2.75,0.272023,19.8625,2.3435,0.708,1.2618925,0.107974,-2.5075555,31.44025,85.602575,102.1101,5.57656925,-15.37,0,3.517448,4.03,19.169,433.4245,21.65,21.9925,0.091776606693287,8.08561619561182,20.78715,0.209004339295767,22.21,22.45,23.07,21.74,20.6925,22.03,22.18,22.31,0.733281044919301,0.546351867596602,0.342132207852121,2651.509,44.583125,1.95123,0.06512085,0.15539665,1.08275,0.8625
1,3.25,0.2757495,19.81,2.4305,0.697,1.2753,0.100326,-1.8944025,29.2674241817578,85.493,102.10345,5.517796,-14.905,0,3.517448,4,19.31675,434.297,21.6775,22.03,0.0981003099074823,7.93187388844544,20.6595,0.217073950532992,22.23,22.48,23.09,21.74,20.71,22.05,22.22,22.35,0.729246907233984,0.558864222859483,0.333128342571651,2612.4075,38.7077,1.6006775,0.0518274075,0.2400243,1.033,0.86375
1,3.75,0.25775,19.7355,2.23225,0.758,1.273122,0.0909850925,-2.69149625250383,29.09867,85.434,102.101,5.5601015,-14.865,0,3.517448,4.05,18.849625,434.17535,21.6025,22.0075,0.0774234107192137,7.82486578627392,20.792175,0.196836200867155,22.18,22.41,23.01,21.66,20.69,21.99,22.18,22.31,0.666648677846464,0.52804149891438,0.318509149209701,2578.1358223677,43.496975,1.2375575,0.0869630393738101,0.22351975,1.00575,0.88575
1,4.25,0.2577734,19.68825,2.4355,0.717,1.2606585,0.095477425,-0.825126975,29.879,85.33,102.101,5.5,-14.4,0,3.517448,4,18.972565,435.00725,21.5475,21.9675,0.0822756889974189,7.40133046815182,20.79285,0.204527194115957,22.19,22.42,23.04,21.64,20.6325,22.01,22.19,22.3,0.643891797673984,0.553619002564038,0.30804156982314,2555.325,43.336615317177,1.59527425,0.0303239095399563,0.383620409365393,0.996,0.87275
1,4.75,0.267094625,19.78,2.383,0.71875,1.38110824303016,0.094889405,-1.4776075,31.28685,85.39571,102.101,5.42156098708549,-13.75,0,3.517448,4.01,18.71,435.19675,21.53,21.9675,0.0876286981453873,6.89957053214547,20.565,0.195587639683033,22.2,22.44,23.08,21.57,20.6025,22.04,22.24,22.28,0.740607295849044,0.542215483580442,0.320087956661915,2641.84,42.24684,1.839649,0.0389053965541871,0.27751163201842,1.00875,0.8515
