DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
2,13.25,97.9725,-16.81075,63.13,354.7975,279.4175,245.5417,318.115375,-2.29725,871.565,706.21,2.34065,-5.3481,-6.29925,-9.0566,-6.123
2,13.75,97.955,-16.81425,62.2435,345.3425,270.0075,245.7552,322.06505,3.7861,815.1525,723.54,2.30195,-5.3737,-6.31025,-9.0022,-6.10965
2,14.25,97.94,-16.365,62.3615,331.5125,257.955,246.04625,321.345725,-10.17925,744.0825,640.08,2.2567,-5.3688,-6.2152,-9.02125,-6.0737
2,14.75,97.97,-16.0695,61.27225,308.555,241.4975,245.537925,325.185375,-20.434,674.625,612.2,2.097825,-5.34395,-6.15365,-9.01565,-6.01295
2,15.25,97.985,-16.257,60.203,226.6725,185.155,244.426175,323.9971,-35.67425,558.615,491.585,2.277425,-5.33015,-6.17885,-9.125175,-5.63835
2,15.75,98,-16.17225,60.6745,172.38,136.9375,243.669675,321.5043,-53.49325,389.9225,337.47,2.4221,-5.34415,-6.2307,-9.080275,-5.650425
2,16.25,97.99,-16.196,60.40525,114.8625,95.1635,241.02015,306.158875,-68.097,273.1875,229.695,2.014375,-5.3557,-6.24595,-9.02655,-5.65615
2,16.75,98.015,-16.33225,61.0445,65.328,53.45775,237.551475,311.67015,-81.1315,140.775,119.0325,1.813,-5.35775,-6.2297,-8.990675,-5.668125
2,17.25,98.0625,-16.832,62.261,26.11125,21.7175,233.22415,304.245575,-93.30925,60.69475,43.30325,1.8822,-5.372775,-6.2601,-8.911375,-5.671225
2,17.75,98.0525,-17.5015,65.092,1.66,3.031775,230.778475,299.05005,-96.011075,3.798625,4.95175,1.1788,-5.361325,-6.244325,-8.86515,-5.65945
2,18.25,98.0275,-18.014,69.295,0,0.3857875,227.79545,291.344325,-93.00505,-0.87862,0.034149775,1.3299,-5.354925,-6.2196,-8.85145,-5.648725
2,18.75,98.03,-18.45925,70.7325,0,0.2877625,224.859075,283.32685,-89.132225,-3.739975,-0.060695,0.9782275,-5.34275,-6.187475,-8.856775,-5.631075
2,19.25,97.99,-19.43925,71.76025,0,0.2831775,220.479575,280.13175,-82.7893,-2.253725,-0.0910185,0.9316125,-5.3348,-6.167725,-8.849125,-5.6157
2,19.75,97.93,-20.252,72.379,0,0.2636475,219.78525,277.196025,-82.226,-3.119275,-0.08967875,0.978015,-5.31815,-6.143625,-8.84235,-5.596825
2,20.25,97.935,-20.558,72.9535,0,0.30048,219.55355,274.514825,-79.474875,-2.03735,-0.086184,1.01447,-5.31365,-6.135075,-8.8103,-5.572025
2,20.75,97.9425,-20.6615,73.7025,0,0.2709075,221.067875,275.41975,-78.56825,-2.344625,-0.08089275,0.74811,-5.298125,-6.119,-8.760375,-5.538425
2,21.25,97.93,-21.17175,74.305,0,0.293905,219.432925,271.491575,-76.860575,-2.453975,-0.09459525,0.76719,-5.275,-6.111475,-8.72705,-5.50935
2,21.75,97.91,-20.5725,74.30875,0,0.2934375,218.062125,269.0691,-78.2048,-2.934725,-0.086704,0.8875875,-5.26025,-6.103425,-8.704875,-5.487025
2,22.25,97.935,-20.73625,75.15125,0,0.3047475,217.849825,266.830675,-77.564,-2.712975,-0.08790025,0.670885,-5.24515,-6.071625,-8.692975,-5.45725
2,22.75,97.9625,-21.11475,75.5085,0,0.2019725,215.888675,267.26205,-76.40015,-2.27365,-0.096626,0.69592,-5.242575,-6.088125,-8.67445,-5.419725
2,23.25,97.995,-21.0395,75.5175,0,0.2462375,215.256475,264.400975,-73.6195,-2.8586,-0.0893375,0.69334,-5.231425,-6.0794,-8.68265,-5.391
2,23.75,97.99,-21.52025,74.8605,0,0.2660575,217.6105,262.1927,-71.846375,-2.82015,-0.078561,0.5633575,-5.213175,-6.064675,-8.696525,-5.357975
3,0.25,97.87,-12.8,78.27875,0,0.09062075,253.627525,284.7129,-70.8882,0.002996675,-0.06415025,1.281,-0.87032,-1.10665,-6.165475,-4.79345
3,0.75,97.9125,-13.26775,78.31325,0,0.066665,253.0073,278.9637,-68.260025,0.001996425,-0.058119,1.3412,-0.8701225,-1.11465,-6.244075,-5.132825
3,1.25,97.965,-12.8095,79.82525,0,0.17358,251.8088,279.668975,-65.617,0.0023303,-0.05392275,1.47025,-0.867305,-1.1012,-6.2467,-5.112875
3,1.75,98.0225,-12.98,80.0145,0,0.102422,250.301525,280.842025,-68.3619,0.0033306,-0.05673625,1.326775,-0.8568525,-1.1029,-6.4878,-5.087925
3,2.25,97.9425,-13.269,79.6595,0,0.02719175,249.360425,282.613975,-65.616675,0.003225975,-0.054712,1.805425,-0.853235,-1.109225,-6.331225,-5.248025
3,2.75,98.025,-13.52,80.00575,0,0.000774,248.56815,279.66575,-64.76355,0.004406125,-0.053988,1.4562,-0.8496175,-1.116525,-6.33455,-5.4633
3,3.25,98.04,-13.75075,79.8165,0,0.00291918,248.256725,279.306225,-68.564325,0.003329,-0.0619025,1.674,-0.84546,-1.110975,-6.445125,-5.171575
3,3.75,98.0025,-13.91425,80.23225,0,0.0568265,247.844275,278.8384,-58.601775,0.00199845,-0.061254,1.4344,-0.8430875,-1.110375,-6.58885,-5.139125
3,4.25,97.9875,-14.0505,80.63625,0,0.015059785,245.980875,280.48275,-61.9506,0.00349135,-0.06289875,1.636,-0.84401,-1.12925,-6.683725,-5.110425
3,4.75,97.9925,-14.196,80.69675,0,0.007865575,244.74755,280.9539,-61.11165,0.001829775,-0.058601,1.532725,-0.8412975,-1.13735,-6.59645,-5.084975
3,5.25,97.99,-14.36725,80.30275,0,0.04642175,244.28195,279.393175,-61.686925,0.00333,-0.05928275,1.7704,-0.83608,-1.114125,-6.509325,-4.9905
3,5.75,98.0025,-15.3825,79.93225,0,0.026892325,244.238625,278.440675,-62.1382,0.00621535,-0.05367825,1.252175,-0.8321825,-1.11505,-6.546,-5.047625
3,6.25,98.0325,-15.9025,80.53175,0,0.0690755,241.406125,278.22235,-57.178975,0.031288,-0.016618,2.0183,-0.827955,-1.123675,-6.522625,-5.018225
3,6.75,98.0025,-15.89275,78.93675,0.5839775,0.974615,242.15825,284.752525,-46.986975,1.866975,1.128675,1.1378,-0.8257025,-1.11875,-6.488575,-4.998125
3,7.25,97.9775,-15.37975,76.769,10.199725,5.9073,244.98725,283.943225,-26.7936,27.357,15.17075,1.488525,-0.82514,-1.115575,-5.468575,-4.990475
3,7.75,97.965,-13.82025,75.51775,38.60575,18.1735,247.30515,291.652575,-11.77355,96.1805,37.7835,1.3819,-0.8216175,-1.089325,-5.257125,-4.804275
3,8.25,98.0125,-12.98075,70.70675,81.9295,32.19075,253.21495,297.2605,-1.1099,214.2775,79.36675,2.6398,-0.82279,-1.041775,-4.9919,-4.311475
3,8.75,97.9925,-10.86475,68.1315,147.17,43.86525,260.2577,307.42235,1.7535,365.14,129.9025,2.467,-0.80748,-1.030925,-4.14265,-4.151825
3,9.25,97.97,-10.1615,65.83525,175.2,61.89625,269.5571,320.882,12.68715,473.5325,193.1575,2.56245,-0.81259,-1.044775,-3.482025,-3.9629
3,9.75,97.995,-8.9538,65.0545,207.525,70.94925,275.515475,322.35485,20.2206,543.7575,214.055,2.4334,-0.7865875,-1.0545,-3.199175,-4.30585
3,10.25,98,-8.190625,64.19775,261.47,89.76575,281.351375,321.202225,29.19745,664.6625,243.12,2.2342,-0.8036575,-1.05565,-3.16875,-3.9738
3,10.75,98.0225,-7.607225,61.48275,298.8125,97.9275,287.56295,328.55235,34.716375,816.2575,265.7425,2.316475,-0.8018375,-1.0559,-3.122025,-3.95035
3,11.25,98.025,-7.511525,59.09825,342.225,113.094,292.76125,332.55885,41.12,921.455,284.3425,2.2726,-0.8115675,-1.08475,-3.079175,-3.919575
3,11.75,98.0325,-7.158725,60.5785,355.3,119.38875,296.030575,334.915475,50.644975,1005.26,286.8575,2.3448,-0.80713,-1.113175,-3.82685,-4.177075
3,12.25,98.02,-7.022875,58.62825,380.095,116.50225,295.261875,341.746075,48.561375,998.1575,308.17,2.4151,-0.82252,-1.11305,-3.5821,-4.1899
3,12.75,97.9975,-6.701625,57.3285,391.835,109.30925,298.46415,342.594475,55.4223,1029.1,293.05,2.305025,-0.79831,-1.10095,-3.5493,-4.3214
3,13.25,98.0575,-6.275975,55.642,351.515,95.8155,298.20965,340.331825,56.44385,943.58,260.995,2.403675,-0.78682,-1.0785,-3.5225,-4.4396
3,13.75,98.04,-6.076475,56.00725,331.2225,82.296,299.51445,335.0826,51.668925,905.755,227.015,2.610575,-0.78985,-1.08315,-4.20975,-4.57555
3,14.25,98.0375,-6.386375,57.02125,359.055,67.963,298.017525,338.26505,49.090475,943.7975,189.77,2.4958,-0.797035,-1.08555,-4.2288,-4.6614
3,14.75,98.0525,-6.38425,55.06575,299.195,60.34525,296.9895,335.481025,38.93335,752.82,167.29,2.202575,-0.79679,-1.08675,-3.46225,-4.54755
3,15.25,98.06,-5.9262,54.822,283.1425,53.5525,294.8138,329.09905,28.0779,719.0375,145.455,2.7043,-0.791945,-1.08025,-3.51855,-4.59635
3,15.75,98.085,-5.821225,54.56275,227.815,46.71875,293.82165,328.0876,20.6476,614.82,125.575,2.5409,-0.784565,-1.0797,-3.5732,-4.5945
3,16.25,98.1125,-5.8716,55.08625,186.6425,41.743,292.660075,325.017375,9.82925,450.6625,107.5175,2.6153,-0.78308,-1.0739,-4.2637,-4.6842
3,16.75,98.0425,-5.88255,55.70025,131.47,38.14275,289.492125,325.68825,-6.58525,327.4525,90.066,2.5247,-0.77474,-1.0904,-3.6863,-4.7011
3,17.25,98.095,-6.093175,56.62,85.07025,28.3945,285.681025,322.421975,-36.756025,214.8725,58.9235,2.414,-0.78066,-1.11905,-3.86175,-4.69865
3,17.75,98.0325,-6.42565,57.899,36.9555,17.93075,279.883625,320.544225,-58.587675,93.492,29.1345,2.3409,-0.79367,-1.1451,-4.34235,-4.6714
3,18.25,97.9775,-6.93965,60.29275,8.6835,5.53815,273.6178,319.539325,-79.4881,21.24575,9.2111,2.4762,-0.787945,-1.13355,-4.84515,-5.0587
3,18.75,97.9725,-7.826875,63.2185,0.3142425,0.450525,271.08445,317.778,-90.171375,1.2021,0.57255,2.1114,-0.77894,-1.12575,-4.6543,-4.71845
3,19.25,97.9525,-8.30995,67.642,0,0.15489,266.255425,316.933425,-88.212175,0.0232165,-0.0379385,1.57975,-0.789135,-1.10305,-4.87155,-4.66485
3,19.75,97.9175,-8.629725,69.72725,0,0.11773575,264.601925,316.6153,-83.763775,0.00623805,-0.047834,1.30935,-0.781435,-1.09655,-5.39945,-4.63695
3,20.25,97.915,-8.61185,69.88225,0,0.238915,263.726775,312.791375,-81.4125,0.0049933,-0.052903,1.8771,-0.788805,-1.0992,-5.1278,-4.68875
3,20.75,97.9,-9.24005,70.58325,0,0.278475,262.404,311.3415,-73.693375,0.0072324,-0.059052,1.44495,-0.791185,-1.1111,-5.18055,-4.5588
3,21.25,97.91,-9.0061,72.06225,0,0.256645,261.82625,308.3786,-73.9758,0.0055731,-0.0519235,1.2111,-0.783305,-1.109,-5.6286,-4.8565
3,21.75,97.8375,-9.6858,73.99275,0,0.166105,260.224325,306.243325,-77.2703,0.005323675,-0.0522955,1.6185,-0.78676,-1.1079,-5.60575,-4.84205
3,22.25,97.9075,-10.0855,73.613,0,0.208915,258.411075,304.3525,-77.339275,0.0032456,-0.054924,1.721625,-0.780415,-1.1077,-5.55395,-4.4476
3,22.75,97.9825,-10.629,75.17475,0,0.1192225,257.24485,305.523825,-76.775575,0.004240775,-0.057945,1.5443,-0.785635,-1.0989,-5.5889,-4.38525
3,23.25,97.95,-11.06675,76.173,0,0.1481775,256.02055,304.665425,-75.276125,0.003135875,-0.0591515,1.5533,-0.793895,-1.0988,-5.6559,-4.3824
3,23.75,97.9,-11.682,76.68825,0,0.0523365,255.22425,300.111125,-71.965275,0.00532555,-0.053807,1.7427,-0.79538,-1.1009,-5.61075,-4.7729
4,0.25,97.9325,0.1685625,62.3765,0,0.6516575,307.60915,361.24195,-89.3479,0.01075475,-0.05143425,1.41995,-0.15819,-0.1559575,-12.6605,-12.21975
4,0.75,97.9325,0.04835475,64.48775,0,0.576065,307.2458,355.956175,-85.653175,0.0079293,-0.04543325,1.4435,-0.156925,-0.159135,-11.49775,-12.49825
4,1.25,97.96,-0.17695,64.54375,0,0.4107525,306.8009,356.186,-81.147275,0.01068025,-0.04402875,1.19775,-0.16049,-0.1630475,-12.4275,-13.58675
4,1.75,97.99,-0.2821725,63.947,0,0.40835,306.436825,348.924075,-80.71845,0.01114775,-0.05242775,1.32455,-0.162515,-0.158495,-14.247,-13.67075
4,2.25,97.9775,-0.7377225,66.93125,0,0.3507025,304.7182,347.4567,-81.534,0.0097779,-0.0590275,1.1735,-0.1627775,-0.1628025,-17.44275,-14.32325
4,2.75,97.995,-0.6655675,70.11025,0,0.532135,304.459825,339.7866,-80.565825,0.010141475,-0.0575125,1.10105,-0.16696,-0.1584275,-17.762,-15.408
4,3.25,98.0125,-0.77768,71.765,0,0.623005,304.209625,338.59115,-79.94105,0.01068925,-0.05782625,1.04715,-0.16947,-0.159,-19.717,-15.89075
4,3.75,98.02,-0.940935,71.32325,0,0.47201,303.5365,337.5264,-77.429825,0.010783,-0.06168,1.02435,-0.1666075,-0.1641075,-18.97875,-15.872
4,4.25,98.0525,-0.9740475,71.86525,0,0.6215225,301.8097,332.3634,-77.8683,0.010731,-0.0545935,0.960955,-0.1637625,-0.17252,-18.4225,-14.738
4,4.75,98.045,-1.3128,71.25425,0,0.494565,301.358625,330.531625,-77.25895,0.01235375,-0.05045125,0.931085,-0.16479,-0.173785,-18.308,-15.351
4,5.25,98.0525,-1.38835,71.346,0,0.59292,300.482875,333.863,-74.021675,0.09612175,-0.02352275,1.0135,-0.16353,-0.173585,-18.532,-15.4965
4,5.75,98.01,-1.660575,72.34825,0.75039,1.122,300.50135,331.9521,-65.855675,3.38785,0.37434,1.06505,-0.1672725,-0.1755125,-15.3935,-14.11525
4,6.25,98.005,-1.353825,73.4745,13.7995,3.0352,303.863825,331.1366,-38.0361,33.587,2.87645,1.09495,-0.188485,-0.17725,-6.00975,-11.18925
4,6.75,97.9925,-0.48301,71.04325,37.451,6.9656,310.276525,334.5475,-2.47885,88.529,9.48085,1.25415,-0.19019,-0.17393,-3.7532,-7.924225
4,7.25,97.9925,-0.0137014,67.581,67.01375,12.38075,312.8092,348.628975,21.811425,163.35,18.55675,1.6976,-0.201485,-0.181495,-2.3218,-4.2184
4,7.75,97.99,0.8436525,62.62125,110.9175,15.5605,317.4287,355.012425,48.54625,263.0375,28.64675,2.1751,-0.20243,-0.178295,-0.1018555,-0.753645
4,8.25,97.9575,1.49915,57.15975,160.1225,23.446,321.464375,372.535925,87.1662,373.6675,43.196,2.29435,-0.2082925,-0.19826,-0.03755425,-0.1695175
4,8.75,97.95,2.1373,53.53675,216.1625,30.472,325.38735,375.331575,114.212525,507.1925,48.83075,2.3719,-0.1953,-0.1789225,0.6040275,-0.0447925
