DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.177263503077057,-0.0532124875323434,-0.848670190110522,-0.523956772333991,0.101670390246648,-24.4618981985746,-3.23375772812682,0.343752357769948,415.383497569169,3.70892083546819,424.349303226008,4.4055901388305,415.706132914196,424.942086372577,4.43372709076074,415.891886444444,425.097459081,4.43951141649088,415.941484511364,425.534501174059,4.43496120989533,416.090469177542,2.46568715477006,-0.01823363573493,0.16858614269011,2.08,1.45,0.45,-0.365025,0.02325,-0.977,-1.094925,-2.2338,95.320005,59.1275,1.0788,-0.9725,-0.705,-0.825,0.1,-3.8,0.8,-0.34,237.125,309.35,236.35,307.825,0.05,-0.2025,-0.035,-0.0575,0.17,-0.2625,-0.1275,-0.1475,1.78525,3.08675,4.98775,6.14875,6.5805,2.239,3.57,5.368,6.069,6.662,2.13775,3.41075,5.0515,5.974,6.417,1.38625,2.72675,4.4685,5.63075,6.33425,1.7675,3.1945,5.9555,6.23825,-20.294,-22.0875,-22.53,-78.7475
1,0.75,0.213040952328654,-0.0025136178761781,-0.903248085310469,-1.32090128369408,0.081022230095144,-23.699384614741,-3.1650791053214,0.319234080391947,415.155426516867,3.70511352452792,425.070243865721,4.47503170206016,415.399761121446,425.18908464053,4.48271184051743,415.431436179661,425.420602474385,4.46054801447367,415.384637909091,425.752496119464,4.46604904443823,415.674209865331,2.59414389863473,-0.442455506417559,0.14485892286112,1.93,1.33,0.4375,-0.738175,-0.06225,-1.189525,-1.366375,-2.30355,95.306305,61.75,0.92635,-0.945,-0.6675,-1.2325,0.1,-3.9625,0.8,-0.3125,236.4,309.1,235.225,306.875,0.05,-0.155,-0.0425,0.045,0.17,-0.26,-0.1275,-0.13,1.59775,2.9655,4.97725,6.1405,6.60625,2.169,3.435,5.31675,6.04225,6.66025,1.904,3.3465,4.9925,5.9735,6.4285,1.22525,2.6275,4.40575,5.61275,6.3295,1.631,3.06175,5.951,6.24125,-20.5165,-21.89675,-22.73875,-80.5025
1,1.25,0.203634759716562,-0.0765962971782569,-1.00602291385586,-1.33607675495398,0.0871088953021087,-27.3753534083068,-2.06764874198102,0.315999319881563,415.373548966928,3.50138351490898,423.864415321941,4.359131826773,416.019120555944,424.139492747273,4.34738154293031,416.134237647651,424.300846133944,4.33413227217489,416.006714369048,425.52018669426,4.33213759641519,416.028593255948,2.32077715269844,-0.229294574767664,0.157632563731153,1.76,1.3,0.4075,-0.82005,-0.047,-1.382425,-1.5513,-2.49405,95.29269,63.2325,0.92375,-1.0475,-0.625,-1.185,0.1,-3.92,0.7,-0.32,234.775,308.075,233.475,305.875,0.05,-0.26,-0.0375,0.045,0.17,-0.2625,-0.1275,-0.12,1.55025,2.80925,4.92725,6.12875,6.631,2.115,3.34,5.28,6.04,6.671,1.759,3.27375,4.924,5.95725,6.4385,1.11625,2.54875,4.3305,5.595,6.3155,1.62275,2.96375,5.93975,6.24,-20.626,-22.371,-22.605,-82.55
1,1.75,0.232341507705824,0.0206300624678528,-0.64370323284233,-1.84604001520208,0.0862948756087259,-26.5163362690015,-3.51566260061462,0.348301946857066,415.302347485745,3.46835639375637,424.890840453784,4.30780442399555,416.082913681815,424.895013317938,4.29256006123967,416.12740309855,424.873532726754,4.26831615196496,415.9731255,425.25454272645,4.2884451818569,416.397897132814,2.18847703621469,-0.109186760897117,0.164628683864248,1.825,1.32,0.4725,-0.843275,-0.17525,-1.121275,-1.548125,-2.2093,95.27527,63.96,0.91775,-1.0325,-0.705,-1.305,0.1,-3.8225,0.7,-0.315,234.475,308.225,232.75,305.8,0.05,-0.17,-0.0525,0.0475,0.17,-0.2625,-0.13,-0.1225,1.4405,2.754,4.84725,6.10575,6.65425,2.007,3.258,5.24,6.024,6.675,1.7135,3.1525,4.8615,5.94525,6.44725,1.09275,2.436,4.25675,5.57725,6.30875,1.51775,2.83,5.922,6.2365,-21.4755,-23.153,-23.466,-80.105
1,2.25,0.22074445078719,-0.0240190624431698,-0.73014959267065,-1.20756596296541,0.0873238351883782,-24.5727323433337,-1.99194370030648,0.338601138375152,415.599816364435,3.42260196035194,423.601621753155,4.19456888096557,416.437627066202,423.878482109594,4.16865823888899,416.354267628756,424.006078301009,4.11595075665795,416.501609874565,424.046763126302,4.10235724266905,416.689663104937,2.34400410446233,-0.421674262698928,0.160312155044979,1.92,1.425,0.5075,-1.008875,-0.37475,-1.275625,-1.558075,-2.74635,95.2763625,63.73,0.773925,-1.12,-1.0075,-1.525,0,-3.78,0.7,-0.3425,233.3,306.45,232.6,303.6,0.05,-0.4125,-0.0325,0.04,0.17,-0.26,-0.1275,-0.1225,1.3045,2.65825,4.792,6.07675,6.6645,2.033,3.202,5.211,6.006,6.676,1.58,3.03525,4.82775,5.923,6.4485,1.08325,2.3595,4.18525,5.55875,6.30075,1.38375,2.7505,5.89125,6.23125,-20.8105,-22.867,-23.575,-76.735
1,2.75,0.110693458775691,-0.0584322691739447,-0.91698194908571,-0.951973619307001,0.0962244165713582,-24.7468379759129,-2.85885850022891,0.35191180446835,415.301127195056,3.45359206202023,423.548573374714,4.19838975459164,416.325859942461,424.387138711414,4.25907705249602,416.367314263158,424.559188610643,4.26310209380824,416.566509952017,424.680649233911,4.29056820396418,416.652053084758,1.9138658982122,-0.650211831022773,0.162203090054564,1.7775,1.41,0.475,-1.367275,-0.4825,-1.6581,-1.85465,-2.86105,95.282195,63.085,0.7334,-1.1525,-1.16,-1.65,0.1,-3.77,0.7,-0.3325,232.85,306.525,233.275,303.925,0.05,-0.1025,-0.04,0.04,0.17,-0.2625,-0.1275,-0.1225,1.21575,2.6075,4.746,6.05125,6.6695,2.011,3.088,5.186,5.988,6.678,1.51175,2.928,4.80775,5.9,6.4315,0.9435,2.285,4.11625,5.51675,6.2955,1.21875,2.67525,5.87375,6.224,-21.744,-23.44,-24.395,-75.63
1,3.25,0.212822127206881,-0.0861054677192037,-1.17247043052545,-0.484227281412504,0.0963946118844313,-25.2282813487665,-2.62770205787749,0.319389320088267,415.233331189742,3.40551369685954,425.313940742885,4.36672366089909,416.241442605575,425.379270465928,4.48378831909344,416.308071774028,425.218510422632,4.52697815390512,416.605887555556,425.422977337026,4.54757304636051,416.448304190178,2.01464389846847,-0.582090668586033,0.162048830541602,1.9275,1.42,0.4875,-1.480325,-0.703,-1.528275,-1.7639,-2.4809,95.2612375,62.86,0.7263,-1.2925,-1.3625,-1.4625,0.1,-3.765,0.7,-0.41,233.975,305.35,234.175,303.75,0.05,-0.385,-0.035,0.03,0.17,-0.2625,-0.1275,-0.1225,1.17825,2.526,4.77725,6.02725,6.67275,1.758,3.064,5.144,5.954,6.678,1.419,2.8405,4.69575,5.87525,6.42,0.856,2.24425,4.04975,5.47975,6.297,1.1495,2.6065,5.852,6.213,-21.12625,-23.369,-23.748,-79.0875
1,3.75,0.194749115278273,-0.056633963938166,-3.68375266396039,-1.2619025797831,0.08540885485778,-27.6492233360791,-2.67502643882114,0.348656901289164,415.677341183817,3.48811566669762,423.114903258399,4.30988670692015,416.301404351974,423.50116267156,4.31007715230038,416.444657133488,423.714261825137,4.31859764965471,416.458037477269,423.571857348134,4.33622587933499,416.504708905851,2.30496361305854,-1.02481241741796,0.171196099807545,1.7725,1.44,0.5075,-1.588025,-0.75625,-1.904375,-2.015275,-3.2078,95.2470325,64.415,0.77565,-1.35,-1.3025,-1.7175,0.1,-3.7125,0.7,-0.33,233.55,305.725,232.85,302.7,0.05,-0.2475,-0.045,0.035,0.17,-0.26,-0.13,-0.12,1.12775,2.45575,4.72875,5.99825,6.66025,1.725,2.975,5.127,5.938,6.677,1.35975,2.752,4.6465,5.8485,6.41675,0.8325,2.20775,3.98675,5.44275,6.30475,1.09375,2.5405,5.8345,6.20175,-21.159,-23.488,-23.6,-76.89
1,4.25,0.189566187854436,-0.0786331102816981,-1.99830335258951,-1.02167711920028,0.0924194616203746,-29.3870424767236,-2.65130539171011,0.329474439861706,415.500092572208,4.12863224225607,422.530360886288,4.27515289547019,416.573089726986,423.001717737345,4.29323450885811,416.414576697068,423.79418041118,4.29861318342981,416.811398156201,424.127977197063,4.26292872606352,416.916667716612,2.11874241695166,-1.25435610721233,0.169953677112326,1.7375,1.35,0.475,-1.742675,-0.68,-2.085,-2.2593,-3.8447,95.2179575,65.91,0.7818,-1.7025,-1.57,-1.94,0.1,-3.795,0.7,-0.27,233.65,303.45,232.125,301.3,0.05,-0.2675,-0.0525,0.035,0.17,-0.2625,-0.13,-0.1325,1.1005,2.4515,4.683,5.96225,6.65925,1.607,2.8425,5.0925,5.924,6.675,1.10225,2.66825,4.61325,5.82025,6.41975,0.68975,2.13075,3.92525,5.40575,6.3135,1.01175,2.45225,5.8215,6.1885,-20.8835,-23.737,-23.413,-75.855
1,4.75,0.213035314437006,-0.0328748661128301,-1.9244338211181,-0.739305637071591,0.0964155509694967,-33.2664245712629,-2.48255400169942,0.353376018984412,415.643399267435,3.53506493420545,424.080569869311,4.07155106560722,416.134803425875,424.098281492662,4.13216847882251,416.182971797872,424.431593830805,4.11434713194541,416.567048345502,424.732298705129,4.09848549129916,416.549020781566,2.43098909937725,-1.38491630653963,0.161820724261002,1.96,1.38,0.5375,-1.83655,-0.742,-2.204125,-2.187625,-3.30155,95.2037675,65.5575,0.7439,-1.715,-1.7475,-2.065,0,-3.755,0.6,-0.2375,231.25,301.875,230.675,300.525,0.05,-0.4125,-0.0425,0.0325,0.17,-0.27,-0.13,-0.13,1.1085,2.4525,4.64225,5.93075,6.649,1.5075,2.745,5.0725,5.9015,6.66825,1.03425,2.525,4.558,5.79775,6.43125,0.62425,1.9475,3.852,5.36775,6.314,0.9835,2.38675,5.809,6.174,-21.666,-23.769,-23.33825,-79.895
