DOY2,HR2,USTAR,TA_1_1_1,WS,NEE,FC_1_1_1,SC,H_1_1_1,SH,LE_1_1_1,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,VPD,NETRAD,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,5.25,0.48,-11.04,2.954,0.48775,0.405,0.118,-1.858,2.356,0.669,0.42,-1.7845,1.35475,1.2435,88,97.2,395.043,0.28,-0.997,2.2705,-0.283,0.277,0.701,260.55,265.72,7.42
1,5.75,0.49125,-11.11,2.825,0.5215,0.387,0.157,-2.105,2.16,0.778,0.541,-1.7705,1.36225,1.242,87.9,97.3,395.2325,0.29,-0.817,2.248,-0.2375,0.264,0.754,261.291,266.27,7.419
1,6.25,0.4815,-10.98,2.87,0.53675,0.4565,0.1595,-1.422,2.565,0.9345,0.684,-1.7575,1.365,1.24,87.9,97.3,395.409,0.28,-0.877,2.257,-0.204,0.245,0.7835,261.86,265.01,7.421
1,6.75,0.501,-11.16,2.974,0.477,0.427,0.153,-1.76975,2.351,0.702,0.67,-1.7575,1.35425,1.2485,88.4,97.3,395.5865,0.28,-1.083,2.2305,-0.268,0.266,0.847,262.49,264.3,7.421
1,7.25,0.483,-11.05,2.861,0.524,0.38975,0.206,-2.0535,2.7915,0.958,0.6675,-1.754,1.34425,1.24,88.3,97.3,395.625,0.28,-0.954,2.66,-0.15,0.332,0.8065,262.68,266.25,7.421
1,7.75,0.48175,-11.16,2.868,0.5075,0.4215,0.148,-1.661,5.0085,0.97275,0.9925,-1.804,1.351,1.249,89,97.3,395.496,0.28,1.341,11.9765,4.717,2.254,2.186,262.59,267.31,10.567
1,8.25,0.4925,-11.12,2.887,0.556,0.465,0.1285,-1.00175,9.4955,1.2625,1.362,-1.79475,1.3505,1.24375,88.7,97.3,395.6385,0.28,15.512,58.508,43.56,10.142,10.14,260.77,267.46,54.69
1,8.75,0.541,-10.52,2.904,0.5215,0.5635,0.0395,7.35325,20.2665,2.0805,2.4305,-1.74325,1.3505,1.2405,88.5,97.3,395.48925,0.28,52.168,157.11625,104.9,22.771,20.6,258.76,268.12,110.14
1,9.25,0.55575,-10.55,3.159,0.66775,0.815,0.0235,24.822,25.6745,3.18,2.98,-1.772,1.3485,1.24025,88.3,97.3,395.291,0.29,98.645,267.25225,159.6,35.505,29.65,261.56,269.03,173.07
1,9.75,0.589,-10.5775,3.233,0.651,0.8205,0.0485,49.3805,27.581,6.22,2.9265,-1.771,1.345,1.2435,87.85,97.4,395.175,0.32,134.37,364.45525,215.9,48.058,34.78,262.61,269.13,224.14
1,10.25,0.623,-9.97,3.4395,0.6165,0.6995,0.03425,70.5805,23.978,8.0855,2.799,-1.784,1.3455,1.24525,88,97.4,394.6425,0.33,177.64,474.15425,265.9,61.665,42.43,264,270.37,270.17
1,10.75,0.652,-9.41,3.565,0.62825,0.622,0.066,101.4615,18.44425,11.052,2.50575,-1.78625,1.34775,1.23975,88,97.3,394.353,0.36,201.7125,549.737,303.875,75.796,47.8475,264.08,271.6825,304.07
1,11.25,0.6815,-9.02,3.686,0.651,0.643,0.034,123.06675,13.14075,13.822,2.114,-1.797,1.3495,1.234,86.8,97.3,394.246,0.38,202.8475,599.5865,321.5,83.29375,51.77,264.19,274.4,351.9375
1,11.75,0.694,-8.82,3.651,0.549,0.575,0.04,125.471,11.53275,14.246,1.70525,-1.758,1.3385,1.239,86.6,97.3,394.218,0.41,203.255,619.734,326.025,85.24325,51.3375,261.77025,274.195,369.4525
1,12.25,0.7065,-8.79,3.766,0.6555,0.611,0.078,130.3205,9.513,16.175,1.68625,-1.761,1.30575,1.233,86.4,97.2,394.196,0.43,198.0375,607.07625,324.375,87.39175,51.74,261.01825,275.02,371.595
1,12.75,0.712,-8.58,3.712,0.54325,0.537,0.05525,124.46825,7.91,15.3595,1.415,-1.742,1.31325,1.24175,85.975,97.2,394.22475,0.46,187.905,585.72275,307.475,83.432,49.77,259.3175,276.3925,360.54
1,13.25,0.69,-8.66,3.647,0.616,0.6135,0.038,113.0335,6.644,16.3915,1.358,-1.7555,1.305,1.23125,85.6,97.2,393.844,0.5,168.88,550.7375,282.125,81.253,48.47,265.075,275.615,352.2675
1,13.75,0.6845,-8.63,3.634,0.58225,0.563,0.06425,108.713,5.563,14.79675,1.085,-1.764,1.303,1.2405,84.2,97.2,393.98,0.52,143.5825,495.12025,256.476,69.71,43.165,264.445,275.4825,303.8925
1,14.25,0.67125,-8.6375,3.574,0.599,0.5375,0.05975,82.808,3.285,12.632,0.936,-1.7465,1.33,1.23475,84.325,97.125,393.821,0.5,105.59,399.0055,211.425,57.95275,37.0025,264.7475,275.8025,254.63
1,14.75,0.66425,-8.515,3.44875,0.46525,0.4465,0.08,56.96125,1.233,11.32475,0.67975,-1.7575,1.315,1.23325,85.225,97.1,393.8635,0.48,68.69125,306.035,150.625,42.71375,30.7775,260.12825,274.665,187.6525
1,15.25,0.627,-8.6325,3.4945,0.4995,0.428,0.11375,29.90525,-0.7015,7.07,0.3475,-1.774,1.304,1.2465,85.25,97.2,393.9785,0.4825,31.571,200.313,100.05,29.70925,23.115,258.94775,273.915,136.375
1,15.75,0.6085,-8.765,3.36125,0.48775,0.4255,0.164,7.4725,-1.8585,5.5425,0.00425,-1.756,1.305,1.23675,85.925,97.2,393.91375,0.475,8.71075,99.452,53.11,16.08475,13.0875,262.01525,273.95,92.4655
1,16.25,0.547,-8.8125,3.10725,0.472,0.4095,0.166,-2.037,-2.39025,3.157,-0.23475,-1.749,1.3075,1.24,85.7,97.2,393.953,0.4425,-1.54025,35.365,15.57,5.99125,4.154,259.95275,273.3125,37.6775
1,16.75,0.555,-8.9175,3.09675,0.438,0.357,0.206,-2.392,-2.29825,1.9985,-0.265,-1.7375,1.3315,1.24375,86.45,97.2,393.918,0.4,-4.44425,5.154,0.22875,1.09575,1.2315,260.35525,272.13,7.437
1,17.25,0.545,-10.11,3.19725,0.406,0.3525,0.1705,-3.963,-1.76,1.5185,-0.24,-1.7595,1.32375,1.24175,87.3,97.2,393.879,0.38,-3.8275,2.3295,-0.554,0.29725,1.0095,256.39825,269.8975,7.41875
1,17.75,0.52575,-10.47,3.146,0.47525,0.38,0.199,-2.3995,-1.093,1.527,-0.017,-1.7505,1.33575,1.23925,87.7,97.2,393.902,0.37,-3.74375,2.25,-0.54025,0.25225,1.0085,255.5675,267.835,7.41975
1,18.25,0.522,-10.75,3.16325,0.484,0.3725,0.229,-2.327,-0.065,1.43,0,-1.713,1.3315,1.24875,87.8,97.3,393.983,0.34,-2.89575,2.2645,-0.4325,0.25175,0.9605,257.555,267.18,7.41875
1,18.75,0.525,-10.85,3.177,0.48425,0.4115,0.2035,-4.056,0.269,1.3005,0.061,-1.71,1.315,1.2465,88.4,97.2,394.165,0.33,-2.486,2.2405,-0.4605,0.26725,0.951,258.6475,266.7075,7.4185
1,19.25,0.50925,-10.87,3.0265,0.466,0.36375,0.1825,-3.97975,0.754,1.08825,0.349,-1.7985,1.31075,1.2405,88.3,97.2,394.31275,0.32,-2.59475,2.2635,-0.44,0.25575,0.86725,256.81075,266.16,7.41975
1,19.75,0.517,-10.9875,3.0095,0.48125,0.393,0.2265,-4.0985,1.045,0.821,0.308,-1.77025,1.322,1.23975,88.175,97.2,394.3435,0.31,-2.29875,2.27,-0.43525,0.24075,0.78225,256.17,265.7175,7.42
1,20.25,0.527,-10.8225,3.04575,0.445,0.3735,0.1705,-3.136,0.771,1.244,0.158,-1.763,1.29375,1.2405,88.275,97.2,394.301,0.3175,-2.11675,2.2425,-0.552,0.229,0.7855,256.89,265.0875,7.42
1,20.75,0.52,-10.71,2.97675,0.456,0.3975,0.175,-2.582,0.789,0.747,0.288,-1.76675,1.328,1.2355,88.175,97.2,394.36,0.3,-2.3345,2.2115,-0.455,0.2345,0.7855,257.8075,264.8775,7.42075
1,21.25,0.52525,-10.57,2.95825,0.473,0.37075,0.149,-2.45325,0.613,0.849,0.05125,-1.746,1.29225,1.236,87.875,97.2,394.37425,0.3,-2.006,2.226,-0.42875,0.24875,0.77925,257.0575,265.345,7.419
1,21.75,0.491,-10.6875,3.02775,0.47375,0.378,0.149,-2.451,0.6205,1.021,0.07075,-1.71775,1.30625,1.23975,87.8,97.2,394.51075,0.29,-1.70375,2.2425,-0.476,0.21775,0.7195,254.2675,264.295,7.418
1,22.25,0.50675,-10.665,3.0355,0.485,0.38625,0.162,-2.912,1.025,1.072,0.21025,-1.75625,1.31925,1.23775,87.7,97.2,394.602,0.29,-1.35275,2.1995,-0.438,0.22575,0.741,255.63,264.085,7.418
1,22.75,0.5315,-10.93,3.065,0.411,0.363,0.1325,-3.12175,1.4555,0.864,0.351,-1.74325,1.305,1.23975,87.775,97.2,394.6955,0.29,-1.88625,2.2195,-0.35425,0.202,0.744,253.99,264.3775,7.41975
1,23.25,0.482,-11.01,3.0595,0.42,0.395,0.117,-2.555,1.1525,1.0335,0.3675,-1.76125,1.314,1.239,87.8,97.2,394.6775,0.29,-1.5855,2.2085,-0.349,0.21925,0.78225,254.9,264.0575,7.42
1,23.75,0.4865,-11.06,2.977,0.412,0.35425,0.136,-1.639,2.2905,0.87825,0.407,-1.765,1.3265,1.24325,87.8,97.2,394.716,0.28,-2.282,2.188,-0.29525,0.218,0.709,256.71,265.41,7.415
2,0.25,0.4975,-9.73,2.83,0.46225,0.3675,0.141,-2.48875,0.499,1.361,0.32825,-1.665,0.64,0.626,88.2,97.3,393.495,0.36,-6.01675,2.198,-0.36225,0.234,0.901,257.89025,268.4475,7.42075
2,0.75,0.505,-10.14,2.861,0.38975,0.327,0.151,-2.4855,0.63,1.211,0.169,-1.719,0.64,0.63,87.575,97.3,393.5055,0.34,-5.00175,2.18875,-0.365,0.21625,1.00475,259.285,266.6425,7.4205
2,1.25,0.5265,-9.92,2.92575,0.5805,0.47775,0.11825,-1.85875,0.7645,2.551,0.05125,-1.706,0.639,0.628,87.7,97.3,393.781,0.34,-3.50725,2.208,-0.3405,0.2135,0.95625,262.3675,268.1675,7.42375
2,1.75,0.5065,-9.87,2.79025,0.439,0.368,0.129,-2.8175,0.7875,1.3115,0.064,-1.6695,0.632,0.625,88.1,97.3,393.7715,0.33,-3.48225,2.196,-0.359,0.20625,0.8705,259.34,267.355,7.42175
2,2.25,0.48,-9.95,2.77475,0.4675,0.387,0.126,-1.4365,0.7145,1.212,0.336,-1.68725,0.641,0.628,88.35,97.3,393.7235,0.32,-3.372,2.2445,-1.421,0.22125,0,258.68825,265.8925,7.424
2,2.75,0.506,-10.1825,2.8955,0.443,0.39,0.1175,-1.56675,1.265,1.163,0.379,-1.68725,0.644,0.621,88.2,97.3,393.779,0.31,-2.62725,2.222,-0.902,0.19825,-0.0025,261.755,264.805,7.425
2,3.25,0.4965,-10.5975,2.827,0.452,0.405,0.11,-1.93875,1.67,1.306,0.3415,-1.6755,0.636,0.621,87.825,97.3,393.644,0.3,-3.0765,2.228,-0.6865,0.19825,0.2015,262.3925,264.2025,7.42475
2,3.75,0.497,-10.6,2.9265,0.4195,0.3895,0.08475,-1.711,1.1165,0.8375,0.3805,-1.7155,0.63,0.625,87.775,97.3,393.62825,0.3,-2.94475,2.23,-0.326,0.176,0.672,261.125,262.9875,7.42675
2,4.25,0.51125,-10.5775,2.869,0.47725,0.394,0.095,-2.1615,1.33725,1.262,0.374,-1.6715,0.63725,0.6205,87.85,97.3,393.68725,0.3,-2.491,2.18025,-0.319,0.19475,0.818,259.76,263.23,7.426
2,4.75,0.518,-10.7875,2.956,0.464,0.377,0.128,-2.349,2.0695,1.116,0.3375,-1.649,0.64075,0.624,87.675,97.3,393.76925,0.2975,-2.723,2.198,-0.2995,0.18875,0.72,258.33,263.66,7.423
2,5.25,0.516,-10.9075,2.86575,0.423,0.3665,0.097,-2.098,1.10575,1.1075,0.32,-1.701,0.6395,0.62175,87.375,97.3,393.819,0.29,-2.5495,2.23775,-0.28925,0.203,0.5625,255.74,263.87,7.425
2,5.75,0.486,-10.725,2.75675,0.436,0.349,0.1255,-2.618,1.8185,0.895,0.3805,-1.68025,0.64275,0.61975,87.275,97.3,393.914,0.29,-2.601,2.22475,-0.288,0.21,0.6265,256.6425,265.1925,7.42475
2,6.25,0.501,-10.695,2.88625,0.429,0.39425,0.1335,-2.01,2.0145,1.1865,0.387,-1.7,0.64025,0.61425,87.575,97.3,393.853,0.29,-2.40175,2.27125,-0.27825,0.21,0.613,258.20025,264.935,7.424
2,6.75,0.48875,-10.5875,2.80475,0.43575,0.418,0.0985,-1.9985,2.955,0.76775,0.4295,-1.704,0.647,0.6245,87.3,97.3,393.86,0.29,-1.5635,4.6945,0.83175,0.68,0.94,259.5325,266.145,7.74125
2,7.25,0.516,-10.45,2.95125,0.476,0.40475,0.078,-0.932,7.648,0.9735,1.2375,-1.72125,0.63275,0.6235,87.6,97.3,394.012,0.29,4.17175,33.73375,15.23,4.396,3.57,259.975,266.0525,24.122
2,7.75,0.519,-10.54,2.8485,0.482,0.457,0.1195,2.796,14.926,1.481,2.107,-1.709,0.64675,0.618,87.175,97.3,393.976,0.29,32.339,107.4195,65.315,13.4945,12.74,260.275,265.89,86.5405
2,8.25,0.55,-10.46,2.91275,0.537,0.545,0.076,15.584,22.0795,2.828,2.9945,-1.696,0.64375,0.62625,87.175,97.3,393.963,0.3,82.78775,234.3985,140.35,24.42375,23.275,261.31575,268.4425,152.145
2,8.75,0.6325,-10.29,3.162,0.629,0.6725,0.057,48.35,28.8325,6.0515,3.10175,-1.68175,0.633,0.6185,86.975,97.3,393.85,0.33,129.47,370.78775,217.4,37.435,29.8,261.171,270.69,222.975
2,9.25,0.68,-10,3.468,0.631,0.68,0.053,92.59225,25.41175,9.19,2.934,-1.71,0.6385,0.6165,86.7,97.3,393.675,0.37,189.62,523.055,280.3,53.24,36.23,264.68,271.67,303.925
2,9.75,0.713,-9.6225,3.523,0.6055,0.649,0.073,119.736,22.584,12.483,2.916,-1.7015,0.6425,0.621,85.8,97.3,393.5045,0.43,233.66,635.39125,336.7,66.435,43.36,263,273.47,379.78
2,10.25,0.72475,-9.12,3.682,0.606,0.606,0.06,160.8315,19.713,16.358,2.598,-1.704,0.641,0.6195,85.125,97.3,393.506,0.48,280.28,733.3275,388.8,81.059,50.05,264.85,275.17,416.7375
2,10.75,0.759,-8.05,3.821,0.665,0.644,0.06,200.039,17.0345,19.902,2.2105,-1.71,0.6425,0.621,84.7,97.3,393.455,0.54,296.47,814.0315,422.3,92.532,55.43,267.18,278.99,490.11
2,11.25,0.77525,-7.7285,3.824,0.657,0.64875,0.035,202.81175,14.604,20.92625,2.038,-1.731,0.6315,0.6225,83.5,97.2,393.4045,0.6225,327.06,898.746,462,103.21,61.83,266.19,281.42,507.9975
2,11.75,0.78775,-7.0875,3.95725,0.684,0.659,0.044,220.5575,12.838,21.978,1.99,-1.765,0.64,0.622,83.1,97.2,393.307,0.6925,330.1425,911.127,462.275,107.1125,63.005,267.6375,284.325,551.175
2,12.25,0.81,-6.788,3.98,0.631,0.587,0.048,223.601,10.7155,23.624,1.714,-1.72,0.63025,0.6185,82.225,97.2,393.1975,0.77,322.7,925.25125,460.3,107.4775,63.7475,270.89,286.53,514.985
2,12.75,0.7895,-6.5,3.9645,0.6195,0.62,0.05675,211.0595,9.691,24.6175,1.40725,-1.7225,0.63775,0.62,81.7,97.2,393.059,0.8025,310.76,901.0035,452.775,105.0875,63.3875,270.4425,286.9475,490.6925
2,13.25,0.75675,-6.2185,4.00525,0.52975,0.53025,0.0535,209.198,8.36075,23.87575,1.39025,-1.70575,0.635,0.621,80.4,97.2,393.0295,0.8375,294.4275,859.82425,439.425,99.30625,61.155,271.165,288.41,485.045
2,13.75,0.774,-5.923,4.023,0.6135,0.604,0.044,191.7555,7.03875,23.176,1.3555,-1.7265,0.637,0.619,79.83,97.2,392.98,0.9,265.795,788.1255,396.2,92.17025,56.045,271.1225,289.475,458.3375
2,14.25,0.785,-5.62525,3.98375,0.5615,0.52775,0.058,165.68425,4.7395,23.2585,1.07025,-1.738,0.631,0.62,79.62,97.1,393.0465,0.9475,230.9025,716.43575,354.8,76.7395,48.6475,272.3825,289.12,381.165
2,14.75,0.74375,-5.737,4.01075,0.562,0.503,0.071,140.146,2.704,20.3055,0.761,-1.742,0.636,0.624,79.44,97.2,392.816,0.9675,188.2075,596.21775,297.45,62.258,40.9125,273.4275,288.6225,329.7325
2,15.25,0.721,-5.809,3.831,0.522,0.493,0.0445,105.569,0.39075,16.50825,0.51975,-1.72725,0.635,0.623,79.82,97.1,392.86075,0.97,136.0575,469.48075,237.45,47.26625,34.4875,269.62,288.755,256.5475
2,15.75,0.703,-5.675,3.739,0.51025,0.479,0.07,68.968,-1.4545,12.728,0.5035,-1.725,0.628,0.61525,80.8,97.2,392.86675,0.94,77.71975,312.24075,159.55,32.64225,26.6975,270.7975,288.25,197.72
2,16.25,0.661,-5.8015,3.73025,0.5075,0.456,0.09625,32.958,-2.7825,8.44875,0.41775,-1.7435,0.63075,0.63,82.275,97.2,392.822,0.8975,34.6765,190.00225,94.3,19.44075,19.175,269.9575,286.8725,130.685
2,16.75,0.61875,-6.13975,3.5215,0.43075,0.375,0.159,11.01825,-3.4765,4.91425,0.0795,-1.68175,0.633,0.6155,83.275,97.2,392.774,0.82,4.07275,90.85,44.4725,10.75425,8.905,270.5825,284.1925,79.81975
2,17.25,0.56625,-6.4805,3.242,0.41425,0.351,0.1895,-1.7185,-3.988,4.136,-0.02525,-1.67375,0.626,0.625,84.025,97.2,392.881,0.77,-6.875,24.48825,8.5175,3.348,2.238,268.83,283.17,23.213
2,17.75,0.543,-6.70775,3.063,0.45,0.3735,0.199,-4.243,-3.4375,2.399,-0.049,-1.72725,0.636,0.61875,84.975,97.2,392.74375,0.7,-9.753,3.127,-0.312,0.482,1.254,265.94,282.5,7.42
2,18.25,0.53575,-6.937,3.005,0.435,0.364,0.2075,-3.0385,-2.69475,2.453,-0.033,-1.7345,0.633,0.624,85.875,97.2,392.8855,0.6225,-9.546,2.248,-0.5315,0.2825,1.23625,267.07,279.45,7.419
2,18.75,0.512,-7.036,3.00125,0.4505,0.392,0.1635,-3.81225,-1.7375,1.816,-0.01575,-1.6945,0.621,0.629,86.775,97.3,393.01,0.57,-9.43525,2.237,-0.469,0.2565,1.12575,268.745,278.525,7.41975
2,19.25,0.51375,-7.187,3.0105,0.475,0.3535,0.20975,-4.54725,-0.867,1.60875,0.016,-1.66775,0.636,0.6255,88.175,97.3,392.983,0.5,-9.03825,2.18075,-0.4255,0.255,1.189,265.765,277.4125,7.42
2,19.75,0.5325,-7.39,3.08175,0.52125,0.363,0.237,-4.552,-0.648,1.8835,-0.015,-1.7445,0.624,0.6195,87.775,97.3,393.25,0.47,-9.08125,2.2135,-0.384,0.263,0.991,263.615,276.9775,7.42
2,20.25,0.5045,-7.551,2.99975,0.46625,0.36725,0.169,-2.055,-0.801,1.82425,0,-1.707,0.623,0.6155,87.55,97.3,393.319,0.45,-8.894,2.2265,-0.36175,0.2375,1.165,262.0085,277.5875,7.42
2,20.75,0.503,-7.846,3.0515,0.447,0.4,0.164,-3.123,-0.417,1.692,0.016,-1.7265,0.624,0.62,87.7,97.3,393.313,0.43,-8.61625,2.22,-0.422,0.227,0.955,261.135,276.0225,7.421
2,21.25,0.508,-8.21,3.00875,0.441,0.3915,0.157,-3.769,-0.469,1.60575,0,-1.7135,0.626,0.61675,87.65,97.3,393.39575,0.41,-9.388,2.203,-0.478,0.2,0.944,261.27525,273.8325,7.421
2,21.75,0.483,-8.52,2.91525,0.443,0.3655,0.167,-2.953,-0.71,1.3655,0,-1.69625,0.635,0.62225,87.75,97.3,393.46525,0.4,-8.186,2.19025,-0.43725,0.212,0.997,260.755,273.24,7.42375
2,22.25,0.518,-8.73,3.01375,0.4495,0.39275,0.218,-2.795,-0.311,1.24575,0.016,-1.688,0.639,0.63025,87.85,97.3,393.39875,0.39,-8.78625,2.201,-0.438,0.2145,1.03975,258.965,273.44,7.42325
2,22.75,0.525,-9.13,2.91125,0.475,0.37025,0.16875,-2.696,-0.153,1.40375,0.033,-1.712,0.632,0.6205,88.075,97.3,393.44525,0.38,-7.656,2.21725,-0.42525,0.23125,1.05225,258.935,269.7425,7.423
2,23.25,0.485,-9.36,2.85625,0.4475,0.349,0.1555,-2.427,0.28975,1.127,0.25425,-1.715,0.638,0.6245,88.3,97.3,393.584,0.37,-7.458,2.2025,-0.40725,0.221,1.029,258.1125,267.305,7.42225
2,23.75,0.494,-9.37,2.831,0.4315,0.341,0.164,-3.598,0.17,1.312,0.218,-1.6625,0.639,0.6205,88.575,97.3,393.65125,0.37,-6.26,2.215,-0.384,0.202,1.011,255.49,267.77,7.422
3,0.25,0.54225,-3.93375,3.12925,0.5425,0.432,0.206,-1.09575,-1.189,1.579,0.016,-1.0185,0.496,0.441,86.675,97.5,395.14475,1.03,-11.20925,2.10775,-0.565,0.11925,1.371,270.605,290.9475,7.4215
3,0.75,0.55,-4.60075,2.9785,0.5105,0.4055,0.247,-1.03,-1.2285,1.5645,0.26675,-1.009,0.499,0.4435,86.35,97.5,394.8925,0.99,-10.6295,2.14175,-0.554,0.125,1.3085,269.135,290.24,7.4205
3,1.25,0.54975,-4.78775,3.13375,0.6135,0.4785,0.207,-0.925,-0.697,1.1515,0.0435,-1.0025,0.5115,0.4335,86.475,97.5,395.248,0.975,-9.7515,2.125,-0.5995,0.1285,1.2995,271.23,287.3975,7.421
3,1.75,0.5235,-5.108,2.9385,0.508,0.3735,0.1895,-1.405,-0.697,0.9625,0.069,-1.0195,0.4975,0.428,86.475,97.5,395.083,0.92,-9.604,2.146,-0.547,0.13875,1.2525,270.35,286.7825,7.423
3,2.25,0.53775,-5.041,2.9515,0.495,0.468,0.14225,-1.213,0.376,0.849,0.327,-1.01575,0.501,0.44,87.1,97.5,395.17975,0.83,-8.1435,2.134,-1.73675,0.14875,0.22,267.98,284.2375,7.4245
3,2.75,0.52625,-5.498,2.90075,0.527,0.4505,0.124,-1.313,0.586,1.1205,0.398,-1.0275,0.4965,0.4355,86.975,97.4,395.0915,0.84,-8.77,2.156,-1.68,0.1275,0.1975,268.3375,284.01,7.4235
3,3.25,0.52625,-5.62425,3.0325,0.5395,0.4075,0.11775,-1.2,0.998,1.30325,0.448,-1.022,0.5085,0.4375,87.4,97.4,395.038,0.775,-8.88825,2.155,-0.961,0.1445,0.4635,268.64,284.06,7.423
3,3.75,0.533,-5.70375,3.056,0.523,0.4495,0.152,-1.105,0.944,1.5585,0.651,-1.0655,0.4935,0.417,87.125,97.4,395.048,0.7375,-8.047,2.123,-0.4555,0.14325,0.93475,269.175,284.13,7.435
3,4.25,0.532,-5.61925,3.105,0.513,0.49,0.12325,-0.888,1.464,0.808,0.837,-0.988,0.503,0.4235,87.65,97.4,395.23875,0.72,-6.02875,2.122,-0.343,0.11575,0.8985,272.61,284.0875,7.4235
3,4.75,0.519,-5.8155,2.8585,0.52425,0.436,0.13575,-0.97425,1.464,1.059,0.759,-1.02225,0.4945,0.4225,87.8,97.4,395.2515,0.6475,-5.25475,2.16,-0.34025,0.15475,0.938,275.6,284.2075,7.4245
3,5.25,0.534,-5.88,2.9875,0.5125,0.446,0.14375,-1.29775,1.474,0.71,0.605,-0.98825,0.5,0.424,87.775,97.475,395.1415,0.6,-5.438,2.189,-0.3075,0.14325,0.91,274.7825,283.8325,7.4275
3,5.75,0.51625,-6.303,3.0055,0.512,0.4415,0.128,-1.2335,1.639,1.42,0.818,-0.9915,0.4905,0.4335,87.975,97.5,395.19025,0.59,-4.728,3.198,0.571,0.453,1.125,275.5575,283.2125,7.8365
3,6.25,0.5045,-6.086,2.8305,0.4565,0.45425,0.07625,-1.0985,5.136,1.07375,1.354,-1.023,0.496,0.439,87.875,97.5,395.3705,0.57,0.52,25.216,14.83,3.308,3.0085,274.45,283.405,29.271
3,6.75,0.53225,-6.233,2.81725,0.55175,0.575,0.0635,1.929,13.97,2.055,2.384,-1.0085,0.5,0.44,87.85,97.5,395.37425,0.58,21.491,94.487,58.46,10.35975,10.82,274.715,284.3475,91.69
3,7.25,0.6065,-5.68375,2.9705,0.56875,0.72425,0.02,17.877,24.096,4.7025,3.26925,-1.008,0.4985,0.429,87.3,97.5,395.561,0.6175,68.6935,213.32025,132.975,20.494,19.18,276.4075,286.1775,153.87
3,7.75,0.62675,-5.284,3.30075,0.643,0.8805,0.001,51.1195,32.90325,7.3865,3.5675,-1.00175,0.4955,0.426,87.425,97.5,395.355,0.7575,139.99,367.454,222.225,30.48075,25.56,273.5975,290.7975,243.14
3,8.25,0.64175,-5.103,3.4485,0.546,0.7315,0.00625,94.2055,32.139,10.633,3.179,-0.98425,0.503,0.425,86.8,97.6,395.145,0.91,208.6425,547.815,301.775,45.508,33.2175,270.32,293.9725,331.95
