DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A
1,0.25,-68.4692383,-26.91867085,2.172718452,-1.255326176,0.085811107615,0.239451275,407.9177246,6.9623519025,10.37509,85.30684,8.74,65.74843455,3.508500001,10.0675,61.49213156,4.01551551775,0,2.30325,270.5734567,340.55,4.98025000075,0.03915,0,8.082009569,9.938974561,10.345,7.59018750025,8.453541667,9.67937499975,10.3275000025,11.8266666675,13.63416667
1,0.75,-69.4453735725,-27.2244066,2.204005143,-1.74177801,0.0804488184525,0.2424388,407.7018216,6.982724571,10.227325,85.29649,8.6550000005,65.234404705,3.425,9.8733063,63.21249672,4.04100894225,0,2.384,269.6359839,340.8,4.816,0.03706,0,7.80535885175,9.759325439,10.345,7.44720833325,8.30625000025,9.69645833325,10.3306249975,11.8275,13.6341666675
1,1.25,-66.95114625,-26.11586422,2.43155361175,-1.7889951835,0.095569525455,0.241026075,407.74096895,7.026012339,10.07975025,85.2878175,8.4,67.15954453,3.462,9.775,63.8556499225,4.03567325,0,2.43325,272,340.6,4.837,0.021355,0,7.6,9.6,10.325,7.312645833,8.1619375,9.675833333,10.3364583325,11.8287499975,13.63416667
1,1.75,-68.345,-25.3954932,2.0626576885,-1.537942548,0.07395006513,0.23218785,407.6174845,6.97307979675,9.99360725,85.28631,8.34,66.39949087,3.462,9.661023675,64.4941122525,3.986683205,0,2.37725,270.5,339.1,4.691,0.036,0,7.4,9.39992025525,10.3,7.133354167,7.99760416675,9.67479166675,10.35,11.830416665,13.6329166675
1,2.25,-67.335,-24.9958,2.1880416545,-1.8843213325,0.08209441266,0.2370645,407.7965392,7.01806053775,9.860926,85.29376865,8.16,68.33546389,3.46,9.395,66.1151697475,3.973101316,0,2.40025,271.5,337.9,4.325999999,0.01635,0,7.2152392345,9.295,10.3,6.94841666675,7.843145833,9.66916666675,10.35354167,11.82520833,13.636041665
1,2.75,-64.85,-24.56827775,2.14199125,-1.3689402705,0.0822166985075,0.23772815,407.65798705,7.0989535445,9.967096325,85.29116,8.18,68.57320931,3.392,9.4877089,65.619843675,3.88905106975,0,2.3325,270.8,336.6,4.242,0.0099,0,7.06,9.155,10.29415,6.79199107175,7.7233958335,9.6689583335,10.3645833325,11.8200000025,13.630833335
1,3.25,-65.215,-24.56920548,1.90107102775,-2.032724605,0.06250738778,0.2345385,407.66735235,7.0847010805,9.74400385,85.2896525,8.11,68.82761684,3.255499999,9.4025,66.3846905875,3.75671447725,0,2.35275,271.6,336.9,4.031,0.01095,0,6.99242025525,9.0998405105,10.245,6.65006249975,7.614502976,9.653541667,10.3841666675,11.8218749975,13.62854167
1,3.75,-66.352,-23.45145385,2.313594329,-1.480266489,0.07617519628,0.22753175,407.525256975,7.0867819105,9.5487705,85.2779925,7.832,70.11553942,3.315,9.205,67.0073664,3.7844997965,0,2.22825,269.4269082,335.9,3.909000001,0.0109,0,6.819874402,8.98,10.215,6.54664583325,7.461354167,9.6389583335,10.391458335,11.821041665,13.6312500025
1,4.25,-65.73231321,-24.05594452,2.1666001515,-1.83694449575,0.0770823919375,0.219199975,407.41219645,7.0934755655,9.45151375,85.27462,7.687,69.50534693,3.285,8.975,66.9625818825,3.7188691055,0,2.2735,270.5,335,3.839,0.0145,0,6.7,8.81,10.2,6.414395833,7.28354166675,9.62500000025,10.39625,11.820208335,13.6316666675
1,4.75,-65.875,-23.36645326,1.77600637575,-1.615823513,0.06582305772,0.233928,407.2876325,7.101550454,9.307174,85.2661893,7.582,69.59962028,3.228,8.957164025,67.83917804,3.598550317,0,2.322918275,269.8,333.9,3.636,0.0108,0,6.505,8.689920255,10.18996013,6.304166667,7.161145833,9.6041666665,10.396666665,11.81145833,13.635
