DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,1.594112010975,0.943628752375001,0.465377784,-5.29980885580001,-5.81053689225,-6.02466986467501,-6.515561875,94.107001509,95.681453567,94.56346963,93.65010053,102.14473939,0,0.772115384549999,0.727337624999999,-0.594440063525,0.400605693399999,1.1017065312,292.667867395,290.930309205,0.478798507574999,11.085717859675,8.4605730219,1.772171175,1.105380625,1.05123255,0.477315924999999,1.1593745,1.59941657422499,6.213954215,5.61642940145,493.04,496.91,492.92,496.9,2306.159790675,2069.43700625,2298.362194375,2082.34291525,2242.625
1,0.75,1.58387105365,0.931986071150001,0.495745646,-5.0765204789,-5.843426548375,-6.02294669000001,-6.51962640785,93.89730065,95.48301688,94.40148967,93.463887853,102.155736915,0,0.75942307685,0.690413999999998,-0.6013449604,0.518155663399996,1.1714361985,292.035563325,291.95089065,0.4078702816,14.31445770875,8.99046514462497,1.79427225,0.8452107,0.92678575,0.480545349999999,1.12578385,2.70483026695,5.53638934575,4.006954913175,492.2,496.78,492.12,496.69,2308.42887585,2081.63880575,2304.817701925,2090.0547375,2247.625
1,1.25,1.55058622135,0.887560396525,0.456539698,-5.25509122500002,-6.11249243860001,-6.01214631315,-6.46910701585,93.851322205,94.757704021,93.6106363965,93.387203471,102.156148135,0,0.757764422924999,0.935734874999996,-0.55221127775,0.653908319199997,1.241910413,291.25683014,291.000933175,0.362525400375,12.1953909755,4.473071103125,1.653792625,0.89964,0.880380875,0.493279625,1.295497125,1.1677667428,4.73512402865,4.53477631105,491.8,496.71,491.8,496.74,2313.764799,2082.50774025,2302.71757175,2090.15250475,2237.925
1,1.75,1.70003,1.033086942625,0.531865008,-5.25957145600001,-5.82274141420001,-6.00132134085,-6.82094718425,94.101090165,94.938239878,93.8585813205,93.636316145,102.154490965,0,0.643822115149999,0.643286999999997,-0.5369962774,0.5085826845,1.074879872,290.006205545,289.232553415,0.40274784965,13.131516685,8.59739380722499,2.0687559,0.873255925,0.967383750000001,0.443875,1.1604041,1.995887599,16.397313607975,3.62679537145,491.64,496.61,491.64,496.73,2323.03172325,2081.298449925,2309.28025,2084.662780175,2243.7
1,2.25,1.745985,0.8941034744,0.49740981,-5.26548995400001,-5.95932549460001,-5.89547188585001,-7.001418980125,93.90525,94.907948162,94.1438102935,93.304633793,102.14731447,0,0.753701923225,0.647099249999998,-0.5509463725,0.371458384199997,1.132714895875,288.362566665,287.478140195,0.4497908935,15.8747888185,5.086513452125,2.05921575,0.99829575,0.978515975,0.53502525,1.098301,3.435723589275,28.0595031873,3.00641661145,491.52,496.9,491.52,496.91,2304.424545,2085.925016425,2305.947746,2088.078560475,2252.925
1,2.75,1.5750788878,0.86694475,0.391975147,-5.39228282375001,-5.9939936295,-6.005889665575,-7.026702125,93.823578054,94.761707188,94.0167003275,93.65953799,102.129928,0,0.584038461474998,0.659846999999998,-0.524872389725,0.362971625975001,1.2044847836,288.894135995,287.43986228,0.363575453025,12.239116978,6.67429158489999,1.89009915,0.917859675,0.81880515,0.509080175,1.106237375,2.69547050694999,27.4681524380458,5.0025334129,491.4,497.04,491.36,497.01,2310.1356635,2083.887358325,2310.781782,2088.78973645,2248.7
1,3.25,1.58488252755,0.817406889825,0.469385917,-5.02209934000003,-6.100278965,-5.920181719075,-6.95150015000001,93.9624900985,94.963854791,94.3512561035,93.7708982,102.125511235,0,0.595312500074991,0.808593749999999,-0.50928356495,0.458555421125,1.2736831464,289.08575642,288.76133888,0.414956673725,14.650228042,8.3055828775,1.87234735,0.9651446,0.808360175,0.5467179,1.141413975,1.995526675125,26.8768016887917,3.9663960329,491.16,497.39,491.04,497.45,2329.509206,2083.98557065,2318.06169025,2084.767564075,2266.775
1,3.75,1.71343,0.910689257,0.468305712,-4.78280247055,-5.24414650905,-5.81128967125001,-6.95188768900001,93.893263025,94.917649966,94.418044429,93.56819625,102.09050324,0,0.846682692749999,0.673914375,-0.5214631546,0.64261053905,1.2192420018,291.8355537,291.343741225,0.406391073550001,9.54272702159999,9.88512511577499,1.8513426,1.0861895,0.78064185,0.5133253,1.1046428,3.36363871785,26.2854509395375,3.508507212275,490.76,497.39,490.64,497.35,2304.12737075,2090.36117945,2313.4123085,2090.6186801,2273.55
1,4.25,1.64411068735,0.937366240925,0.413079622,-5.04439965715,-5.29387090995002,-5.66892749260001,-6.7265176425,94.0577638165,94.951549865,94.4814855535,93.473582614,102.059640765,0,0.83129807725,0.834632625,-0.51422365965,0.625418646650001,1.194594234075,291.88259219,291.744571155,0.4398606341,11.9321742525,12.084318414,1.852343325,1.0162648,0.913272,0.506836699999999,1.17366425,2.153718954,25.6941001902833,4.16171067775,490.32,497.25,490.24,497.24,2320.44585725,2090.707681975,2309.3695425,2091.89000105,2275.8
1,4.75,1.674349013,0.919177118149996,0.420159656825,-4.65702031700001,-5.25587928050001,-5.824398752,-6.90240015,94.276625765,95.181471654,94.6422689815,93.95959615,102.05763961,0,0.600600961174997,0.871125,-0.5163232494,0.6909657427,1.108397078475,291.89225481,292.366536125,0.514666339199999,16.320827016,9.98053369664997,2.1357682,1.24290919999999,1.0723598,0.658462399999999,1.069148,3.18654182364999,25.1027494410292,5.298654266,489.96,497.51,490,497.5,2299.1658265,2092.105545575,2319.7912075,2097.640402325,2268.75
1,5.25,1.8628709976,1.14070349999999,0.44802628375,-4.683076889,-5.885000937,-6.06468,-6.8238422095,94.3400549095,95.030003256,94.31985,93.339055438,102.047676185,0,0.708413461149998,0.967043625000001,-0.49496676665,0.678999372624999,1.17893618895,291.23553015,291.47248068,0.5285276895,11.5998957945999,4.44983882925,1.799127875,1.041482875,0.898485625,0.699846625,1.138927875,2.13564427964999,24.511398691775,4.3079621972,489.84,497.46,489.8,497.37,2313.3214945,2090.342974425,2318.26964275,2091.676819225,2277.5
1,5.75,1.67092,1.09380749999999,0.437315672850001,-4.61033385490001,-6.22444378325,-6.3016615175,-6.95519615925,94.095201,95.2774572,94.421097331,93.906071612,102.0576896,0,0.804711537999998,0.846203154,-0.5051234305,0.5819322463,1.11140036375,291.20017846,291.037942555,0.4552770682,9.536672872,6.95139434059999,1.8259165,1.01348185,0.980638149999997,0.600175899999999,1.2081796,1.23153090129999,23.9200479425208,9.46774520564999,489.68,497.13,489.64,497.07,2311.39877805,2088.52904985,2320.320689925,2087.5361682,2299.05
1,6.25,1.6530851896,0.849596305050001,0.452210453925001,-4.77568039650003,-5.9973786324,-6.1201736175,-6.6735457885,93.850174575,95.31882640375,94.0192,94.094716505,102.05113828,0,0.818750000125,1.004372625,-0.49717318625,0.6094179642,1.185277629875,292.025973215,291.181675905,0.5062914703,9.95550627194998,4.73823450125,1.947032575,1.3589043,0.907593575,0.60252315,1.282718125,1.9097289427,23.3286971932667,3.81457450705,489.48,496.81,489.48,496.73,2326.349550125,2090.1074327,2319.71882775,2093.838462025,2317.9
1,6.75,1.77274,0.942008694549996,0.47614694795,-4.77154,-5.74912672305,-6.0358349885,-6.53283161875,94.017614725,95.4572145,94.4661694965,94.28135664,102.04252984,0,0.698076923199999,0.683048249999995,-0.52810946405,0.563883709274999,1.2933260455,292.26010386,291.933593785,0.58758694725,14.254487308,10.340371476,1.94636,1.143841625,0.93998275,0.60123775,1.25195275,2.93114813229999,22.7373464440125,4.79500240319999,489.2,496.33,489.16,496.42,2301.5973742,2096.434980375,2317.3663746,2097.90866605,2322.85
1,7.25,1.6334916642,1.0396685799,0.5326137159,-5.05798703599999,-5.815897203475,-6.03171996875,-6.44842526,93.8597302525,95.313731803,94.909934995,94.379312693,102.05884236,0,0.76310096175,0.6794775,-0.523712271,0.687634564499997,1.05485032375,292.53073818,291.201547515,0.532560698,11.4432777175,7.72278825265001,1.75216305,1.11507165,1.031096525,0.5765223,1.1127153,3.51381869524999,22.1459956947583,4.28704405225,488.88,496.75,488.92,496.76,2328.9641824,2093.540246975,2314.9171468,2092.726121275,2321.35
1,7.75,1.793730932,0.889616177849999,0.500042384400001,-4.68778834,-5.7789787105,-6.10764331325,-6.42574830075,94.481395531,95.827236896,95.3181669615,94.61908518,102.04154912,0,0.740817307499997,0.731192999999996,-0.501470070625,0.840464240899998,1.1933004788,293.67392303,291.09627152,0.547098625549999,8.36633997244999,9.169398144875,1.871371825,1.112735675,0.884345324999999,0.535582475,1.1596711,1.2333197649,21.5546449455042,5.0787368346,488.68,496.85,488.64,496.89,2317.238791,2088.477219175,2331.1402466,2089.1427516,2311.4
1,8.25,1.8265511846,0.895577462349999,0.555907837000001,-5.07389814,-5.686550373625,-5.9431,-6.50041505625,94.38283426,95.991210513,95.3140248665,94.368122542,102.05187336,0,0.900600961625,0.661192500000001,-0.48818436075,0.896295541499999,1.36358532925,291.22899549,291.294348455,0.366982160625,12.054484878,6.64540841705,2.0050839,0.9816898,1.00552605,0.545845375,1.28957385,1.6185593937,20.96329419625,4.17743262565,488.32,496.54,488.2,496.58,2166.880172475,2092.333397375,2164.3011778,2102.864259025,2333.25
1,8.75,1.8962717308,1.07664512955,0.559031938725001,-5.112952308,-5.5717753856,-5.972925,-6.52947734824999,94.4020381225,95.763044258,95.1905490785,94.479080318,102.07123752,0,0.789567307949995,0.66283125,-0.5190144482,0.822344175099999,1.2128937535,289.973663235,291.754701035,0.50047365885,12.71439962375,8.512634911925,1.949673225,1.335551075,0.9766486,0.60526395,1.15079865,1.3661496557,16.764350554375,10.27092496915,487.92,496.14,487.92,496.14,2398.92288335,2047.0475,2413.189024325,2050.2775,2326.4
