DOY2,HR2,PA,RH,TA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS,G
1,11.75,101.6187,81.9,-21.38,-21.8205,6.625,6.741,-6.6115,-5.1705,188,207.7,-21.61,-7.661875
1,12.25,101.61835,81.8,-21.455,-22.339,6.92,6.743,-6.3485,-4.7605,183.25,207.15,-21.68,-7.549875
1,12.75,101.62925,81.8,-21.65,-23.126,7.035,6.746,-5.686,-4.455,183.05,206.25,-21.71,-7.521
1,13.25,101.6139,82,-21.64,-22.4645,7.456,6.749,-5.303,-4.172,183.35,206,-21.645,-7.643375
1,13.75,101.5984,81.8,-21.47,-26.0555,9.935,6.7515,-5.348,-3.9935,185.25,206.75,-21.715,-7.76625
1,14.25,101.58105,81.85,-21.625,-22.168,7.378,6.749,-5.512,-4.329,186.8,207.3,-21.705,-7.7435
1,14.75,101.5471,81.9,-22.09,-25.431,6.946,6.745,-5.742,-4.648,189.9,208.2,-21.75,-7.68775
1,15.25,101.68295,81.8,-22.385,-25.97,6.779,6.7425,-6.684,-5.0035,177.1,204.2,-21.98,-8.06025
1,15.75,101.6552,81.6,-22.57,-25.7155,5.853,6.741,-6.6855,-5.176,175.1,202.85,-22.265,-8.0725
1,16.25,101.6417,81.7,-22.61,-24.2995,4.3535,6.7365,-6.991,-5.4185,176.8,202.55,-22.3,-8.0935
1,16.75,101.61915,82.4,-22.605,-22.214,3.563,6.7365,-7.0145,-5.667,185.95,205.15,-22.3,-8.13825
1,17.25,101.61155,81.95,-22.01,-21.7175,3.557,6.7365,-7.1135,-5.585,185,204.8,-22.2,-8.156625
1,17.75,101.6168,81.9,-21.835,-21.9925,3.942,6.7385,-7.151,-5.811,184.45,204.45,-21.9,-8.042
1,18.25,101.6089,81.9,-22.03,-17.666,3.196,6.738,-7.109,-5.911,192.9,205.2,-21.9,-7.9905
1,18.75,101.612,82,-22.03,-15.678,3.412,6.738,-7.028,-5.845,194.4,206.3,-21.86,-8.00525
1,19.25,101.6232,82.2,-21.81,-16.767,3.263,6.739,-7.075,-5.827,192.1,206.9,-21.52,-7.9855
1,19.75,101.6087,81.8,-21.61,-19.541,3.408,6.738,-6.909,-6.154,193.4,208,-21.31,-7.8965
1,20.25,101.609,82,-21.39,-16.523,3.492,6.738,-6.831,-5.647,192.8,209.6,-21.02,-7.67975
1,20.75,101.6085,81.8,-21.17,-18.005,3.473,6.738,-6.722,-5.728,192.2,210.2,-21.09,-7.47425
1,21.25,101.6086,81.7,-20.92,-18.2,3.972,6.738,-6.762,-5.798,189.8,206.9,-20.79,-7.66325
1,21.75,101.6142,81.9,-20.86,-18.3,3.427,6.738,-6.773,-5.85,192.2,211.3,-21.01,-7.76325
1,22.25,101.6159,82.1,-20.88,-18.171,3.357,6.738,-6.799,-5.934,193.6,208.3,-21.19,-7.72275
1,22.75,101.5856,82.2,-21.12,-18.503,4.129,6.738,-6.796,-5.863,193.1,208.1,-21.17,-7.66425
1,23.25,101.5666,82.2,-21.55,-18.654,4.031,6.736,-6.853,-5.896,189.4,207.6,-21.35,-7.62025
1,23.75,101.5584,82.1,-21.52,-17.515,3.734,6.736,-6.696,-5.729,188.4,207.6,-21.42,-7.5785
2,0.25,101.9367,82.1,-20.74,-23.53,6.385,0.038,-6.814,-5.788,190,207.3,-20.75,-5.433
2,0.75,101.9493,82.3,-21.04,-23.974,6.458,0.015,-6.806,-5.753,189.7,206.3,-21.24,-5.4635
2,1.25,101.9828,82.3,-21,-25.59,6.552,0.023,-6.907,-5.729,181.2,205.9,-21.11,-5.472
2,1.75,101.9911,82,-20.93,-26.598,6.087,0.026,-6.927,-5.66,177.8,208.1,-21.3,-5.495
2,2.25,101.9947,82.2,-21.11,-26.665,6.53,0.026,-6.876,-5.775,181.4,207.3,-21.32,-5.50825
2,2.75,101.9909,82,-21.39,-23.25,6.57,0.019,-6.886,-5.74,183,205.8,-21.54,-5.337
2,3.25,102.0061,81.8,-21.61,-23.232,6.202,0.023,-6.814,-5.654,182.9,204.5,-21.9,-5.3865
2,3.75,101.9934,81.8,-21.72,-26.227,6.233,0.03,-6.94,-5.578,181.5,205.2,-21.76,-5.41975
2,4.25,101.97985,81.95,-21.675,-25.9305,6.1115,0.0285,-6.9485,-5.4845,178,204.85,-21.775,-5.43225
2,4.75,101.9749,81.95,-21.69,-25.193,5.969,0.032,-6.903,-5.629,176.3,205.05,-21.775,-5.5575
2,5.25,101.9962,81.8,-21.94,-23.946,6.107,0.023,-6.881,-5.697,184.6,207.3,-21.75,-5.64225
2,5.75,101.9999,82,-21.91,-23.1,6.099,0.038,-6.861,-5.736,181.9,208.4,-21.7,-5.82325
2,6.25,101.9804,82,-21.83,-20.478,6.015,0.049,-6.813,-5.773,184.7,208.8,-21.56,-5.97425
2,6.75,101.9595,82.2,-21.69,-20.062,6.282,0.049,-6.947,-5.753,183.4,208.9,-21.33,-6.116
2,7.25,101.9622,82.1,-21.26,-21.611,5.986,0.06,-6.773,-5.741,187.2,207.4,-21.16,-6.2235
2,7.75,101.9567,82.2,-21.41,-21.959,5.759,0.049,-6.773,-5.616,184.9,209,-21.23,-6.2785
2,8.25,101.9829,82.2,-21.06,-21,6.231,0.045,-6.577,-5.525,186.6,207.3,-20.86,-6.30625
2,8.75,101.9795,82.4,-20.86,-19.785,6.467,1.639,-6.367,-5.447,187.7,208.6,-21.05,-5.91575
2,9.25,101.9838,82.1,-20.9,-24.325,6.743,6.655,-6.395,-4.884,184.2,206.1,-20.66,-5.91325
2,9.75,101.9856,81.9,-20.9,-25.193,6.913,6.744,-5.372,-3.757,181.3,207.6,-20.76,-6.0535
2,10.25,102.0024,81.7,-20.93,-25.205,12.12,14.3,-0.192,0.596,183.4,208.3,-20.7,-6.21875
2,10.75,102.0025,81.8,-20.91,-23.29,28.35,30.34,7.968,10.91,182.4,207.7,-20.54,-6.07675
2,11.25,101.9854,82,-20.68,-25.503,44.89,55.58,15.04,23.06,181.1,208,-20.47,-5.92275
2,11.75,101.9724,81.9,-20.55,-22.38,56.02,66.62,26,39.43,179.6,208.4,-20.38,-5.7705
2,12.25,101.9849,81.6,-20.62,-20.1,66.73,81.8,38.52,51.23,178.7,209.1,-20.29,-5.64675
2,12.75,101.9629,81.7,-20.44,-22.617,74.29,102.1,49.66,55.85,182.9,212.5,-20.25,-5.462
2,13.25,101.9794,81.6,-20.43,-24.77,76.24,107,53.85,59.14,177.8,211.8,-20.06,-5.38525
2,13.75,101.968,81.9,-20.47,-22.98,78.86,109.5,59.84,56.88,186.3,210.7,-20.09,-5.543
2,14.25,101.9439,81.4,-20.46,-15.63,76.17,102.9,58.91,55.21,187.3,213.8,-19.97,-5.6085
2,14.75,101.99065,82.05,-20.18,-14.99,69.595,94.5,50.025,46.26,185.35,213.2,-19.83,-5.487375
2,15.25,101.93205,81.8,-20.18,-16.39,62.76,78.88,43.02,38.55,186.3,211.15,-20.23,-5.64
2,15.75,101.91335,81.55,-20.215,-17.594,51.675,60.94,30.15,26.985,187.75,211.2,-20.4,-5.682375
2,16.25,101.9005,81.85,-20.305,-16.91,41.21,50.13,21.82,18.055,184.25,210.1,-20.49,-5.630125
2,16.75,101.8848,82,-20.375,-21.01,26.165,29.015,7.0205,6.3605,185.85,210.5,-20.435,-5.682375
2,17.25,101.8874,82.05,-20.34,-21.025,11.03,14.135,-1.8085,-1.1015,184,209.85,-20.435,-5.75725
2,17.75,101.8885,82.15,-20.485,-21.031,6.8985,6.7405,-5.2705,-4.251,183.8,209.1,-20.75,-5.816125
2,18.25,101.882,81.95,-21.005,-17.6145,6.766,6.6125,-6.1085,-5.023,183.2,209.45,-21,-5.850625
2,18.75,101.8418,82.1,-21.1,-20.8705,6.502,1.7975,-6.335,-5.473,187.05,206.8,-21.3,-5.83025
2,19.25,101.83905,82.25,-21.52,-19.869,6.344,0.2235,-6.427,-5.511,192.2,205.95,-21.705,-5.8075
2,19.75,101.8512,82.3,-21.76,-23.571,5.7675,0.0765,-6.659,-5.5925,190.45,206,-21.685,-5.7515
2,20.25,101.898,82.1,-21.495,-25.294,5.644,0.0805,-6.8845,-5.7165,190.3,206.5,-21.42,-5.67625
2,20.75,101.9147,82.25,-21.475,-22.204,6.0945,0.1725,-6.6845,-5.662,189.45,207.45,-21.135,-5.62675
2,21.25,101.88185,82.1,-21.275,-22.4035,6.1385,0.09,-6.606,-5.6865,191.5,207.25,-21.235,-5.5765
2,21.75,101.87705,82.1,-21.495,-21.3245,6.3475,0.1125,-6.8655,-5.6635,194.5,208.35,-21.3,-5.546375
2,22.25,101.87485,82.15,-21.475,-21.8955,5.987,0.1165,-6.6415,-5.7285,190.95,208.6,-21.25,-5.55775
2,22.75,101.8751,81.95,-21.325,-23.0725,6.2665,0.109,-6.618,-5.773,190.9,207.6,-21.01,-5.600125
2,23.25,101.89595,81.95,-21.295,-16.9755,5.9295,0.1145,-6.559,-5.7215,192.75,208.05,-20.945,-5.575625
2,23.75,101.9078,82.05,-21,-20.6535,6.3055,0.0565,-6.633,-5.67,192.6,208.65,-20.875,-5.508625
3,0.25,101.80535,81.05,-23.47,-27.956,0.004,0,-7.268,-5.9515,165.45,198.5,-23.81,-6.80375
3,0.75,101.8176,81,-23.535,-27.838,0,0,-6.945,-5.613,163.65,198.45,-23.805,-6.846
3,1.25,101.8321,80.65,-23.395,-26.354,0.015,0,-6.945,-5.555,169.45,198.9,-23.9,-6.949375
3,1.75,101.8225,80.65,-23.205,-25.519,0.004,0,-6.9735,-5.504,169.75,198.6,-23.86,-6.965375
3,2.25,101.814,80.95,-23.08,-25.999,0.0175,0,-7.129,-5.717,166.95,197.95,-23.72,-6.96675
3,2.75,101.8152,80.8,-23.22,-26.2345,0.01,0,-7.032,-5.7305,163.25,198.05,-23.655,-6.9625
3,3.25,101.81485,80.9,-23.425,-24.41,0.015,0,-7.0695,-5.452,164.25,197.35,-23.75,-6.969875
3,3.75,101.81675,80.9,-23.41,-24.687,0.012,0,-6.8895,-5.7035,162.85,197.1,-23.94,-7.061625
3,4.25,101.8093,80.9,-23.375,-24.0255,0.01,0,-7.114,-5.688,168.8,196.75,-23.89,-7.249
3,4.75,101.80945,80.8,-23.265,-26.0615,0.017,0,-7.161,-5.5725,167.6,199,-23.675,-7.441625
3,5.25,101.7969,80.7,-23.075,-25.577,0.019,0,-6.9835,-5.6665,167,198.85,-23.565,-7.492
3,5.75,101.79675,80.85,-23.075,-25.504,0.0345,0,-6.9495,-5.714,165.4,198.35,-23.56,-7.470125
3,6.25,101.807,81.05,-22.985,-24.88,1.2745,0,-6.8,-5.544,165.25,198.35,-23.71,-7.47
3,6.75,101.81575,80.55,-23.1,-25.569,4.5065,0.015,-6.586,-5.3575,166.35,197.9,-23.83,-7.454375
3,7.25,101.81495,80.45,-23.215,-24.9835,6.7105,1.883,-5.8475,-4.725,165.45,197.95,-23.8,-7.43675
3,7.75,101.80925,80.3,-23.13,-25.16,9.745,10.51,-2.572,-2.5335,163.85,199,-23.495,-7.476875
3,8.25,101.7965,80.1,-22.81,-25.3455,32.07,30.535,11.17,11.09,165.35,199.05,-23.33,-7.52575
3,8.75,101.7838,79.845,-22.84,-21.9295,60.29,69.72,29.895,33.815,161.75,199.35,-23.07,-7.594
3,9.25,101.79175,79.305,-22.63,-19.1115,90.65,115.5,59.09,58.35,159.7,200.85,-22.63,-7.60875
3,9.75,101.78145,78.87,-22.205,-15.55,148.6,165.25,91.6,87.3,162.7,202.05,-22.22,-7.4965
3,10.25,101.7877,78.595,-21.425,-15.4,198,228.6,128.65,117.95,160.95,203.8,-21.795,-7.3445
3,10.75,101.7911,78.41,-21.55,-20.25,235.9,290.55,154.65,146.55,161.05,205,-21.58,-7.183625
3,11.25,101.852,78,-21.09,-14.1,279.2,344.3,177.5,171.6,160,206.7,-21.39,-7.073
3,11.75,101.8469,77.67,-20.57,-7.6,320.6,390.6,211.9,196.2,161.3,207.2,-20.59,-6.95575
3,12.25,101.8427,77.01,-20.45,-4.03,332.3,422.6,230.7,208.1,160.9,208.6,-20.11,-6.86325
3,12.75,101.8526,76.78,-20.45,-5,401.2,443.7,244.8,220.1,161.6,209.1,-19.69,-6.776
3,13.25,101.818,76.5,-20.1,-6.1,435.3,452.2,254.1,225,161.8,210.8,-19.47,-6.56725
3,13.75,101.7877,76.39,-19.9,-3.1,445.7,462.5,262.9,228.3,162.3,212.1,-19.28,-6.4105
3,14.25,101.7943,75.95,-19.83,0.4,422.8,444.3,254.7,218.2,163.2,212.6,-19.5,-6.24775
3,14.75,101.80655,76.14,-19.765,4.7,412.6,424.95,246,208.15,168.75,213.15,-19.35,-6.424375
3,15.25,101.8253,76.66,-19.89,6.26,398.6,397.3,237.7,199.7,164.3,212.2,-19.25,-6.73975
3,15.75,101.8276,76.83,-19.97,5.7,345,357.6,213.3,176.1,162.7,211.3,-19.78,-6.5935
3,16.25,101.8151,77.05,-20.05,6.35,312.7,310.8,197.9,153.9,164.3,210.8,-19.97,-6.53075
3,16.75,101.80745,77.325,-20.62,4.95,273.65,263.2,168.45,128.15,164.7,210.05,-20.5,-6.48475
3,17.25,101.79745,77.74,-21.055,-0.56,218.55,197.8,128.55,98.1,164.35,207.65,-20.925,-6.46325
3,17.75,101.7806,78.585,-21.4,-6.57,142.05,129.1,86.85,67.11,164.35,206.85,-21.425,-6.36825
3,18.25,101.76955,79.11,-21.57,-12.155,84.95,85.7,60.775,41.58,167.15,206.25,-21.98,-6.349125
3,18.75,101.7778,79.825,-21.955,-17.515,44.14,48.72,25.67,18.44,167,205.3,-22.345,-6.44425
3,19.25,101.77815,80.5,-22.29,-25.6005,18.395,19.32,3.4805,2.4775,168.2,202.95,-23.25,-6.51925
3,19.75,101.776,80.9,-22.42,-30.3,6.878,3.7715,-4.325,-2.7355,162.75,200.9,-23.36,-6.572125
3,20.25,101.75835,81.1,-22.96,-32.703,2.545,0.0075,-6.1475,-4.747,162.95,198.85,-23.595,-6.58925
3,20.75,101.76395,81.2,-23.055,-31.8095,0.2905,0,-6.726,-5.336,162.2,197.85,-23.595,-6.67775
3,21.25,101.7694,80.95,-23.02,-30.962,0.002,0,-7.0625,-5.4775,158.25,197.5,-24.245,-6.719375
3,21.75,101.7711,81,-23.26,-30.5105,0.002,0,-7.295,-5.5755,161.35,197,-24.22,-6.715625
3,22.25,101.78595,80.7,-23.275,-30.184,0,0,-7.315,-5.555,159.35,196.35,-24.27,-6.776125
3,22.75,101.80365,80.7,-23.36,-29.2015,0.004,0,-7.3065,-5.704,159.85,197.45,-24.045,-6.839375
3,23.25,101.81115,80.7,-23.43,-28.3395,0.004,0,-7.2235,-5.871,163.95,197.35,-24.215,-6.8025
3,23.75,101.82575,80.95,-23.23,-28.561,0.008,0,-7.318,-5.843,161,197.55,-24.005,-6.78325
4,0.25,101.87915,84.65,-15.775,-21.557,0.027,0.1555,-6.1985,-5.053,204.9,229.7,-15.71,-0.50575
4,0.75,101.8913,84.5,-15.735,-19.0435,0.004,0.638,-6.197,-5.0225,207.7,229.6,-15.77,-0.65675
4,1.25,101.90455,84.85,-16.13,-22.9405,0.012,0.448,-6.166,-4.872,204.85,229.35,-15.855,-0.69175
4,1.75,101.91395,84.85,-16.26,-23.4795,0.004,0.103,-6.1955,-5.049,205.45,228,-16.165,-0.768291666666666
4,2.25,101.91775,84.65,-16.43,-24.212,0.008,0.0525,-6.2135,-4.947,198.75,226.8,-16.465,-0.770875
4,2.75,101.90825,84.4,-16.555,-23.675,0.0885,0.01,-6.0215,-4.814,192.75,226.5,-16.255,-0.853
4,3.25,101.90755,84.55,-16.665,-24.2055,2.626,3.974,-5.562,-4.5155,200.4,225.9,-16.49,-1.001
4,3.75,101.9173,84.4,-16.62,-24.869,6.405,6.733,-5.065,-4.323,203,226.2,-16.31,-1.1195
4,4.25,101.913,84.7,-16.72,-22.545,7.77,6.739,-4.644,-3.76,213.2,227.1,-16.45,-1.172
4,4.75,101.9157,84.4,-16.62,-19.213,15.4,13.97,-0.669,-0.072,219,228.7,-16.34,-1.2415
4,5.25,101.9144,83.8,-16.52,-11.94,32.91,31.25,8.83,7.818,209,228.5,-16.4,-1.327
4,5.75,101.8971,83.9,-16.45,-14.96,59.31,60.9,21.4,18.85,205.9,229.4,-16.05,-1.4175
4,6.25,101.8979,83.7,-16.46,-7.93,94.3,94.4,45.29,33.14,209.5,231.3,-15.93,-1.50925
4,6.75,101.9139,83.6,-16.53,-5.6,140.9,136.2,68.27,58.99,205.7,230.9,-15.89,-1.50425
4,7.25,101.9171,83.1,-16.46,-2.01,204.2,196.1,94.8,85.4,200.7,231.1,-15.74,-1.54925
4,7.75,101.9196,82.6,-16.29,2,273.6,254,123,113.3,198.2,230.4,-15.47,-1.6005
4,8.25,101.9159,81.9,-15.9,6.78,351.3,332.4,167.1,147,189,230.9,-14.37,-1.58425
4,8.75,101.8813,81.6,-15.855,12.65,422.15,397.15,203.55,178.1,196,233.45,-14.24,-1.26975
4,9.25,101.87595,81.1,-15.52,17.15,507.3,465.2,241.5,214.05,193.75,234.75,-13.64,-1.22525
4,9.75,101.8707,80.7,-15.075,22.9,581,533.7,277.6,243.05,191.6,236.5,-12.805,-1.068625
4,10.25,101.8677,79.38,-14.74,28.4,662.1,595.55,320.05,278.75,191.55,238.6,-12.22,-0.912875
4,10.75,101.85835,78.685,-14.27,33.25,745.45,663.05,352.3,307.8,192.95,240.15,-12.095,-0.70575
4,11.25,101.86045,77.45,-13.655,34.4,806.5,714.6,383.55,332.95,194.6,242.65,-11.46,-0.590291666666667
4,11.75,101.861,78.12,-13.5,35.1,868,771.7,426.8,363.3,195.6,244.2,-11.12,-0.374333333333333
4,12.25,101.86265,77.03,-13.245,39.5,923.5,841.5,448.7,384.65,190.55,244.85,-10.71,-0.369583333333333
4,12.75,101.8548,77.07,-12.98,40.5,951,852.5,461.9,392.55,190.55,245.9,-10.605,-0.352
4,13.25,101.8474,76.865,-12.63,39.7,967,864.5,468.6,397.6,191.45,248.15,-10.28,-0.325083333333334
4,13.75,101.8387,77.81,-11.78,34.1,973,853,466.9,396.8,194.6,249.1,-10.29,-0.27075
4,14.25,101.8322,78.22,-12.11,37.4,931,838,459,387.8,195.9,249.5,-10.3,-0.15625
4,14.75,101.8043,78.7,-11.36,35.2,903,805,442.7,367.8,199.3,249.7,-10.16,-0.065
4,15.25,101.7918,78.6,-11.08,34.9,869,782.6,431.2,359.3,200.4,253.4,-8.96,-0.024
4,15.75,101.784,78.25,-10.705,32.65,812,726.6,412.35,337.9,200.15,254.3,-9.41,0.026875
4,16.25,101.7806,79.15,-10.355,30.65,755.8,671.3,384.3,313.95,200.4,254.1,-9.24,0.04625
4,16.75,101.77435,79.39,-10.405,29.1,685,609.95,356.6,284.85,200.45,253.75,-9.305,0.094375
4,17.25,101.777,78.8,-10.62,26,592.2,531.9,318.5,248.1,200.8,252.3,-9.71,0.1295
4,17.75,101.79335,79.29,-10.885,21.45,519.05,461.7,278,212.35,198.55,250.8,-10.175,0.118041666666666
4,18.25,101.79795,79.695,-11.07,16.6,437.25,393.9,215.8,173.25,199.6,249.85,-10.55,0.177083333333333
4,18.75,101.8235,79.98,-11.32,11.2,345.2,304.9,175.5,135.1,199.5,247.2,-11.04,0.191333333333333
4,19.25,101.8282,81,-11.73,6.92,275,245.8,136.4,105.8,200.2,244.1,-11.41,0.1015
4,19.75,101.8361,82,-12.14,0,208.8,186.4,100.7,80.8,205,241.2,-11.61,0.06125
4,20.25,101.8345,82.5,-12.59,-5.71,138.9,125.9,67.48,54.05,205,239.8,-13.16,0.067
4,20.75,101.839,83.5,-13.88,-19.45,84,82,41.96,33.43,201,237.7,-13.94,-0.018
4,21.25,101.8479,84.35,-14.655,-21.035,49.115,47.635,19.535,16.05,201.25,236.15,-14.34,-0.063
4,21.75,101.84445,84.95,-14.815,-28.1205,26.515,25.235,6.543,5.4835,202.8,236.2,-14.72,0.04975
4,22.25,101.84645,85.3,-15.145,-28.486,12.795,10.04,-1.513,-1.2165,200.65,233.15,-15.165,-0.014125
4,22.75,101.8495,85.3,-15.44,-27.189,6.9065,6.738,-4.808,-3.6865,201.35,232.3,-15.495,-0.04925
4,23.25,101.84295,85.4,-15.47,-24.141,6.0985,6.488,-5.136,-4.3235,205.8,232.5,-15.155,-0.025875
4,23.75,101.84085,85.05,-15.55,-22.6625,0.61,2.8325,-5.717,-4.7355,208,231.6,-15.275,-0.186875
5,0.25,101.6231,93.2,-4.204,-5.94,27.59,24.1,7.502,6.537,273.1,284.2,-3.922,3.50725
5,0.75,101.6132,93.3,-4.351,-5.954,23.31,20.17,5.238,4.804,273,283.4,-4.035,3.45925
5,1.25,101.6175,93.5,-4.465,-5.43,20.69,20.15,4.581,4.365,273,282.5,-4.221,3.39825
5,1.75,101.6079,93.4,-4.545,-5.26,20.99,20.16,5.365,4.009,273.2,282.2,-4.243,3.250875
5,2.25,101.6033,93.5,-4.546,-4.855,26.07,21.13,6.906,5.133,272.5,282.2,-4.253,3.2055
5,2.75,101.6076,93.6,-4.614,-4.01,31.7835125858124,26.89,9.56,7.166,272.1,282.3,-4.324,3.1695
5,3.25,101.6268,93.6,-4.656,-3.793,40.3374303405573,34.74,14,10.96,273.9,281.8,-4.347,3.13175
5,3.75,101.6403,93.6,-4.626,-2.31,55.79,50.34,23.16,18.21,273.3,281.7,-4.265,3.083375
5,4.25,101.6457,93.4,-4.824,-0.580000000000041,74.14,69.65,34.39,27.49,272.4,281.8,-4.324,3.055625
5,4.75,101.6437,93.3,-4.76,1.81,102.9,92.4,48.93,39.88,272.6,281.3,-4.393,3.03975
5,5.25,101.6427,93.2,-4.697,4.62,148.4,131.902655751353,66.91,53.87,272.2,281.7,-4.147,3.095
5,5.75,101.64835,92.9,-4.7615,9.06,196.40179028133,172.75,89.15,71.31,271.3,281.1,-4.008,3.15566666666667
5,6.25,101.6464,92.45,-4.765,12.78,250.4,228.640099902873,114.55,94,271.9,281.6,-3.8665,3.1965
5,6.75,101.6442,91.8,-4.5255,18.4,317.667562929062,291.061128069932,143.4,119.35,273.8,283.35,-3.4265,3.23875
5,7.25,101.64595,91.5,-4.385,24,386.85,351.15,175.3,145.3,273.25,284.45,-2.976,3.353
5,7.75,101.66005,91.05,-4.3195,28.15,456.15,424.95,205.8,173.9,271.7,286.1,-2.743,3.3115
5,8.25,101.6518,90.45,-4.32,34.1,541.034674922601,495.35,246.8875,202.35,271.4,286.75,-2.386,3.359
5,8.75,101.6586,89.5,-3.875,40.8,633.271183874008,583.3,285.35,236.7,272.25,287.5,-2.1965,3.359
5,9.25,101.6541,88.9,-3.53,48.6,715.45,656.15,328.0525,267.95,273.4,289.05,-1.6195,3.359
5,9.75,101.653,88.25,-3.419,53.6,801.288659308117,737.4,368.745,303.1,272.6,291.2,-1.338,3.366125
5,10.25,101.6477,87.6,-3.154,59.7,878.803368555661,810,410.7,330,272.6,292.5,-1.104,3.40425
5,10.75,101.6539,86.95,-3.0125,65.5,948.955421321847,867,439.5,354.9,272.4,293.4,-0.921,3.400375
5,11.25,101.6729,86.2,-2.765,67.9,1012,932,460.7,379.5,272.1,294.9,-0.516,3.49225
5,11.75,101.6429,85.5,-2.735,73.4,1067,979,498.7,403.2,273.6,295.8,-0.477,3.6085
5,12.25,101.6505,85.2,-2.238,81,1108,1016,513.8,413.1,273,296.3,-0.227,3.78725
5,12.75,101.6518,85,-1.922,81.2,1140,1040,525.6,424.8,273.7,297.5,0.037,3.833
5,13.25,101.6385,84.7,-1.937,82.7,1162,1059,535.5,430.9,273.5,298.6,0.308,3.81766666666667
5,13.75,101.6233,84,-1.845,88,1147.08533449993,1056,547.6,438.2,274.1,298.9,0.499,3.94875
5,14.25,101.6343,83.45,-1.8185,85.05,1138,1040.5,539.3,425.5,274.65,299.55,0.6365,4.19495833333334
5,14.75,101.664,83.85,-1.5595,84.25,1103.78560371517,1006.5,510.55,412.4,275.35,300.55,0.612,4.243875
5,15.25,101.6617,83.9,-1.512,81.9,1061.5,965.5,498.9,396.55,275.3,300.6,0.44,4.325
5,15.75,101.6672,84.5,-1.561,76.1,998.506111185893,910,465.8,373.7,274.4,300.4,0.42,4.330125
5,16.25,101.66305,84.7,-1.6355,70.63,929,839.704426252255,441.1,341.45,273.95,299.35,0.192,4.38775
5,16.75,101.6405,85.6,-1.792,64.7,866,785.1,407,321.8,275.5,298.8,0.003,4.526875
5,17.25,101.61735,85.7,-1.7565,59.65,782.15,704.897141667823,366.3,291.35,274.15,298.35,-0.097,4.866
5,17.75,101.61975,86.1,-1.795,51.15,691.575760533046,619.515117247121,316.2,255.55,273.45,297.7,-0.451,5.033
