DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,CH4,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,0.25,-0.3828232,6.12005,-22.7051475,-70.716415,-0.0008397519064,2.3895,8.415,36.597,0.95531775,0.02647,0.47461927195,0.01892,-0.369023325,14.36918,409.8572,9.468536,2051.29,0.2304024,0.02941804,101.288,218.211703139867,212.817663817664,-6.91126961971502,-8.17884615384616,-2.46139055472263
1,0.75,-1.0673462,-123.592425,-15.14798,-71.522735,-0.0006972056608,2.758,8.2855,37.2331,1.134167,0.03342,0.48620855915,0.02583,-0.3158494,14.56218,409.4364,9.41688225,2081.7,0.1285026,0.02321404,101.288,216.995718363463,213.461182336183,-6.51339107030194,-3.97660633484163,-0.124989767616192
1,1.25,-5.5406846,-37.45295,-13.104475,-61.1742525,-0.00064755328,2.998,8.15225,37.2294,0.74349375,0.03126436,0.43726199655,0.02088,-0.2309416,13.94684,409.58,9.09051425,2096.77825,0.2264116,0.02556156,101.288,215.500475737393,214.212250712251,-6.63396015227681,-4.14670814479638,-0.199868290854573
1,1.75,-7.6278481,-108.4505,-18.470625,-50.30225,-0.0005719550144,2.044,8.01375,37.7941,0.72175,0.03247,0.35411291735,0.015805,-0.1519638,13.21616,409.9842,9.2137295,2094.33,0.1839854,0.0308764,101.288,214.689819219791,214.188746438747,-6.48982797628337,-4.61069004524887,-0.113577736131934
1,2.25,-0.6118972,-37.01475,-18.70626,-51.96168,-0.0005935136064,1.683,7.87475,38.891875,0.79416,0.02782,0.5486067694,0.015165,-0.18097865,12.78324,409.866,9.585525,2061.849,0.1687756,0.02143988,101.288,218.664129400571,212.849715099715,-7.01623803482873,-4.88910633484163,-0.253640967016492
1,2.75,0.103717175,-32.917,-15.8415475,-59.421115,-0.00061880788574,2.515,7.702,36.2306,0.736913,0.035275,0.5455089807,0.01171,-0.1917303,12.39846,409.5104,8.8685105,2054.344,0.23045045,0.0267666875,101.288,220.461703139867,216.160754985755,-5.98049938407492,-4.22738650075414,-0.453230266116942
1,3.25,-1.0173836,-14.6305,-16.6719,-57.46596,-0.0005272796056,2.51,7.505,37.3413,0.807945,0.03951398,0.3773476243,0.01436,-0.3265568,12.53592,409.2608,9.58649175,2057.093,0.2281186,0.03538618,101.288,216.102759276879,216.676638176639,-6.49033418810954,-4.50947586726998,-0.404501911544228
1,3.75,-5.4820526,-38.994575,-14.43582,-45.757175,-0.0005698777128,2.28,7.30275,38.0044,0.93797,0.028200645,0.3871106081,0.02228,-0.2846504,12.48324,409.4432,9.408392,2043.2945,0.10252664,0.02557932,101.288,217.866317792579,216.683404558405,-6.31836022034229,-4.38480015082956,-0.556052803598201
1,4.25,-5.386466,-31.63015,-20.18425,-51.1448,-0.0004141914656,2.172,7.1195,36.518125,0.9651145,0.02636,0.46758477765,0.021325,-0.1671348,11.83666,409.984,9.255784,2057.97925,0.1791842,0.02583894,101.288,215.926736441484,216.885683760684,-6.53875929682217,-4.77686274509804,0.174881184407796
1,4.75,-1.438302425,-7.01295,-13.2597,-47.0813,-0.0005233835464,1.869,6.93375,39.252875,0.998719,0.025736705,0.17426648365,0.016275,-0.1636376,11.13208,410.1588,9.197784,2053.08825,0.10188816,0.03079086,101.288,213.830161750714,215.872863247864,-6.61470082266558,-4.22198717948718,0.0570639055472263
1,5.25,-1.6812175,17.60425,-9.811585,-51.29696,-0.0004901357824,1.837,6.7565,32.9777,1.01348575,0.02529398,0.2749002911,0.01314,-0.18809726,10.5577,410.1724,8.972052,2072.251,0.09833584,0.01818068,101.288,210.07231208373,215.094017094017,-6.74720669642553,-4.43243212669683,0.478048350824587
1,5.75,-0.7538869,-128.0759,-25.4410625,-39.86705,-0.00049948712,1.7395,6.5745,37.89515,1.0264965,0.02224865,0.3398542446,0.021985,-0.2341398175,9.766428,410.47305,8.7791,2058.046,0.1722656,0.02189782,101.288,208.708372978116,214.362891737892,-6.97647701601687,-4.76803921568627,0.1227976011994
1,6.25,-6.498454,-31.98005,-36.009,-40.490625,0,1.236,6.43875,37.7423,0.511944,0.025055,0.2140976601,0.023965,-0.2050234375,9.766808,409.413,8.827656,2080.1685,0.1583594,0.03048324,101.288,208.415318744054,214.075498575499,-6.88196397276475,-4.61249245852187,0.352531484257871
1,6.75,-1.9317008,-4.225,-18.097,-38.10165,0,0.555,6.29825,33.2782,0.862817,0.0312125,0.471709966375,0.0145,-0.18856745,10.245045,408.3582,8.56209075,2087.7305,0.15865325,0.03294498,101.288,209.523406279734,213.423308404558,-4.58454315458223,-2.3651455505279,0.125083693778111
1,7.25,-3.4393187,-238.96365,-24.341615,-43.15595,0,1.935,6.17825,36.6094,0.08784,0.0284330625,0.324471476125,0.018275,-0.193739916666667,9.5696485,407.962225,8.29816075,2078.5375,0.122700975,0.0313161,101.288,208.690937202664,214.91842948718,1.97907381580702,3.54385878582202,0.8916202023988
1,7.75,-1.3722762,-361.19155,-8.471625,-31.03525,0,4.559,6.05825,35.0833,0.77079875,0.04149,0.2673355041,0.02529,-0.198912383333333,10.09459525,407.5836875,8.29431225,2070.198,0.2368922375,0.05898004375,101.288,208.529543292103,221.175961538461,10.8328292119777,13.0811085972851,1.64124827586207
1,8.25,-1.04584145,-34.2936,-1.18075,-18.768,0,6.091016,6.07975,35.6106,0.780807,0.058575,0.362873484125,0.0344625,-0.20408485,10.619542,407.20515,8.29046375,2084.661,0.3510835,0.0866439875,101.288,209.045004757374,228.443108974359,29.1395289083399,32.7642892156863,3.62452754872564
1,8.75,-0.98165145,14.0369,-1.6801,-9.932675,0,6.00428625,6.096,34.0553,0.713026,0.060225,0.25184503075,0.0626,-0.25693005,10.57265375,406.622975,8.06287525,2088.37225,0.34556775,0.11174005,101.288,210.760038058991,233.829896723647,41.5530217959459,46.7660407239819,5.21301892803598
