DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC
2,14.75,0.6975,3.2625,6.91,6.0325,71.91,528.5,134.715,241.1175,226.39,59.1,1.3125
2,15.25,0.675,3.055,6.39,5.825,72.68,437.4575,108.59,200.375,193.575,56.86,1.4525
2,15.75,0.6,2.945,6.18,5.64,75.07,331.7525,82.5025,127.1125,134.865,48.3925,1.4825
2,16.25,0.57,2.675,5.95,5.42,75.95,220.7675,55.9975,62.545,91.23,29.6775,1.03
2,16.75,0.53,2.58,5.56,4.77,83.72,120.9475,37.1875,9.59,40.37,13.3025,1.12
2,17.25,0.44,2.49,4.66,4.325,86.31,40.205,14.74,-23.5725,8.775,6.6875,0.83
2,17.75,0.385,2.375,4.09,3.795,88.5,0.365,1.0075,-39.985,1.905,8.9825,0.8275
2,18.25,0.305,2.505,3.7,3.41,83.07,-2.65,0.6975,-34.4725,-0.035,6.4225,0.5525
2,18.75,0.34,2.72,3.4,3.13,86.04,-3.22,0.91,-43.7525,-0.445,5.0725,0.57
2,19.25,0.315,2.735,3.04,3.065,89.03,-2.8075,0.955,-38.16,-0.1975,3.32,0.5275
2,19.75,0.32,2.81,3.14,3.11,86.49,-2.5625,1.005,-31.8575,-0.08,2.355,0.505
2,20.25,0.315,2.965,3.31,2.945,84.41,-2.895,0.95,-40.365,-0.27,3.97,0.5525
2,20.75,0.3,2.94,3.18,2.96,80.7,-3.235,0.995,-42.1325,-0.515,5.825,0.5225
2,21.25,0.33,2.94,3.61,2.875,78.61,-3.24,1.0225,-30.87,0.01,3.125,0.6525
2,21.75,0.3,2.8575,3.58,2.6675,78.71,-3.605,0.9,-33.6025,-1.065,3.24,0.5475
2,22.25,0.32,2.8725,3.3,2.6725,80.26,-3.1375,0.9875,-28.83,-0.97,2.7,0.4225
2,22.75,0.31,2.715,3.17,2.7775,74.7,-3.395,0.9925,-32.9725,-0.1925,2.41,0.46
2,23.25,0.29,2.835,3.27,2.6075,72.38,-3.11,0.8875,-25.73,-0.25,2.78,0.3975
2,23.75,0.36,2.8625,3.05,2.4275,73.69,-3.6525,0.78,-32.9025,-0.34,3.47,0.6775
3,0.25,0.315,2.85,2.2825,2.38,88.7925,-1.135,1.07,-14.24,-0.51,2.72,0.415
3,0.75,0.33,2.855,2.3725,2.305,88.9025,-1.21,1.09,-17.005,2.43,2.465,0.445
3,1.25,0.3025,2.84,2.1875,2.04,90.1025,-1.73,0.95,-17.755,-0.0575,2.465,0.38
3,1.75,0.2475,2.855,2.1275,2.5825,89.065,-1.395,0.95,-16.725,-0.66,1.825,0.26
3,2.25,0.3475,3.21,2.26,2.42,87.385,-1.21,0.83,-12.77,-0.04,4.95,0.45
3,2.75,0.37,2.8925,2.115,2.3175,87.01,-1.32,1.03,-13.46,-0.64,2.2775,0.44
3,3.25,0.33,3.04,2.355,2.23,88.22,-1.26,1.12,-15.845,0.6775,1.71,0.29
3,3.75,0.305,3.075,2.38,2.33,87.245,-1.345,1.04,-18.175,-0.145,1.94,0.26
3,4.25,0.2925,3.03,2.725,2.475,86.72,-1.875,0.93,-23.065,-0.31,2.93,0.33
3,4.75,0.35,2.85,2.625,2.645,88.08,-1.99,1.01,-28.125,-0.185,2.5,0.29
3,5.25,0.26,2.64,2.365,2.64,88.75,-2.605,0.95,-29.485,0.21,1.495,0.275
3,5.75,0.32,2.7975,2.285,2.4,87.465,-0.55,1.34,-28.535,-0.405,2.46,0.31
3,6.25,0.325,2.72,2.405,2.46,88.785,23.495,9.47,-22.19,-0.5025,2.24,0.26
3,6.75,0.35,2.775,2.48,2.53,87.705,109.955,39.2,5.89,0.305,3.75,0.25
3,7.25,0.375,2.675,3.29,2.995,86.31,209.715,60.02,61.19,16.19,6.4075,0.645
3,7.75,0.5,2.6125,3.73,3.5475,78.065,337.64,83.95,126.955,56.79,16.33,0.97
3,8.25,0.5425,2.74,4.37,3.995,75.45,447.96,112.9,210.42,103.6275,35.785,0.945
3,8.75,0.59,2.5675,5.005,4.525,72.545,558.36,146.44,273.07,161.1475,44.625,1.225
3,9.25,0.64,2.75,5.345,4.89,74.18,658.955,176.89,333.445,195.06,63.2475,1.365
3,9.75,0.68,2.945,5.66,5.4175,73.155,740.92,208.78,384.435,256.2625,64.53,1.31
3,10.25,0.7625,3.0525,5.85,5.655,72.49,806.105,243.49,429.32,281.7525,76.6,2
3,10.75,0.79,3.13,6.155,5.835,75.31,852.195,276.56,444.65,315.6825,72.23,1.7
3,11.25,0.8325,3.545,6.435,5.93,75.595,891.51,299.75,465.35,323.61,79.71,1.595
3,11.75,0.84,3.625,6.525,6.02,72.915,910.485,314.37,479.64,330.025,67.73,1.85
3,12.25,0.84,3.615,5.995,5.8625,76.1325,918.6,319.43,481.715,351.53,90.765,1.5275
3,12.75,0.835,3.715,6.1725,5.8,77.54,899.5175,304.7,463.0325,311.89,79.62,1.4475
3,13.25,0.815,3.54,6.215,5.6075,80.7,861.985,280.19,460.245,348.08,77.41,1.7
3,13.75,0.795,3.39,6.21,5.595,81.995,818.33,254.06,439.39,315.45,58.915,1.3425
3,14.25,0.81,3.39,6.13,5.3,84.7325,745.875,216.86,382.935,301.56,61.2925,1.67
3,14.75,0.77,3.2,6.01,5.0825,84.845,671.575,182.42,351.92,279.21,51.865,1.4625
3,15.25,0.76,3.29,5.685,4.9275,85.18,567.26,140.07,285.085,215.355,49.105,1.3025
3,15.75,0.74,3.51,5.51,4.7725,87,461.43,104.19,218.035,180.2225,49.67,1.16
3,16.25,0.675,3.2825,5.1725,4.28,89.0625,348.655,75.655,153.0075,134.5475,36.42,1.2125
3,16.75,0.66,3.04,4.725,4.1,90.5875,241.2525,52.87,78.735,83.48,31.085,1.235
3,17.25,0.5825,3,4.1475,4.06,90.755,120.7325,31.96,15.9325,38.8,16,0.8625
3,17.75,0.47,2.745,3.615,3.405,91.765,25.685,10.3775,-6.7725,12.93,12.825,0.75
3,18.25,0.3825,2.61,3.16,2.815,91.8725,-0.195,1.075,-14.75,1.9875,3.52,0.6125
3,18.75,0.375,2.5425,2.86,2.535,91.8075,-1.315,0.7825,-17.1675,0.6525,6.54,0.52
3,19.25,0.335,2.5675,2.52,2.4275,91.9,-1.4975,1.0725,-20.7975,2.485,1.7375,0.63
3,19.75,0.335,2.7825,2.6525,2.4025,92.2175,-1.56,1.225,-21.925,0.405,2.855,0.47
3,20.25,0.315,3.05,2.4775,2.2425,91.5725,-1.6775,1.1725,-20.85,0.89,4.21,0.4075
3,20.75,0.3525,2.86,2.57,2.29,91.405,-1.7775,1.185,-23.1575,-0.6425,3.96,0.575
3,21.25,0.2725,2.78,2.6925,2.51,90.36,-1.66,1.365,-22.445,-0.2175,1.9025,0.265
3,21.75,0.27,2.6,2.5775,2.6,89.435,-1.475,1.245,-19.02,-0.3325,2.235,0.2925
3,22.25,0.26,2.52,2.55,2.47,88.42,-1.8025,1.195,-20.3475,0.19,2.3375,0.295
3,22.75,0.2775,2.67,2.46,2.36,88.1575,-1.425,1.21,-15.8975,-0.51,1.9725,0.36
3,23.25,0.28,2.69,2.3725,2.4575,88.0175,-1.035,1.1525,-16.6275,-0.11,2.765,0.4
3,23.75,0.33,2.71,2.6,2.39,87.8825,-1.385,1.1425,-16.175,1.2375,3.18,0.4975
4,0.25,0.225,2.75,2.98,3.01,89.85,-3.3275,1.35,-51.6725,-0.345,1.735,0.35
4,0.75,0.23,2.545,2.845,3.0625,89.625,-3.4725,1.3225,-53.5725,-0.4,1.735,0.29
4,1.25,0.22,2.67,2.765,2.8275,89.485,-4.1625,1.24,-57.1375,-0.64,2.7825,0.4225
4,1.75,0.22,2.8775,2.745,2.7175,86.445,-4.085,1.055,-52.1075,-1.35,1.58,0.37
4,2.25,0.23,2.805,2.575,2.53,88.965,-3.865,1.2075,-45.895,-0.88,2.31,0.29
4,2.75,0.265,2.715,2.5025,2.565,88.185,-3.6425,1.21,-42.665,-0.455,2.175,0.3475
4,3.25,0.2775,2.845,2.315,2.38,85.0925,-3.435,1.2925,-44.6025,-0.9725,2.4,0.48
4,3.75,0.27,2.695,2.3725,2.385,83.555,-3.5275,1.1375,-44.29,-0.2,1.465,0.2675
4,4.25,0.25,2.5175,2.56,2.4675,81.045,-3.0125,1.2125,-36.4125,-0.3,0.9975,0.2
4,4.75,0.27,2.765,2.7075,2.455,81.4325,-3.0375,1.4475,-36.65,-0.21,2.4125,0.2275
4,5.25,0.2625,2.795,2.67,2.52,78.415,3.38,3.5175,-34.68,-0.73,2.16,0.27
4,5.75,0.26,2.655,2.5975,2.56,77.4825,65.67,23.0875,-7.8925,-0.66,2.66,0.21
4,6.25,0.2775,2.49,2.91,3.1325,72.975,162.1675,45.0275,32.4625,7.7,7.58,0.32
4,6.75,0.36,2.535,3.4725,3.455,70.08,277.185,64.385,97.89,38.04,20.33,0.4
4,7.25,0.48,2.315,3.975,3.995,68.15,387.1375,83.7875,185.425,87.2,30.0725,0.8525
4,7.75,0.625,2.71,4.3875,4.24,64.5025,509.62,111.5425,269.465,151.79,58.355,0.77
4,8.25,0.67,2.62,5.09,4.91,67.89,621.0725,150.5425,343.7775,205.375,65.6025,0.675
4,8.75,0.755,2.795,5.3125,5.4,63.5975,727.2725,188.8925,400.1975,247.115,71.385,1.29
4,9.25,0.77,3.335,6.1375,5.7125,64.105,822.4325,224.2625,469.1875,288.185,65.59,0.965
4,9.75,0.805,3.4525,6.1725,5.8325,63.3825,899.8625,255.0575,527.21,320.69,85.0175,1.0975
4,10.25,0.8,3.4175,6.575,5.9825,64.3325,958.8775,289.17,540.4525,336.59,78.8275,0.655
4,10.75,0.855,3.6375,6.9825,6.05,70.1725,1005.75,316.57,544.785,363.35,74.75,0.69
4,11.25,0.875,3.83,7.065,6.25,71.6125,1030.085,346.9025,559.9775,351.75,75.89,0.635
4,11.75,0.8775,3.8475,7.035,6.565,71.3525,1030.3125,360.185,570.27,353.585,73.465,0.57
4,12.25,0.93,3.8975,6.75,6.7625,74.11,1039.805,356.6425,572.775,364.255,79.03,0.785
4,12.75,0.86,3.96,6.8425,6.5775,74.8475,1016.965,344.3225,563.6,340.1525,73.6925,0.9075
4,13.25,0.89,3.955,6.8475,6.7025,76.4625,986.73,330.2675,560.37,361.7275,64.7325,0.96
4,13.75,0.85,3.905,6.9375,6.7075,78.395,935.605,294.8675,540.03,363.1725,86.855,0.62
4,14.25,0.875,3.63,6.8875,6.675,80.2425,863.5425,254.4,490.81,347.6675,71.0475,0.815
4,14.75,0.82,3.5375,6.8875,6.57,81.53,779.93,208.7125,453.465,318.53,69.95,0.79
4,15.25,0.77,3.4775,6.905,6.6925,84.2875,691.98,169.2875,396.55,267.56,52.89,0.58
4,15.75,0.7575,3.5675,6.46,6.2875,82.06,578.485,127.0875,320.26,224.6225,39.9725,0.9075
4,16.25,0.69,3.25,6.3575,6.16,84.6975,432.51,87.395,239.9625,190.04,32.97,0.83
4,16.75,0.64,3.01,5.98,5.75,84.565,323.0975,62.94,164.6375,135.24,25.49,0.68
4,17.25,0.57,2.8,4.69,4.73,87.295,206.0925,43.0675,78.41,78.15,36.23,0.75
4,17.75,0.51,2.5,4.315,4.02,90.4075,70.5825,24.565,13.0125,36.83,10.08,0.74
4,18.25,0.42,2.38,3.85,3.87,91.675,14.7725,7.65,-9.695,9.1,9.02,0.71
4,18.75,0.39,2.27,3.4625,3.36,92.305,-0.7625,1.14,-18.295,1.28,4.63,0.7
4,19.25,0.3125,2.58,3.065,3.26,92.6025,-2.3525,1.0275,-23.49,1.8525,3.845,0.75
4,19.75,0.29,2.8075,3.2625,3.0775,92.355,-2.275,1.39,-27.5025,0.8125,3.845,0.57
4,20.25,0.345,2.725,3.175,3.065,91.42,-3.3275,1.395,-50.2175,-0.035,2.1,0.58
4,20.75,0.2925,2.8325,2.8925,2.74,91.3775,-3.8175,1.3375,-54.9725,-1.2625,3.1025,0.6325
4,21.25,0.295,2.5825,2.9125,2.715,90.96,-3.925,1.48,-54.605,-1.305,3.25,0.465
4,21.75,0.295,2.68,2.7125,2.7075,90.22,-3.635,1.3925,-54.39,-1.5975,3.025,0.49
4,22.25,0.225,2.3025,2.575,2.6675,89.6175,-4.4975,1.365,-56.6,-0.71,2.08,0.385
4,22.75,0.255,2.35,2.3875,2.755,88.0875,-3.63,1.2425,-45.4275,-0.68,3.445,0.33
4,23.25,0.22,2.44,2.6425,2.7875,87.645,-3.0825,1.1725,-47.0725,0.25,1.985,0.3625
4,23.75,0.2825,2.4725,2.6475,2.6825,89.5625,-3.5875,1.2225,-45.445,-0.1875,2.135,0.36
5,0.25,0.26,2.7775,4.8325,4.6975,89.36,-3.195,1.35,-52.5725,-0.1,1.63,0.38
5,0.75,0.27,2.5825,4.5175,4.72,87.555,-3.4075,1.4225,-54.535,-0.695,2.5975,0.33
5,1.25,0.2425,2.58,4.76,5,87.245,-3.3125,1.41,-45.2,-0.255,2.425,0.4075
5,1.75,0.2625,2.7325,4.5225,5.01,87.1525,-3.765,1.3775,-60.1325,-0.37,2.5525,0.29
5,2.25,0.25,2.76,4.4175,4.63,87.395,-3.825,1.2975,-58.3175,-0.27,2.09,0.3
5,2.75,0.2775,2.92,4.27,4.2775,85.1,-4.0275,1.395,-54.555,-1.07,1.3775,0.325
5,3.25,0.2625,2.72,4.1525,4.3925,86.5825,-4.31,1.185,-57.0275,-0.815,1.505,0.4025
5,3.75,0.22,2.8675,4.4725,4.515,86.24,-3.75,1.2425,-53.5575,-0.275,1.9225,0.3
5,4.25,0.235,2.585,4.595,4.605,88.345,-3.865,1.4325,-47.9725,-0.07,2.4375,0.265
5,4.75,0.24,2.585,4.67,4.54,87.3675,2.57,2.6825,-37.2275,-0.075,2.6375,0.235
5,5.25,0.23,2.365,4.5725,4.25,87.79,56.315,23.0625,-17.1725,-0.365,4.1375,0.27
5,5.75,0.2525,2.0275,4.8025,4.7625,87.455,146.56,44.065,30.235,7.0425,7.73,0.21
5,6.25,0.3225,1.8425,5.3925,5.14,84.7225,264.735,55.7625,105.625,29.575,26.07,0.32
5,6.75,0.39,1.795,5.9425,5.745,77.4825,373.7075,71.7925,187.885,75.1,37.255,0.2525
5,7.25,0.515,2.0975,6.2875,6.3775,71.18,495.1325,96.6875,279.7025,128.265,52.525,0.25
5,7.75,0.58,2.5325,6.65,6.6,69.4,603.8725,126.6175,359.8325,185.52,56.0875,-0.47
5,8.25,0.62,2.595,6.94,6.905,67.505,708.93,165.24,457.8525,227.745,72.42,-0.4
5,8.75,0.67,2.99,7.2475,7.25,67.0775,805.9425,196.2275,500.3975,270.125,74.0075,-0.8525
5,9.25,0.74,3.085,7.545,7.5375,68.415,892.7575,226.9175,564.16,321.3075,85.92,-0.74
5,9.75,0.75,3.2875,7.83,7.84,69.125,960.25,257.165,600,328.5175,88.33,-0.82
5,10.25,0.8025,3.46,8.06,7.92,71.9,1009.83,283.8,615.76,346.1975,76.68,-0.93
5,10.75,0.84,3.5575,8.2075,7.8525,70.6775,1048.99,301.1125,631.3825,350.45,81.3975,-1.025
5,11.25,0.83,3.68,8.3125,7.86,72.3175,1077.0225,327.0525,637.33,355.19,89.79,-1.17
5,11.75,0.81,3.7675,8.1525,7.825,73.2025,1094.0875,343.455,651.0025,354.49,76.42,-1.56
5,12.25,0.85,3.71,8.2625,7.87,75.5125,1091.5075,341.255,646.505,342.41,67.45,-0.83
5,12.75,0.85,3.7375,8.1725,7.9275,77.72,1074.045,325.8475,671.435,343.77,83.7425,-1.1575
5,13.25,0.85,3.68,8.2675,7.89,77.495,1033.7175,308.215,636.3025,333.31,72.6975,-0.95
5,13.75,0.8275,3.805,8.0925,7.945,81.215,977.3825,272.35,605.9525,332.75,75.5825,-1.26
5,14.25,0.8275,3.675,8.08,7.88,83.235,913.2625,232.05,566.8,300.07,56.8525,-1.235
5,14.75,0.84,3.58,7.8775,7.6,83.76,828.9875,192.6675,505.16,308.7575,56.2,-0.84
5,15.25,0.83,3.7425,7.6975,7.8125,84.7725,729.35,154.74,451.5325,264.825,44.145,-0.775
5,15.75,0.75,3.57,7.6275,7.38,85.365,634.9825,120.3,395.0825,246.2525,43.96,-1.01
5,16.25,0.7325,3.35,7.0975,7.31,83.0625,506.8925,91.48,312.9325,214.925,35.435,-0.515
5,16.75,0.71,3.37,6.84,6.91,86.0225,391.9575,69.3525,240.3475,162.1825,30.9725,-0.3475
5,17.25,0.63,3.02,6.575,6.82,87.94,204.565,48.89,143.0575,117.2225,22.4425,0.0575
5,17.75,0.55,2.865,6.16,6.4075,87.7975,95.5975,35.7575,64.0075,60.88,22.39,0.33
5,18.25,0.48,2.7,6.08,5.93,89.02,50.92,19.6475,4.8725,30.4625,12.9325,0.5625
5,18.75,0.415,2.6,5.4075,5.47,90.3925,10.3775,5.195,-18.08,7.6875,5.79,0.7325
5,19.25,0.37,2.52,5.2775,5.58,90.305,-2.125,1.1175,-39.1475,3.86,5.22,0.74
5,19.75,0.36,2.69,5.1525,5.45,90.62,-2.365,1.09,-37.2225,1.4625,2.72,0.86
5,20.25,0.35,2.8,4.9575,5.1925,89.8175,-2.5525,1.3775,-40.725,2.28,3.1125,0.6675
5,20.75,0.3,2.92,4.9125,5.2275,90.2325,-2.99,1.34,-45.595,-0.46,1.68,0.71
5,21.25,0.285,2.82,4.735,4.99,90.035,-3.005,1.2675,-45.975,-0.6075,2.0425,0.61
5,21.75,0.32,2.7425,4.74,5.09,89.755,-3.055,1.3475,-51.1525,0.62,2.0325,0.52
5,22.25,0.3,2.5975,4.6675,5.085,90.095,-3.78,1.1525,-57.67,-0.54,3.1975,0.6075
5,22.75,0.28,2.5875,4.7425,4.9,89,-3.07,1.235,-49.315,-0.04,4.2125,0.635
5,23.25,0.29,2.4325,4.6125,5.035,90.1825,-3.5125,1.3375,-50.3275,-0.34,1.9825,0.6375
5,23.75,0.26,2.5775,4.7775,5.13,89.29,-3.3025,1.615,-50.17,-1.3,3.6225,0.4075
6,0.25,0.145,2.4225,12.115,11.83,68.09,-4.915,1.915,-68.52,-0.1825,2.38,0.25
6,0.75,0.1375,2.5025,11.97,11.88,66.125,-4.83,1.76,-67.2325,-0.605,4.49,0.23
6,1.25,0.1375,2.4425,11.945,11.9425,65.25,-4.8025,1.625,-65.7775,-0.5425,2.66,0.17
6,1.75,0.1475,2.47,11.815,11.725,62.015,-4.76,1.745,-68.06,-0.225,2.27,0.23
6,2.25,0.16,2.52,11.7075,12.09,61.2325,-4.8075,1.7775,-67.0775,-0.31,2.3,0.24
6,2.75,0.17,2.6,11.9375,12.16,59.1875,-4.805,1.625,-64.6225,-0.64,2.12,0.23
6,3.25,0.18,2.78,11.87,12.29,57.5275,-4.8,1.6325,-65.195,-0.36,4.01,0.305
6,3.75,0.1725,2.49,12.3025,12.405,56.23,-4.8475,1.5175,-65.6275,-0.81,2.43,0.22
6,4.25,0.1525,2.5475,12.2975,12.305,57.4625,-4.4525,1.6625,-65.875,-0.4975,2.37,0.235
6,4.75,0.165,2.4775,12.2,12.2425,55.295,6.2875,4.6775,-58.355,-0.3575,2.89,0.21
6,5.25,0.17,2.38,12.38,12.35,55.33,75.5375,28.53,-9.5425,-1.04,6.69,0.0925
6,5.75,0.25,2.2575,12.575,12.76,53.83,168.995,40.61,50.6275,9.43,21.565,-0.47
