DOY2,HR2,CO2,FC,H2O,H,LE,PA,T_SONIC,VPD,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,401.4852906,0.047775,1.834847588,-24.845071455,0.0516,100.94150005,-7.1,0.82231957875,0.407294051,0.124091917,0.3358777195,0.196214169,3.041951533
1,0.75,402.1418912,0.00089575,1.8323449325,-23.9095287,0.122265765,100.8791348,-7.225,0.81201365675,0.36939549525,0.1216637335,0.32807146125,0.1856069655,2.9674950445
1,1.25,402.101425325,0.0018875,1.85783419525,-23.02579903,0.139843184,100.90530225,-7.1,0.8438186755,0.37462927975,0.1231186865,0.33267282725,0.18538154275,2.891446678
1,1.75,401.2193106,0.0428,1.817093956,-24.01727786,0.133621371,100.86477745,-7.1813913,0.8534397745,0.40571309,0.133253068,0.354540042,0.18986833,2.9409764145
1,2.25,401.1543179,-0.001165,1.7808573435,-23.935062165,0.18635274325,100.85882545,-7.3,0.893318731,0.41187209,0.1416997815,0.370210759,0.1927422615,2.9675315805
1,2.75,401.39979245,0.0244,1.831165054,-21.709584105,0.287897916,100.8454372,-7.2,0.805786089,0.416799287,0.137904665,0.3527662105,0.187616441,3.0226043115
1,3.25,401.6710878,0.022975,1.826214354,-23.0204912575,0.24835,100.8504023,-7.5,0.820101915,0.39657711175,0.132447207,0.348168159,0.19519171,3.19873165
1,3.75,401.8431658,0.0433,1.835576376,-21.926,0.239885651,100.8364026,-7.543071725,0.789116149,0.405178256,0.147541951,0.336134152,0.193390796,2.972068257
1,4.25,402.022767075,0.0365,1.76722986725,-23.4276508275,0.160434527,100.84973835,-7.5,0.76167696,0.389475823,0.13518440575,0.36006309825,0.188202437,2.8273244175
1,4.75,401.663069475,0.0284,1.75285881825,-24.6524844125,0.03565,100.891211325,-7.5,0.73462439575,0.4191775,0.1343903025,0.362007983,0.19071244575,2.91470980975
1,5.25,401.934154725,0.021175,1.7627168795,-24.0371117925,0.0971063255,100.8975594,-7.7,0.762296144,0.41063686175,0.13166841175,0.359986021,0.186251482,2.98963296375
1,5.75,401.8065661,0.03075,1.836694998,-26.446249695,0.144811076,100.9247931,-7.9,0.693419156,0.4061886325,0.1394195145,0.344266746,0.198989714,2.9385909515
1,6.25,402.1074445,0.0103,1.7680769015,-22.232302975,0.076525,100.9298315,-7.9,0.61448637725,0.4072665935,0.1385642505,0.365630067,0.189458065,2.9225459555
1,6.75,401.765493925,0.0385,1.7115154595,-27.72403646,0.09526687475,100.885739825,-8,0.591973998,0.36793702025,0.1245684695,0.3410831265,0.1675547095,2.86070044475
1,7.25,402.27015535,0.00911,1.69277349025,-21.72306802,0.2123045865,100.85904125,-8.4370691,0.585374376,0.3692435315,0.1197728595,0.3566499115,0.1633967615,2.7124238025
1,7.75,402.4949961,0.0111,1.740135435,-18.8808320125,0.5337561945,100.85350905,-8.85,0.53878630525,0.388607191,0.133049333,0.336164246,0.190262976,2.874074683
1,8.25,402.394569925,-0.01665,1.7854092785,-16.0499743625,0.64748209325,100.89479675,-8.9,0.607376738,0.4327276105,0.165281137,0.38813921775,0.23264246525,2.850084768
1,8.75,401.91870415,-0.08615,1.7719935565,-8.148759068,1.71215629525,100.90945285,-8.125,0.69543662,0.491432565,0.18140877075,0.42816902775,0.28124453875,3.22054948225
1,9.25,401.1060001,-0.194134184,1.760441717,-5.508126633,3.479646503,100.944208525,-7.3,0.91269151925,0.5464006705,0.2184911095,0.4856163475,0.322696352,3.2285542145
1,9.75,400.0318229,-0.25801,1.77480355,-3.32627546975,5.61661755725,100.9466762,-6.9,1.106591796,0.61753977425,0.2347346275,0.5591221885,0.35153201075,3.5105762305
1,10.25,399.4968931,-0.4450014985,1.757974377,-0.5323815845,7.03887266,100.949343,-6.3941241,1.12677996175,0.6413939295,0.2377085255,0.6267020205,0.3677509165,3.577987423
1,10.75,399.7123119,-0.46076440675,1.76947813325,0.360597761,8.611291365,100.9078465,-5.878821425,1.19586657975,0.6863853025,0.268368449,0.67094409625,0.3902716595,3.5757132005
1,11.25,399.56893935,-0.602235892,1.7130784575,0.2689456815,9.60074576375,100.803471,-5.3817114,1.315422879,0.7433416815,0.272455936,0.708511045,0.377078123,3.695092727
1,11.75,399.289803475,-0.59522538925,1.72909854,0.663319081,11.07242739,100.789493225,-5.17921,1.444737623,0.7627160275,0.2748433805,0.751925888,0.3964698835,3.8210268155
1,12.25,398.7222517,-0.52356,1.76133068025,-0.479473107,13.45651465,100.77183695,-4.779563,1.628973087,0.73917780675,0.25697112975,0.73000253425,0.385199681,3.8766346325
1,12.75,398.4979437,-0.726976769,1.753710898,2.2924886035,11.452691355,100.786380275,-4.4,1.70452861075,0.78171,0.268945816,0.753417595,0.392882643,3.929355307
1,13.25,398.0684626,-0.545035176,1.801968809,-0.531710709,11.78647328,100.699868125,-3.80294355,1.777286609,0.806337773,0.280242296,0.746831158,0.387403695,4.013762672
1,13.75,398.2023204,-0.47240022,1.800745077,-3.03685677775,9.873721747,100.689533775,-3.546383275,1.827415301,0.7978203115,0.26409889925,0.7689046865,0.36312179975,3.95736643425
1,14.25,398.185170975,-0.47667177,1.801152592,-6.311206195,9.289171309,100.745,-3.5,1.903151096,0.7004815925,0.2418963495,0.6983323035,0.342213373,3.9304985505
1,14.75,397.89099065,-0.417361056,1.7651,-9.165933913,9.595529125,100.72826605,-3.425,1.920782784,0.714508573,0.235697541,0.657351062,0.336146099,3.914699843
1,15.25,398.03927335,-0.3347196625,1.753197839,-18.33802502,6.4168670555,100.713672075,-3.4,1.9026192155,0.631179519,0.203384107,0.545260053,0.29189039,3.561084998
1,15.75,398.163294475,-0.22211752225,1.7348012095,-25.77739977,4.365670924,100.7149485,-3.4,1.9292775075,0.5996870205,0.1966655165,0.5002738605,0.2638842785,3.5867582505
1,16.25,398.5209051,-0.151097703,1.72300811175,-31.1276062725,1.38018470025,100.7132767,-3.47325,1.7226336525,0.48998130475,0.15269511525,0.435858994,0.232421252,3.2937600055
1,16.75,398.7608192,-0.041825,1.719668534,-33.372800035,0.190178103,100.7597941,-3.662,1.66499471275,0.405482908,0.121661465,0.352009962,0.17175564,2.971547076
1,17.25,398.88097265,-0.0249,1.72649433075,-31.199355235,0.28077189425,100.8209605,-3.949,1.482460418,0.369683841,0.10816159475,0.3418072765,0.15754582,2.8828389365
1,17.75,399.8481264,-0.0192,1.7492646215,-28.1198458825,0.307661095,100.864312875,-4.247,1.3604770135,0.3421295035,0.10212961025,0.3029803255,0.14017541725,2.887765884
1,18.25,400.207223525,-0.021875,1.7674813065,-29.25000198,0.21854633325,100.886135875,-4.43475,1.3237,0.3394383905,0.100092742,0.291032644,0.144741045,2.864871847
1,18.75,400.907669925,-0.0224,1.8347398065,-29.266653625,0.09646956475,100.93890565,-4.7995,1.259468328,0.3521396275,0.118790454,0.2992484885,0.1547485485,2.899488585
1,19.25,401.33594465,-0.00263725,1.85288622,-33.793713415,0.29827903175,100.97437805,-4.951,1.173051203,0.364534028,0.11375252,0.337351022,0.160618958,2.96851083
1,19.75,401.01897645,-0.01745,1.8612379045,-30.5833613975,0.0243,100.9628778,-5.4,1.04861041425,0.3971137345,0.11108307375,0.3133676925,0.157309357,3.11099041975
1,20.25,400.74,-0.0353,1.83373574475,-30.5593760325,0.064375,100.9493036,-5.4395559,1.0786771915,0.384105574,0.12523730125,0.33557462725,0.184999963,3.19203761925
1,20.75,400.85129,-0.04905,1.84255600175,-28.6846081125,0.076401116,100.9698081,-5.875,1.0102655145,0.409125,0.12501552375,0.35369660175,0.174427237,3.292302771
1,21.25,400.861440275,-0.041275,1.83615582325,-28.34292791,0.0312,100.973148425,-6,0.9844201335,0.3933387015,0.130541237,0.3620341775,0.1890601715,3.331728217
1,21.75,400.912975525,-0.02,1.8298888585,-28.3787036425,-0.00209,100.9818418,-6.075,0.95987149,0.387801464,0.1315748375,0.349943642,0.19,3.251326862
1,22.25,401.261652875,0.013975,1.866733621,-25.206138815,0.0177,100.974426425,-6.339328425,0.90511047175,0.384106252,0.12527634425,0.33772161525,0.19032451825,3.1749891805
1,22.75,401.2489151,0.0107,1.86039869375,-24.4608949775,0.071675,100.999474275,-6.625,0.866482013,0.37197091475,0.1199313475,0.3309948535,0.175912371,3.2660529965
1,23.25,401.58337955,0.0275,1.8793145405,-25.042723745,0.0967824385,100.963288325,-6.7,0.8614630225,0.4058177655,0.1335288155,0.3462603115,0.188281657,3.305557761
1,23.75,401.67882145,-0.003335,1.8624559905,-23.47241947,0.000823,100.937275,-7,0.84903071825,0.378472109,0.13199803975,0.356998867,0.19124561425,3.12068155125
2,0.25,408.9925,0.048075,1.9467936715,-26.31091755,0.014075,100.7667285,-5.9,0.65650827825,0.351139974,0.09595,0.287651956,0.135276988,2.717054074
2,0.75,408.75,0.0497,1.94140916125,-24.450234595,0.1173441265,100.78130495,-6.1506419,0.678256158,0.34382827525,0.0974,0.29154698775,0.141858551,2.89406032275
2,1.25,409.097247,0.01715,1.9321140685,-23.4243910025,0.0747,100.794,-6.475380025,0.791072,0.3517858595,0.10464896425,0.28279619425,0.14274030125,2.86757733975
2,1.75,408.7772555,0.024175,1.9416848,-21.59972369,0.074325,100.7702292,-6.7325,0.7307911325,0.342658178,0.09705,0.3044651525,0.1474709195,2.754725371
2,2.25,408.8425786,0.0248,1.92788338075,-21.25880646,0.08435,100.76108565,-6.995512675,0.68296,0.3289334505,0.10367497525,0.29457441075,0.1552225,2.77164665375
2,2.75,408.7875,0.0533,1.94726,-22.66386521,-0.0081875,100.723449475,-6.95436185,0.6833394205,0.34181119,0.1090425,0.31416153,0.1577969355,2.8419648535
2,3.25,408.57,0.0369,1.9568725,-23.3245163175,0.0782,100.7282491,-6.9700203,0.66052390225,0.361247138,0.10740259925,0.3262094015,0.147648231,2.81100646775
2,3.75,408.4342285,0.0321,1.9735,-21.81524494,0.00742,100.7595291,-7.0912033,0.6359377165,0.337483333,0.109110177,0.315753068,0.156524758,2.7385
2,4.25,408.303298775,0.033,2.042881249,-23.44561831,0.0534,100.752801725,-7.2,0.5188051215,0.350225642,0.0967,0.32561,0.152643375,2.666489881
2,4.75,408.4320898,0.06435,2.0523211545,-19.86011976,0.0285,100.8073679,-7.3439168,0.5241966215,0.32693558,0.10146359,0.303685282,0.14972403675,2.598246726
2,5.25,408.7090735,0.034525,2.07059,-19.3355,0.0322,100.767920325,-7.4,0.514211675,0.341081469,0.1013498405,0.29647450375,0.15124476725,2.61804578175
2,5.75,408.76,0.0306,2.0497001025,-20.0759633775,-0.0101,100.7837516,-7.524375075,0.53048463375,0.33280784975,0.1001745,0.29231737825,0.152643375,2.53065953575
2,6.25,408.8,0.0362,2.0476841565,-18.70060109,0.0258,100.7929446,-7.71504955,0.568816227,0.32281781975,0.097875,0.28883338475,0.147563473,2.58539075
2,6.75,408.364079,0.032625,2.0266688965,-21.2780353825,-0.0282,100.7987476,-7.81669865,0.53747703725,0.3308491645,0.104355592,0.2926592025,0.1499996295,2.668880417
2,7.25,408.702815425,0.033125,2.02555029025,-18.2354197925,0.0508,100.8355691,-7.88323765,0.574149609,0.3484172365,0.1120189805,0.308863771,0.1582541785,2.7224583675
2,7.75,408.07184095,-0.036875,2.0092079985,-13.184331605,0.40834515525,100.8457175,-7.49775,0.697179361,0.39851922175,0.144116975,0.34945159025,0.20254587325,2.818453785
2,8.25,407.86912065,-0.116027,1.984306397,-11.3883237275,1.41751506,100.84080375,-7.18725,0.727078578,0.4605973065,0.16296433875,0.41752836175,0.25937423325,3.0937452835
2,8.75,407.18,-0.199414877,2.0020715895,-6.812635299,2.166115156,100.8521266,-6.816,0.95923,0.49599,0.182815357,0.446355245,0.282842712,3.172835705
2,9.25,406.575766875,-0.3477375,2.040902476,-4.28757486725,3.85620199725,100.8779004,-6.35,1.08778655725,0.5682143405,0.20784098375,0.4965260165,0.293793859,3.4338641345
2,9.75,406.451166075,-0.454894465,1.987585652,-2.876045152,5.624448193,100.8718392,-6,1.24534823,0.6182555695,0.2168451215,0.560794937,0.328843989,3.530641111
2,10.25,406.5725,-0.6090409855,1.924387308,-1.85583519725,7.3920430525,100.84802215,-5.224,1.340008929,0.6503687765,0.21348640775,0.59523781825,0.3407080495,3.49333260525
2,10.75,406.02,-0.57647202,1.95063544825,-1.373067422,9.374735831,100.8147309,-4.750692875,1.4853872205,0.610443202,0.207654619,0.594161911,0.34238,3.249826825
2,11.25,406.09301465,-0.741850581,1.955217313,-1.469799694,10.862988265,100.76702605,-4.33475,1.5940904715,0.70866227775,0.218291745,0.639844375,0.35771311175,3.40370682575
2,11.75,405.477903575,-0.76105546275,1.9627087985,0.101580509,12.57005552,100.7279917,-3.9755,1.72655,0.686030854,0.218834335,0.63580369,0.3450047455,3.324638188
