DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2
1,0.25,97.0735,-32.2449,67.74415,0,0,187.27546,222.989795,-77.72476,-0.025039875,-0.1741465,1.2569425,0.009476695,-6.4309525,-5.5768875,-23.1575,-25.243,-19.193825,441.92776
1,0.75,97.017,-32.108325,66.800475,0,0,187.5751075,224.635255,-76.3749925,-0.017046625,-0.1566175,1.354225,0.009476695,-6.4441175,-5.5687475,-23.1575,-25.47525,-20.339175,441.92776
1,1.25,96.95525,-31.797175,67.132975,0,0,187.67825,224.38178,-78.0250275,-0.014191075,-0.16441725,0.461616,0.009476695,-6.4634975,-5.564435,-23.1575,-24.459275,-20.2373,441.92776
1,1.75,96.91675,-31.516825,66.930875,0,0,187.2495975,221.7502425,-78.262265,-0.022743975,-0.16913975,0.437008375,0.009476695,-6.50328,-5.5621475,-23.1575,-23.782975,-20.1941,441.92776
1,2.25,96.99775,-32.5655,66.2452,0,0,186.48639,223.4179975,-70.45123,-0.0145022,-0.150139,0.41240075,0.009476695,-6.5491825,-5.54853,-23.1575,-24.032925,-21.021025,441.92776
1,2.75,97.03075,-31.53205,66.1441,0,0,185.6538975,221.288035,-60.3595475,-0.023221175,-0.16613775,0.387793125,0.009476695,-6.57489,-5.5344675,-23.1575,-25.2461,-20.1144,441.92776
1,3.25,97.10475,-31.63975,67.82135,0,0,185.66728,221.8533025,-64.3260875,-0.01439775,-0.1691215,0.3631855,0.009476695,-6.60873,-5.52639,-23.1575,-26.332125,-19.827575,441.92776
1,3.75,97.1645,-31.458675,67.90535,0,0,186.9945575,214.9194125,-68.12443,-0.01738765,-0.164815,0.376081708333333,0.009476695,-6.62634,-5.5295375,-23.1575,-27.6066,-20.73325,441.92776
1,4.25,97.1225,-31.151725,67.32085,0,0,191.84278,216.6961375,-73.4760275,-0.018066775,-0.1415815,0.388977916666667,0.009476695,-6.645415,-5.52078,-23.1575,-28.081,-20.724225,441.92776
1,4.75,97.106,-31.1212,68.221225,0,0,192.678635,222.7484075,-73.684565,-0.0286988,-0.14912325,0.401874125,0.009476695,-6.6618825,-5.539895,-23.1575,-27.68535,-21.15305,441.92776
1,5.25,97.125,-32.090325,70.815575,0,0,192.5376825,224.6927375,-73.58233,-0.0202461,-0.15235025,0.414770333333333,0.009476695,-6.68324,-5.5420925,-23.1575,-26.458175,-21.84895,441.92776
1,5.75,97.0875,-32.426625,70.50925,0,0,194.1747425,231.71333,-71.580535,-0.020640425,-0.15833875,0.427666541666667,0.009476695,-6.690515,-5.5337625,-23.1575,-25.02595,-22.41875,441.92776
1,6.25,97.041,-32.102025,70.36335,0,0,194.68642,225.83826,-66.94948,-0.026880825,-0.165991,0.44056275,0.009476695,-6.7184,-5.5608525,-23.1575,-23.658475,-22.97495,441.92776
1,6.75,96.97675,-31.350875,70.373075,0,0,193.281915,220.6249175,-62.770225,-0.022547975,-0.16280375,0.453458958333333,0.009476695,-6.740635,-5.559635,-23.1575,-22.5053,-22.62695,441.92776
1,7.25,96.929,-31.609075,70.383175,0,0,194.3193825,217.69863,-61.27866,-0.015024925,-0.15886725,0.466355166666667,0.009476695,-6.7430625,-5.563685,-23.1575,-22.208175,-24.43525,441.92776
1,7.75,96.8945,-31.40545,70.44445,0,0,194.36418,213.6445125,-72.0950025,0.061314875,-0.011165575,0.479251375,0.009476695,-6.7605375,-5.57115,-23.1575,-22.062925,-23.530875,441.92776
1,8.25,96.861,-31.24225,70.198025,0,1.15677,193.1554525,222.3215125,-74.577605,2.38689,1.97579,0.492147583333333,0.009476695,-6.76165,-5.57139,-23.1575,-22.321325,-22.520775,441.92776
1,8.75,96.85075,-30.108425,69.405525,8.5639725,6.8657325,194.2012275,227.052485,-77.8521075,19.273975,17.1812,0.505043791666667,0.009476695,-6.777835,-5.5738,-23.1575,-22.5935,-22.305125,441.92776
1,9.25,96.83375,-28.5721,69.06045,20.054825,16.45165,196.3750975,236.0778475,-79.44248,47.177275,43.26655,0.51794,0.009476695,-6.7951775,-5.55711,-23.1575,-23.061225,-23.61,441.92776
1,9.75,96.86475,-27.682675,67.273375,35.029875,30.271625,199.302495,239.70111,-63.76515,97.242975,82.833175,0.53198,0.009476695,-6.80778,-5.539615,-23.1575,-23.3241,-23.950675,441.92776
1,10.25,96.90675,-27.279225,66.612675,46.4599,42.1568,204.6377375,237.20554,-49.872925,125.88275,115.483,1.87228,0.018254025,-6.7910125,-5.544585,-22.2598,-23.6159,-24.43545,447.18606
1,10.75,96.88225,-27.013225,64.8923,66.547775,54.998475,207.4883325,241.0117275,-44.1577,178.155,152.46425,1.24956875,0.0183535,-6.755415,-5.560195,-27.559,-23.63055,-25.78085,436.54656
1,11.25,96.91,-26.31835,64.61115,92.07885,74.37185,209.8177625,245.5265375,-39.741325,230.53575,193.115,1.4865175,0.013321725,-6.7653775,-5.594645,-27.2784,-22.4132,-26.172975,441.76015
1,11.75,96.83825,-25.76295,62.540175,110.288,87.25725,211.950075,243.2656675,-72.559665,265.3375,229.76325,1.35190075,0.034805,-6.7459075,-5.56788,-26.714975,-21.9151,-25.1958,441.1177825
1,12.25,96.801,-25.272925,62.78355,123.267,97.340925,213.95738,245.67653,-42.240245,294.669,261.825,0.65908,0.0727353,-6.7487875,-5.5625075,-25.9598,-20.999375,-25.698225,442.11711
1,12.75,96.7465,-24.80385,63.3323,124.99725,95.34975,215.14392,254.478025,-57.86236,316.52575,257.841,1.5262125,0.038273375,-6.719655,-5.5662725,-25.490675,-19.231675,-25.929925,440.92597
1,13.25,96.683,-24.75055,61.580175,119.535,91.04355,215.3256775,262.3764425,-72.43725,307.96375,239.44025,1.418075,0.01421015,-6.69791,-5.5831925,-25.525,-18.18945,-26.184775,440.4521
1,13.75,96.66725,-24.59615,62.165375,107.3995,91.918425,215.492125,250.702105,-51.76512,282.396,239.9605,0.86089175,0.0265006,-6.6718,-5.5758625,-25.2606,-16.6052,-25.120275,440.05306
1,14.25,96.6505,-24.5877,60.8583,111.33925,89.325425,214.9972675,256.6762825,-45.1743,281.10875,230.006,1.3026775,0.12360225,-6.653255,-5.5831025,-25.05605,-16.347475,-24.64235,439.71422
1,14.75,96.65925,-24.889125,61.8644,80.746075,69.5437,213.845905,270.358555,-70.01155,193.403,174.97925,1.2025395,0.103785,-6.64567,-5.5937575,-24.97925,-16.653775,-24.85685,436.836445833333
1,15.25,96.64475,-24.7196,61.5827,57.01535,46.902325,214.2508275,266.6189475,-84.927275,135.80575,117.80475,2.2453425,0.0962392,-6.64451,-5.600965,-24.8669,-16.664675,-24.644825,436.932291666667
1,15.75,96.6625,-24.74685,62.2398,40.8967,33.805825,211.8886325,258.2866275,-92.991775,97.89015,87.13135,2.01827,0.045541575,-6.6321775,-5.601035,-25.0068,-16.517975,-23.873325,439.159045
1,16.25,96.74025,-25.4276,62.087525,16.860875,14.8256,209.850295,249.53775,-93.8776,42.273925,37.3893,2.1163,0.0486996,-6.627335,-5.5972025,-25.0656,-18.27,-22.685575,438.8307175
1,16.75,96.755,-26.0771,64.8595,2.6042175,2.87118,204.8892175,244.5160325,-94.24491,8.51382,6.5264725,1.5921,0.014542475,-6.612245,-5.5849575,-25.285225,-18.7541,-23.939625,440.964825
1,17.25,96.783,-26.4108,66.438225,0,0.2806965,202.6498475,241.12067,-91.73521,0.32435025,0.15240225,1.63374,0.01,-6.59339,-5.5680425,-25.69435,-19.146075,-21.881325,441.1677725
1,17.75,96.80675,-26.55005,67.343525,0,0,202.8821325,240.83624,-90.64705,0.003053745,-0.11438175,1.4689,0.01,-6.581235,-5.57371,-26.2628,-19.078725,-23.1163,441.5619875
