DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.0132433855144591,-0.137549757886734,-4.99153796930592,-4.14276636414126,0.0411004852161266,-46.0512559547499,-9.50932480620295,0.144266033609057,412.941191391282,1.70291571671811,418.69463889151,2.6216112020103,413.036977360581,418.677815675023,2.67855231294035,412.931413708023,418.410917533977,2.71943835622039,412.878064936274,418.5684070997,2.75211932343191,412.943525580476,1.20060450163327,-5.46075660115405,0.0346203575250261,1.01175,0.63,0.1795,-9.687085,-3.882725,-9.9934675,-10.3095125,-10.57332,94.554757,39.99975,0.2382125,-8.2855,-7.51525,-8.39825,0,-4.593,0.4975,-1.5765,198.8525,269.01,196.5625,268.58,0.03,-0.44,-0.20025,-0.11,0.14,-0.51,-0.27,-0.41,-4.8202,-2.355725,0.82545,3.067125,4.37155,-4.1042,-2.2116,1.6238,3.1504,4.713,-5.011,-2.52895,0.897525,2.92045,4.247325,-6.1942,-3.563275,0.606025,2.50545,4.065425,-4.563775,-1.887325,3.00035,4.263825,-27.1374,-29.22975,-31.55275,-96.4345
1,0.75,0.104630314529458,-0.0320346105887061,-6.48242100752724,-5.05238003168322,0.0352804458154973,-46.3069482971672,-6.53877274433558,0.189885874483239,413.021655469381,1.69883287218134,419.980628092978,2.63230949218172,412.71940785009,420.207919919801,2.62604838417945,412.879474357918,420.587096543547,2.66104349870204,412.944243889134,420.88572717617,2.74258788767273,412.815120239053,0.997428668858252,-5.70113677178531,0.02959248120031,0.621,0.64,0.16,-9.8286675,-4.25565,-9.92568,-10.0693625,-9.871835,94.505551,39.696,0.065225,-7.8205,-7.02225,-7.982,0,-4.56325,0.4,-1.47025,199.9725,271.525,198.9575,271.39,0.04,-0.44,-0.21,-0.11025,0.148,-0.51,-0.26025,-0.4105,-4.91015,-2.429775,0.750125,3.04755,4.367975,-4.08945,-2.262925,1.5894,3.13335,4.7229,-5.102025,-2.610525,0.849525,2.910175,4.244775,-6.32615,-3.65895,0.5417,2.4928,4.0547,-4.6725,-1.976125,2.9846,4.257825,-25.9847,-28.983775,-28.98705,-96.31975
1,1.25,0.0598472925730769,-0.117461267929337,-8.56237190221252,-4.63959059152931,0.0386498593433525,-43.6360185241776,-6.54909410249358,0.194483521184957,412.456425810004,1.70843265485194,417.66946468019,2.67275894348674,412.722636968254,417.453682926792,2.70562505820305,412.766724397119,417.640092928421,2.72189137059447,412.961752968701,417.962758515698,2.73629713065016,412.954587507171,0.967698874971073,-5.99945775591061,0.0309273840307232,0.79175,0.505,0.12925,-10.6180675,-4.541775,-10.6976375,-10.8606375,-10.796585,94.495883,41.83375,0.193905,-7.50225,-6.69125,-8.015,0,-4.5235,0.3975,-1.49075,202.125,271.545,202.66,271.0175,0.03,-0.44,-0.21,-0.11,0.14,-0.51025,-0.27,-0.41,-5.013075,-2.5034,0.680525,3.028925,4.36435,-3.9952,-2.229,1.5574,3.1308,4.733,-5.1928,-2.6946,0.801625,2.899875,4.240225,-6.1425,-3.761625,0.476375,2.4791,4.042925,-4.786025,-2.07275,2.968825,4.25005,-26.84505,-29.4212,-30.2105,-97.09
1,1.75,0.0894276880883574,-0.521509924949607,-10.1496925903361,-9.28880710825279,0.0406606504385217,-43.1461302220918,-8.10974711125032,0.166315655583724,412.348812387668,1.65540883967515,418.925954106524,2.61955300214056,412.829688235067,419.091106376182,2.60316990517861,412.740039211272,418.918880586906,2.65133737807131,412.870886527251,419.029470954789,2.69091702305679,412.956094949574,1.12198498359284,-6.30401179929824,0.0597739833599341,0.69925,0.5075,0.1295,-11.798205,-4.84945,-11.8772075,-11.9644,-12.080615,94.49971825,40.59775,0.178665,-7.40725,-7.8735,-8.36325,0,-4.537,0.3975,-1.2635,198.95,266.3475,197.0675,265.355,0.03,-0.44,-0.2,-0.11,0.15,-0.51,-0.27,-0.39025,-5.1328,-2.5759,0.620625,3.0103,4.3607,-3.9322,-2.2236,1.5026,3.1202,4.7316,-5.202525,-2.77115,0.7581,2.8886,4.23565,-5.986025,-3.8563,0.412725,2.463425,4.03685,-4.89835,-2.150775,2.954025,4.243275,-26.7897,-31.148,-30.9928,-97.5525
1,2.25,0.0713745641124123,-0.381249889380694,-9.75955886761449,-4.2204537642438,0.0324994658288245,-43.5976364065506,-5.4158058947641,0.166946532056401,413.02922349511,1.47593872512895,413.012087111334,2.50303018410967,412.868228877452,412.833579652442,2.56075834977409,412.858445010377,413.320977638494,2.55086349846244,413.023603756237,413.395941457481,2.59984027849784,412.970769140961,0.689458508342331,-6.25939895148982,0.030591623683602,0.628,0.505,0.14925,-12.1966575,-5.00335,-12.18061,-12.147045,-12.065035,94.4968755,42.028,0.10052,-7.1465,-7.771,-7.96975,0,-4.3745,0.3975,-1.3045,198.785,267.8275,200.215,266.93,0.03,-0.44025,-0.21,-0.11,0.148,-0.51,-0.27,-0.41,-5.06505,-2.658275,0.5704,2.993575,4.35605,-3.8794,-2.2194,1.4406,3.1084,4.7276,-5.125275,-2.862825,0.7128,2.87735,4.23005,-5.877275,-3.8977,0.351425,2.447675,4.03165,-4.8366,-2.242825,2.939225,4.2355,-26.991625,-30.5616,-31.0334,-97.463
1,2.75,-0.506996193862039,-0.222666100718721,-10.9786210077455,-3.27264844269098,0.0344301344791055,-70.3059126927372,-13.7492879953938,0.217466867185751,412.910427823445,1.45874502192067,415.475496097385,2.46296016660082,412.914605622651,415.936354904091,2.47192701109046,413.180906864698,415.585276452327,2.50179251971671,412.918831571767,415.985417434864,2.5369335654938,412.926083558157,0.938937572615928,-6.41392755182611,0.033568458053474,0.99525,0.641,0.1595,-11.9924275,-5.17965,-11.9890525,-11.9300775,-11.77321,94.4667725,43.02575,-0.0244175,-6.73075,-7.47,-7.60075,0,-4.385,0.3,-1.1975,198.865,269.4325,198.56,268.4375,0.03,-0.43,-0.20025,-0.11025,0.138,-0.51,-0.27,-0.4,-4.898525,-2.7275,0.5288,2.977825,4.3514,-3.7952,-2.1984,1.3798,3.0968,4.7218,-4.987575,-2.94885,0.66855,2.86515,4.223475,-5.6626,-3.81045,0.289925,2.438725,4.02545,-4.6626,-2.3319,2.924425,4.22695,-27.30655,-32.7503,-31.0315,-97.315
1,3.25,0.0563778361121459,-0.364971563346775,-10.1898170026628,-2.27192088456332,0.0427535784187096,-67.6884385091273,-7.9737767779255,0.195078596295152,412.525165130805,1.4556510952889,419.809034376027,2.46940060715853,413.019168618831,419.905585290475,2.50130221223821,413.26003380911,420.033272858244,2.51331827414711,413.163269801873,420.094936388215,2.56760976363156,413.141078605844,0.780761170394428,-6.39390146174311,0.0392316671669705,0.7435,0.527,0.13975,-11.6900925,-5.062025,-11.7418375,-11.6934975,-11.53485,94.370839,42.92025,-0.0519275,-7.00875,-7.26175,-7.4405,0,-4.37275,0.3975,-1.2625,197.375,270.3825,197.2575,269.4725,0.02975,-0.44,-0.2,-0.11025,0.138,-0.51,-0.27,-0.41025,-4.77565,-2.790325,0.516975,2.964925,4.3467,-3.8062,-2.1812,1.3264,3.0852,4.7158,-4.88745,-3.02475,0.6255,2.8539,4.209025,-5.71795,-3.726,0.23145,2.4337,4.01925,-4.71125,-2.403125,2.9096,4.219175,-27.309875,-32.307,-31.5416,-96.92825
1,3.75,0.049857593212933,-1.15453426788219,-18.4983758832128,-3.0957500706318,0.0485429377448305,-63.0014454479563,-7.88046002432908,0.168086253104598,412.821853044379,1.44622704947972,412.468538783381,2.43837583360388,413.423673821699,413.673667697278,2.43022899334482,413.431477597003,413.50438341118,2.50384141899028,413.413278450136,413.189155636448,2.53878913785505,413.372461594014,0.764614551823827,-6.50815769142679,0.0420801244438914,0.8435,0.558,0.16925,-11.4306175,-5.274325,-11.4682625,-11.472285,-11.305585,94.29793925,44.309,-0.0677075,-7.1255,-7.12575,-7.51825,0,-4.59125,0.3975,-1.63125,200.0525,271.4525,199.475,270.44,0.03,-0.44025,-0.2,-0.11025,0.14,-0.51,-0.27,-0.4005,-4.769075,-2.859375,0.516,2.9577,4.341,-3.7824,-2.1736,1.2774,3.077,4.7096,-4.872475,-3.107475,0.58165,2.8417,4.19555,-5.894675,-3.702975,0.171475,2.41795,4.0111,-4.617275,-2.455725,2.894775,4.210625,-27.50735,-32.9312,-31.7328,-96.10625
1,4.25,0.0718962506363256,-0.197883815386077,-7.33633149910438,-1.95875923087853,0.0440291115277196,-62.6431827593414,-6.67106310877639,0.174262522375962,412.937045913509,1.68284754232355,411.533843295141,2.42729166156067,413.161021337317,411.717316921405,2.44591565603248,413.297173593771,412.122939514691,2.43138448657502,413.419419971591,412.322753292841,2.49363211809893,413.49749690188,0.869787633859874,-6.70049700450331,0.0465287929264247,0.65875,0.528,0.11975,-11.50475,-5.4255,-11.5283175,-11.5025075,-11.417005,94.3727735,43.781,0.04,-6.913,-7.32225,-7.592,0,-4.3735,0.4,-1.18125,199.9675,270.7875,204.05,269.875,0.03,-0.44025,-0.2,-0.11025,0.138,-0.51,-0.27,-0.4005,-4.7851,-2.7931,0.52475,2.949525,4.345725,-3.71965,-2.16295,1.223225,3.0696,4.7026,-5.06025,-3.146975,0.5389,2.828525,4.18105,-5.7834,-3.717575,0.113825,2.398325,4.00195,-4.55785,-2.401375,2.879925,4.202075,-28.05985,-33.3195,-31.3003,-96.8055
1,4.75,0.0851079833612083,-0.129753677803804,-7.58080353293163,-3.16516546696748,0.0429302418647225,-63.6732424200707,-5.14125199467022,0.218557079014994,413.379845813884,1.85733918720298,412.122790577527,2.40381365264015,413.431039757601,412.248941120174,2.44471555859651,413.486911633894,411.93014700402,2.44689028453113,413.342490618765,412.223120046414,2.46759983919816,413.466213450212,0.988049088425134,-6.59800486782269,0.0571280938092188,0.71875,0.557,0.12,-11.5914775,-5.469025,-11.6357325,-11.6461325,-11.491085,94.34808125,44.32875,0.0671125,-7.49,-7.295,-8.0425,0,-4.54,0.4,-1.33575,198.4875,270.7475,198.275,269.74,0.03,-0.44,-0.21,-0.11,0.13,-0.51,-0.27,-0.41025,-4.781425,-2.74745,0.53535,2.940375,4.349475,-3.7291,-2.15435,1.171125,3.057125,4.691975,-5.265375,-3.163075,0.50095,2.815325,4.166525,-5.735725,-3.7244,0.058625,2.377725,3.990825,-4.556225,-2.381075,2.86405,4.195625,-27.073,-31.653325,-31.2638,-97.5885
