DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,G_2_1_1,TA_1_1_3,TA_1_1_2,TS_1_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,348.44377162,-2.385026398,-14.1905,-50.440104308,0.91444130105,-10.3241837499,149.595,226.4325,-92.7475,96.782869403,-1.040725,-0.47675,61.2395,-1.21187341735,-3.217859664325,-1.5301274317,-3.114625,-0.36115,-0.8750574436,-19.21425,-2.933625,-1.43615,-0.4089,1.282075,4.06615,-4.933925,-3.233275,-1.7,0.903625,2.960175,-20.5265,-19.300424733,0.0389013075,0.0902054889829486,0,0.09244025635,0.4585268699,0.023014938125,-12.77075,-13.3995,-20.49037,3.416475,-0.2333,0.59355,1.366025,2.054525,2.7095,3.468,4.0535,4.743,5.937475
1,0.75,348.96065632,-1.6472131035,-14.80675,-50.3064637145,0.99908800025,-7.9481741648,149.585,224.6625,-93.2175,96.53355521,-1.0242,-0.4375,61.54725,-1.3138238925,-2.97323298925,-1.860331404125,-3.054625,-0.32975,-0.825298044,-19.15225,-3.06375,-1.487675,-0.3924,1.267675,4.06615,-4.945825,-3.21815,-1.7,0.90335,2.965575,-20.928,-18.854158394,0.0571,0.123318874437668,0,0.103453570126287,0.4844614184,0.02428959875,-12.8685,-13.804,-20.74972825,3.40855,-0.242325,0.603525,1.36455,2.054525,2.699525,3.468,4.062525,4.7335,5.937475
1,1.25,349.006251215,-2.137040028825,-14.75925,-52.582418859,0.96360238065,-8.55826000965,147.165,223.295,-94.4225,96.88003671825,-1.010775,-0.45175,58.8685,-1.20516671675,-3.86240589875,-2.675497754525,-3.331625,-0.286475,-0.7291980563,-19.39025,-3.0884,-1.50495,-0.40085,1.2271,4.047775,-5.01245,-3.213475,-1.7,0.85255,2.971775,-20.7645,-18.75253203275,0.067371656,0.10230326625,0,0.0960522819879885,0.5288997723,0.03154604775,-12.98975,-13.80275,-21.1700975,3.41695,-0.23235,0.602575,1.36455,2.0455,2.681,3.468,4.0535,4.743,5.926975
1,1.75,346.24539306,-3.1727065152,-15.044,-58.03714168625,0.932504262475,-8.09178482155,147.0575,222.38,-93.69,96.42858012,-0.982375,-0.44475,58.26575,-0.4898615694,-3.7664137135,-1.95130469075,-3.111275,-0.286075,-0.875609878,-19.8505,-3.0884,-1.51375,-0.3915,1.254725,4.065325,-4.958625,-3.204675,-1.7,0.8671,2.923925,-20.8785,-19.15251454825,0.057556776125,0.143203725989575,0,0.0893037999,0.4988903771,0.0259057157,-13.12375,-13.657,-21.21371675,3.408075,-0.2333,0.59355,1.36455,2.054525,2.7,3.4775,4.062525,4.7325,5.926975
1,2.25,346.724228615,-1.9818,-15.52075,-53.358082948,0.92340298995,-12.4049635955,147.75,221.6975,-92.92,96.4049562855,-0.992,-0.45985,58.84875,-2.12931146825,-2.9764166225,-1.7974078379,-3.133775,-0.16405,-0.8100830314,-20.0215,-3.15,-1.5105,-0.383525,1.2472,4.04875,-4.94135,-3.226075,-1.71785,0.87575,2.936975,-20.9735,-19.721923353,0.05798679895,0.11941963725,0,0.10588871825,0.472295055375,0.026364788625,-13.184,-13.3925,-21.43292475,3.415675,-0.2333,0.58405,1.36455,2.0645,2.690025,3.468475,4.043,4.7335,5.938475
1,2.75,347.4261457,-2.09198512865,-15.613,-55.10602035975,0.9346387512,-11.929690945,150.665,222.29,-92.76,96.67552485575,-0.457175,-0.47335,60.16575,-1.1631,-3.19044272395,-1.3015,-3.157775,-0.280075,-0.79653963525,-20.64175,-3.1714,-1.5275,-0.4085,1.26125,4.016575,-4.825,-3.2214,-1.743575,0.89175,2.960175,-21.669,-20.134883831,0.0456173041,0.115408434942916,0,0.0804008806,0.486889333725,0.03283078245,-13.2385,-13.355,-22.04542575,3.408075,-0.2333,0.575025,1.37405,2.0455,2.690025,3.458025,4.0535,4.7335,5.938
1,3.25,347.25333419,-3.2804363367,-15.713,-53.556582541,0.9611179575,-9.87276270005,151.1775,222.735,-93.1525,96.306369603,-0.46555,-0.6644,59.46375,-0.996020009,-3.6038710275,-1.70332288675,-3.214275,-0.22615,-0.84589538475,-20.62275,-3.1884,-1.5275,-0.4,1.2728,4.0326,-4.599925,-3.24235,-1.7525,0.86315,2.94785,-22.0305,-20.623103641,0.05032414235,0.113572544898325,0,0.10575658175,0.310573386125,0.05066861725,-13.3365,-13.393,-22.80407125,3.424075,-0.26085,0.585,1.36455,2.054525,2.690025,3.4775,4.043,4.7335,5.937475
1,3.75,343.521751045,-2.376042676975,-15.82,-53.7971273745,0.9668294968,-11.05538030675,151.1725,221.755,-94.0875,96.262787409,-0.466675,-0.647,60.48475,-2.071336243,-3.6512514225,-2.300687174125,-3.190475,-0.294275,-0.7738731574,-20.5035,-3.2,-1.526775,-0.4,1.2752,4.000975,-4.530125,-3.2007,-1.74305,0.8467,2.9493,-22.4525,-21.47098468925,0.0422850223,0.116738239686605,0,0.114373830595195,0.4882528758,0.0399509446428886,-13.528,-13.78375,-23.3905785,3.415675,-0.2789,0.585,1.37505,2.056,2.681,3.4775,4.0535,4.7325,5.927975
1,4.25,340.49695802,-2.872361195,-15.91775,-51.268515445,0.963946051775,-8.501541551125,147.285,221.68,-95.535,96.452683092,-0.442125,-0.6598,60.326,-2.1601024339,-3.7542695394,-1.2859598907,-3.2313,-0.2736,-0.737623289225,-20.2325,-3.17535,-1.503575,-0.4178,1.248075,4.047775,-4.63805,-3.1238,-1.700525,0.839225,2.960175,-22.825,-20.789425483,0.044647075,0.150558428433949,0,0.109096239286407,0.45863572995,0.03517054385,-13.71675,-14.0855,-23.26655225,3.4406,-0.2789,0.575025,1.37505,2.075,2.690025,3.468475,4.0535,4.7325,5.926975
1,4.75,346.701747865,-2.09329670675,-15.99625,-53.9005956025,0.9556322738,-7.7554193776,144.9675,222.39,-94.59,96.48541831625,-0.196875,-0.50125,61.465,-3.0860819242,-3.47995512955,-1.52271935185,-3.167125,-0.2686,-0.728601381625,-20.412,-3.05995,-1.4972,-0.4094,1.219825,4.0326,-4.75855,-3.163375,-1.735175,0.8373,2.960175,-21.5545,-19.658859036,0.039945358375,0.110636540076053,0,0.10832208916006,0.361,0.028,-13.8925,-14.1985,-22.40814175,3.417,-0.2789,0.575025,1.355525,2.065025,2.690025,3.467525,4.052025,4.7335,5.926975
