DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_6_1
1,0.25,1.84152114829339,11.4426610988261,0.334984668702664,0.39731946990462,0.220863079672839,0.886281875387482,7.18173597867851,1.60055499779304,0.203718194104451,5.8128298971879,14.2846145848008,0.571800566729956,1.64,1.35,1.0725,0.77,0.33,11.3058,10.98275,11.49355,10.8361,10.3397,9.9398,5.860475,88.56078,78.3625,9.1466,4.33,4.78,4.9325,4.45,4.1275,1.5,-2.41,2.8,1.5625,313.375,349.3,318.75,330.825,0.35,0.04,0.42,-0.2,0.12,0.01,0.25,0.12,-0.18,0.14,5.26275,5.84175,6.87025,7.26425,7.7165,8.9595,10.04225,10.2405,10.98225,4.815,5.509,6.299,6.99875,7.4195,8.01825,9.1075,11.04975,9.636,5.26825,5.79425,6.28525,6.61,7.218,7.957,9.3075,10.211,10.73125,6.11775,6.4885,6.80975,6.765,7.407,8.36175,9.73975,10.55725,10.97475,5.95975,6.28825,6.455,6.65425,7.259,8.19975,8.8705,9.669,10.12975,-2.95425,-3.3785,-3.40625,-37.0025,7.13031238875837,7.53401551949874,7.70970708841687,7.82961671970782,7.73246076900089,8.0412445421066,7.77090910617999,416.847710101926,421.62897924998,420.141621672667,421.860367980323,419.740525433053,421.908418262937,420.093269588047,422.262976068938,418.789560342175,420.199645941153,418.634124454178,424.794675051246,421.390908413955,2019.23012127883,1988.90650408088,1989.49950791651,1979.38453059841,1979.22181356116
1,0.75,1.78617956443535,11.4621123029844,0.359796307329349,0.629048367398704,0.813474588172685,0.944769644442923,2.68175795570209,0.22346497483531,0.202946575118687,4.17197285040533,10.6305040922621,0.583911084192133,1.51,1.3825,1.0725,0.75,0.33,11.386625,11.19275,11.79285,10.904875,10.4447,10.044675,6.42505,88.55233,78.8525,9.3521,3.89,4.81,4.9575,4.385,4.11,1.525,-2.535,2.8,1.3925,309.9,349.8,318.1,332.05,0.3475,0.0325,0.42,-0.2,0.1225,0.01,0.2675,0.12,-0.18,0.14,5.08125,5.7145,6.8245,7.2485,7.71725,8.959,10.04,10.23975,10.98225,4.77175,5.48875,6.278,6.98775,7.4175,8.01725,9.1075,11.04975,9.635,5.22225,5.6965,6.254,6.6045,7.2175,7.95425,9.3055,10.20775,10.7305,6.0115,6.41475,6.79225,6.766,7.4055,8.364,9.7375,10.5555,10.97225,5.90175,6.25675,6.44675,6.64875,7.259,8.198,8.8695,9.66825,10.129,-3.09225,-4.02,-4.39,-31.705,6.82512561071485,6.8013870568493,6.94681954547974,7.14282095553441,7.32970930763037,7.75411880130631,7.06315444315126,416.738688935027,421.407503134783,417.928749448778,421.661112836158,418.543792415104,421.701750964303,419.983568528563,421.959022050471,418.789560342175,419.654335186318,416.302286693056,423.173504166438,420.053514083533,1988.48037537503,2034.08301711196,2026.69144989892,2021.23196792626,2014.44488265839
1,1.25,1.69366058426476,11.6936703251852,0.392198268980206,0.435954990861311,0.174161601255574,0.879714106795107,5.44147327004949,2.74653156827719,0.201610620080564,5.91789394897783,11.6459148323209,0.562664012120353,1.555,1.3625,1.075,0.7175,0.33,11.495125,11.3695,11.9706,11.10785,10.703375,10.069875,6.2607,88.551395,78.6675,9.5577,3.7375,4.7525,4.9775,4.25,3.96,1.5,-2.26,2.8,1.47,312.3,349.35,317.35,331,0.35,0.04,0.4225,-0.2,0.12,0.01,0.26,0.12,-0.18,0.14,4.997,5.611,6.77825,7.23075,7.71675,8.959,10.036,10.23975,10.9815,4.7385,5.433,6.25075,6.9775,7.4155,8.016,9.10725,11.0485,9.6315,5.17825,5.649,6.2175,6.595,7.21575,7.95025,9.30275,10.203,10.73025,5.90775,6.35625,6.76775,6.764,7.4025,8.363,9.73525,10.55425,10.977,5.85175,6.225,6.438,6.6435,7.25875,8.19625,8.8685,9.6675,10.12875,-3.025,-3.72275,-3.888,-34.69,6.68782009646156,6.63309389485074,6.8261326693211,6.64723601352746,6.71228409024816,7.31139787668857,6.84507980374467,417.118880556817,421.334242973544,419.516655547356,421.711665250505,420.016683661245,422.053756505688,420.652218703631,421.484416398469,420.558896705531,418.875472653659,419.600997874486,423.679613417368,423.065277799721,1983.74622750074,2030.79853803224,1982.81688423168,1989.21245147861,1991.73590670228
1,1.75,1.59112731730349,11.6850799346693,0.368110873842695,0.372167495075859,0.362691964685442,0.395480152768633,7.23109180796365,0.231539444680274,0.216011748820998,11.9541582285821,16.1968405067581,0.595957541631293,1.53,1.35,1.08,0.7275,0.33,11.4097,11.415,12.146725,11.0768,10.4472,9.9872,6.3436,88.540985,80.04,10.3999,3.605,4.575,4.78,4.14,3.8875,1.7,-2.5675,2.95,1.465,305.45,348.25,315.3,329.875,0.35,0.04,0.42,-0.2,0.12,0.02,0.2675,0.12,-0.1775,0.14,4.9075,5.54775,6.7,7.2005,7.7065,8.959,10.036,10.239,10.9845,4.69075,5.41425,6.22775,6.97,7.411,8.014,9.093,11.051,9.634,5.156,5.5935,6.164,6.57925,7.198,7.946,9.3095,10.2035,10.7345,5.91225,6.2935,6.706,6.7605,7.39825,8.3655,9.7365,10.5635,10.9755,5.8135,6.1785,6.4095,6.638,7.2385,8.189,8.8915,9.66675,10.1285,-3.121,-3.79425,-4.667,-40.445,6.75575490382787,6.95525400657251,7.04230572089447,7.07262805024367,7.11880874113183,7.28413913459305,7.12548425226923,417.119662923965,421.227257855078,418.461472189009,421.694714990471,417.957923393228,421.599598625241,419.281548764404,422.316989164916,420.178734666633,418.799554315256,416.087423520125,423.361367208795,420.372253291443,1976.82386563571,1989.68347225137,1991.47010497199,1980.75604977638,2019.89285716683
1,2.25,1.77986815842918,11.8766725828408,0.339612081555997,0.419423930309489,0.28139443095372,0.11655340807913,6.50614705446929,2.63071111863137,0.200487162869196,4.40426432901374,12.7081109091844,0.569673653602657,1.6,1.43,1.1,0.73,0.3275,11.6606,11.573,12.713375,11.424,10.800775,10.26845,6.603825,88.53783,77.065,10.072625,3.48,4.425,4.935,4.29,3.795,1.6,-3.04,2.8,1.48,304.25,349.3,314.2,329.9,0.35,0.04,0.42,-0.2,0.12,0.01,0.26,0.12,-0.18,0.14,4.905,5.481,6.6825,7.1825,7.706,8.95875,10.035,10.244,10.98175,4.563,5.338,6.211,6.959,7.408,8.01075,9.093,11.05475,9.633,5.116,5.565,6.128,6.5465,7.1995,7.9255,9.308,10.1985,10.7335,5.8625,6.2745,6.663,6.6945,7.40075,8.3635,9.7335,10.565,10.974,5.777,6.127,6.4125,6.6315,7.2385,8.1875,8.8905,9.6685,10.129,-3.39775,-4.147,-4.60775,-43.0425,6.78328381953394,7.17692756199499,7.08494056679339,7.19816252234608,7.19071651908271,7.27245076128334,7.09048347186624,416.913933621781,421.055104609841,419.779732210554,421.552432998478,419.905398029636,421.619213038989,419.423948931773,421.940986871753,419.798572627734,418.222606340865,421.068549029693,422.986225549746,421.588648841503,1975.44323253874,1985.65903001371,2011.71193148907,1982.41825981322,1988.17363034118
1,2.75,1.69434382653394,12.4630303942625,0.322959567197874,0.444892507516484,0.316381700955684,0.346385151498552,6.13555661044838,3.24225321459397,0.197956836015741,2.50434173436064,18.212007786298,0.537737821813696,1.42,1.27,0.985,0.68,0.32,11.9437,11.981,12.878225,11.452025,11.100125,10.49465,6.38855,88.528075,75.73,10.44745,3.495,4.34,4.855,4.275,3.84,1.5,-2.72,2.8,1.505,306.3,349.55,314.45,329.55,0.35,0.04,0.42,-0.2,0.12,0.01,0.26,0.13,-0.18,0.14,4.803,5.4085,6.6465,7.162,7.705,8.95875,10.034,10.2435,10.964,4.486,5.272,6.201,6.949,7.406,8.00825,9.092,11.05375,9.633,5.062,5.4985,6.091,6.544,7.2025,7.9245,9.3055,10.193,10.73775,5.8385,6.264,6.632,6.6915,7.39725,8.363,9.731,10.564,10.9725,5.734,6.082,6.409,6.622,7.2395,8.186,8.889,9.6685,10.1285,-3.23625,-4.27875,-4.30575,-39.18,6.50945857517276,6.61480531778726,6.56509132116349,6.68103529484261,6.80248325194639,6.82499670045672,6.77299718630521,417.048160929214,421.218566125246,417.250166560232,421.28906523379,416.834985229008,421.69642312994,419.988027399677,421.840267048744,421.716789024852,418.144575208421,414.565138022349,422.786497726639,418.132324180692,2013.11734038159,1969.61137432582,1975.74446156716,1974.60284981187,1982.73599321099
1,3.25,1.80900243243644,12.4690742866877,0.323509603203906,0.23609957807261,0.43795987044127,1.27975760784807,6.47301568721395,3.52455036318247,0.190675486689829,2.82709613350691,10.1913399833812,0.582495549150839,1.52,1.4,1.08,0.755,0.34,12.1073,11.999,12.6562,11.46985,10.9004,10.4427,6.690725,88.5062725,76.5,10.2795,3.465,4.25,4.71,3.98,3.91,1.55,-3.25,2.85,1.505,298.05,349.7,312.35,328.85,0.35,0.04,0.42,-0.2,0.12,0.01,0.26,0.125,-0.18,0.14,4.7165,5.364,6.612,7.1415,7.704,8.95875,10.033,10.243,10.964,4.418,5.215,6.185,6.939,7.403,8.00425,9.092,11.049,9.632,5.0005,5.4725,6.0455,6.533,7.2045,7.924,9.3035,10.188,10.732,5.8175,6.231,6.6175,6.6885,7.39575,8.366,9.728,10.563,10.9705,5.705,6.046,6.404,6.6145,7.239,8.1855,8.8885,9.668,10.128,-3.332,-4.231,-4.308,-45.8,6.62028259667325,6.07969786487207,5.95762091322729,6.28471837947853,6.51338616849714,6.82412606574515,6.43304431879466,416.917365959816,421.369873106205,419.717375768049,421.441741378102,419.840109678047,421.112364117444,421.901912402354,421.663873121399,420.783496513679,418.150324055478,420.993289054887,422.38060756941,422.917076821478,2008.74121145981,2022.9239461274,2015.62490146154,2012.99647474985,2009.68027652714
1,3.75,1.77678960388607,11.8674595184382,0.383617366212751,0.900622463924889,0.613768292387782,1.97822700692376,7.51479403985815,5.19441864204995,0.229941062313857,6.09727948864863,11.1708315362051,0.631616311551159,1.55,1.4,1.095,0.7775,0.35,11.7055,11.97125,12.4674,11.16125,10.76185,10.238675,6.52445,88.497765,73.7475,9.9322,3.435,4.265,4.85,4.185,3.825,1.75,-3.18,2.85,1.475,295.25,349.35,311.65,329.4,0.35,0.04,0.42,-0.21,0.12,0.01,0.27,0.12,-0.18,0.14,4.6895,5.342,6.567,7.1215,7.7025,8.958,10.032,10.2425,10.96075,4.323,5.165,6.159,6.928,7.40325,8.00075,9.091,11.049,9.631,4.9855,5.475,6.0135,6.5155,7.2055,7.923,9.3015,10.1865,10.731,5.794,6.1935,6.5975,6.6845,7.39525,8.366,9.7255,10.561,10.969,5.683,6.0225,6.3975,6.606,7.239,8.184,8.8875,9.6675,10.1275,-3.524,-4.6005,-5.09575,-49.18,6.53147072304208,6.74970929129034,6.75116681196666,6.72591796295128,6.76372973576795,7.36644590450474,6.9384773881582,417.122211884982,420.7343596248,418.938482314283,420.524944223898,417.270147159531,420.55258616663,420.709000145041,421.54438919514,422.687457786679,417.127570234306,414.675516592563,422.683954052636,416.071420803368,1972.78599418778,1993.92796922695,2023.66010405423,2016.02708824939,2013.86487391601
1,4.25,1.70430363706252,11.9226667202762,0.369803242582901,0.287726573444686,0.353073996298101,0.541916257909345,4.87824091056801,1.7549372350139,0.208291548407584,2.15368024304358,11.4445758805519,0.572707225987395,1.54,1.3625,1.06,0.76,0.35,11.5924,11.392,11.9644,11.2637,10.68375,10.179075,6.576,88.496115,73.7575,9.7343,3.145,4.145,4.47,3.955,3.455,1.55,-3.0925,2.8,1.605,291.2,349.15,312.1,328.35,0.36,0.04,0.42,-0.2,0.12,0.01,0.26,0.125,-0.18,0.14,4.656,5.3015,6.5205,7.1125,7.701,8.95825,10.0315,10.2425,10.9705,4.313,5.115,6.129,6.915,7.40025,7.99625,9.091,11.048,9.631,4.9465,5.459,5.9815,6.503,7.2075,7.9215,9.2995,10.1855,10.73,5.725,6.16,6.5775,6.6775,7.3935,8.36575,9.724,10.565,10.967,5.637,6.0095,6.3905,6.5975,7.238,8.18,8.8855,9.6675,10.127,-3.559,-4.6825,-5.12775,-46.8025,6.554208620158,7.18565778651092,7.05088007092271,7.12792227640782,6.89722267247918,7.56307897858058,6.89548797980984,417.271322478986,421.212149102805,419.057513471651,421.615545984171,419.427611594461,421.04301879095,419.516087887728,422.052441113326,423.05221515618,417.125009372888,417.364673021364,422.564749970953,421.247031604452,2016.69643994844,1964.93199232649,2018.54241555574,1962.91254845831,2014.52176465504
1,4.75,1.64828444555397,11.8149283328795,0.343184918875698,0.162187250398121,0.548802324355076,0.148631568034766,2.74223188985099,6.09039033640784,0.228208206606222,4.74911030401109,8.49230027089285,0.596035669256747,1.47,1.325,1.03,0.69,0.3275,11.316,11.01575,11.913625,11.0348,10.72875,10.2397,6.1765,88.511065,74.27,9.85385,3.36,4.22,4.685,3.97,3.505,1.55,-3.3775,2.8,1.485,298.25,347.95,312.1,328.25,0.36,0.04,0.42,-0.2,0.12,0.01,0.27,0.125,-0.18,0.14,4.6195,5.2595,6.4765,7.0995,7.6995,8.95825,10.032,10.2415,10.9695,4.217,5.084,6.115,6.902,7.398,7.993,9.09,11.047,9.6375,4.876,5.42,5.9465,6.4905,7.209,7.92,9.2975,10.185,10.7295,5.7045,6.1305,6.5585,6.671,7.394,8.3625,9.719,10.563,10.9655,5.5925,5.968,6.3725,6.592,7.2375,8.1775,8.8845,9.6675,10.1265,-3.484,-4.882,-5.224,-50.71,6.66057214347973,6.33855217190471,6.2778798398678,6.31257058099017,6.67205508485097,7.20294049094166,6.51691040870705,417.545942361535,420.991437286232,419.18643927287,421.649284188506,416.943543257655,421.744521926767,419.604025112117,421.576353593393,423.124715160858,417.655751243031,415.712427965353,422.239556224116,419.315379393271,2013.4003006512,1964.90904238344,2016.44395732991,2013.94295145481,2012.88597744807
