DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1
1,23.25,0.5005,2.90125,2.57525,1.73025,1.35875,0.425,-11.874,3.298,-3.1605,4.26775,88.425,102.1,413.3935,2.1225,-15.84475,0
1,23.75,0.54075,2.93775,2.6375,1.618,1.357,0.3995,-10.66275,3.487,-3.149,4.21375,88.555,102.1,412.2995,2.06,-14.7325,0
2,0.25,0.63975,2.1455,2.802,1.988,1.67525,0.367,-10.208,3.225,-2.234,4.0225,85.06,101.9,414.11525,2.435,-16.9275,0
2,0.75,0.61175,2.00175,2.71025,1.9455,1.5175,0.314,-8.90975,5.368,-2.23675,3.92175,85.0125,101.925,413.24575,2.295,-18.195,0
2,1.25,0.639,1.7525,2.7505,1.973,1.71175,0.3825,-9.33825,3.477,-2.237,3.8325,86.0025,101.925,413.3,2.2375,-18.855,0
2,1.75,0.61575,1.55475,2.75175,1.7225,1.5245,0.424,-9.093,4.8445,-2.23825,3.7375,86.16,101.9,414.189,2.1475,-18.3275,0
2,2.25,0.607,1.576,2.68325,1.89725,1.55,0.42525,-9.30075,3.781,-2.23925,3.6435,86.1,101.9,414.23525,2.12,-15.1725,0
2,2.75,0.601,1.5235,2.71425,1.9155,1.449,0.365,-7.209,3.3825,-2.24,3.5585,87.5,101.9,414.49525,2.0325,-15.9525,0
2,3.25,0.58425,1.3655,2.7255,1.848,1.333,0.3155,-7.842,3.48875,-2.29125,3.4855,88.15,101.9,414.717,1.99,-15.86225,0
2,3.75,0.5585,1.32375,2.6405,1.659,1.36675,0.44775,-8.642,3.11625,-2.317,3.422,88.075,101.9,414.95975,1.9175,-16.925,0
2,4.25,0.5505,1.18125,2.601,1.818,1.37825,0.42,-9.898,4.00275,-2.34625,3.41575,88.5825,101.9,414.90375,1.8475,-17.435,0
2,4.75,0.5465,1.16075,2.65425,1.884,1.60225,0.32725,-10.59,3.36925,-2.341,3.4065,89.1,101.9,415.28225,1.7775,-18.805,0
2,5.25,0.607,1.0725,2.6445,1.818,1.48,0.37425,-8.78,3.031,-2.3595,3.38225,89.925,101.925,414.20325,1.795,-17.6725,0
2,5.75,0.566,1.2545,2.58175,1.814,1.5415,0.397,-8.37175,2.862,-2.41425,3.32925,90.1,102,413.786,1.8075,-19.24,0
2,6.25,0.57,1.1585,2.56225,2.017,1.5345,0.39575,-6.346,2.403,-2.44775,3.3115,90.55,102,414.2605,1.79,-17.03,0
2,6.75,0.568,1.13925,2.52725,2.02825,1.822,0.4355,-7.61025,3.281,-2.45775,3.29,91.2825,102.1,415.12575,1.83,-12.5725,5.4
2,7.25,0.572,1.4635,2.56875,1.946,1.7955,0.21025,0.13825,5.88975,-2.46725,3.26175,90.425,102.1,414.22825,1.925,-3.194,47.3
2,7.75,0.663,1.873,2.86925,1.5455,2.001,-0.11225,25.328,13.749,-2.52175,3.26325,88.2,102.1,414.098,2.14,25.565,101.7
2,8.25,0.778,2.796,3.21975,1.24475,2.19625,-0.29275,74.5465,22.9165,-2.5235,3.25125,85.05,102.1,412.2435,2.4175,81.1,189.25
2,8.75,0.801,3.76375,3.62275,1.067,2.1275,-0.366,138.81,31.8395,-2.43475,3.365,83.5,102.1,410.80825,2.8175,147.8,296.4
2,9.25,0.864,4.56525,3.8025,1.3735,2.062,-0.363,193.84125,41.759,-2.35225,3.585,80.95,102.1,409.307,3.325,217.8,385.15
2,9.75,0.87975,5.1615,3.87925,1.60575,2.006,-0.2075,221.208,48.151,-2.34325,3.70225,79,102.1,407.776,3.7,277.175,458.3
2,10.25,0.893,5.7205,3.86375,1.299,1.74825,-0.258,257.72125,61.5115,-2.23425,3.84575,73.525,102.1,406.70375,4.2875,335.575,518.30025
2,10.75,0.879,6.1465,4.0335,1.361,1.736,-0.14625,288.79725,63.28675,-2.19925,3.97775,70.13,102,406.07,4.6625,379.75,566.225
2,11.25,0.944,6.699,3.9255,1.478,1.92375,-0.114,312.7475,73.0855,-1.84675,4.14575,70.675,102,405.2815,4.96,406.475,601.5
2,11.75,0.971,6.8795,4.03575,1.43575,1.6615,-0.05,325.7955,75.299,-1.2265,4.46175,68.33,101.9,405.00625,5.1375,420.9,616.675
2,12.25,0.9455,7.065,4.0685,1.6865,1.72325,0.028,323.03125,75.53725,-0.576,4.69375,67.2825,101.9,405.077,5.4225,429.625,621
2,12.75,0.988,7.285,4.2125,1.543,1.562,-0.00175,306.38825,74.861,0.02675,5.001,66.425,101.9,405.091,5.6375,416.2,609.7
2,13.25,0.9475,7.275,3.976,1.51375,1.659,0.0285,294.7335,75.44075,0.774,5.17725,66.0775,101.825,404.8755,5.8325,398,585.775
2,13.75,0.9545,7.3575,4.0735,1.67075,1.7735,0.05625,270.62275,75.228,1.66225,5.2535,64.425,101.8,404.50425,6.04,364.775,547.25
2,14.25,0.98225,7.3625,4.123,1.768,1.9485,0.101,233.4585,66.335,2.0235,5.4205,62.7125,101.8,404.732,6.1075,313.875,492.15
2,14.75,0.9435,7.33,3.94775,1.645,1.652,0.14875,190.1705,53.70925,2.0285,5.4975,63.77825,101.8,405.018,6.185,257.1,428.1
2,15.25,0.873,7.31,3.77025,1.737,1.595,0.269,139.824,49.701,1.8285,5.50625,61.9675,101.8,404.908,6.105,195.2,349.8
2,15.75,0.87825,7.075,3.73575,1.917,1.633,0.4145,97.6845,39.34325,1.604,5.507,63.5375,101.8,405.597,5.8625,121.975,264.325
2,16.25,0.7995,6.9335,3.57475,1.868,1.4305,0.4945,44.35225,29.9335,1.34375,5.436,65.4025,101.8,406.24825,5.6875,54.0825,180
2,16.75,0.7415,6.68975,3.214,2.1555,1.64975,0.705,6.5565,20.27175,0.96475,5.38475,67.1125,101.8,406.483,5.19,3.2295,87.575
2,17.25,0.639,6.172,3.05,2.569,1.897,0.87575,-5.655,16.01275,0.902,5.2425,68.82,101.8,407.379,4.76,-15.985,26.69
2,17.75,0.5935,5.59725,2.7095,2.629,1.7245,0.868,-9.95025,7.8535,0.748,5.1125,71.275,101.8,407.88075,4.3025,-21.46,1.883
2,18.25,0.585,5.14975,2.57325,2.25575,1.55825,0.771,-11.3495,5.8895,0.2145,5.0875,74.1025,101.8,408.418,3.87,-21.8825,0
2,18.75,0.5535,4.6875,2.491,2.205,1.471,0.732,-11.349,5.18475,-0.3005,5.0075,75.1,101.9,408.5135,3.6025,-22.8225,0
2,19.25,0.585,4.31075,2.5835,2.03175,1.56625,0.605,-9.322,5.851,-0.647,4.8615,78.625,101.9,409.31925,3.2875,-18.7825,0
2,19.75,0.579,4.0225,2.6195,2.126,1.55,0.5805,-11.6435,4.8185,-1.02125,4.72175,80.63,101.9,409.7675,3.19,-18.7425,0
2,20.25,0.589,3.55925,2.694,2.121,1.59,0.561,-11.3795,4.193,-1.42425,4.63575,82.1675,101.9,410.069,3.0875,-18.4575,0
2,20.75,0.6115,3.44675,2.6715,2.44125,1.7195,0.5255,-10.5645,5.3385,-1.70025,4.5375,83.475,101.9,410.885,2.895,-19.3675,0
2,21.25,0.61625,3.37575,2.85625,2.0765,1.621,0.47525,-11.114,4.174,-1.894,4.44,83.75,101.9,411.1445,2.83,-16.8575,0
2,21.75,0.659,3.1545,2.8515,1.91675,1.586,0.421,-12.212,3.87625,-1.96975,4.377,84.78,101.9,411.3825,2.76,-17.745,0
2,22.25,0.605,3.0345,2.79375,2.056,1.413,0.454,-12.314,3.047,-2.13625,4.30875,85.025,101.9,412.69575,2.68,-18.6525,0
2,22.75,0.632,2.73725,2.85925,2.0125,1.4595,0.393,-10.838,3.3775,-2.21025,4.245,84.575,101.9,413.034,2.605,-20.58,0
2,23.25,0.61,2.53525,2.73825,1.97925,1.663,0.463,-9.48,4.337,-2.233,4.178,84.1,101.9,413.59625,2.525,-16.58,0
2,23.75,0.623,2.405,2.665,1.867,1.674,0.405,-9.69,4.2585,-2.234,4.09625,85.4375,101.9,413.9185,2.4625,-17.7375,0
3,0.25,0.4935,6.51575,2.57775,2.09,1.66125,0.41075,-11.039,4.657,-0.86525,7.44,89.375,102.1,409.87825,3.34,-19.8875,0
3,0.75,0.47325,6.382,2.58875,2.071,1.65625,0.371,-11.471,3.396,-0.8575,7.3725,90.275,102.1,409.75,3.2575,-19.5025,0
3,1.25,0.4985,6.24175,2.532,1.8735,1.6585,0.37175,-10.90525,3.84075,-0.905,7.23625,90.875,102.1,410.49025,3.1575,-16.7475,0
3,1.75,0.51075,6.25825,2.44875,1.9165,1.7,0.37625,-11.129,3.175,-0.98275,7.10175,91.125,102.1,411.02825,3.0575,-17.7175,0
3,2.25,0.506,6.142,2.3815,1.76375,1.65675,0.40825,-12.18725,3.38,-1.02475,7.0585,91.95,102.1,411.2305,2.93,-16.7525,0
3,2.75,0.482,6.06075,2.354,1.731,1.5385,0.37125,-11.429,2.43625,-1.10225,6.99575,92.5,102.1,411.44825,2.755,-16.6425,0
3,3.25,0.4895,5.97975,2.363,1.74575,1.567,0.389,-12.42075,2.701,-1.151,6.875,92.475,102.1,411.33,2.635,-16.2825,0
3,3.75,0.488,5.93625,2.3715,1.964,1.72225,0.3645,-12.7605,2.919,-1.17,6.90225,92.575,102.1,411.40175,2.49,-18.18,0
3,4.25,0.48375,5.77375,2.4515,1.931,1.6785,0.4435,-12.4505,2.348,-1.1825,6.80125,92.775,102.1,411.82025,2.43,-17.94,0
3,4.75,0.475,5.7875,2.34225,2.207,1.753,0.442,-11.41,2.25025,-1.27,6.74825,92.4825,102.1,411.9285,2.3875,-15.515,0
3,5.25,0.47675,5.88625,2.3265,2.1785,1.802,0.396,-9.84175,2.732,-1.31775,6.749,92.275,102.1,411.94275,2.3475,-14.8275,0
3,5.75,0.474,5.9905,2.3165,2.0665,1.84975,0.371,-9.893,2.769,-1.307,6.7075,92.075,102.1,412.31575,2.295,-14.0825,1.1
3,6.25,0.50875,6.0655,2.3785,2.0475,1.7585,0.25225,-6.587,4.243,-1.403,6.63475,91.375,102.2,411.9725,2.33,-11.845,20.9
3,6.75,0.559,6.1785,2.39,1.5495,1.7145,0.14,4.918,8.51175,-1.4295,6.5725,90.7,102.2,412.201,2.62,4.52325,83.9
3,7.25,0.6525,6.7825,2.6925,1.00975,1.594,-0.1745,51.804,18.7445,-1.34225,6.4995,91.075,102.2,410.90575,2.9925,48.37,174.175
3,7.75,0.745,7.11,3.046,0.58775,1.3265,-0.365,111.495,36.17925,-1.06325,6.60525,88.225,102.2,409.7565,3.5325,121.4,255.725
3,8.25,0.809,8.08,3.325,0.1975,1.07225,-0.412,160.781,48.745,-0.79825,6.722,84.425,102.2,407.1065,4.2175,196.4,348.425
3,8.75,0.844,8.995,3.642,-0.4345,0.78975,-0.36975,224.969,69.841,-0.3305,6.778,79.55,102.2,405.2945,4.9425,274,442.725
3,9.25,0.854,9.895,3.758,-0.805,0.102,-0.319,274.24675,84.44525,0.19175,6.8305,76.09,102.2,404.799,5.5775,347.775,530.45
3,9.75,0.8795,10.6975,3.626,-1.0015,-0.121,-0.314,314.089,98.60625,1.20775,7.00425,72.9875,102.2,404.1525,6.22,414.325,602.9
3,10.25,0.904,11.295,3.69025,-1.2105,-0.5185,-0.26325,351.12875,102.07025,2.3895,7.34,71.675,102.2,403.53425,6.8925,459.825,664
3,10.75,0.89875,11.6575,3.8465,-1.1925,-0.9035,-0.19,364.41275,114.325,3.79975,7.5725,67.3925,102.125,403.7265,7.43,510,705.3
3,11.25,0.904,12.23,3.84675,-1.37575,-1.1415,-0.064,378.22625,120.18675,4.877,7.9185,64.77775,102.1,403.571,7.7275,539.325,738
3,11.75,0.9155,12.45,3.8385,-1.43725,-1.386,0.0355,393.743,133.773,5.70675,8.2425,64.075,102.1,403.888,7.9925,553.15,753
3,12.25,0.9005,12.7475,3.7835,-1.22025,-1.012,0.04125,387.0835,124.40425,6.19125,8.721,63.0525,102.1,403.3865,8.4675,549.475,759.375
3,12.75,0.908,13.015,3.85075,-1.89575,-1.63475,0.049,385.388,122.077,7.4425,8.9795,62.9825,102.1,402.8215,8.6775,538.5,743.75
3,13.25,0.9195,13.3225,3.97675,-1.5585,-1.3195,0.036,361.49,125.403,9.045,9.3025,62.2825,102,402.78075,9.0875,513.55075,712.075
3,13.75,0.90475,13.355,3.98525,-1.262,-1.06325,0.062,330.68225,117.06775,9.8675,9.44,60.25,102,403.189,9.0075,476,666.7
3,14.25,0.897,13.52,3.88375,-0.29825,-0.57975,0.154,304.131,113.8755,9.7425,9.4675,59.9525,102,402.972,8.83,424.825,613.375
3,14.75,0.915,13.22,3.82925,-0.69,-0.55625,0.18925,270.193,94.745,9.1725,9.6075,62.9675,102,402.77925,8.695,361.3,546.25
3,15.25,0.9095,12.9325,3.8955,0.07925,0.1885,0.25425,213.71675,94.19325,8.665,9.78,62.735,102,403.33875,8.545,295.975,464.575
3,15.75,0.906,12.9075,3.6935,0.54425,0.434,0.39,160.6735,82.4975,7.96,9.83125,62.42,102,403.5645,8.495,214.975,375.8
3,16.25,0.84,12.665,3.656,1.018,0.67975,0.431,96.783,69.71625,7.3975,9.77525,65.335,102,403.6105,8.3975,142.8,286.25
3,16.75,0.77,12.17,3.53275,1.385,1.143,0.519,44.0195,56.235,6.87875,9.6735,68.3,102,403.675,8.0175,66.555,192.625
3,17.25,0.69875,11.7575,3.27025,1.779,1.36125,0.6455,4.895,40.815,6.18,9.4975,70.65,102,404.10875,7.3475,5.96825,104.75
3,17.75,0.63875,11.1425,3.0005,2.3855,1.67725,0.87975,-9.31525,23.908,5.14325,9.3475,74.45,102,404.6945,6.81,-17.7075,30.94
3,18.25,0.57,10.155,2.7665,2.66575,1.842,0.931,-11.03025,12.37,4.51275,9.1425,78.275,102,405.383,6.135,-25.1725,2.797
3,18.75,0.535,9.4975,2.64175,2.6525,1.914,0.784,-9.669,7.14925,3.57475,8.95775,80.4575,102,406.403,5.4075,-25.7825,0
3,19.25,0.5235,9.07,2.57775,2.61675,1.81875,0.72325,-9.7865,5.811,2.708,8.775,82.75,102.1,406.69125,5.0325,-24.3325,0
3,19.75,0.53325,8.57,2.6675,2.32425,1.723,0.601,-10.328,3.7485,2.0365,8.595,84.3225,102.1,407.1575,4.69,-25.5725,0
3,20.25,0.509,8.28,2.608,2.5455,1.804,0.584,-9.67825,4.726,1.539,8.35975,85.575,102.1,407.565,4.4,-24.565,0
3,20.75,0.50025,8.1625,2.56075,2.219,1.763,0.507,-10.856,4.17675,1.02525,8.251,86.1,102.1,408.197,4.315,-22.8425,0
3,21.25,0.5045,7.785,2.53375,2.072,1.872,0.3925,-10.00225,3.9435,0.53125,8.194,87.525,102.1,408.643,4.1275,-21.2875,0
3,21.75,0.5015,7.8625,2.559,2.039,1.756,0.413,-12.32375,3.33575,0.1645,8.1425,87.4,102.125,408.646,4.0775,-20.65,0
3,22.25,0.499,7.42,2.5825,2.004,1.711,0.41725,-9.67075,3.59475,-0.15075,8.0075,88.275,102.1,408.82125,3.9125,-19.055,0
3,22.75,0.49175,7.2975,2.527,2.0065,1.59675,0.392,-9.619,4.227,-0.39425,7.86325,88.825,102.1,408.9895,3.8175,-19.0225,0
3,23.25,0.504,7.1475,2.56775,1.9475,1.546,0.364,-8.16675,3.8275,-0.60875,7.75975,88.9,102.1,409.406,3.67,-18.35,0
3,23.75,0.49375,6.79125,2.5485,2.027,1.78,0.3675,-10.561,3.2245,-0.77775,7.66475,89.35,102.1,409.93925,3.57,-18.2325,0
4,0.25,0.414,11.8025,2.23875,2.782,2.436,0.501,-10.619,3.892,0.34275,11.7275,93.35,101.8,411.41975,4.1825,-15.185,0
4,0.75,0.4025,11.5025,2.14275,2.90175,2.35725,0.5825,-10.1305,3.4785,0.102,11.615,93.575,101.8,412.09675,3.9075,-15.4425,0
4,1.25,0.40575,11.19,2.10275,2.768,2.246,0.503,-12.122,3.188,0.096,11.505,93.9,101.8,412.649,3.885,-14.985,0
4,1.75,0.4145,11.115,2.13825,3.07,2.5335,0.4935,-11.891,3.203,0.06325,11.3925,93.825,101.8,412.9335,3.8375,-14.6625,0
4,2.25,0.4295,10.9275,2.13025,3.09,2.3525,0.475,-10.2475,2.7635,-0.055,11.33,94.075,101.8,412.86825,3.73,-13.46,0
4,2.75,0.437,10.7225,2.2085,2.7065,2.1925,0.52325,-14.5435,2.8845,-0.19275,11.2525,94.15,101.8,413.631,3.58,-14.6125,0
4,3.25,0.412,10.31,2.161,2.671,2.22475,0.5565,-12.51475,2.862,-0.32775,11.2175,94.35,101.8,414.329,3.385,-16.48425,0
4,3.75,0.417,10.295,2.20775,2.7675,2.31375,0.556,-10.437,3.1175,-0.388,11.1725,94.275,101.8,414.70025,3.2175,-15.6275,0
4,4.25,0.4255,10.09,2.25475,3.0875,2.386,0.4965,-9.21275,2.998,-0.425,11.0475,94.2,101.9,415.646,2.9775,-13.74,0
4,4.75,0.445,10.0775,2.3105,3.02625,2.471,0.4525,-8.293,2.23725,-0.601,10.915,94.075,101.9,415.514,2.8275,-15.0875,0
4,5.25,0.466,9.97,2.264,3.0825,2.3625,0.553,-8.837,3.119,-0.65525,10.82,94.195,101.9,415.676,2.89,-13.315,5.4
4,5.75,0.48325,9.9075,2.25,2.4925,2.255,0.0945,-5.29125,7.599,-0.7355,10.783,94.095,101.9,414.539,3.0225,-4.82025,46.45
4,6.25,0.53725,10.2325,2.3895,1.0805,1.816,-0.1855,9.754,18.102,-0.788,10.7475,93.3,102,413.007,3.49,24.04,128.65
4,6.75,0.61425,10.835,2.6885,0.3545,1.155,-0.4495,42.431,37.692,-0.7875,10.79,91.975,102,411.67825,4.285,63.8125,213.825
4,7.25,0.719,11.7825,2.90825,-1.506,-0.159,-0.3775,102.61625,68.767,-0.52475,10.81375,91.1,102,409.38525,4.8975,147.3,313.025
4,7.75,0.775,12.905,3.2495,-2.313,-1.089,-0.476,166.017,97.988,0.08125,10.954,86.85,102,407.514,5.67,249.075,411.275
4,8.25,0.855,14.11,3.51675,-3.083,-2.0095,-0.36575,209.54975,136.46,0.726,11.025,82.775,102,406.146,6.965,327.375,498.825
4,8.75,0.836,14.9325,3.61425,-4.0095,-2.7865,-0.339,252.7605,164.5395,1.5705,11.16,79.725,101.925,404.05525,8.23,405.975,590.3
4,9.25,0.861,15.895,3.6395,-3.9695,-3.277,-0.241,299.926,158.34975,2.927,11.36325,77.275,101.925,402.134,9.1275,475.125,665.6
4,9.75,0.881,16.38,3.6695,-4.0845,-3.516,-0.218,335.12525,190.4545,4.1275,11.54,74.75,101.9,401.635,10.4175,533.825,730.75
4,10.25,0.87325,16.9425,3.77025,-4.776,-4.262,-0.1215,374.0225,195.934,5.855,11.8325,72.125,101.9,401.34325,11.2625,581.85,785
4,10.75,0.896,17.46,3.73975,-4.962,-4.298,-0.09975,382.9295,210.984,8.4475,12.27,69.325,101.9,401.102,12.0775,616.875,827.3
4,11.25,0.903,17.8775,3.73325,-4.6155,-4.00325,-0.039,394.24475,228.175,10.1775,12.6925,66.0925,101.9,401.0915,12.5375,639.675,850.125
4,11.75,0.87975,18.2275,3.8895,-4.639,-3.964,-0.019,404.072,222.395,10.635,13.2225,64.68,101.8,400.484,12.945,653.65,867.15
4,12.25,0.89325,18.3,3.87,-4.2385,-3.998,-0.017,427.0105,219.1455,10.86,13.5875,63.51,101.8,400.482,13.22,653.6,865.5
4,12.75,0.92325,18.4325,3.9605,-3.908,-3.407,0.063,403.4395,206.77325,12.3,13.89775,63.0625,101.7,400.391,13.8775,637.275,847.275
4,13.25,0.917,18.7825,4.03775,-4.093,-3.6845,0.034,377.5755,203.84525,14.685,14.153,63.9025,101.7,400.00125,14.0025,608.375,811.825
4,13.75,0.914,18.9525,3.908,-3.7755,-3.3385,0.049,356.652,192.092,16.725,14.18625,62.725,101.7,399.87475,14.4225,574.1,772.5
4,14.25,0.9235,18.8375,3.97,-3.632,-3.04025,0.132,331.551,181.79775,17.05,14.3925,62.8375,101.7,399.743,14.4175,518.75,703.95
4,14.75,0.8985,18.4825,3.94575,-2.794,-2.64475,0.192,295.4385,172.24725,15.425,14.726,64.84075,101.7,399.53,14.545,456.4,638.5
