DOY2,HR2,CO2,FC,SC,G,H,LE,SH,SLE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,PPFD_IN,NETRAD,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,398.25975,7.993545,0.43549925,1.6310535,-17.61495,17.732775,-1.601455,2.3761375,91.71561,99.636821330182,12.97675,0.235912953617278,9.45727653636563,0.0056551975,-38.1703775,12.67650475,-0.047847575,1.64452223390247,0.77371475,1.31510950779508,1.05108687216201,6.6078
1,0.75,398.839,8.223595,0.46087325,0.90179905,-9.9468125,14.379725,-0.605037,2.733945,91.7103625,99.5052161327959,12.787,0.25598906226634,9.17316834287866,0.00587067075,-26.7013675,12.603691375,-0.062206,1.55251086952717,0.772686,1.33427133672278,1.07838768538963,6.63716
1,1.25,398.70775,8.64008,0.31594525,0.24271715,-8.1941,17.6931,0.30133975,1.5356325,91.70446,99.9297269716616,12.703,0.234633285383548,9.31952710922043,0.0078654405,-20.9238725,12.534214125,-0.0572418,1.46626698380228,0.70439375,1.20889995576112,0.921460303945009,5.8653
1,1.75,398.535,7.7112,0.372669,-0.279763575,-8.619765,15.120275,1.39862,1.5939225,91.68168,99.9664628592342,12.643,0.220930984698842,9.13657865129322,0.009966372,-18.63186,12.469983875,-0.0351945,1.43357943623644,0.661601,1.12945119416467,0.849154873977651,5.80751
1,2.25,399.3735,8.8130075,0.3982695,-0.554179125,-10.88325,31.4926,0.449052,4.525095,91.66153,99.9876796721977,12.60625,0.258538288736776,8.97730587615658,0.0086694885,-27.2224925,12.419732375,-0.063455425,1.4008871305165,0.6469615,1.15044678545256,0.857123075063087,6.061
1,2.75,398.875,8.5100175,0.435232,-0.856688125,-14.16505,28.92795,1.83004,1.7965425,91.64979,99.9452460462708,12.155,0.253345021660186,8.88260314499427,0.010449156,-29.395365,12.335271625,-0.0849797,1.46083880014189,0.660412,1.19596822700271,0.887002254788566,6.35969
1,3.25,399.83675,7.6252375,0.44364125,-1.14773825,-19.8665,33.775575,0.236531,3.64943,91.646015,100,12.25875,0.263583458681756,8.74915838744736,0.0099089225,-36.3091375,12.256614,-0.0766206,1.52505918637207,0.7116,1.31458638740442,0.964904283832886,6.6662725
1,3.75,400.08275,7.421435,0.2600325,-1.46883475,-12.7249,33.1718,1.279155,4.11573,91.65697,100,12.20875,0.254018779645864,8.46289785916124,0.0105001625,-24.318495,12.18531575,-0.084204425,1.51228671013695,0.7207775,1.24909008716145,0.950148685246269,6.21784
1,4.25,399.885,7.569165,0.362101,-1.88979475,-13.33915,29.2991,2.7252125,9.835375,91.65226,100,11.637,0.248556029900705,8.51670622913984,0.0102829525,-26.211535,12.1163835,-0.114995,1.57611865035599,0.756034,1.42367833445621,1.03608879928315,6.4382
1,4.75,400.35775,7.4534,0.38202,-2.41476875,-16.06365,28.434375,1.06115,0.312787,91.6588386560829,100,11.577,0.276249192294076,8.31869142761861,0.0134637325,-29.5595125,12.0514502790136,-0.100896375,1.57870749730645,0.67483975,1.28234196043345,0.947704472766175,6.8160475
1,5.25,400.247,6.86214,0.271713,-2.7085305,-13.869125,20.09885,3.79232,5.1785125,91.6590237741182,100,11.346,0.297173013579632,8.15941865248199,0.489780975,-26.638225,11.9931262325775,-0.101171,1.61730949419089,0.759155,1.30242082292936,0.978936157264609,6.82872
1,5.75,400.2695,7.97725,0.1925565,-2.76979275,-14.55245,31.09585,2.5882225,4.49819,91.671225,100,11.26225,0.263412221688891,8.14004763928968,19.160995,-18.0699042321503,11.9347646861414,-0.067971075,1.76457417621755,0.810628,1.4333319418341,1.12130447004859,7.379105
