DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
8,16.5,0.2625,28.907,1.588,1.244,-0.8745,2.484,10.0915,77.0795,73.3,97.705,371.8885,373.2685,10.64,98.6025,355.995,28.343
8,17.5,0.136,28.157,1.493,4.701,0.247,4.084,-2.383,11.7585,77.0505,97.718,373.25,374.65,8.84,-14.1915,40.46,28.906
8,18.5,0.102,27.287,1.794,6.075,0.888,4.859,-4.4955,4.673,81,97.7765,376.1735,378.752,6.945,-36.1025,0,28.906
8,19.5,0.139,26.699,2.0405,5.709,1.947,3.2935,-7.7865,5.0795,83.25,97.831,378.4835,381.9955,5.915,-35.59,0,28.97
8,20.5,0.163,26.334,2.217,5.415,2.716,2.044,-11.308,4.262,84.75,97.906,382.57,385.425,5.24,-34.91,0,28.842
8,21.5,0.1755,26.087,2.2425,5.49,3.351,1.668,-13.614,3.912,85.7,97.961,382.4905,385.43,4.855,-34.26,0,28.689
8,22.5,0.173,25.882,2.2925,5.895,3.293,1.998,-13.328,1.537,86.4,97.979,382.5355,386.3185,4.545,-34.028,0,28.697
8,23.5,0.1845,25.6955,2.346,6.317,3.386,2.6815,-13.712,2.123,87.6,97.969,382.67,385.6755,4.095,-33.923,0,28.826
9,0.5,0.1865,25.845,2.307,5.378,3.2315,1.906,-15.557,4.193,86,97.816,383.227,386.422,4.675,-32.744,0,28.616
9,1.5,0.174,25.489,2.283,4.885,3.389,1.059,-14.4335,4.0295,86.45,97.765,384.9735,387.467,4.375,-33.0795,0,28.262
9,2.5,0.18,25.228,2.312,5.5765,3.744,0.874,-13.524,3.2895,87.4,97.744,387.287,390.17,3.96,-32.076,0,28.15
9,3.5,0.2035,24.874,2.3335,6.3525,4.94,0.936,-15.9445,2.835,89.15,97.749,389.042,391.3855,3.455,-31.852,0,28.005
9,4.5,0.215,24.485,2.398,6.49,5.662,0.4475,-18.476,0.761,90.95,97.786,392.392,395.4055,2.815,-32.6465,0,28.021
9,5.5,0.221,24.141,2.2965,5.203,4.828,-0.3715,-18.009,-0.494,92.4,97.839,395.1235,398.0585,2.245,-24.782,16.08,27.989
9,6.5,0.317,24.373,2.212,-1.019,4.674,-5.876,-7.0035,12.785,92.7,97.91,397.6505,399.25,2.21,73.231,270.502,28.343
9,7.5,0.479,25.349,2.3995,-8.069,0.248,-8.199,29.6305,75.4975,90,97.984,393.4705,394.102,3.26,241.548,692.119,29.614
9,8.5,0.621,26.4435,2.772,-14.732,-8.891,-5.7105,77.9715,204.621,84.5,98.041,390.825,390.0675,5.435,403.314,1115.1485,29.534
9,9.5,0.605,27.5395,2.633,-16.872,-12.038,-4.4875,98.6455,262.408,78,98.068,383.1505,383.997,8.08,523.56,1377.072,28.9785
9,10.5,0.558,28.425,2.3715,-17.331,-15.446,-1.7125,113.5195,309.908,72.35,98.0345,377.3985,378.6035,10.68,593.4675,1546.202,28.327
9,11.5,0.506,29.12,2.1355,-16.347,-15.996,-0.41,116.7165,337.2595,69.2,97.968,375.2685,376.082,12.46,634.326,1651.962,28.085
9,12.5,0.473,29.659,2.01,-15.05,-14.42,-0.364,107.8805,319.271,66.45,97.8525,374.454,375.67,14.055,591.477,1547.917,27.957
9,13.5,0.456,29.945,1.95,-12.9305,-12.2715,-0.385,98.164,293.3365,65.401,97.735,374.097,375.077,14.735,511.955,1363.5985,27.957
9,14.5,0.435,30.0265,1.9425,-8.632,-8.761,0.328,69.6315,233.939,65.7,97.6515,373.8805,374.3285,14.59,410.782,1127.647,28.246
9,15.5,0.372,29.803,1.8305,-4.896,-6.042,1.142,39.7985,165.9835,67.1505,97.608,373.824,374.705,13.8,261.157,771.351,28.359
9,16.5,0.2885,29.2715,1.6525,0.1415,-1.8175,2.212,4.4655,76.8565,70,97.589,373.742,374.4435,12.365,92.909,343.8495,28.697
9,17.5,0.137,28.543,1.524,4.991,0.333,4.612,-3.4985,13.4405,73.4,97.6115,375.447,376.667,10.28,-18.846,27.6635,28.729
9,18.5,0.139,27.831,1.8925,6.481,1.303,4.9025,-6.719,5.985,76.6,97.6575,376.982,379.6585,8.855,-37.165,0,29.035
9,19.5,0.1525,27.244,2.127,5.9455,2.153,2.999,-10.149,6.0095,79.4,97.729,379.5655,382.522,7.47,-37.052,0,29.003
9,20.5,0.1835,26.8795,2.306,5.608,3.294,1.927,-15.6145,5.774,80.9,97.805,383.9735,386.25,6.82,-35.764,0,29.148
9,21.5,0.1925,26.724,2.372,5.534,3.648,1.648,-16.9535,5.0305,81.9,97.869,383.434,386.112,6.295,-34.928,0,28.987
9,22.5,0.192,26.4755,2.354,5.8685,3.7,2.0765,-17.004,5.4695,82.95,97.9,382.682,385.514,5.845,-33.2365,0,28.713
9,23.5,0.181,26.2345,2.3025,5.57,3.181,1.81,-15.905,4.9265,84.2,97.869,382.999,386.37,5.385,-33.14,0,28.681
10,0.5,0.1805,25.852,2.3365,4.8335,3.39,1.101,-15.3815,3.956,85.35,97.671,385.177,387.8,4.875,-29.757,0,28.295
10,1.5,0.2,25.4715,2.363,5.0345,3.717,0.979,-15.8645,3.253,86.7,97.629,385.977,389.187,4.36,-29.974,0,28.206
10,2.5,0.215,25.161,2.405,6.032,4.388,0.702,-18.76,3.0275,87.55,97.618,389.26,391.485,3.94,-30.274,0,27.989
10,3.5,0.223,24.78,2.445,6.602,5.241,1.041,-19.189,2.6905,89.45,97.622,389.69,393.124,3.2,-30.489,0,27.9645
10,4.5,0.224,24.428,2.435,6.404,5.306,0.563,-19.3075,0.424,91.601,97.6685,393.19,395.604,2.55,-28.8475,0,28.013
10,5.5,0.257,24.129,2.405,5.075,5.39,-0.984,-19.0715,0.1005,93.2505,97.7385,396.164,398.387,2.05,-7.671,38.1925,28.214
10,6.5,0.366,24.559,2.356,-3.307,2.857,-6.252,-0.834,22.038,92.7,97.818,395.867,397.587,2.305,104.76,320.551,28.81
10,7.5,0.554,25.709,2.776,-10.581,-2.853,-7.5295,43.7395,107.521,87.75,97.9,390.897,391.12,4.095,276.482,812.03,29.405
10,8.5,0.6425,26.837,3.0005,-17.115,-11.737,-5.461,86.2385,226.441,81.5,97.9525,387.194,385.905,6.48,439.124,1217.027,29.276
10,9.5,0.599,27.8755,2.694,-18.958,-14.9745,-3.5445,112.253,294.7135,75,97.9645,379.5285,379.977,9.345,566.73,1499.787,28.842
10,10.5,0.551,28.79,2.335,-18.5435,-17.0955,-1.118,124.177,334.9155,69.5,97.926,375.505,376.5955,11.96,612.953,1616.748,28.142
10,11.5,0.479,29.4435,2.0335,-16.6105,-16.6065,-0.184,125.3185,341.4015,66.25,97.84,374.357,375.214,13.845,627.388,1645.83,27.989
10,12.5,0.456,30.0055,1.9195,-14.653,-14.148,-0.414,109.6905,317.4865,63.7,97.728,374.054,374.777,15.18,581.085,1538.101,27.627
10,13.5,0.4365,30.159,1.78,-12.68,-12.196,-0.312,91.784,287.579,63.6,97.6175,373.47,374.29,15.73,493.0975,1351.6055,28.101
10,14.5,0.4055,30.1235,1.792,-8.984,-9.15,0.105,59.781,213.173,65.3,97.525,372.917,372.97,14.97,370.872,1051.1025,28.576
10,15.5,0.369,29.733,1.833,-4.452,-5.976,1.259,29.5045,148.4395,67.8505,97.477,371.74,372.66,13.52,216.4515,676.5905,28.826
10,16.5,0.242,29.2895,1.644,1.641,-1.053,2.765,-1.1165,57.2975,69.8,97.471,372.567,373.647,12.33,65.125,275.44,28.946
10,17.5,0.1345,28.539,1.653,5.205,0.311,4.2525,-5.1655,9.18,72.75,97.479,373.897,375.874,10.705,-23.6195,19.38,28.536
10,18.5,0.136,27.963,2.028,6.273,1.2035,4.541,-9.3445,6.3255,75.15,97.536,377.537,380.034,9.385,-32.064,0,28.367
10,19.5,0.165,27.497,2.1895,5.351,2,2.995,-13.0045,5.123,77.5,97.603,379.6,383.07,8.165,-31.6305,0,28.488
10,20.5,0.197,27.159,2.349,5.444,3.245,2.02,-19.61,4.8175,79,97.665,382.284,384.875,7.65,-31.6515,0,28.496
10,21.5,0.189,26.9795,2.3855,4.8345,3.02,1.642,-19.112,5.4285,80.301,97.744,381.54,384.75,7.055,-31.356,0,28.455
10,22.5,0.205,26.671,2.4285,5.751,3.555,2.076,-18.0935,6.253,81.9,97.758,382.0935,385.2205,6.365,-31.362,0,28.455
10,23.5,0.194,26.266,2.3755,5.7755,3.071,2.2705,-18.0445,4.97,83.4,97.717,383.8035,386.177,5.655,-30.954,0,28.407
11,0.5,0.156,25.834,2.314,4.756,2.804,1.212,-11.264,3.2965,85.75,97.552,386.59,389.887,4.75,-28.409,0,28.455
11,1.5,0.178,25.452,2.345,5.1495,3.6455,0.8365,-13.5175,3.464,87.45,97.514,387.49,390.624,4.06,-28.086,0,28.246
11,2.5,0.1845,25.191,2.361,4.9865,3.972,0.464,-14.662,2.1555,88.15,97.488,388.777,391.695,3.755,-28.7135,0,28.246
11,3.5,0.218,24.803,2.43,6.9605,5.341,1.1615,-16.563,2.889,89.9,97.512,390.894,394.414,3.2,-27.4295,0,28.182
11,4.5,0.24,24.401,2.433,6.591,5.5,0.477,-18.0065,0.4205,91.6505,97.548,393.2755,396.927,2.55,-26.9345,0,28.23
11,5.5,0.2665,24.185,2.505,4.906,5.9195,-1.541,-16.853,0.749,93.3505,97.61,396.627,398.74,2.02,-3.818,42.846,28.375
11,6.5,0.3795,24.662,2.459,-3.023,3.695,-7.18,-1.758,23.5315,92.2505,97.699,396.89,398.444,2.4,109.907,306.633,28.8415
11,7.5,0.527,25.776,2.756,-10.049,-2.565,-7.299,37.2505,105.7315,87.55,97.779,391.887,392.317,4.145,272.361,738.291,29.405
11,8.5,0.6035,26.856,2.9975,-15.938,-11.535,-5.081,75.976,209.288,81.75,97.824,388.18,386.9,6.465,403.855,1158.345,29.035
11,9.5,0.5875,27.859,2.792,-18.0495,-13.926,-3.12,101.633,254.2815,75.05,97.839,382.115,382.554,9.39,505.445,1374.617,28.673
11,10.5,0.551,28.697,2.5045,-18.62,-16.892,-1.039,106.297,291.339,70.7,97.795,378.3405,378.919,11.665,564.386,1445.9415,28.2705
11,11.5,0.5115,29.406,2.1365,-17.73,-17.504,-0.447,112.733,305.98,67.601,97.7215,377.072,377.3895,13.305,578.1155,1582.2835,27.973
11,12.5,0.438,29.831,1.9455,-15.591,-15.232,-0.518,98.133,283.4655,65.5,97.611,375.947,376.517,14.535,527.1835,1453.531,27.94
11,13.5,0.405,30.072,1.8655,-13.393,-13.186,-0.318,76.4825,255.5845,65.0505,97.5195,375.215,376.2535,14.765,409.781,1271.986,28.311
11,14.5,0.381,30.042,1.958,-9.0825,-9.1275,0.304,50.3555,194.3065,66.1505,97.4265,375.242,375.717,14.42,277.177,941.3235,28.89
11,15.5,0.347,29.618,1.7875,-4.227,-5.988,1.478,20.952,138.462,69.15,97.364,374.6505,375.315,12.54,155.823,561.0005,29.099
11,16.5,0.218,29.099,1.548,2.104,-0.905,2.778,-1.1175,58.186,71.6,97.351,375.267,376.167,11.375,39.387,218.583,29.019
11,17.5,0.1235,28.353,1.599,5.825,0.2725,5.136,-5.199,8.954,74.8,97.368,376.5605,378.847,9.62,-25.0805,18.065,29.123
11,18.5,0.133,27.973,1.931,6.872,1.409,4.896,-8.3965,6.713,76.7,97.425,379.5555,382.1555,8.615,-31.783,0,28.745
11,19.5,0.152,27.426,2.208,5.5815,2.223,2.9315,-12.2155,6.6645,78.4,97.501,382.464,385.4455,7.81,-31.24,0,28.343
11,20.5,0.151,27.212,2.266,4.866,2.7685,1.646,-12.81,5.926,79.95,97.571,385.454,387.95,7.21,-31.6865,0,28.536
11,21.5,0.1655,26.9495,2.349,4.996,2.846,1.902,-12.4825,4.851,81.25,97.613,384.524,387.174,6.61,-29.992,0,28.552
11,22.5,0.171,26.5545,2.365,5.398,2.871,1.972,-12.7085,4.0095,82.3,97.628,384.964,387.69,6.06,-29.636,0,28.415
11,23.5,0.1725,26.18,2.329,5.032,2.838,1.748,-12.6185,3.754,84.3,97.603,385.54,388.4,5.335,-28.63,0,28.423
12,0.5,0.1985,25.143,2.309,6.38,4.296,1.4345,-14.842,4.979,87.15,97.615,389.27,391.72,4.215,-28.5465,0,28.142
12,1.5,0.197,24.857,2.2965,6.428,5.1225,1.2125,-14.695,4.577,88.8,97.576,391.077,393.3,3.545,-27.71,0,28.15
12,2.5,0.221,24.51,2.281,6.947,5.253,1.308,-15.764,3.34,90.3,97.542,392.46,395.3,3.04,-26.306,0,28.021
12,3.5,0.2405,24.1275,2.272,8.122,5.922,1.2115,-15.778,3.701,92.301,97.539,394.2535,397.1935,2.345,-27.304,0,27.892
12,4.5,0.256,23.8545,2.371,7.7995,6.771,0.791,-16.93,1.794,93.45,97.584,395.777,399.5935,1.99,-25.391,0,28.021
12,5.5,0.291,23.669,2.378,6.122,6.933,-0.612,-17.069,0.811,94.55,97.642,399.047,401.6605,1.61,-12.789,22.556,27.828
12,6.5,0.367,23.975,2.385,-0.685,5.1245,-6.078,-5.646,14.699,93.601,97.72,396.97,399.084,1.91,66.143,231.718,27.957
12,7.5,0.494,24.944,2.527,-8.7235,-1.1935,-7.208,26.179,73.493,90,97.801,391.46,391.78,3.205,197.2315,569.67,28.616
12,8.5,0.611,25.934,2.84,-15.563,-10.546,-4.582,60.971,169.638,84.15,97.852,389.257,388.55,5.39,315.362,942.204,28.681
12,9.5,0.611,26.862,2.7095,-17.5275,-13.47,-3.4085,81.535,217.559,78.8005,97.863,382.487,382.83,7.655,402.4365,1154.46,28.423
12,10.5,0.537,27.6155,2.437,-17.804,-16.636,-1.418,86.228,243.666,74.2,97.837,377.72,378.61,9.815,445.6325,1215.621,28.4715
12,11.5,0.524,28.092,2.322,-17.542,-16.5225,-0.312,88.94,260.312,71.05,97.764,376.634,377.5285,11.235,467.623,1302.061,28.311
12,12.5,0.479,28.678,2.12,-15.858,-15.4735,-0.3995,83.32,254.848,68.4005,97.6745,376.697,377.497,12.765,454.572,1315.033,28.093
12,13.5,0.441,28.779,1.962,-12.914,-12.899,-0.182,71.142,237.322,68.7,97.567,376.724,377.3185,12.95,389.3095,1146.324,28.1255
12,14.5,0.3965,28.878,1.861,-9.713,-10.2815,0.3185,51.894,200.438,68.85,97.451,376.3,376.92,12.595,302.177,944.092,28.343
12,15.5,0.352,28.857,1.6985,-5.311,-5.72,1.2725,24.602,146.06,69.65,97.378,376.14,377.357,12.175,178.091,602.4575,28.665
12,16.5,0.2635,28.391,1.597,0.684,-1.618,2.862,1.104,68.903,72.15,97.364,376.564,377.202,11.055,54.979,262.6825,28.906
12,17.5,0.147,27.84,1.628,5.649,0.33,4.929,-4.447,16.117,75,97.393,378.599,380.134,9.445,-20.94,35.6255,28.689
12,18.5,0.125,27.245,1.8465,7.109,1.34,5.139,-5.94,8.727,77.45,97.457,382.207,384.867,8.225,-32.414,0,28.633
12,19.5,0.156,26.8725,2.0715,5.927,2.2385,3.408,-8.842,7.075,79.7,97.5365,385.095,388.857,7.25,-31.7385,0,28.633
12,20.5,0.166,26.481,2.188,5.029,2.722,2.064,-12.2975,5.8635,81.4,97.615,385.84,388.215,6.49,-30.872,0,28.351
12,21.5,0.177,26.182,2.227,5.489,3.438,1.917,-12.9575,5.712,83.5,97.662,385.63,388.61,5.62,-29.862,0,28.359
12,22.5,0.192,25.788,2.2755,5.873,4.008,1.6905,-13.7455,5.4455,84.5,97.6755,386.34,389.314,5.22,-28.755,0,28.295
12,23.5,0.187,25.489,2.2375,6.0525,3.745,1.775,-14.421,5.2815,85.8,97.66,387.524,390.214,4.69,-27.918,0,28.375
