DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,G,SG,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,TA_1_4_1,TS_2_1_1
1,14.75,411.0434,0.7147208,3.559976,0.1065764,0.26471045,29.42379,18.89595,10.402815,12.68378,1.4049395,0.1460565,-0.021880635,0.5872217,0.5516337,0.20101625,83.60461,2.580652,39.84241,4.4054475,3.126883,0.33466085,-0.6118997,155.5517,388.0731,115.81475,248.70245,317.49425,2.60962,40.60363,0.08702362,61.7266,3.3355645,-0.81406035
1,15.25,410.4451,0.6820357,3.583555,0.09348523,0.2951794,17.32442,7.883911,2.7462435,7.0341755,1.389641,0.1409982,-0.018515,0.50339525,0.506479,0.17464745,83.61035,2.46516,41.33016,4.154655,2.953731,0.28195445,-0.56520745,118.4335,329.73875,96.656375,246.80885,315.7933,2.446198,40.3659,-0.194312505,64.91218,3.4788475,-0.724714
1,15.75,409.9808,0.60647095,3.4260685,0.08242669,0.3926025,12.44466,3.813874,3.0586835,4.9708835,1.190911,0.1290324,-0.01703878,0.5169058,0.4949575,0.1533318,83.61059,2.054903,40.791225,4.191726,2.574283,0.2344781,-0.5032005,74.910415,266.80585,60.510385,244.7002,313.7976,2.311085,39.42313,-0.4029041,64.62736,3.531923,-0.6782856
1,16.25,410.0059,0.5632933,3.576281,0.07628448,0.2354565,4.660386,-0.3212529,0.0432642,1.9397735,1.398061,0.1298061,-0.01545122,0.4753048,0.4230562,0.1391251,83.618525,1.7028845,41.94434,3.964755,2.355152,0.2354884,-0.40972035,37.768325,187.62325,44.703995,243.7583,311.71225,2.037175,40.62185,-0.84286245,64.31728,3.376364,-0.58407985
1,16.75,409.3445,0.7136474,3.393769,0.06686123,0.1749978,0.5512963,-4.181525,0.47956131,2.3976725,1.280825,0.1108884,-0.01003881,0.3953522,0.4592416,0.08824318,83.62443,1.1636645,44.67822,3.917616,1.82041,0.2850846,-0.3582941,5.698285,95.23679,26.750135,244.0816,310.48975,1.442634,42.226305,-1.0339375,67.93878,9.746832,-0.5312627
1,17.25,409.024,0.8387063,3.528716,0.07356388,0.2330533,0.09320822,-5.142114,-0.68574695,1.5616705,1.2649365,0.10916975,-0.01076444,0.44972035,0.38514945,0.074467975,83.645085,0.126506095,45.76402,3.619107,1.1613943,0.42707495,-0.2957107,-37.280225,23.725385,5.969467,240.2617,305.0573,0.7326292,43.64339,-1.1796655,68.19263,9.446383,-0.4242772
1,17.75,408.2765,0.8234871,3.3862885,0.071585995,0.1604778,-0.3657004,-3.565722,-4.939018,-2.9535255,1.1789305,0.090760835,-0.007911745,0.336244,0.37411775,0.06487359,83.679475,-0.9127899,47.612755,3.506184,0.2231629,0.45185925,-0.37055855,-48.86433,0.0269027775,0.8141201,238.4108,295.36755,-0.054270535,44.40646,-1.3085555,71.94056,8.327448,-0.3852079
1,18.25,407.9471,0.7485059,3.39991,0.06010507,0.1886632,-0.7040967,-4.7776175,-9.5564725,-6.916604,1.2434685,0.099066545,-0.009568154,0.43663945,0.387312,0.07677983,83.684545,-1.581841,48.77554,3.090004,-0.2850054,0.47344635,-0.4222222,-47.60595,0,0.72388645,239.03195,292.8103,-0.6374481,46.28116,-1.8037515,75.7765,7.26897,-0.4475092
1,18.75,407.4686,1.000339,3.332604,0.06399576,0.1687375,-0.5342728,-5.592414,-1.991098,-1.443439,1.217522,0.10698985,-0.0124965,0.46276145,0.42819145,0.083329745,83.682415,-1.889521,49.79695,2.894256,-0.7880407,0.4950938,-0.4625611,-46.664265,0,0.5673358,239.47865,294.05725,-1.148282,47.64843,-2.400533,78.07098,7.166162,-0.4601007
1,19.25,408.95925,1.187489,3.22031,0.072124405,0.18607875,-0.5733943,-3.793919,-2.7268395,-0.6890141,1.1970165,0.10464185,-0.010946635,0.5138258,0.42099845,0.077786025,83.67956,-2.413462,52.01306,2.6373025,-1.186072,0.50591215,-0.47420355,-45.66725,0,0.7505658,236.87255,291.6184,-1.6749465,49.195715,-3.330189,81.28429,5.624331,-0.4767621
1,19.75,409.0876,1.346704,3.246259,0.07344569,0.2266572,-0.51095185,-5.359369,-2.834732,-1.845669,1.231199,0.10537155,-0.011650415,0.524366,0.4471028,0.07387706,83.67652,-2.8198445,55.07113,2.391821,-1.55345,0.51216715,-0.5514872,-46.571655,0,0.8501228,230.78195,287.78365,-2.433679,52.55143,-3.759667,83.161,4.93888,-0.5900286
1,20.25,409.3339,1.151188,3.138163,0.065302345,0.2014831,-0.575361,-3.6285035,-3.698679,-2.549603,1.193539,0.097163585,-0.009556751,0.49045975,0.40307125,0.068942465,83.67257,-3.197409,56.09655,2.426915,-1.944491,0.51858805,-0.5358158,-52.65283,0,1.1032545,231.62855,286.0231,-2.4933505,52.98903,-4.44418,83.73707,4.702609,-0.6646872
1,20.75,409.9334,1.307288,3.0631865,0.07932194,0.1253579,-0.04038977,-3.936251,-5.4075025,-3.021362,1.4035235,0.10630365,-0.012533285,0.4616738,0.45361965,0.076827395,83.679755,-3.662128,54.03365,2.319037,-2.692084,0.4885167,-0.5176523,-36.89342,0,0.9595563,231.3289,283.554,-3.025044,52.0829,-4.560353,85.12018,4.344087,-0.6754986
1,21.25,409.8601,1.217175,3.176776,0.07030016,0.1974611,-0.4403494,-2.764899,-4.4001645,-1.27182,1.3769855,0.08777658,-0.008106447,0.475972,0.3688423,0.065859665,83.70555,-4.296149,58.429685,2.067135,-3.174503,0.4587112,-0.58862005,-33.0337,0,0.987214,229.7874,284.2798,-3.4645545,54.3836,-5.13399,84.920895,3.651224,-0.72070395
1,21.75,410.616,1.268005,3.005729,0.06052627,0.2374567,-0.2965096,-4.918694,-3.136613,-1.0778143,1.3140155,0.10413435,-0.01066794,0.4714332,0.47115525,0.064463375,83.72287,-4.384374,56.54844,2.133029,-3.199085,0.497546,-0.5045041,-29.39157,0,1.190501,230.4523,283.5081,-3.8126595,53.724885,-5.486022,85.16444,3.18474,-0.656962
1,22.25,410.8972,1.539061,2.9905165,0.06695382,0.08946725,-0.23737055,-2.7455155,-5.6816175,-3.3041855,1.321937,0.09823318,-0.009623929,0.4815578,0.4518002,0.07158361,83.73941,-4.238612,57.74741225,2.077439,-3.347152,0.47752725,-0.5718591,-28.747295,0,1.0268245,233.2592,284.1642,-3.713561,53.69094,-5.7327765,83.97761,3.167704,-0.7230415
1,22.75,410.3719,1.178927,2.900079,0.06332589,0.21865875,-0.885985,-5.4339155,-6.646575,-4.1017905,1.286742,0.09906626,-0.01071898,0.450624,0.4342082,0.08049776,83.7608,-4.5220145,55.91111,2.111938,-3.3647405,0.4827577,-0.73616595,-27.234365,0,0.9021617,232.8736,283.67895,-3.7512795,52.96546,-6.3014885,84.280725,2.467311,-0.7582839
1,23.25,410.3696,1.211255,2.974645,0.06610109,0.2406784,-0.694921,-4.540267,-6.5904525,-3.6735495,1.495234,0.107168,-0.01234928,0.5002683,0.4199041,0.08383343,83.788635,-4.4585,58.33984,1.9579545,-3.6853575,0.4684651,-0.86467,-26.46372,0,0.7782736,233.90335,282.2762,-4.040065,54.38736,-6.082289,85.182185,1.599607,-0.8337933
1,23.75,410.759,1.152463,2.8491715,0.07022864,0.2307109,-0.114346155,-3.2185305,-7.795809,-4.752818,1.490299,0.10802,-0.01273917,0.4725989,0.4494735,0.0877003,83.82373,-4.805705,58.407835,1.9264485,-3.6063765,0.5255687,-0.9433469,-27.85049,0,1.087915,227.3812,282.36275,-3.972431,55.084165,-6.081339,84.33734,1.50382,-0.8420435
2,0.25,411.3688,1.359783,2.487323,0.07046016,0.1919699,-0.53404675,-5.567298,-16.487425,-9.950424,1.703104,0.1072967,-0.012091715,0.4883315,0.4475507,0.07831672,83.84159,-6.359152,53.30709,2.130652,-4.5103455,0.58231345,-1.678328,-46.098075,0,0.6037608,218.79085,269.544,-5.106264,49.05962,-7.8312345,75.55477,0.4004113,-2.0133325
2,0.75,410.8005,1.318604,2.4378075,0.07548118,0.146127,-0.4585458,-5.387712,-15.34025,-10.564545,1.612125,0.1028246,-0.01019657,0.5574731,0.420774,0.08001799,83.82816,-6.18382,52.01751,2.167893,-4.168578,0.61783265,-1.714184,-45.82217,0,0.6342907,220.19525,266.4251,-4.930785,48.63193,-7.658522,76.3699,0.3354249,-2.006101
2,1.25,409.915,1.54289,2.4073095,0.06067103,0.12143075,-0.2836337,-4.4557035,-14.530435,-6.9953695,1.660546,0.10572465,-0.01109317,0.5111827,0.4323922,0.08492641,83.817725,-6.167754,52.00334,2.176727,-4.887465,0.58751785,-1.701351,-44.8492,0,0.6238604,218.48735,267.6259,-5.091543,48.67288,-8.0489055,76.374445,-0.3881201,-2.0344385
2,1.75,411.225,1.312584,2.307794,0.06557521,0.1319761,-0.2445998,-4.064791,-12.959215,-9.2508165,1.51957,0.0979744,-0.0095339725,0.4991099,0.4186107,0.07522173,83.821395,-6.218395,52.09706,2.143534,-4.896753,0.5243286,-1.720863,-44.029655,0,0.76779245,218.59385,264.37715,-5.096278,49.8837,-8.2771995,76.187155,-0.60445885,-2.078399
2,2.25,410.75585,1.4304495,2.3198965,0.066942065,0.25593105,-0.6607434,-6.8409065,-16.89496,-7.9316425,1.597621,0.1091064,-0.01301289,0.5282861,0.4294584,0.08303763,83.852505,-6.755929,51.60273,2.0595155,-5.38513,0.59830795,-1.752491,-42.81738,0,0.7566202,216.59815,262.5776,-5.868494,48.48032,-8.160246,77.29839,-0.5565396,-2.173757
2,2.75,410.56875,1.202447,2.276686,0.0626572,0.18589145,-0.1488134,-5.937306,-16.927965,-9.3259135,1.626717,0.1078734,-0.01313278,0.5215274,0.44606,0.08582186,83.86422,-6.550053,52.18003,2.035295,-5.697963,0.5556198,-1.85165,-41.791365,0,0.9129946,216.4837,260.7366,-6.0939725,49.58905,-8.4464085,77.078615,-0.9809079,-2.063086
2,3.25,411.0333,1.31628,2.30313,0.065360895,0.1659049,-0.31518545,-3.052036,-13.707835,-9.1906745,1.540978,0.1020373,-0.010831205,0.5218024,0.4012426,0.08297241,83.847875,-6.692884,53.38206,2.0193455,-5.68347,0.6344943,-1.951215,-40.72928,0,0.887968,215.95845,259.21755,-6.180498,49.363555,-8.5870705,78.13082,-1.1800283,-2.160236
2,3.75,410.5174,1.4507645,2.3090565,0.06655174,0.1010775,-0.4462893,-3.444382,-17.28456,-10.61521,1.554129,0.09824931,-0.0093133875,0.5459064,0.4394098,0.07644141,83.836025,-7.207082,52.46413,1.985257,-5.876145,0.6208597,-2.021012,-40.507865,0,0.4954489,215.21455,258.85815,-6.468068,50.13036,-8.85787,78.211295,-1.290982,-2.099528
2,4.25,410.6962,1.319333,2.2823085,0.06585634,0.096157355,-0.3665912,-3.483945,-20.51467,-9.2966435,1.66492,0.112581,-0.01220743,0.5222702,0.4528107,0.08272498,83.83833,-7.722942,53.99458,2.00197,-5.881213,0.55032625,-2.070541,-41.256535,0,0.8413339,213.5705,258.9132,-7.166062,49.72112,-9.0065215,80.10407,-1.6531,-2.255937
2,4.75,411.34105,1.310445,2.26661,0.06152476,0.2125426,-0.5263162,-5.0112935,-17.70819,-9.775273,1.56515,0.1025788,-0.01164089,0.5153168,0.46821,0.07605927,83.85254,-8.210417,51.72569,1.989594,-6.343808,0.56705165,-2.1479365,-41.87679,0,0.59113505,213.0068,259.14865,-6.844019,49.77686,-9.581182,79.739525,-2.0254025,-2.277609
2,5.25,410.12425,1.4662145,2.234316,0.07166024,0.098864235,-0.5594165,-4.242126,-19.182585,-10.419745,1.478171,0.1055819,-0.011455595,0.4662422,0.4255383,0.07800008,83.85429,-8.274897,51.6936,1.9590985,-6.594503,0.56740165,-2.229137,-43.44357,0,0.6406585,212.42715,258.7909,-7.036482,49.61806,-9.779122,80.29363,-1.9044765,-2.1528745
2,5.75,411.1946,1.4064325,2.1551565,0.06923206,0.25528075,-0.5931984,-5.328112,-19.023705,-8.561971,1.417244,0.1114078,-0.012607165,0.5604299,0.4587227,0.07726508,83.84518,-8.274922,53.053305,1.900679,-7.030675,0.6038907,-2.17331,-44.364155,0,0.4273089,212.32825,259.8649,-7.3168475,50.068085,-10.05065,80.019545,-1.8530825,-2.0838175
2,6.25,411.274,1.443999,2.146817,0.06932575,0.09402907,-0.2719775,-4.0881565,-23.25479,-11.97804,1.480654,0.1159681,-0.015156425,0.4927084,0.5029327,0.07995272,83.853635,-8.868893,53.10577,1.858077,-7.321011,0.60064135,-2.2454185,-44.37934,0,0.60526325,213.0154,257.544,-7.561018,50.02071,-10.563535,80.213945,-1.4838715,-2.127689
2,6.75,410.8531,1.594203,2.121012,0.06886045,0.027141685,-0.11021406,-3.511835,-21.493215,-8.94875,1.626151,0.1021027,-0.0098635465,0.5392153,0.4431549,0.07535227,83.866885,-9.091422,52.7058,1.8157395,-7.25472,0.6073896,-2.367944,-42.576635,0,0.7555768,214.03,257.1915,-7.673947,49.95066,-10.584905,81.460835,-1.44821,-2.163115
2,7.25,412.2715,1.697702,2.0547175,0.06452063,0.1846637,-0.32113945,-5.1893325,-18.32923,-11.200145,1.498502,0.1103571,-0.01223165,0.4918459,0.4484683,0.07157686,83.862315,-8.734767,53.609875,1.763286,-7.172307,0.5557766,-2.417535,-33.24837,5.577468,3.087747,213.3481,259.2447,-7.8559765,51.06875,-10.890985,81.32847,-1.1084125,-2.173604
2,7.75,411.3544,1.422437,2.0992235,0.07190613,0.2224087,0.3922842,-2.863826,-24.255805,-17.370885,1.476136,0.1135712,-0.0127024,0.4991497,0.5185816,0.084173,83.85621,-7.884204,53.11279,1.819306,-6.641325,0.5505537,-2.546427,-6.1731135,65.75822,21.02285,212.8356,263.9141,-7.5559185,50.4129,-10.640625,80.99012,1.22019985,-2.279273
2,8.25,411.49695,1.218778,2.304293,0.09203499,0.3148635,2.616951,-1.120836,-16.559225,-4.652431,1.4551355,0.11822015,-0.01479046,0.54636525,0.438702,0.10942115,83.89401,-6.395271,52.29163,1.848767,-5.184021,0.6307435,-2.6141425,47.93934,153.2193,61.463,216.58615,274.46075,-6.089653,51.97444,-9.8275705,79.535395,1.125411,-2.364243
2,8.75,409.85455,0.98901175,2.453346,0.09919177,0.4214994,5.312172,1.3192245,-2.4446085,6.999907,1.413973,0.1261969,-0.01706819,0.5165871,0.45210005,0.13855315,83.90038,-4.869659,47.31698,2.1909105,-3.5566865,0.5798976,-2.752851,109.0576,238.5233,108.7745,219.62295,281.38735,-5.1286065,48.66898,-7.874234,76.46,1.2779655,-2.479162
2,9.25,409.3325,0.9013226,2.565667,0.1039024,0.4359178,6.900619,6.641921,5.6440945,17.346855,1.5535815,0.13743005,-0.0189662515,0.4759695,0.45794545,0.1502683,83.87605,-2.789738,44.97444,2.5474715,-2.3319165,0.4934044,-2.51159,159.35185,316.26505,150.60015,221.62355,286.39785,-3.158281,47.27682,-6.875287,70.598665,1.590675,-2.506251
2,9.75,410.3727,0.8470914,2.6011675,0.1028225,0.4676352,11.38801,8.833347,5.104181,17.85281,1.424285,0.1244523,-0.01508561,0.5302559,0.5015806,0.16968435,83.88794,-1.7732505,42.55912,2.710521,-1.4376885,0.54978495,-2.2940345,209.61235,398.35015,184.04955,222.50115,292.9591,-2.786988,45.79205,-5.958988,69.318935,1.4688375,-2.317238
