DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,5.25,416.5575,3.48735,2146.025,-0.3305625,-0.2896525,1.8453,-12.9785,8.4197,0.955185,0.1497,99.402,74.63675,-3.3151,0.38878,-0.1,-47.128,-2.086925,0.260825,249.52,294.6875,5.028675,4.65525
1,5.75,416.69,3.450125,2141.25,-0.025943825,-0.0682465,1.15531,-10.3115,5.6215,0.971775,0.14823,99.374,75.69975,-3.5784,0.37007,-0.1,-38.2925,-1.6908,0.27357,254.015,293.83,5.0216,4.65255
1,6.25,416.76,3.5136,2143,-0.12583,-0.203245,2.892,-10.10175,9.0347,0.9690775,0.14641,99.354,76.2985,-3.722275,0.35537,-0.1,-40.653,-1.8323,0.2846025,246.19,293.105,5.022075,4.64605
1,6.75,416,3.5583,2140.7,0.001731,-0.075066,3.274025,-8.9794,5.65725,1.019625,0.15022,99.344,76.5,-3.788725,0.335115,-0.1,-51.5495,-2.230325,0.318935,242.155,292.8875,5.02,4.6437
1,7.25,416.2,3.5861,2141.85,0.032589,0.087617,-0.6841,-10.49245,5.1221,1.009175,0.144375,99.357,77.422,-4.094775,0.3110275,-0.1,-51.001,-2.2657,0.3357775,246.37,293.3875,5.022275,4.64145
1,7.75,415.85,3.5483,2141.725,-0.139835,-0.1317725,0.1772175,-12.081,4.967125,0.9570625,0.1643375,99.339,76.652,-3.98575,0.295055,0.1,-44.1005,-0.95207,0.4406075,242.22,293.5525,5.0202,4.6256
1,8.25,417.6275,3.4928,2155.05,-0.03172,-0.08569,3.6402,-13.758,9.22695,0.95728,0.14509,99.348,76.95725,-4.0397,0.3160075,4.0625,-38.79625,3.13115,0.9369775,241.9075,293.4175,5.0183,4.61105
1,8.75,418.1325,3.4793,2162.675,0.018411,-0.257065,5.432825,-10.827,8.1393,1.00755,0.1402575,99.35725,76.083,-3.891825,0.31715,18.35,-26.32725,14.35,2.028475,245.3725,294.2975,5.0248,4.622
1,9.25,418.0875,3.58445,2156.6,-0.015777,-0.2570675,-0.44387715,-7.0496,10.8865,0.984795,0.1736375,99.3775,76.041,-3.417775,0.3787925,41.025,-8.35275,31.285,3.388675,243.0275,296.1325,5.0283,4.6298
1,9.75,417.71,3.49985,2160,-0.30023,-0.63316,1.4486,-10.7065,8.9216,1.068025,0.1800225,99.426,74.9835,-2.796625,0.44792,63.575,5.9761,48.76425,5.7688,244.18,299.78,5.0311,4.6395
1,10.25,419.23,3.29855,2152.325,-0.471435,-0.635445,5.3899,-6.8739,13.04725,1.2203,0.19097,99.42525,73.61725,-2.164925,0.511985,91.4,19.55225,65.01,6.89135,246.5675,299.8675,5.0458,4.657325
1,10.75,419.53,3.15115,2154.1,-0.337005,-0.49985,-0.9967,-9.4369,9.4151,1.273775,0.19926,99.4445,72.7915,-1.699575,0.5324225,118.8,28.093,83.21425,8.69955,256.03,300.575,5.0675,4.66
1,11.25,419.045,3.43415,2149.25,-0.44594,-0.82934,4.32765,-5.6698,15.97,1.3759,0.2004325,99.46225,71.59075,-1.56305,0.5727775,151.65,38.437,106.6725,10.688,251.16,303.55,5.089625,4.657175
1,11.75,418.63,3.41135,2146.85,-0.920455,-1.0423,0.92388,-7.3011,14.5915,1.509875,0.216785,99.39925,69.34825,-1.045625,0.6228075,175.2,49.02475,123.905,13.14875,252.785,303.43,5.1111,4.6554
1,12.25,418.44,3.4118,2150.425,-0.6273775,-0.6735275,2.17225,-7.949725,17.456,1.5048,0.224025,99.33025,68.837,-0.9940825,0.6633775,190.9125,52.322,113.42,11.286,250.46,305.605,5.147475,4.6625
1,12.75,418.45,3.4803,2140.475,-0.55303,-0.699355,6.206,-4.8035,18.815,1.51175,0.246615,99.311,67.40825,-0.9548675,0.6773975,179.225,46.826,114.45,12.42,252.36,306.49,5.1548,4.6828
1,13.25,418.255,3.5246,2146.9,-0.870825,-0.903785,6.654225,-4.64105,15.75125,1.4446,0.22496,99.24825,68.32275,-0.96,0.7310225,165.8625,41.731,110.4,10.5975,253.47,307.485,5.15535,4.6973
1,13.75,418.31,3.5406,2150.1,-0.493475,-0.52744,3.7632,-3.87205,17.011,1.431025,0.25573,99.216,68.09625,-0.9104475,0.6893425,156.55,39.69925,99.11475,10.515,258.6325,307.1325,5.1758,4.7088
1,14.25,418.105,3.5009,2139.25,-0.468045,-0.508355,6.45815,-4.462925,19.387,1.374925,0.23821,99.217,67.25425,-0.7545225,0.6514175,149.9125,27.32325,92.4945,9.075,253.68,308.1575,5.17725,4.7106
1,14.75,418.21,3.59995,2139.375,-0.55228,-0.6798625,5.68845,-4.75135,15.5435,1.363775,0.2568025,99.175,66.34025,-0.6868325,0.75053,125.825,23.31625,78.1485,7.66915,255.175,308.07,5.179275,4.711075
1,15.25,418.295,3.5578,2138.35,-0.231915,-0.39013,4.591275,-7.5503,16.4855,1.372375,0.25909,99.17,66.642,-0.57327,0.771745,107.0375,15.7205,71.49125,7.330575,255.2325,307.285,5.1665,4.711375
1,15.75,417.06,3.6056,2134.3,-0.2646875,-0.37277,5.3433,-7.29975,16.29675,1.23175,0.21866,99.1705,65.55775,-0.6677925,0.762685,90.7375,4.803875,51.72425,5.59805,253.97,306.0575,5.171425,4.712375
1,16.25,416.28,3.618225,2136.525,-0.2657725,-0.31578,5.3678,-10.718,16.51625,1.18405,0.215495,99.16575,65.344,-0.7866675,0.77788,65.025,-0.1852335,36.46625,3.52435,251.0675,304.7075,5.16035,4.719325
1,16.75,415.79,3.5835,2135.9,-0.4008575,-0.50002,4.171125,-10.0576,10.466,1.180625,0.220685,99.184,66.01025,-1.0124125,0.765355,34.8875,-10.80775,19.1735,2.0016,249.105,304.0475,5.1491,4.709925
1,17.25,416.26,3.62705,2133.1,-0.02198575,-0.288585,2.146675,-13.637,12.434,1.13485,0.160615,99.22425,67.0125,-1.106675,0.6767625,12.55,-33.23375,4.685125,0.86902,247.705,301.7675,5.14275,4.710375
1,17.75,416.32,3.6697,2135.4,0.07796625,0.0534095,3.197275,-14.40625,9.7999,1.00005,0.1609625,99.2565,67.87425,-1.5213,0.6379475,1.275,-59.50525,-0.069826,0.449565,244.4575,299.9025,5.139375,4.710325
1,18.25,416.59,3.7729,2133,0.057938,-0.036615475,1.9595,-17.02775,9.8726,0.86065,0.13728,99.27275,69.67325,-1.7238,0.64643,-0.1,-60.2135,-2.6358,0.2272275,241.935,298.925,5.136925,4.709775
1,18.75,416.6875,3.75425,2135.5,-0.033087,0.185115,2.8719,-14.687,9.113675,0.92146,0.14266,99.32275,71.556,-1.839875,0.638725,-0.1,-61.21925,-3.3384,0.18395,241.285,298.42,5.13485,4.707775
1,19.25,416.375,3.7384,2134.65,0.184965,0.13072,0.2617925,-15.396,7.50955,0.83919,0.144805,99.347,72.04125,-2.04335,0.6082325,-0.1,-59.08225,-3.28925,0.1562125,241.485,298.6325,5.12065,4.7041
1,19.75,416.77,3.5972,2141.9,-0.024047,-0.0722435,0.9610105,-15.315,6.8423,0.88926,0.130295,99.361,72.457,-2.4527,0.58872,-0.1,-57.75225,-3.1184,0.2348875,242.3575,298.785,5.1066,4.701175
1,20.25,417.25,3.5767,2146.85,-0.027085,-0.028755,4.197825,-13.779,6.87165,0.91297,0.11625,99.3865,72.72725,-2.580975,0.5529675,-0.1,-56.47225,-2.8916,0.1958825,242.525,298.8,5.093225,4.696375
1,20.75,417.56,3.53685,2156.025,0.0331505,0.029834,1.6822,-15.097,6.4448,0.96226,0.12735,99.39875,74.349,-2.799725,0.525695,-0.1,-56.2245,-2.876175,0.18211,243.4125,297.1225,5.0571,4.692175
1,21.25,417.67,3.414625,2150.4,-0.16016,-0.11171,1.4985,-15.7095,5.95935,1.000135,0.1269475,99.406,73.866,-2.789575,0.54004,-0.1,-57.00575,-2.6422,0.2861575,241.52,296.1875,5.0282,4.68655
1,21.75,418.09,3.4101,2149.9,0.014547,0.014547,0.4681025,-15.4805,4.2923,1.029325,0.1357675,99.412,73.9125,-2.9474,0.534075,-0.1,-52.99675,-2.3009,0.2800375,242.3825,297.76,5.025,4.672525
1,22.25,416.925,3.393325,2151.65,0.031512,0.0973495,-1.8381,-12.4625,4.9903,0.963645,0.1254575,99.421,73.5185,-3.246275,0.5191675,-0.1,-53.6135,-2.6643,0.29309,247.7725,297.805,5.017375,4.6571
1,22.75,416.635,3.34765,2149.4,-0.1924325,-0.163865,0.2304465,-11.56875,4.128775,0.91838,0.1518375,99.4085,73.0985,-3.134475,0.48432,-0.1,-54.12175,-2.68345,0.263995,248.2175,297.535,5.008475,4.647225
1,23.25,416.93,3.4216,2158.3,-0.019892,-0.06778425,-5.2451,-14.479,4.2295,0.95013,0.155535,99.426,73.46,-3.14205,0.50546,-0.1,-52.1785,-2.5367,0.30026,248.035,297.57,5.02125,4.6602
1,23.75,416.62,3.4029,2158.325,0.071239,0.069964,2.02255,-17.11,2.9801,0.978735,0.1368975,99.443,74.724,-3.27875,0.49849,-0.1,-54.50675,-2.530275,0.3041625,247.6225,298.1525,5.103475,4.679525
2,0.25,417.51,4.3811,2162.225,0.073587,0.28577,-1.22555,-20.10275,4.634525,0.827675,0.11581,99.124,71.79925,-1.960025,0.48593,-0.1,-70.15975,-3.4842,0.27068,243.81,307.4775,3.30355,4.3799
2,0.75,415.6275,4.22485,2156.1,0.049431,0.11035,-0.510185,-19.29925,6.652625,0.7866125,0.1220675,99.133,72.56125,-1.94105,0.51184,-0.1,-69.68225,-3.425225,0.19392,242.38,307.035,3.29675,4.3847
2,1.25,416.93,4.3256,2155.45,0.096586,0.08304925,-0.16568,-21.426,6.17665,0.8596125,0.11382,99.103,71.729,-2.37905,0.43881,-0.1,-67.7235,-3.352,0.1721475,243.1,306.4325,3.28925,4.3973
2,1.75,416.88,4.3217,2152.15,-0.12921,-0.12921,-0.66309,-22.1825,4.784475,0.8753825,0.11428,99.123,71.07725,-2.1858,0.439595,-0.1,-66.761,-3.3297,0.09513925,243.4425,306.04,3.28575,4.3961
2,2.25,416.825,4.3907,2147.825,0.17302,0.18943,-0.28808,-22.15175,7.981975,0.97232,0.12091,99.1,71.56675,-2.537025,0.446545,-0.1,-60.992,-3.18895,0.09666825,245.79,305.98,3.2844,4.3943
2,2.75,417.2525,4.416225,2151.5,-0.085738,0.101921,0.196275,-24.457,9.4441,0.91787,0.11812,99.101,72.97925,-2.3271,0.431955,-0.1,-66.369,-3.2523,0.082405,246.9975,305.645,3.2843,4.3928
2,3.25,417.36,4.4378,2153.4,-0.03296675,0.105401,-1.5517,-21.633,7.74855,0.9305575,0.122585,99.06,72.9035,-3.1217,0.424815,-0.1,-66.238,-3.3443,0.189715,247.935,305.3125,3.2827,4.393
2,3.75,417.5,4.4295,2157.6,0.1613,0.20979,1.4604,-17.524,8.875875,0.901785,0.11911,99.044,72.436,-3.072425,0.3909475,-0.1,-66.55725,-3.409025,0.1896975,247.38,305.0325,3.2787,4.3913
2,4.25,417.605,4.499025,2158.775,-0.0020105,0.1774925,2.05515,-17.9365,5.36585,0.8717225,0.12785,99.03,72.15775,-2.9556,0.379695,-0.1,-64.11925,-3.60485,0.16226,245.64,303.835,3.2729,4.3893
2,4.75,417.5,4.4998,2163.2,0.1029765,0.25565,0.3470375,-16.758,6.7551,0.8889525,0.1290425,99.038,71.993,-3.2289,0.3553025,-0.1,-66.0095,-3.496825,0.1457425,244.1525,303.7725,3.265,4.3862
2,5.25,415.51,4.5183,2159.1,0.090239,0.2211175,-0.286565,-19.983,5.8898,0.7899825,0.1250275,99.055,72.01275,-3.3655,0.34594,-0.1,-64.8335,-3.3799,0.1693325,243.7675,303.395,3.26485,4.3859
2,5.75,415.3025,4.37905,2158.5,0.1080525,0.1885225,-1.8713,-20.816,6.9487,0.90989,0.11726,99.041,72.2155,-3.317,0.33304,-0.1,-60.43975,-3.525225,0.168235,249.7875,303.0975,3.2672,4.3872
2,6.25,416.01,4.2806,2159.325,0.085502,0.085502,-1.69527,-19.396,6.36265,0.8727925,0.12274,99.045,72.0425,-3.5476,0.3247225,-0.1,-55.8865,-3.28155,0.08814425,253.3425,303.3,3.2676,4.3863
2,6.75,416.5975,4.22995,2159.15,0.036104,0.097417,-2.9629,-17.006,6.433975,0.85879,0.13842,99.0725,72.57,-3.627325,0.2891425,-0.1,-58.8355,-3.320475,0.17176,251.77,303.0575,3.266,4.3825
2,7.25,416.98,4.1892,2169.6,0.10651,0.123895,-4.090275,-16.82475,7.602175,0.887725,0.139845,99.05725,71.23775,-3.843625,0.2968125,-0.05,-60.90975,-2.084575,0.2937225,248.7125,302.7475,3.2646,4.3798
2,7.75,416.71,4.3788,2162.35,-0.0030475,-0.073468375,0.959065,-19.92525,5.1453,0.82291,0.12572,99.057,72.82825,-3.752525,0.2880225,2.775,-49.0055,0.632175,0.78791,254.1,302.9625,3.26085,4.3804
2,8.25,416.35,4.4211,2163.625,-0.12975,-0.412635,-3.141375,-19.16225,6.031225,0.9347875,0.152005,99.085,73.249,-3.2744,0.3047975,19.4625,-27.45925,10.944,1.929975,247.7575,303.12,3.25855,4.3844
2,8.75,416.725,4.578025,2165.5,-0.33073,-0.89419,-3.7393,-19.668,5.75775,0.89781,0.1658125,99.09775,71.3235,-2.4706,0.3551025,52.4375,-0.63836,27.015,3.715975,247.7025,304.36,3.2515,4.3894
2,9.25,419.52,4.3764,2163.825,-0.317905,-0.5822925,-2.00425,-17.7325,8.8601,1.018325,0.174695,99.111,69.7665,-1.29475,0.4706775,102.2375,22.84925,51.0915,6.869625,251.325,307.395,3.2473,4.3915
2,9.75,418.57,4.2128,2153.45,-0.5987525,-0.74926,-1.24661,-17.46975,9.143375,1.09335,0.193145,99.04575,68.979,-1.0072,0.5932075,153.0125,39.48275,70.9875,8.26925,248.505,308.9525,3.2572,4.3977
2,10.25,418.23,4.17645,2144.6,-0.64478,-0.86308,0.94755,-11.785,10.596,1.172,0.213065,99.053,67.713,-0.96006,0.7012,168.8875,47.34575,85.8545,9.1369,252.15,309.54,3.2705,4.4073
2,10.75,419.32,4.16725,2145.65,-0.62752,-0.83506,2.664275,-8.7984,14.184,1.288675,0.22326,99.073,65.8655,-0.7905275,0.7738575,230.1375,72.14425,102.365,12.962,252.9875,310.41,3.2882,4.4075
2,11.25,419.0625,4.151025,2142.3,-0.5606575,-1.085325,3.0684,-13.34575,15.918,1.370025,0.231325,99.11075,63.93525,-0.20584,0.8704625,282.5375,95.459,128.075,14.247,259.97,312.99,3.30825,4.39625
2,11.75,418.67,4.1657,2137.7,-0.6413375,-0.905875,1.4843,-12.8775,16.59775,1.3339,0.2382975,99.086,62.79475,-0.11053,0.8702625,290.7,108.92,134.125,15.353,259.99,313.62,3.317125,4.4001
2,12.25,419.325,4.447825,2137.15,-0.655645,-0.7654,2.9419,-9.0872,16.062,1.451925,0.2700675,99.062,61.868,0.10132075,0.87707,301.1,118.99,121.0025,17.709,259.25,314.83,3.333425,4.4025
2,12.75,419.21,4.409875,2156.9,-0.892295,-1.3107,5.335025,-11.893,19.915,1.4216,0.2603825,99.033,62.0805,0.26555,0.93215,350.625,121.61,133.3,19.114,261.04,315.59,3.3338,4.4116
2,13.25,420.4275,4.3444,2154.575,-0.787525,-1.0097,5.06115,-5.707825,20.148,1.4933,0.255385,99.003,61.35825,0.47767,0.977585,377.2375,125.27,140.925,19.727,260.9,316.4,3.346425,4.417875
2,13.75,420.6375,4.4146,2156.85,-1.035325,-1.4374,6.6425,-5.687775,22.68,1.4376,0.24717,99.003,60.9815,0.87835,0.997955,323.4875,119.41,132.615,18.055,256.23,316.36,3.3582,4.42025
2,14.25,420.4025,4.34985,2150.6,-1.0428,-1.317675,7.4474,-7.09515,25.023,1.429975,0.2473975,98.94,59.4865,0.90675,0.991205,299.125,112.09,126.535,17.195,258.33,316.55,3.363,4.419375
2,14.75,420.18,4.2635,2154.15,-0.85929,-1.0923,6.3776,-11.0135,20.5,1.4612,0.25321,98.941,59.3225,0.62191,0.971245,261.25,95.985,107.0075,14.707,259.32,316.02,3.3745,4.417025
2,15.25,419.94,4.4172,2143.725,-0.62967,-0.983555,5.44945,-8.727,14.33875,1.33855,0.23978,98.947,59.82925,0.8319775,0.930405,213.0625,67.789,86.726,11.27825,255.24,316.2275,3.380225,4.41825
2,15.75,419,4.5907,2141.575,-0.89618,-1.142325,4.70995,-11.0615,17.644,1.38345,0.23943,98.96,59.612,0.78407,0.9548725,169.1,60.264,80.895,9.4418,252.87,315.82,3.3834,4.415325
2,16.25,419.445,4.68465,2142.125,-0.6542225,-0.6178,2.8594,-14.486,16.239,1.2667,0.22765,98.97325,58.83625,0.82536,0.8970075,142.3125,33.526,54.045,6.184475,254.51,316.9975,3.391375,4.4142
2,16.75,418.4075,4.430125,2144,-0.5995175,-0.72806,3.23375,-15.6515,17.07,1.157875,0.19593,99.01675,59.6945,0.7541525,0.80608,91.7375,18.62,37.504,4.44585,253.4,315.92,3.38695,4.4099
2,17.25,418.1,4.235625,2142,-0.168275,-0.16535,4.9879,-19.13,17.409,0.9741025,0.1717,99.025,61.02025,0.4672125,0.848795,54.075,3.0479,19.331,2.4249,252.44,315.44,3.380725,4.406775
2,17.75,417.6725,4.1928,2143.525,-0.10014,-0.18854,4.9254,-21.00775,16.668,0.92207,0.1625975,99.025,60.79,0.2588225,0.811985,20.3375,-33.753,6.0575,0.954125,249.93,313.75,3.374125,4.399625
2,18.25,417.2975,4.251925,2142.625,-0.022446,0.01050545,1.91825,-19.8575,12.0695,0.7812725,0.13855,98.974,61.9425,0.049829,0.7782325,2.775,-70.022,0.050921,0.38873,246.11,312.31,3.37115,4.388575
2,18.75,417,4.346025,2144.5,0.000154325,0.098761,1.04579,-23.57125,8.5468,0.72405,0.129925,99.022,63.76975,-0.17786,0.7100375,-0.05,-79.198,-3.64995,0.221695,244.9,312.34,3.369125,4.389525
2,19.25,416.56,4.4761,2142.8,0.0327995,0.19365,0.65486,-21.473,10.097575,0.703795,0.11212,99.0625,65.57525,-0.49662,0.618025,-0.1,-76.136,-4.00125,0.23439,244.95,311.415,3.357925,4.3872
2,19.75,416.9,4.5785,2141.7,-0.05564825,0.1683505,2.6055,-21.118,7.8697,0.7012475,0.12007,99.10425,68.07475,-0.80228,0.5958,-0.1,-77.257,-3.8593,0.215165,245.79,310.99,3.3505,4.384475
2,20.25,416.8425,4.625925,2144.225,-0.11161925,0.042164,0.10277755,-19.1675,8.14815,0.76153,0.09081,99.09525,68.8505,-0.9466575,0.5698325,-0.1,-73.967,-3.8634,0.27297,242.37,310.58,3.328525,4.36615
2,20.75,416.67,4.61285,2148.8,0.01681335,0.1023915,0.99452,-21.261,6.59655,0.7620175,0.0941445,99.0645,69.277,-1.2252,0.4916975,-0.1,-69.268,-3.73805,0.361295,243.57,309.915,3.317475,4.363725
2,21.25,415.23,4.508625,2148.8,0.11554,0.16569,-0.07405875,-21.4865,8.4258,0.7464225,0.10495,99.078,70.71575,-1.339725,0.5256125,-0.1,-72.63,-3.6645,0.318105,245.65,309.095,3.30465,4.36175
2,21.75,413.745,4.426,2146.9,-0.062299,0.27421,-0.3575375,-23.241,5.2598,0.7867,0.09465225,99.08,69.6125,-1.4973,0.5112675,-0.1,-70.823,-3.6314,0.23674,244.36,308.695,3.301425,4.359425
2,22.25,413.165,4.3961,2149.625,-0.0607325,0.07119,1.12053,-22.6055,6.42185,0.768275,0.098728,99.095,69.10725,-1.65135,0.4979625,-0.1,-74.462,-3.751125,0.20157,245.69,307.855,3.29585,4.358225
2,22.75,412.8625,4.556525,2148.15,0.008296225,0.10181525,1.9539,-23.4625,6.93835,0.7250125,0.094244,99.11825,69.29975,-1.635,0.4369025,-0.1,-74.859,-3.508675,0.16064,244.57,307.495,3.294025,4.3579
2,23.25,414.38,4.55315,2151.5,0.1291675,0.154445,1.64835,-21.64675,6.78045,0.7310325,0.1134475,99.1175,70.466,-1.9416,0.4308975,-0.1,-71.27,-3.4879,0.26968,249.16,308.3,3.287375,4.3727
2,23.75,414.105,4.63415,2152.35,0.13636,0.1751875,-2.1419,-19.10825,5.4284,0.803535,0.126015,99.106,69.92125,-2.01325,0.46989,-0.1,-69.913,-3.5271,0.23284,243.57,307.265,3.29285,4.36775
3,0.25,417.7375,5.85345,2140.15,0.218195,0.218195,4.6153,-22.802,20.60075,0.7523875,0.13357,98.9095,63.08325,2.466625,0.6478525,-0.1,-73.08,-3.74115,0.50566,258.61,327.0025,6.44065,6.52975
3,0.75,417.545,5.8697,2132.2,0.2953425,0.2881075,4.1818,-26.518,19.001,0.81904,0.13718,98.871,64.3855,2.4744,0.6261075,-0.1,-74.244,-3.828325,0.5297925,257.39,326.39,6.437125,6.535375
3,1.25,416.895,5.7668,2134.3,0.19492,0.16789,4.1681,-21.04325,15.196,0.813265,0.12382,98.8385,66.98525,2.341075,0.70088,-0.1,-73.37125,-3.65075,0.4844825,258.505,325.575,6.43385,6.541225
3,1.75,416.35,5.746625,2132.175,0.32098,0.380645,3.8409,-18.4885,13.836,0.83479,0.11085,98.89725,66.7,2.0868,0.6613775,-0.1,-73.2715,-3.763075,0.5007,261.145,325.4625,6.429875,6.546175
3,2.25,416.635,5.4262,2135.125,0.183195,0.32301,5.132975,-25.004,13.654,0.7999925,0.13466,98.9155,67.12175,1.968425,0.6372725,-0.1,-73.147,-3.7229,0.486005,257.6,324.74,6.42655,6.55055
3,2.75,417.055,5.529275,2138,0.32478,0.40199,5.9802,-20.928,12.939,0.8638175,0.14233,98.899,68.70075,2.31125,0.7312925,-0.1,-74.942,-3.505375,0.448055,259.815,324.6925,6.424125,6.554975
3,3.25,418.79,5.3857,2142.15,0.347275,0.3558075,5.6028,-24.2265,14.1855,0.870415,0.11811,98.9125,68.057,2.243975,0.70347,-0.1,-71.3825,-3.6756,0.28075,261.21,323.6875,6.4208,6.5599
3,3.75,418.705,5.3866,2142.8,0.160975,0.5152425,3.6336,-17.3095,12.796,0.9263375,0.11933,98.89825,68.24225,1.92095,0.6597475,-0.1,-71.18775,-3.6421,0.3597775,263.84,323.26,6.4227,6.564325
3,4.25,418.355,5.4083,2141.6,0.351115,0.41366,4.00015,-13.429,13.8085,0.862165,0.131475,98.914,69.35,1.972275,0.68263,-0.1,-75.0645,-3.7532,0.3457725,256.055,322.87,6.427475,6.56895
3,4.75,418.965,5.366675,2139.3,0.17761,0.17926,2.0332,-18.208,15.4565,0.9247825,0.12191,98.91025,69.79375,1.902975,0.6848525,-0.1,-71.9235,-3.8159,0.4047375,258.345,322.87,6.43595,6.573725
3,5.25,418.155,5.4066,2137.7,0.14077,0.21734,5.0471,-19.042,13.455,0.9382075,0.120045,98.92825,70.44175,1.9433,0.6169,-0.1,-72.052,-3.7029,0.356645,259.82,322.91,6.446875,6.576
3,5.75,418.19,5.316025,2136.6,0.081914,0.12466,5.7696,-18.741,15.70475,0.9553525,0.1308075,98.94,71.31675,1.81055,0.62557,-0.1,-73.28625,-3.7223,0.52693,260.005,322.4425,6.45195,6.58035
3,6.25,418.4925,5.31885,2135.425,0.324115,0.2479,5.2266,-23.77175,16.945,0.892615,0.1234875,98.95025,71.52675,1.6063,0.619085,-0.1,-71.4355,-3.6117,0.4631725,261.22,321.8625,6.4403,6.585375
3,6.75,418.28,5.2827,2135.85,0.24791,0.138468,2.841275,-21.00575,15.5925,0.9481025,0.14359,98.9535,71.12625,1.77145,0.633465,0.1875,-70.7875,-1.31965,0.5832925,260.145,320.685,6.448475,6.590725
3,7.25,418.39,5.3304,2140.4,0.14609,-0.32283,6.265525,-24.702,17.492,1.05645,0.1467925,98.965,71.552,1.891325,0.688155,9.1,-51.875,2.0169,1.214,255.415,320.5275,6.460875,6.59815
3,7.75,419.55,5.40555,2135.95,0.22874,-0.066717,4.2251,-20.887,20.0245,1.000395,0.154665,98.97475,71.09825,2.59545,0.714745,37.025,-19.199,13.19725,2.16895,254.61,321.005,6.473175,6.60465
3,8.25,419.51,5.6822,2135.675,-0.03306,-0.39191,4.30625,-21.09,22.0795,1.15625,0.16849,99.00225,69.03825,3.047025,0.78846,72.6625,6.24725,31.16025,3.70925,258.15,324.7825,6.5121,6.6102
3,8.75,419.06,5.6812,2138.2,-0.25293,-0.353785,5.086975,-17.711,22.554,1.252175,0.172205,99.01175,67.7115,3.1857,0.86873,115.9625,28.5735,47.812,5.8508,260.525,327.2925,6.513575,6.6172
3,9.25,418.72,5.6989,2141.1,-0.25634,-0.5672275,5.882525,-16.712,31.694,1.35835,0.2113475,99.01175,66.1085,3.46835,1.00337,154.2375,40.6985,62.7275,7.3687,264.315,329.0725,6.514525,6.6174
3,9.75,419.265,5.592975,2129.15,-0.54256,-0.622435,6.050125,-13.099,32.7615,1.4356,0.2270525,98.99775,63.512,4.295875,1.1127,186.025,55.669,70.99125,8.087475,270.065,331.4075,6.513975,6.616375
3,10.25,418.78,5.84785,2131.15,-0.64341,-0.999515,8.6331,-6.75425,35.159,1.482675,0.2535525,98.992,61.2935,4.3414,1.157025,291.75,84.78,112.72,11.856,271.965,334.2325,6.526675,6.615975
