DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,PA_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,RH_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,G_1_3_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,NETRAD_1_1_1
1,0.25,-0.00266731825,15.1733475,74.95628,6.37379,8.8635135,0.5532788,23.3355575,103.0613,523.01005,14.1253625,1.42190525,1.084157,0.6764365,0.866417574999999,12.01125,97.6375,12.8715,12.95575,13.03075,4.13294975,2.795562,4.2213125,-0.148162520000001,3.2683365,365.69605,372.54105,0,-1.9949015
1,0.75,-0.00373199375,12.62878,83.4203,4.95522899999999,8.95461149999999,0.493534899999999,22.762125,103.062175,528.3957,13.81047,1.31793699999999,1.20573525,0.749324599999999,1.04266775,11.8995,97.8175,12.7405,12.8655,12.98125,3.58645625,2.58750475,3.74999625,0,3.2683365,364.77495,372.3692,0,0.3372028
1,1.25,-0.0029971365,32.4972399999998,78.6499525,5.376205,8.54473875,0.761607875,22.84848,103.053625,522.4632,13.4900375,1.90775925,1.29016575,0.838300499999999,0.959849949999997,11.8275,98.015,12.6505,12.775,12.933,3.5350695,2.5048385,3.5561505,-0.210052260000001,2.8066665,364.2232,372.1288,0,-0.825192749999999
1,1.75,-0.0018068,13.43116,78.5390875,6.60187874999999,8.43864725,0.578514949999999,22.76554,103.0505,526.920775,13.4515625,1.9326195,1.2630155,0.713643524999999,0.842868149999998,12.041,98.2,12.542,12.6705,12.8835,3.1639475,2.341936,3.25245975,-0.2213051,3.070003,367.9141,371.7895,0,-1.358655
1,2.25,-0.003433441,25.2066375,77.23809,6.141185,9.51170925,0.7563608,22.466325,103.04365,540.191125,13.4213675,1.861175,1.6376745,0.848458049999999,1.25320025,11.941,98.31,12.4915,12.5615,12.8345,2.8637825,2.1370945,3.05368725,-0.14628704,3,365.62475,371.5842,0,-0.358552570000007
1,2.75,-0.0021554285,24.8025449999999,80.7958875,7.97815499999999,9.39984175,0.700072099999999,22.14111,103.0476,541.15765,13.5479775,1.84187225,1.31385624999999,0.710225074999999,1.0744525,11.931,98.435,12.441,12.5005,12.7845,2.544863,2.0838755,3.015577,-0.225056,2.8733365,366.4443,371.544525,0,-0.83047800000001
1,3.25,-0.0032919675,28.7481275,72.1459,10.345165,8.30675925,0.86925815,22.1523325,103.05375,538.8715,13.25099,1.7232145,1.265706,0.845498049999998,1.0489585,11.964,98.64,12.3635,12.4315,12.7345,2.494292,2.003226,3.0131125,-0.225056,2.8833365,366.24825,372.7435,0,-1.246245
1,3.75,-0.0021904715,34.8545999999999,71.929275,8.06119549999996,7.88783,0.7494931,22.29229,103.034225,535.16225,13.05691,1.39866475,1.2253175,0.754132299999999,0.951848374999999,11.6845,99.2,12.3335,12.3635,12.673,2.430673,1.8806475,2.97541,-0.225056,2.6733365,365.0571,372.557,0,-1.791986
1,4.25,-0.003831384,18.53113,74.07154,3.66611075,7.494002,0.568154075,21.8554825,103.016825,540.4772,13.3495225,1.480778,0.964485375,0.659161075,0.928910349999999,11.533,99.305,12.313,12.2955,12.5915,2.4290415,1.865324,2.937703,-0.300075,2.8,364.96335,370.98835,0,-2.0159345
1,4.75,-0.003068659,18.44555,71.76936,8.47161424999999,7.96390025,0.543860125,22.5141475,103.04055,543.944625,13.43324,1.45051575,1.00638925,0.6833243,0.920743174999999,11.723,99.41,12.302,12.2845,12.5415,2.332793,1.865324,2.87254075,-0.2213051,2.6733365,366.4278,370.512125,0,-1.230998
