DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH
1,12.25,-0.72446275,22.28365,8.37018,-3.934085,1.492035,0.48179225,-2.9225,406.578,1.65476,0.92488275,0.7083275,0.5419445,0.14526475,97.41976,13.029965,264.128,299.7561,-5.826,70.345
1,12.75,-0.88340375,22.12135,12.7497,-3.509345,1.4430175,0.45837225,-4.0985,406.9655,1.70501,0.91080625,0.70500175,0.5386925,0.1337725,95.35951,13.148085,263.8526,299.26605,-5.674,67.31
1,13.25,-0.854066,13.140725,6.85384,-3.161145,1.50765,0.4924295,-2.9265025,406.08825,1.65331,0.92374925,0.78156225,0.5829815,0.141297,95.9063875,11.4113325,260.919875,299.42565,-5.41025,66.485
1,13.75,-0.85090925,23.041075,9.6427125,-2.6965825,1.510845,0.49911525,-2.79844,407.43525,1.792555,0.94243075,0.71850875,0.5575395,0.1345445,89.8269325,8.06931375,262.55835,299.23005,-4.97175,65.6475
1,14.25,-0.816497,12.803195,8.78097,-3.913365,1.5571625,0.5052905,-2.6071,407.241,1.8385675,0.92765875,0.7331135,0.56648425,0.1237225,73.779995,7.3310525,266.54625,298.78845,-5.0405,64.61
1,14.75,-0.690543,7.7356025,6.117145,-2.9053125,1.63872,0.489682,-2.541155,407.05325,1.864205,0.951721,0.702922,0.547916,0.11667275,65.9079,9.3262855,267.27525,298.38105,-4.935,63.535
1,15.25,-0.91850075,8.4670575,5.55777,-1.38163,1.46626,0.442447,-2.4709475,406.829,1.854125,0.88047575,0.68342425,0.52544675,0.07345,50.77857,9.6005435,258.95885,298.9784,-4.599,62.525
1,15.75,-0.954,4.18707,8.5967475,-1.994305,1.13501,0.414738,-2.4715475,407.753,1.814415,0.72019,0.593036,0.441901,0.0614,36.95602,5.504203,259.2426,299.2526,-4.583,63.115
1,16.25,-0.867859,-4.89155,5.8637875,-0.10898,1.163,0.382535,-2.7150775,407.6795,1.790225,0.708483,0.537902,0.426479,0.061025,26.569935,4.36445,256.90455,299.2889,-4.5005,62.97
1,16.75,-0.87537,-12.3232,4.2567575,0.356249,1.0476,0.306035,-2.53707,408.1705,1.7177,0.659094,0.500938,0.37096,0.050725,16.165735,2.6309595,257.62975,298.90405,-4.4515,64.08
1,17.25,-0.697345,-12.559725,2.18266,0.57151375,0.854016,0.248184,-2.53732,406.575,1.6230375,0.555564,0.468027,0.338886,0.046325,5.724052,1.1318585,251.5916,298.5415,-4.6175,66.17
1,17.75,-0.745854,-22.2394,0.3720905,0.2203315,0.83022,0.210689,-2.440095,406.633,1.67531,0.436322,0.37776,0.228206,0.0475,-0.6548561,0.42380335,254.43365,296.41085,-4.733,66.935
1,18.25,-0.584016,-20.1703,0.00755,0.25275375,0.755463,0.195548,-2.3618525,407.34525,1.76276,0.374489,0.372997,0.213083,0.0432,-2.1438475,0.3449625,245.35215,294.51205,-4.6765,68.425
1,18.75,-0.656539,-19.14105,0.5765575,0.3282295,0.83282,0.217418,-2.898775,406.70175,1.7553325,0.502915,0.37041,0.287283,0.05055,-1.990736,0.3053588,250.42995,293.13995,-4.565,70.55
1,19.25,-0.644051,-23.917475,0.48830825,0.6573485,0.877332,0.213166,-2.955535,406.95575,1.7719975,0.41709,0.315473,0.267073,0.0461,-1.8445525,0.3549507,251.2869,291.56135,-4.7825,71.95
1,19.75,-0.76511925,-20.4859,0.908441,0.706851,0.820635,0.20526625,-3.54171,408.72525,1.88305,0.427374,0.32101,0.263694,0.0431,-1.689026,0.3482769,252.44475,290.76595,-5.2305,73.17
1,20.25,-0.74697675,-25.074725,0.64743425,0.497209,0.887407,0.25160125,-3.74569,407.599,1.9313675,0.51883275,0.40899425,0.304483,0.04225,-1.678291,0.31087515,254.2336,289.71755,-5.617,74.18
1,20.75,-0.72596475,-19.86825,0.910329,0.175192,0.882739,0.244615,-4.12152,407.406,1.904515,0.509537,0.381662,0.315601,0.0436,-1.878263,0.32131575,249.04085,289.8777,-5.898,74.21
1,21.25,-0.62239425,-24.262175,1.4075425,0.532915,0.8116525,0.25316225,-4.299455,408.182,1.8008675,0.5068965,0.38002825,0.29642775,0.044525,-1.771956,0.2710934,251.1454,289.15155,-6.195,74.17
1,21.75,-0.664204,-23.4465,0.2611985,0.544565,0.817978,0.234376,-4.58684,408.203,1.6401125,0.433724,0.465609,0.294432,0.03415,-1.7747345,0.2595165,252.3322,288.67855,-6.284,75.41
1,22.25,-0.77241775,-13.345875,0.3532985,0.743447,0.875317,0.223024,-4.93893,407.599,1.66563,0.476828,0.409129,0.301666,0.04445,-2.0254885,0.3043496,246.9316,288.16335,-6.446,75.185
1,22.75,-0.59343275,-22.1695,0.855046,0.695164,0.86534125,0.23007,-5.06011,409.021,1.8036725,0.435617,0.3524845,0.25977075,0.045975,-1.887762,0.24953805,248.09665,288.6712,-6.664,75.29
1,23.25,-0.58383,-20.159875,0.61083825,0.61233,0.856266,0.200646,-5.6952175,409.086,1.57914,0.39776,0.321046,0.227223,0.04525,-2.2810175,0.24664285,249.268,288.09435,-6.7955,74.915
1,23.75,-0.587433,-25.2869,-0.881963,0.514506,0.87422,0.196648,-5.4960125,408.241,1.43043,0.413818,0.331458,0.242788,0.04795,-2.265862,0.2176867,248.0112,285.94005,-7.161,74.765
2,0.25,-0.4471645,-20.01285,0.42997875,0.603464,0.8840085,0.179205,-4.764365,410.419,1.65446,0.4470515,0.3397445,0.274392,0.053725,-2.94136725,0.32327545,244.768275,285.334525,-6.85,76.8775
2,0.75,-0.4075265,-23.21815,-0.6637705,0.293587,0.9457615,0.215102,-5.558855,409.115,1.684675,0.447077,0.3754195,0.2615995,0.0609,-2.74640925,0.316758375,243.95695,283.718125,-7.006,76.8025
2,1.25,-0.40762075,-19.045975,-0.353893,0.4203315,0.9500995,0.17951325,-5.80445,409.5275,1.70635,0.39027775,0.342907,0.22613975,0.06145,-2.80019825,0.324710525,247.015875,282.858625,-7.52525,76.1525
2,1.75,-0.49032875,-17.3346,0.01975,0.42960775,0.85002025,0.19410225,-5.425195,409.608,1.67857,0.417736,0.348413,0.24589875,0.05895,-2.225087,0.319370075,250.37345,283.369625,-7.94075,75.445
2,2.25,-0.5071635,-20.83475,0.22850925,0.100668,0.9427655,0.2213595,-5.58482,410.088,1.60455,0.440182,0.3684905,0.2700815,0.0514,-1.89723475,0.232964425,253.542525,283.6729,-7.55725,76.52
2,2.75,-0.587744,-25.30515,-0.05595,0.193472,1.0057355,0.2004955,-5.59814,409.53,1.46428,0.4092935,0.3249695,0.257452,0.058375,-2.22981225,0.247099325,246.629725,283.0661,-7.73075,78.17
2,3.25,-0.48756975,-19.8624,0.49885375,0.315108,0.95783975,0.17444425,-5.47867,409.89325,1.4420425,0.38321175,0.36079625,0.233655,0.049075,-1.943236,0.236289225,246.3954,282.4462,-7.4115,77.9075
2,3.75,-0.508893,-25.145475,0.627513,0.76732575,1.018935,0.2141115,-4.79051,409.596,1.442255,0.4234065,0.3518435,0.2636585,0.06265,-2.5600895,0.24392145,247.369725,280.37565,-7.56125,79.265
2,4.25,-0.432925,-19.738175,0.363445,0.4473065,0.8784,0.1854145,-4.85318,409.00675,1.3944525,0.3943815,0.374071,0.2384605,0.046125,-1.62234325,0.267804375,254.4881,283.088675,-7.56575,79.2825
2,4.75,-0.4271025,-17.05865,0.905874,0.4747785,0.995861,0.1839495,-5.16292,408.9455,1.39212,0.400445,0.3924985,0.236267,0.04775,-2.17458,0.269574025,244.0175,282.985925,-7.65125,79.9075
2,5.25,-0.491455,-19.35225,0.853252,0.25122475,0.9585465,0.182822,-5.26213,409.35325,1.40806,0.384212,0.35951,0.2458195,0.0486,-2.55474,0.262131925,241.31245,281.652275,-7.55175,80.5
2,5.75,-0.514673,-21.583075,-0.072919,0.328677,0.83292,0.1968985,-5.22434,409.00475,1.47003,0.3728205,0.316841,0.2452325,0.052,-2.30204,0.303145275,242.552,280.147375,-7.86875,80.45
2,6.25,-0.429204,-23.9492,0.20223875,0.338377,0.7990325,0.1882635,-5.5918075,408.7515,1.499425,0.3614905,0.390283,0.2324195,0.0613,-2.075029,0.34577725,245.4462,279.531975,-7.9835,80.21
2,6.75,-0.4607485,-21.2137,0.0421,0.3572485,0.881658,0.212279,-5.44587,409.42475,1.5147825,0.4027275,0.353476,0.239224,0.05565,-1.91031875,0.39642335,245.671225,279.023,-8.2975,80.375
2,7.25,-0.416074,-16.0865,0.2683525,0.346383,0.8730805,0.1747085,-5.3916175,409.1665,1.45611,0.392267,0.359812,0.231438,0.0509,-1.969716,0.391042825,243.045325,278.958475,-8.345,79.8875
2,7.75,-0.39434,-14.19395,0.37440475,0.35086,0.893549,0.2129375,-5.2257525,409.494,1.406925,0.3846735,0.361635,0.2490575,0.05385,0.2309903,0.67583345,245.298575,277.792725,-8.395,79.34
2,8.25,-0.51322525,-6.1307675,1.6022375,0.2587045,0.82955175,0.23323425,-5.12021,409.71525,1.405395,0.4648325,0.40620425,0.28375975,0.0763,8.54620175,2.28881325,243.873075,279.43125,-7.77125,79.75
2,8.75,-0.590584,-2.6972775,1.98713,-0.442669,0.99849325,0.26326825,-4.34488,409.4575,1.35939,0.54838625,0.462499,0.358019,0.09345,24.9382325,7.1822015,247.2515,281.87805,-7.22575,78.825
2,9.25,-0.709196,4.966975,4.99748,-1.126602,1.19059,0.3509665,-3.716915,409.8725,1.33835,0.740824,0.604658,0.428653,0.0954,49.65674,11.0238,249.26785,285.8373,-6.8705,77.7525
2,9.75,-0.7666865,15.9684,7.7725425,-1.08987,1.34514,0.4190295,-3.5040775,409.4605,1.3430725,0.8252015,0.7220005,0.4963305,0.130872,69.16209,15.63257,252.520625,291.617825,-6.656,72.555
2,10.25,-0.9573545,24.72935,7.5875275,-1.840095,1.49236,0.514095,-3.2890725,409.22725,1.3594625,0.9357145,0.761291,0.5823775,0.127992,110.911125,21.81993,255.854225,293.1758,-6.20425,69.97
2,10.75,-0.8194315,40.61025,7.17808,-3.8919175,1.56017,0.5044885,-2.95421,409.6075,1.34423,0.9778925,0.7766915,0.603198,0.1244325,115.2987,26.91954,260.294075,293.79845,-6.2805,68.4075
2,11.25,-0.7933215,43.4617,7.87951,-2.1816575,1.471995,0.490118,-2.6471,409.1905,1.344335,1.045195,0.775261,0.586485,0.140898,136.73565,34.421755,255.667425,295.204125,-5.92075,65.405
2,11.75,-1.073775,43.0645,10.0703625,-3.5514,1.62058,0.5117365,-2.588245,409.32025,1.1799275,0.987473,0.8024195,0.6165665,0.1839005,134.516625,40.4725175,258.6887,297.7293,-5.5705,62.86
2,12.25,-0.940159,56.6332,9.11768,-4.0755425,1.64986,0.5471585,-2.239345,409.1065,1.16508,1.05301,0.8571925,0.6096795,0.16612,167.770775,35.1177075,255.623575,298.305575,-5.30275,61.2125
2,12.75,-1.0725865,55.44915,7.92287,-3.4216275,1.54869,0.520789,-2.049135,409.10475,1.3062,1.01112,0.876804,0.6289465,0.157568,165.11455,35.2811675,258.429,300.415625,-5.08025,57.585
2,13.25,-1.000585,42.18755,6.315,-3.83822,1.777135,0.52995,-1.781895,408.60725,1.37606,0.958194,0.835424,0.6222395,0.15218175,157.069875,36.62845,260.44735,301.5101,-4.99775,57.43
2,13.75,-1.0038735,42.84785,9.61289,-3.96153,1.610575,0.5436095,-2.087425,408.6385,1.333335,1.06241,0.881705,0.6295435,0.1406195,145.6431,34.9056975,258.2802,302.1782,-4.82375,57.0375
2,14.25,-1.11228,37.32915,8.8678375,-3.95179,1.59772,0.523571,-1.575905,408.881,1.3594825,1.046015,0.8664735,0.626253,0.135045,148.94465,31.0256175,255.079325,302.793325,-4.80725,57.0525
2,14.75,-1.08682,36.9755,8.507275,-2.81055,1.48317,0.474068,-1.634625,409.51575,1.39576,0.9783745,0.7538665,0.5674265,0.128765,117.106025,28.2375025,257.1868,303.4887,-4.58925,55.3275
2,15.25,-0.94092675,22.308,7.97066,-2.32919,1.2777475,0.44131375,-1.99335,409.8425,1.3496,0.90822875,0.726657,0.53073525,0.1074635,84.365185,20.71634,255.17105,303.409475,-4.486,55.3225
2,15.75,-0.959961,10.720025,4.866715,-2.63097,1.4407125,0.448039,-2.02584,409.174,1.42783,0.887855,0.74817525,0.541396,0.07685,87.0278975,15.6890175,257.7015,301.754975,-4.61375,56.635
2,16.25,-0.840033,1.977095,4.194095,-1.0125425,1.266935,0.45212475,-1.99566,409.2465,1.3671825,0.8237275,0.73480625,0.528659,0.0767,55.402145,11.98242,251.6343,300.3432,-4.69775,56.245
2,16.75,-0.80136975,-2.63604,2.393485,-0.8681575,1.4156425,0.4171,-2.15696,409.375,1.42772,0.84265725,0.657655,0.48253175,0.06575,38.94719,8.74620925,250.499375,299.573875,-4.662,56.7925
2,17.25,-0.749303,-14.3249,3.83312,-0.211217,1.1802925,0.354602,-2.4017875,409.812,1.58994,0.726239,0.5798025,0.467184,0.069175,27.5315725,5.94479175,251.9229,298.502875,-4.69475,57.4725
2,17.75,-0.556214,-21.2562,2.66901,0.453643,1.01446325,0.311733,-2.871465,410.07,1.38497,0.6718665,0.5403035,0.393865,0.0621,8.41794675,2.43864275,253.189775,296.247075,-4.81025,59.26
2,18.25,-0.53548025,-20.6479,0.202097,0.207688,1.024425,0.2741635,-3.083585,410.891,1.430325,0.541349,0.498405,0.365721,0.06395,0.24582075,0.70369655,250.311025,295.005675,-5.04075,60.99
2,18.75,-0.469116,-21.0771,0.477751,0.220755,1.08586,0.27508225,-3.1031975,410.84675,1.4539625,0.59681975,0.439474,0.350041,0.06175,-2.90772075,0.31834185,246.4153,294.768725,-5.3315,62.03
2,19.25,-0.4362455,-25.2339,1.381015,0.482691,1.000175,0.2748825,-3.123695,409.35675,1.47613,0.5879025,0.428134,0.3373985,0.0543,-3.5055575,0.3270478,249.202375,293.42655,-5.51225,63.8
2,19.75,-0.41631175,-22.7689,0.682729,0.315338,0.83124725,0.25287575,-2.9350325,410.09425,1.47833,0.517581,0.3980205,0.30886975,0.052,-3.10719175,0.399542275,249.5234,291.459175,-5.65425,64.8475
2,20.25,-0.459757,-27.47685,0.357061,0.4996915,0.9339955,0.226012,-3.14681,410.2215,1.47993,0.4725625,0.4064045,0.3046005,0.058,-2.91581325,0.380770575,249.500925,290.911125,-5.689,65.915
2,20.75,-0.34711825,-22.1803,-0.05605,0.19359075,0.95011,0.229798,-3.259865,410.9015,1.500985,0.485717,0.4004005,0.2943505,0.054225,-2.9387315,0.38071215,238.313325,290.537875,-5.698,67.395
2,21.25,-0.3946145,-24.70975,0.271183,0.45408175,0.98753,0.2192175,-3.40018,410.7855,1.5094925,0.484487,0.369184,0.281942,0.05795,-3.13822075,0.39001295,236.159075,289.234175,-5.65275,68.9825
2,21.75,-0.4316515,-22.67645,0.07855,0.44193925,0.869865,0.2172515,-3.50879,410.892,1.5161925,0.4673055,0.3473235,0.2622965,0.05525,-2.71668575,0.411742925,239.85855,288.88745,-5.7685,71.7625
2,22.25,-0.5579165,-28.2321,-0.01378,0.353511,0.7752875,0.225075,-3.623265,410.9015,1.4266,0.414592,0.375653,0.2467335,0.04995,-3.1908705,0.375366225,234.72745,288.720475,-5.9455,72.025
2,22.75,-0.4592515,-22.3226,-0.432344,0.417668,0.8639075,0.18626825,-3.792065,411.00975,1.454855,0.447647,0.3764195,0.25920875,0.04955,-2.70965625,0.30881755,238.5732,288.019925,-6.026,73.8225
2,23.25,-0.5312115,-21.5865,-0.1116875,0.439912,1.05986,0.22728,-3.88742,410.72875,1.51142,0.4663355,0.407868,0.2859485,0.0537,-2.37627625,0.31918215,249.2677,288.013975,-6.04725,73.705
2,23.75,-0.5246935,-26.0086,-0.10150725,0.484689,0.9495685,0.1801055,-4.070805,409.1845,1.55793,0.425554,0.3626895,0.2616165,0.05965,-2.7233435,0.270459475,252.006325,287.741,-6.45825,75.07
3,0.25,-0.381598,-25.690975,-0.2322285,0.520981,0.5834835,0.13807,-0.195923,411.584,2.413265,0.344557,0.276725,0.1722375,0.10788,-3.87838925,0.587087375,226.91825,301.07765,-3.1005,70.4625
3,0.75,-0.4432855,-30.9664,0.084,0.5236285,0.5493955,0.124508,-0.574862,411.181,2.46426,0.34631775,0.305569,0.17285825,0.114146,-3.522282,0.49386325,228.274475,299.94925,-3.3615,70.4925
3,1.25,-0.3896785,-34.49045,-0.17911575,0.692858,0.48591075,0.110025,-0.85489675,411.25725,2.55937,0.301281,0.239817,0.154667,0.1035455,-3.810631,0.531684925,227.30755,298.7124,-3.609,70.32
3,1.75,-0.3579735,-32.939075,-0.5146,0.40100975,0.503787,0.11219625,-0.874279,410.776,2.487365,0.31405575,0.250358,0.14217975,0.095,-3.54811325,0.535952625,224.6621,297.909925,-3.86575,71.465
3,2.25,-0.364196,-19.667375,-0.314418,0.66058,0.49002425,0.1330905,-0.437931,411.40925,2.396245,0.3261005,0.27734225,0.15444075,0.0903,-3.13110525,0.50118405,230.9526,296.6164,-4.125,72.595
3,2.75,-0.4031095,-26.1219,-0.1096925,0.15169925,0.498405,0.1285615,-1.192262,410.289,2.305805,0.2688175,0.2621295,0.150196,0.083425,-3.401059,0.510566475,226.843975,295.3471,-4.3425,70.7675
3,3.25,-0.40294,-25.5699,-0.0606,0.663459,0.591287,0.13069775,-1.14687,410.4215,2.25066,0.319312,0.281037,0.15489325,0.09585,-3.36289575,0.586643025,226.406275,294.1274,-4.60175,72.4425
3,3.75,-0.446239,-30.0625,-0.455112,0.0994195,0.688562,0.137422,-1.49295,410.902,2.291405,0.331124,0.276447,0.1796,0.0956,-3.40029325,0.481746925,225.887425,293.922325,-4.038,72.925
3,4.25,-0.401422,-32.1581,-0.0859,0.7828155,0.579094,0.139786,-1.34121,409.392,2.33799,0.3057275,0.254062,0.172485,0.0937,-3.25096425,0.514852125,226.91615,292.895025,-3.858,73.3125
3,4.75,-0.41901875,-35.62425,-1.1277745,0.080593,0.525817,0.12374425,-1.720875,410.4965,2.42493,0.280882,0.2540215,0.15573425,0.0821,-3.62666675,0.530927725,232.125875,294.50085,-4.14225,73.63
3,5.25,-0.368689,-33.38825,0.130967,0.277768,0.5898045,0.1230255,-1.747815,411.81425,2.170845,0.329466,0.2595675,0.1680815,0.0778,-3.25191125,0.469890125,232.904025,293.3305,-4.2955,73.165
3,5.75,-0.4427975,-33.44185,-0.14973725,0.022185,0.5926795,0.125568,-1.96543,413.298,2.3460075,0.316608,0.249823,0.178474,0.10028975,-3.148433,0.42196655,236.449375,291.8441,-4.3145,71.3475
3,6.25,-0.505068,-33.44395,0.320767,0.40868675,0.553987,0.126894,-1.893845,412.512,2.15242,0.323498,0.256118,0.1737645,0.0838,-2.89318475,0.423702925,234.758675,292.1211,-4.318,72.8875
3,6.75,-0.522071,-24.06645,-0.090244,0.185154,0.587408,0.1604455,-1.758855,414.434,2.15926,0.3557165,0.335599,0.1936435,0.08,-1.51713875,0.509781725,234.348075,293.90915,-4.1745,73.8375
3,7.25,-0.4079725,-24.7662,0.732527,0.3650655,0.731763,0.183645,-1.1997615,414.181,2.16828,0.443141,0.3585375,0.248265,0.0814,3.0136565,1.11487875,231.397,295.6655,-4.079,74.625
3,7.75,-0.5606195,-10.62415,3.14325,-0.323111,1.014165,0.272483,-0.7307815,413.296,2.36668,0.5415035,0.4019645,0.3275115,0.101581,21.3818925,2.60247525,238.670325,298.5799,-3.7305,73.695
3,8.25,-0.55653275,1.97581,2.466695,-1.7339925,1.0812875,0.34200825,-0.346909,413.5795,2.380535,0.637762,0.511994,0.392709,0.1095275,44.36665,4.488258,239.102275,303.29755,-3.07525,71.4275
3,8.75,-0.74794225,17.39155,8.89795,-1.3151,1.2486225,0.3857705,0.612884,413.002,2.3902925,0.7691895,0.56537975,0.46984375,0.122496,76.1799275,7.13934375,247.154525,306.609625,-2.48025,68.5625
3,9.25,-0.928626,32.53875,10.99315,-2.47086,1.360105,0.4557345,1.61822,412.9595,2.378025,0.889087,0.7490105,0.5337045,0.1326095,103.43957,10.32513,246.343475,313.299525,-1.28,65.41
3,9.75,-0.925591,47.39315,11.605025,-3.15931,1.59112,0.518858,2.450315,412.3905,2.32573,0.9939155,0.8085115,0.5999085,0.1614555,138.49105,10.81726,241.955,317.539625,-0.497,62.36
3,10.25,-1.03544,60.97315,18.037675,-3.275685,1.6263075,0.53488525,3.2705875,411.86725,2.3756175,1.0341675,0.88453425,0.640984,0.21364375,161.404225,13.9415075,251.80345,321.263825,-0.109,59.455
3,10.75,-1.121835,63.847975,12.2512,-3.9820275,1.7927025,0.53827725,3.8186925,411.93125,2.38199,1.05277,0.86218425,0.64783425,0.21827925,193.613325,14.6616,252.59805,325.0404,0.43325,54.04
3,11.25,-1.1053575,68.981625,22.1732,-5.2228975,1.66115,0.59708625,4.1058575,412.114,2.35733,1.070115,0.97113725,0.69532225,0.236478,196.910625,15.8918125,255.888275,326.95315,0.62025,53.27
3,11.75,-1.2599225,75.41125,16.3783,-5.88837,1.742035,0.6042105,4.46667,411.64625,2.25623,1.1633525,0.96000025,0.68851675,0.2414545,249.6514,21.45761,255.32335,329.030575,0.8625,51.2725
3,12.25,-1.1821725,70.51365,15.623,-4.994955,1.8003275,0.54868925,4.339845,411.349,2.33464,1.088965,0.923973,0.65749725,0.228961,266.7985,24.6217775,260.24185,329.399725,1.2425,50.94
3,12.75,-1.22385,80.129475,17.909825,-5.0864525,1.6291475,0.6106865,4.5051575,411.2345,2.30586,1.132535,0.96700425,0.75049675,0.247733,231.99535,19.93045,263.294775,330.213575,1.22525,50.4925
3,13.25,-1.2985225,92.269575,20.965,-4.66016,1.6808125,0.5452105,4.681655,411.13825,2.3312,1.0779775,0.9277465,0.65483275,0.2467545,241.03805,19.477165,261.1344,331.283175,1.47775,50.015
3,13.75,-1.3077175,61.313575,19.371475,-5.25636,1.5328425,0.54845975,4.925,411.45975,2.3425425,1.0545475,0.88540025,0.653877,0.16887875,252.193875,20.4942325,259.169825,330.467075,1.60325,49.42
3,14.25,-1.14326,38.148075,15.8703,-4.66518,1.7272725,0.5529945,5.07038,411.0555,2.42037,1.1197125,0.896229,0.6540745,0.19203175,188.319,14.0456225,256.347025,331.050975,1.6975,47.425
