DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,-7.3225,381.7556547,0.547227875,-9.952355,2.98240415,0.017292475,-50.5702,6.7519425,0.073839675,0.318816,0.0379244,0.044415,0.1652964,0.1763264,-0.2376425,0,44.515375,98.6,3.7825,4.71265,5.957775,7.551125,8.8336,-25.32925,-73.2255,0,0,0,0,0,230.782,309.0565,0
1,0.75,-11.45,376.91721875,0.54252835,-15.04795,3.698028,0.0181685,-48.888775,6.5856,0.0806802,0.28505275,0.046495775,0.047064175,0.17001175,0.173757475,-0.53525,0,44.98325,98.5965,3.6705775,4.55778,5.8641425,7.5090675,8.842715,-25.329035,-71.3957,0,0,0,0,0,230.662,307.824,0
1,1.25,-5.935225,384.13505065,0.5212086,-18.822075,3.6329185,0.016806775,-47.39285,6.04495,0.08143,0.29454375,0.047719125,0.0489715,0.18416365,0.1864785,-0.7803,0,44.80295,98.5938,3.49763,4.43948,5.77844,7.4217125,8.8468225,-25.861685,-71.6264,0,0,0,0,0,229.8165,307.7905,0
1,1.75,-7.6703625,378.7697144,0.5447312,-10.493,3.43486645,0.0184848,-46.146,6.129125,0.08016125,0.288935,0.042041,0.044608,0.181196,0.1740365,-0.83593375,0,44.628475,98.5962,3.417155,4.392205,5.7272775,7.34197,8.83058,-25.921125,-72.147275,0,0,0,0,0,230.716,308.0475,0
1,2.25,-5.62826,381.330428475,0.53016725,-31.4502,2.77211295,0.01934525,-52.78615,6.3994,0.0756712,0.30801775,0.040741875,0.04732395,0.176071375,0.1826724,-1.07812,0,44.87655,98.5992,3.256355,4.2265225,5.6990025,7.28265,8.807645,-26.081875,-72.12615,0,0,0,0,0,230.3575,309.5505,0
1,2.75,-7.07553,382.202473775,0.52054275,-9.54737,2.30247105,0.0184581,-55.15395,5.2475425,0.0686712,0.318139,0.0475578,0.0491418,0.1765966,0.1791218,-1.05849,0,44.4156,98.59475,3.0312,4.1071,5.6359,7.25236,8.80286,-25.829175,-70.828625,0,0,0,0,0,230.01725,308.62,0
1,3.25,-4.50366,379.62078595,0.482258,-8.290295,2.7368787,0.02093725,-49.6704,5.3005625,0.07590775,0.29884875,0.040433125,0.047275,0.157820625,0.171836125,-1.0670175,0,43.5945,98.592125,2.899005,4.00005,5.5723,7.19188,8.7817975,-25.694195,-70.8233,0,0,0,0,0,230.64625,308.26425,0
1,3.75,-4.97725,376.006334725,0.4903791,-10.8307,2.987304825,0.01704585,-50.27105,5.29668,0.07538325,0.217116,0.04518,0.0445125,0.1771331,0.1845504,-1.1482,0,43.5578,98.56025,3.01222,3.97292,5.52814,7.14262,8.7799,-25.79075,-70.7609,0,0,0,0,0,228.737,307.7115,0
1,4.25,-9.29417,382.1884101,0.5161176,-6.33136,3.106524875,0.0172794,-53.1719,5.2078525,0.0869329,0.28250275,0.049204875,0.0515133,0.180077075,0.18457325,-1.195155,0,42.9244,98.5495,2.9034,3.92106,5.4899,7.09242,8.77666,-25.6546,-73.8745,0,0,0,0,0,228.308,308.23,0
1,4.75,-7.76726,378.59926015,0.4985478,-20.63325,1.71799225,0.018457225,-50.71565,4.99332,0.078471775,0.27938675,0.05123415,0.0485462,0.17450335,0.182421625,-1.075645,0,42.76645,98.577,2.6945,3.8258,5.4346,7.04354,8.77642,-25.621,-71.437,0,0,0,0,0,227.72675,307.044,0
1,5.25,-5.2059875,374.1673914,0.480661875,-9.480735,2.1352711,0.0186109,-47.27385,5.021065,0.07825235,0.242297,0.04764,0.05225015,0.18444445,0.18600445,-1.225845,0,43.64965,98.59875,2.5684,3.705595,5.376735,6.98419,8.7658,-25.438,-71.4793,0,0,0,0,0,227.79275,305.7175,0
1,5.75,-3.766575,369.939784,0.501603925,-12.8196,2.8112116,0.016711275,-44.962075,4.9613125,0.0806526,0.2956355,0.0410541,0.0467485,0.16456465,0.18400165,-1.29175,0,44.1382,98.577625,2.447875,3.629715,5.3167525,6.9313925,8.7325675,-26.0456,-69.65965,0,0,0,0,0,226.53975,306.5265,0
1,6.25,-5.18725,376.478456675,0.501766,-8.71988,2.7077869,0.018793,-48.1555,4.9043725,0.087600075,0.2133,0.046495625,0.047509775,0.177583475,0.1840086,-1.27326,0,45.35265,98.555125,2.35026,3.50868,5.20334,6.88588,8.7295,-25.60421,-70.663325,-1.128952625,-2.50974,0,-1.128952625,0,230.45425,305.3355,0
1,6.75,-5.5562975,378.14089685,0.50597475,-7.554305,3.4278402,0.017280125,-45.63525,4.832755,0.0756218,0.28435,0.0425742,0.0440472,0.166493,0.1743274,-1.28085,0,48.51825,98.5508,2.366835,3.433265,5.0731,6.837225,8.70714,-25.94577,-70.65775,-1.128924,-2.5097145,0.002008,-1.128924,0.1357925,225.542,304.93725,0.331
1,7.25,-6.079655,379.73554995,0.50338725,-7.95101,3.49042455,0.017910375,-53.499,4.69954,0.0888432,0.29895425,0.047236425,0.0444735,0.168684775,0.18831165,-1.3555425,0,46.838,98.58425,2.3794775,3.3774175,4.97058,6.823655,8.7096075,-26.140675,-73.4968,0.11879,0.54872,0.040271,0.16461,0.1882875,226.506,306.62425,0.7521
1,7.75,-7.3163875,377.36654045,0.47986425,-13.813975,2.49639405,0.032296025,-48.4003,4.595025,0.0880168,0.2059535,0.04447575,0.0506225,0.1907569,0.18631715,-1.144025,0,44.48075,98.6,2.4091,3.35202,4.947145,6.82595,8.75092,-24.66992,-61.2803,2.568215,6.8091,0.3887495,3.0229575,0.7777625,227.7175,309.19875,7.2578
