DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_2_1_1,SC_1_1_1,RH_1_1_1
1,5.25,375.2408375,375.04248,375.179695,375.0368,375.27727,375.759925,375.90307,0.2119238325,0.2188026075,0.22230858,0.22673595,0.2171143625,0.24535628,-0.65886564,-5.6370203,-51.68503725,-4.6949649,0.812379565,0,0,0,0.127351025,92.98841125,-27.32477,-27.7913355,-27.549664,-26.968336,-27.297006,-26.612803,-26.557197,-26.6886,-26.715433,-26.1951,-2.0633167,0,-1.099693,-0.43443431,0.40267067,1.642593,2.7518661,-76.20902,-31.10710525,0,0,0,0,0,0,0,148.2834575,204.0651225,-24.900633,-26.441003,-0.71226454,-1.9128148,-0.6501648,0.00309634174,0.87666848,1.3261496,1.5864504,-7.947504275,-0.49465163,67.26
1,5.75,375.0705625,374.82234,374.8273525,374.70115,375.21494,375.875285,376.2234925,0.2072984675,0.2148996,0.219024725,0.22599789,0.2199406375,0.24237472,-0.4482207,-5.6373391,-54.761033,-3.76035685,0.87376885,0,0,0,0.1274368925,92.985785,-27.52932875,-27.9771155,-27.714333,-26.998,-27.38933,-26.8704,-26.76653,-26.8286,-26.990003,-26.66447,-2.2413936,0,-1.245433,-0.521889,0.135411303,1.4702567,2.7482003,-72.8470825,-31.52644525,0,0,0,0,0,0,0,145.9836075,203.412185,-25.131003,-26.369003,-0.57991134,-1.936779,-0.66019408,0.0046271038,0.8765395,1.3257626,1.58464,-7.996024975,-0.467634095,66.7075
1,6.25,375.199325,374.93495,374.9794675,374.69503,375.25802,375.8472225,375.8774225,0.19949452,0.2128064125,0.2161853025,0.22595799,0.21395749,0.238545725,-1.00581676,-5.756646925,-67.00751,-5.04628725,0.89723899,0,0,0,0.1206886175,92.9925475,-27.658489,-28.1447155,-27.81441975,-27.1258945,-27.729905,-27.01544425,-26.86295025,-26.99497,-27.0476555,-26.669175,-2.07079055,0,-1.158290475,-0.4277859475,0.2952900475,1.6014512,2.771767,-75.212787,-30.532905,0,0,0,0,0,0,0,145.586,202.85035,-25.325205,-26.5638445,-0.79826956,-1.9273152,-0.66882692,0.0043719774,0.8774408,1.3278266,1.5878728,-8.0411255,-0.51629373,68.985
1,6.75,375.105525,374.88559,374.87955,374.70416,375.18593,375.698775,375.8929125,0.19744174,0.212128575,0.2177544375,0.2263735975,0.209456415,0.240963125,-0.6800071,-5.67840635,-57.8537665,-5.4703616,0.864829275,0,0,0,0.1101957,93.00223375,-27.928752,-28.250371,-28.053,-27.405,-27.9506665,-26.9555135,-26.8138335,-27.175,-27.40185,-26.7315835,-2.27061165,0,-1.17015335,-0.51775753,0.2063232,1.49912165,2.69900415,-74.119362,-30.491133,0,0,0,0,0,0,0,144.4944,202.975025,-25.534247,-26.8816665,-0.50953294,-1.9217608,-0.67098508,0.0033514708,0.8765395,1.3251176,1.5861914,-8.085802075,-0.36992719,70.65
1,7.25,374.99404,374.8697,374.94704,375.12967,375.31055,375.54957,375.92144,0.19499376,0.2040463875,0.209935025,0.2206025675,0.20788998,0.233539175,-0.987271145,-5.7151153,-56.950103,-8.068122025,0.9856621475,0,0,0,0.136237575,92.9354865,-28.110256,-28.529,-28.26868,-27.639003,-28.1064335,-27.1951665,-27.106903,-27.273997,-27.420003,-27.261003,-2.101622,0,-1.0054955,-0.30898503,0.379277365,1.68961635,2.7953453,-71.4705865,-30.781283,0,0,0,0,0,0,0,147.432075,202.63125,-25.667153,-26.90172,-1.155372,-1.9353826,-0.67035032,0.0071783682,0.87833862,1.3283426,1.5860628,-8.1295666,-0.32544752,70.075
1,7.75,375.28592,375.13074,375.25515,375.38405,375.66271,375.693045,375.9699775,0.19058653,0.20350956,0.2052406,0.215156,0.2032197375,0.22890433,-0.821285175,-5.7088875,-61.850864,-4.7219063,0.88150125,0,0,0,0.13050105,92.9331905,-28.32802625,-28.73849775,-28.40041925,-27.8250805,-28.203925,-27.31002,-27.06333,-27.34200025,-27.40584975,-27.027275,-2.280701975,0,-1.17309625,-0.546396355,0.1997086975,1.4588555,2.625608,-62.17888875,-29.164125,0,0,0,0,0,0.91092812,0.33785725,152.176925,202.150325,-25.7118305,-26.83044975,-0.858790125,-1.9192382,-0.6693347,0.00118288974,0.87358706,1.3276976,1.5848994,-8.169115425,-0.3303486225,68.895
1,8.25,375.75711,375.68402,375.6999425,375.96466,376.10409,376.2681825,376.334985,0.1917617225,0.19899379,0.20401115,0.2144412825,0.20615846,0.22943943,-0.76207779,-5.75094685,-47.071054,-4.66448225,0.735515825,0,0,0,0.116352185,92.90991375,-28.297565,-28.69558425,-28.44397175,-27.80117,-28.04917,-27.37457175,-27.0483135,-27.22202325,-27.283525,-26.89942,-2.181792175,0,-1.111817175,-0.3644814675,0.3917672675,1.499392325,2.672838325,-38.345232,-24.9228745,9.8225336,5.8077931,2.834994525,1.65223245,1.562199725,4.8336904,1.351931,152.67923,204.261815,-25.84537175,-26.93390325,-1.1924127,-1.9004526,-0.65803586,0.0043719706,0.87551372,1.3225382,1.583346,-8.20963885,-0.31064195,67.12
1,8.75,375.8195075,375.68558,375.751605,375.85199,376.00394,376.2173,376.50094,0.19827765,0.20649673,0.209014,0.2181061525,0.2124192,0.2381825,-0.882041565,-5.6678655,-27.5904975,-4.650856475,0.7693930925,0,0,0,0.1450279475,92.962083,-27.69897,-28.51917275,-27.78368,-27.41682525,-27.8037195,-27.00124975,-26.8749195,-27.02568,-27.14490025,-26.31753025,-2.401242475,0,-1.49018945,-0.67943139,0.049372921,1.266562275,2.523632825,0.819702925,-22.86463475,28.478105,13.67108025,7.318874375,4.420698475,3.77403565,13.1463625,3.38483425,151.62238,205.10863,-25.84411975,-26.62247475,-1.15651375,-1.8849378,-0.6466101,0.00182070646,0.87872556,1.3243436,1.5854164,-8.24309685,-0.720193925,67.8
1,9.25,376.21308,376.10424,376.122575,376.2089,376.36552,376.50347,376.74174,0.2056465,0.2228879,0.229995175,0.23692963,0.2239524875,0.255205775,-0.6193819,-5.716338,-11.1017495,-4.2913886,0.77670232,0,0,0,0.166540675,92.96904,-27.03917,-27.58257,-27.3607865,-26.7868835,-27.0339965,-25.9806635,-25.7067635,-25.78572,-25.86608,-25.2293365,-2.1721253,0,-1.14893335,-0.518877165,0.308411165,1.54359335,2.7845503,13.0416725,-24.9657515,44.47333,23.8485425,12.7217015,8.75974625,7.68571275,21.643925,5.9201245,148.72275,208.57857,-25.041303,-25.735997,-1.12402625,-1.8677952,-0.63035928,-0.0014959382,0.87641482,1.3266652,1.5814084,-8.270102975,-0.38475639,69.775
1,9.75,376.15357,376.115265,376.16831,376.116655,376.2096975,376.268935,376.42546,0.2111993925,0.24846477,0.24826121,0.25090554,0.2414171625,0.2768779875,-1.20423475,-5.714115,-2.48239595,-4.305981725,0.7330194375,0,0,0,0.16934641,92.959968,-26.6767785,-26.988932,-26.36,-25.762303,-25.9572,-24.9709665,-24.72667,-24.70498,-24.89,-24.1268365,-2.33177865,0,-1.5365822,-0.912848135,-0.162463865,1.1561147,2.46229195,17.683777,-27.89708,67.79341,28.9967225,17.233295,11.2606105,9.59132415,30.420882,7.9180152,152.99066,211.80144,-23.8034165,-25.0105,-1.3048025,-1.8450776,-0.61955936,0.001820708,0.8767983,1.3233116,1.5837336,-8.28872305,-0.63751711,70.7726325
1,10.25,375.74878,375.6420925,375.719405,375.79424,375.842685,376.05715,376.228675,0.221251,0.2464458,0.24907725,0.260401625,0.25238299,0.292773315,-0.92198576,-5.875,0.80717541,-3.983864125,0.64306682,0,0,0,0.21096754,92.9700075,-25.623793,-26.3225,-25.48067,-25.57367,-25.26833,-24.204,-23.6120115,-23.47403325,-23.78965325,-22.75691675,-2.1906345,0,-1.1821775,-0.6587998,0.1702040325,1.468465825,2.712281975,22.140526,-36.60826825,77.374755,40.254618,20.90331,15.22269,11.92767,36.739633,9.76138945,152.59779,215.95239,-23.16074175,-24.02233,-1.0822002,-1.7459041,-0.60863359,0.00226717851500001,0.8780049475,1.324956325,1.581229875,-8.2703095,-0.9794712,69.9925
1,10.75,375.5530875,375.42116,375.4539625,375.524605,375.54852,375.7306975,376.1214475,0.23052279,0.26058193,0.26721018,0.2796239575,0.2734823,0.3231778,-1.145282175,-5.8739725,4.6517229,-2.994034,0.80978504,0,0,0,0.19352344,92.988272,-24.92293525,-25.374895,-24.9968695,-24.61932025,-24.635225,-23.03025025,-22.701595,-22.55775025,-22.868345,-21.68755,-2.1841645,0,-1.434529975,-0.7179479,0.0456990807500001,1.33641195,2.638365525,25.06267325,-46.7935,90.0861935,42.793528,28.1504855,17.33690275,13.95692625,41.17678275,10.9706435,153.20609,218.6089275,-21.86108,-22.97115025,-1.528461575,-1.664208,-0.59376828,-0.000347879799999996,0.87641258,1.3227956,1.582441,-8.182324,-0.640566485,66.9
1,11.25,375.3385,375.315145,375.35955,375.3259775,375.4221425,375.691735,375.80952,0.2308975325,0.27329981,0.2776495475,0.288404835,0.2715121625,0.3150350475,-1.0379844,-5.87518,8.9191201,-3.353568625,0.77856452,0,0,0,0.234603525,92.983417,-24.3093935,-24.54196125,-24.334997,-23.641097,-23.724,-22.3945,-22.355064,-22.196,-22.453703,-21.402,-2.0581733,0,-1.30565,-0.56579457,0.104099,1.3672097,2.577503,30.743436,-52.87283,107.0785175,46.51707875,28.563212,18.073231,13.664056,49.72185325,12.96169225,155.5856,221.76254,-20.5713,-22.360467,-1.21989685,-1.6148202,-0.57495974,0.000162375000000001,0.87718424,1.3233116,1.5807618,-8.033211825,-0.861518835,63.7325
1,11.75,375.436,375.19969,375.2683375,375.2295075,375.27915,375.43974,375.573965,0.23491214,0.2790407,0.2841118,0.2876765825,0.2813249175,0.33253607,-1.153784,-5.875,8.5424515,-2.8257794,0.7514225475,0,0,0,0.22073946,93.0459325,-23.34793,-23.83642,-23.52083,-22.81208625,-22.8212475,-21.88062,-21.84867,-21.7642805,-21.881469,-20.686219,-2.02129505,0,-1.35080055,-0.69236659,0.01967365505,1.32997,2.520685,32.1790315,-53.002335,111.15975,49.3730705,30.3273325,19.0238775,13.94004375,50.89023,13.23344,155.4341275,224.3960975,-18.9965,-21.474619,-1.407036,-1.5957414,-0.55805336,0.000545067400000003,0.8803955,1.3218926,1.581537,-7.894334625,-0.817787925,59.205
1,12.25,375.26998,374.8998275,374.96622,375.1025675,375.112755,375.252375,375.6956875,0.24007493,0.2862042125,0.281718915,0.29994926,0.295164225,0.3413895875,-1.107815675,-5.87511725,8.0014348,-4.24719235,0.6459709,0,0,0,0.21886443,92.9097645,-22.67714,-23.052,-22.5175025,-21.908505,-22.008085,-20.69467,-21.20617,-20.7491675,-21.108835,-20.1079175,-1.7672915,0,-1.190517,-0.486310825,0.35775165,1.55176975,2.7272085,34.406893,-53.76911825,109.6869175,60.623576,30.23611,21.0572885,14.738625,53.45562,13.2041575,156.039525,225.866385,-17.6459975,-20.7757525,-1.18677835,-1.56122195,-0.5356958575,-0.000188417774999995,0.877824325,1.322860075,1.578658175,-7.73356955,-0.55209139,56.935
1,12.75,375.6093,374.779795,374.77069,374.844035,374.9642675,375.2265475,375.40859,0.24100086,0.2961489925,0.2945696,0.30330027,0.30604663,0.35828288,-1.126094875,-5.8657405,8.7189124,-5.4086726,0.7520314025,0,0,0,0.23179825,92.92143375,-22.1107525,-22.25743,-22.01950075,-21.46357575,-21.30615575,-20.205025,-20.41025075,-20.25424425,-20.2191685,-19.54658775,-1.8363299,0,-1.256552425,-0.64286405,0.0942594117500001,1.390027675,2.68356815,33.47111275,-50.457555,114.95325,48.8139365,31.0465555,19.964826,15.0383405,48.132906,12.840928,155.77176,228.3833,-16.62066925,-19.98005075,-1.19491015,-1.5421556,-0.52042684,0.000800195760000002,0.87872456,1.3215062,1.5811496,-7.62766035,-0.530162665,53.26
1,13.25,375.73147,375.13505,375.11608,375.10289,375.04663,375.36166,375.566805,0.2449339925,0.291373,0.29776634,0.3112651,0.30752321,0.350724265,-1.080782565,-5.74775825,7.8196593,-5.14298265,0.730095555,0,0,0,0.203304695,92.9274775,-21.72493,-21.84666,-21.32667,-20.775835,-20.74592,-19.69417,-19.785,-19.5111675,-19.656585,-18.91233,-1.602767,0,-1.053275,-0.44392505,0.330172525,1.53645525,2.716492,30.31659975,-49.160015,103.6422075,51.1595855,29.3789725,18.989825,16.06683,48.4310225,12.24625,155.37679,230.565765,-15.66158,-19.4174175,-1.16267645,-1.4639546,-0.52157084,-0.000858132799999997,0.88052348,1.3226672,1.5802432,-7.5103652,-0.56752702,51.3975
1,13.75,375.80721,375.71074,375.71684,375.76573,375.72399,375.77285,375.66127,0.248063285,0.2958780325,0.2963220875,0.31096519,0.30887093,0.354337625,-0.97098905,-5.847148125,6.7372809,-5.2522224,0.889556725,0,0,0,0.255698575,92.8908035,-21.42213675,-21.3318335,-20.94575075,-20.49291925,-20.54616925,-19.53688,-19.42775,-19.287975,-19.186495,-18.76405,-1.95460675,0,-1.51294065,-0.724688565,0.0695925,1.2377361,2.508655075,26.508564,-54.0228205,83.7090435,51.046205,29.12900025,18.47260075,13.375636,39.88186375,11.176094,154.9361625,231.9617875,-15.7170815,-19.45015075,-1.075266875,-1.4040372,-0.5153436,0.00105532408,0.8784672,1.3216352,1.5845106,-7.37666335,-0.68070243,50.57
1,14.25,375.7687125,375.69758,375.6743,375.71914,375.73999,375.8846,375.860785,0.2530581625,0.2952772,0.297660215,0.310023425,0.3064402875,0.348028275,-1.239514,-5.8503406,6.394481525,-4.1356899,0.911196675,0,0,0,0.24481845,92.842265,-21.141858,-21.2688365,-20.838136,-20.381998,-20.4054,-19.557736,-19.176934,-19.0224,-19.057464,-18.56467,-1.9158624,0,-1.3388064,-0.64981732,0.10548202,1.351604,2.6917934,17.536355,-36.4596185,69.50547,37.8626315,24.424652,13.524988,10.20285,33.90964925,8.532858,154.9721,232.760905,-15.472664,-19.027332,-1.357869,-1.38567075,-0.513090775,-0.00162351225,0.877184975,1.321812625,1.581407375,-7.25286865,-0.728561885,48.9
1,14.75,375.66112,375.6348675,375.75463,375.8204125,375.9722475,376.04983,376.05104,0.2525063375,0.28885992,0.29909144,0.3044471875,0.29627297,0.34463215,-1.025208,-5.771810675,1.7396699,-3.2231132,0.945753815,0,0,0,0.2609404875,92.85817075,-21.34233,-21.23085,-20.850495,-20.44194225,-20.54923,-19.7655645,-19.227125,-19.17194225,-19.19003,-18.37524725,-2.096781725,0,-1.54862525,-0.7240634325,-0.0315798354999999,1.259225975,2.49776605,12.992141,-27.9676485,52.90866075,29.90515275,16.8734225,10.124996,8.09095165,26.255681,7.0651246,153.3238,230.9536,-15.89010275,-19.1055145,-1.818866,-1.35661975,-0.49736657,-0.0021018807,0.875512875,1.3159274,1.5794656,-7.14120865,-1.58390165,48.85
1,15.25,375.891475,375.484885,375.53134,375.54978,375.534255,375.639665,376.11598,0.2558092375,0.2809972025,0.29164302,0.3001393075,0.294186235,0.333503395,-0.727647075,-5.746816,-0.32381464,-4.0963271,0.8455351375,0,0,0,0.22860061,92.8638655,-21.225463,-21.19235,-20.814736,-20.393467,-20.57023,-20.06293,-19.333403,-19.341567,-19.352894,-18.93347,-1.8939097,0,-1.339357,-0.55303872,0.24152967,1.469276,2.6565436,-3.830658075,-22.0237315,36.955665,19.370017,11.764869,7.1054289,5.4438914,18.032579,5.1023606,152.4717,230.46688,-16.278664,-19.345667,-1.1168181,-1.31948475,-0.4862734225,-0.000395711699999999,0.8767172475,1.319168225,1.579548675,-7.0583248,-1.62602845,48.31
1,15.75,375.8737425,375.648725,375.7141775,375.7521075,375.96185,376.19632,376.563705,0.25333962,0.27759693,0.296865365,0.29560623,0.28678093,0.325830665,-0.65449699,-5.781741375,-13.112288,-4.2277047,0.81271831,0,0,0,0.1995879,92.974894,-21.21872925,-21.375501,-21.086994,-20.70893,-20.829936,-20.264233,-19.702433,-19.653567,-19.730297,-19.644533,-1.6513567,0,-1.2317767,-0.57748597,0.167416,1.2536617,2.499997,-46.9866725,-28.59817,18.47138,10.775682,5.7929954,3.5098057,2.8235552,8.762570475,2.3817262,151.65996,228.40756,-16.783864,-19.62267,-1.02280349,-1.30666235,-0.47697508,-0.00106542595,0.8780348425,1.3181201,1.577139975,-6.9976695,-1.4701357,49.22
1,16.25,375.90587,375.760105,375.8535375,375.9535625,375.804535,376.1190475,376.92434,0.2516423,0.2684127,0.2835168,0.28731234,0.27780654,0.312689225,-0.944577715,-5.831009,-22.8609,-4.6164792,0.64476608,0,0,0,0.160356615,92.9816895,-21.748,-21.835319,-21.366836,-21.16707,-21.10447,-20.570864,-20.081664,-20.182267,-20.282797,-20.260003,-1.7734417,0,-1.1195313,-0.40560472,0.2610073,1.509883,2.7096264,-76.3341605,-31.4943,5.57229235,3.9429839,2.3199738,1.2033635,0.84162531,2.4900795,0.79059885,150.98004,227.3661675,-17.438467,-20.258894,-0.974630895,-1.3263124,-0.4729220225,-0.0010813646,0.87459877,1.3208936,1.57558785,-6.96091115,-0.98294152,49.43
1,16.75,375.63946,375.5379,375.507025,375.5659525,375.5801225,376.068255,376.4333625,0.2514268,0.26420325,0.27511023,0.2808657,0.27030441,0.30343622,-1.11656455,-5.856663575,-36.8124295,-5.42912075,0.6688294125,0,0,0,0.123910475,93.02621475,-21.722154,-22.36600525,-21.92983725,-21.4395,-21.54241725,-21.153405,-20.822666,-20.947796,-20.988134,-21.14733,-2.17302,0,-1.429708,-0.74638266,-0.037566668,1.271749,2.549827,-90.568003,-34.09878,0,0,0,0,0,0,0.066695615,149.557,224.32723,-17.71507,-20.823866,-1.658992975,-1.338093225,-0.4589818225,0.0023787930725,0.8788702875,1.3230698,1.573712825,-6.9364385,-1.8536811,52.18
1,17.25,375.9803375,375.6166375,375.706205,375.760945,376.15115,376.18072,376.6852075,0.24931854,0.26431162,0.28644968,0.2776644825,0.2707398,0.2986158,-0.8641233,-5.7852672,-42.397441,-5.3026943,0.827920825,0,0,0,0.118223195,93.0126285,-22.20637,-22.8120105,-22.44850025,-21.93697525,-22.0430445,-21.86534475,-21.26068025,-21.41019975,-21.65127525,-21.399475,-1.800379975,0,-1.1535155,-0.4652874975,0.2303125525,1.474541975,2.7082205,-91.431223,-34.8076,0,0,0,0,0,0,0,150.516745,221.77788,-18.73479475,-21.38907,-1.1555768,-1.386398,-0.45502292,-0.00149594305,0.87551403,1.3186039,1.5725484,-6.933630875,-1.3637841,54.2
