DOY2,HR2,H,LE,FC,USTAR,CO2,H2O,T_SONIC,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,NETRAD,PPFD_IN,PPFD_OUT,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1
1,0.25,-41.8215,-3.751385,1.7066925,0.092725,419.46325,7.57825,10.6885,0.52088275,0.404552092015949,0.442182369431544,0.114345809194425,6.22375,76.0325,100.5026,-79.34,0,0,-5.6765,-3.1965,8.12,9.0025,10.175,10.045,10.7075,7.8595,8.75,9.38,9.9775,10.6075,8.485,9.3875,9.895,10.255,10.805,7.66025,9.125,9.795,10.1975,10.7825
1,0.75,-33.4133,-3.71922,1.52357,0.094625,419.2885,7.4676,10.30775,0.60615175,0.445324725281522,0.483533391528604,0.116189500386222,6.04775,76.915,100.505075,-79.235,0,0,-5.88875,-3.45375,8.125,8.945,10.125,9.98,10.7075,7.73625,8.65,9.275,9.9175,10.605,8.3075,9.2825,9.775,10.2425,10.8075,7.56225,9.0425,9.73,10.16,10.79
1,1.25,-34.9126,-3.39763,1.35364,0.09565,419.9705,7.49685,9.98350000000002,0.5597795,0.405664039244793,0.456776593703415,0.116833018502051,6.168,76.2025,100.513375,-81.3,0,0,-5.715,-3.77225,7.9325,8.88,10.1025,9.925,10.7175,7.61075,8.5525,9.24,9.8775,10.6425,8.24,9.225,9.695,10.2325,10.825,7.414,8.9525,9.655,10.115,10.7925
1,1.75,-32.97115,-5.299265,1.140115,0.0884,420.9635,7.2389,9.93000000000005,0.47991225,0.388338906523952,0.451044680179207,0.111242806708474,5.78325,75.325,100.5146,-80.9,0,0,-5.9725,-4.09125,7.94,8.86,10.045,9.875,10.72,7.5145,8.4375,9.2325,9.82,10.6425,8.0925,9.125,9.6275,10.1925,10.83,7.26975,8.8425,9.5725,10.06,10.7775
1,2.25,-35.4354,-4.05592,1.061605,0.093325,420.2135,7.1994275,9.89150000000003,0.5422505,0.414310295466352,0.442622398593002,0.117366800710329,5.965,74.84,100.531775,-82.85,0,0,-6.23275,-4.37725,7.88175,8.7875,9.9575,9.8375,10.7175,7.48475,8.33,9.2175,9.7625,10.6225,7.9365,9.02,9.55,10.135,10.845,7.1255,8.77,9.5075,10.02,10.7975
1,2.75,-39.061825,-4.752975,1.7365,0.1134845,420.2755,7.24874,9.85025,0.54747625,0.405662318002447,0.471949205690323,0.123186724363146,5.851,77.7625,100.52245,-81.65,0,0,-5.9575,-4.56075,7.70375,8.69,9.8875,9.81,10.72,7.33425,8.2075,9.155,9.7025,10.635,7.87025,8.8975,9.5425,10.1125,10.8625,6.976,8.6975,9.42,9.98,10.775
1,3.25,-39.8604,-2.32718,1.4294425,0.1121655,422.26575,7.23052,9.61300000000003,0.528452,0.412925629671177,0.547547154911528,0.117788571843049,5.5975,78.355,100.55905,-81.275,0,0,-5.56075,-4.732,7.623,8.58,9.8125,9.7875,10.7175,7.14875,8.0875,9.0575,9.62,10.6125,7.782,8.8375,9.525,10.09,10.8775,6.82075,8.605,9.34,9.9325,10.79
1,3.75,-29.88615,-2.5798325,1.04927,0.092925,422.7785,7.18254,9.06775000000002,0.50793575,0.401081228962021,0.43606519263907,0.115213318499928,5.458,78.0775,100.55925,-81.15,0,0,-5.40425,-4.9775,7.51175,8.485,9.7475,9.7375,10.71,7.11225,7.97975,8.93,9.5775,10.6025,7.76875,8.77,9.4725,10.0675,10.8825,6.6885,8.5,9.2625,9.885,10.795
1,4.25,-31.4968,-4.2032575,1.0075,0.1045255,420.74275,7.082425,8.86450000000001,0.54877375,0.412771299071232,0.420075587242781,0.119058669876192,5.4165,76.315,100.5551,-77.55,0,0,-6.18775,-5.19575,7.328,8.4,9.72,9.705,10.7075,7.0265,7.94125,8.8475,9.55,10.6125,7.81725,8.7425,9.395,10.0725,10.87,6.56125,8.39,9.195,9.83,10.7875
1,4.75,-37.1826,-4.6577,1.32824,0.0957,424.766,6.89819,8.80100000000003,0.60575925,0.391477690567674,0.462136603580329,0.11,5.06475,75.3275,100.5425,-78.595,0,0,-5.84725,-5.4065,7.23575,8.31,9.6825,9.67,10.7,6.88875,7.9095,8.775,9.4425,10.6225,7.835,8.6325,9.305,10.055,10.8525,6.43125,8.2775,9.17,9.78,10.7875
