DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,5.25,0.5415,0.32025,2.7385,0.7645,0.80575,0.0995,-2.9735,2.323,1.369,1.196,-2.7435,0.377,0.664,79.58,78.35325,390.02175,3.9425,-40.9075,1.65125,-1.2105,0,2.9215,257.85,303.325,4.6585,0.696
1,5.75,0.5265,0.26425,2.6685,0.912,0.975,0.13375,-2.193,0.9395,1.609,1.01175,-2.7845,0.369,0.661,78.695,78.35575,389.89425,3.8175,-37.4975,1.66125,-1.19175,0,3.03075,260.1,303.35,4.671,0.69725
1,6.25,0.52325,0.5125,2.5035,0.8005,0.73525,0.14475,-2.151,1.38,2.028,0.982,-2.8325,0.366,0.651,78.345,78.37,390.25325,3.8075,-35,1.65525,-0.95,0,3.14725,266.67525,302.95,4.6365,0.701
1,6.75,0.537,0.3635,2.69,0.812,0.776,0.1405,-2.168,1.9085,1.72175,1.106,-1.953,0.371,0.654,77.73,78.395,390.2845,3.7475,-33.73,1.6525,-0.865,0,2.97,263.4,302.5,4.65525,0.701
1,7.25,0.5415,0.279,2.7985,0.751,0.71325,0.114,-2.8405,1.993,1.956,1.13,-2.512,0.371,0.641,76.64,78.425,390.291,3.8,-35.025,3.283,0.188,0,3.388,259.2,301.6,4.566,2.258
1,7.75,0.548,0.31,2.526,0.7245,0.6755,0.1425,-1.4825,4.6855,1.55875,0.797,-2.71,0.3735,0.6515,74.055,78.45,390.416,3.69,-20.555,52.7,37.8,0,15.99,262.3,301.3,4.555,38.47
1,8.25,0.59175,0.984,2.74825,0.6415,0.592,0.11725,-1.4565,17.724,3.0725,1.161,-2.797,0.38225,0.66275,74.875,78.4705,390.205,3.8875,21.57,216.75,130,0,33.97,260,302.8,4.6035,102.4
1,8.75,0.6165,1.7385,2.7815,0.66025,0.711,0.1245,18.857,26.793,7.994,1.395,-2.837,0.383,0.65425,70.765,78.515,390.465,4.1425,98.55,422.8,235,36.7,49.85,257.7,307.2,4.632,170.4
1,9.25,0.72575,3.006,2.91275,0.7335,0.8,0.047,59.55275,21.5085,12.528,2.445,-2.8665,0.377,0.65275,67.2125,78.525,390.374,4.785,174.15,664.95,335.1,131.1505,76.45,264.1,314.5,4.574,224.95
1,9.75,0.748,3.89325,3.021,0.907,0.93125,0.115,103.24625,22.036,16.11575,2.593,-2.06775,0.37725,0.6475,64.07,78.56,390.3715,5.2875,243.1,829,427.2,174.4,94.7,259.4,320.5,4.577,284
1,10.25,0.791,4.813,3.15975,0.789,0.863,0.043,135.7205,18.752,24.985,2.4785,-2.4455,0.3825,0.653,61.22,78.595,389.956,5.625,300.15,1036.5,510.4,198.45,117.8,263.7,326.8,4.58775,317.5
1,10.75,0.81825,5.39175,3.043,0.57925,0.72875,0.02625,168.75525,15.919,28.603,1.97775,-2.4465,0.4435,0.6535,57.65,78.585,389.4,6.08,354.225,1156.5,576.95,257.02525,136.325,263.55,331.125,4.526,330.55
1,11.25,0.80875,6.061,3.305,0.5775,0.6505,0.044,186.4265,14.269,34.264,2.177,-2.45,0.53,0.652,54.46,78.5725,389.294,6.5175,395.725,1261,632.825,264.1,149.225,252.075,334.125,4.5735,329.3
1,11.75,0.8385,6.49425,3.308,0.508,0.74025,-0.00075,212.97375,10.68875,40.03725,1.628,-2.4725,0.5525,0.651,53.64,78.54,389.075,6.9125,429.65,1332,675.975,298.1,159,258.375,336.925,4.6075,356.175
1,12.25,0.82625,7.012,3.353,0.5365,0.7455,0.01675,219.584,9.725,37.54775,1.26075,-2.48,0.5565,0.6545,53.205,78.5225,388.973,7.22,443.4,1361,697.4,316,163.05,252.45,339.95,4.46775,360.4
1,12.75,0.8455,7.248,3.288,0.579,0.671,0.046,216.0425,7.053,41.569,2.05875,-1.2845,0.56425,0.662,48.03,78.49,388.58775,7.49,445,1366.5,695.875,292.9,154.95,250.975,340.475,4.51,365.55
1,13.25,0.8565,7.395,3.42525,0.5375,0.60175,0.03425,215.4065,7.1395,41.7905,2.08975,-1.87125,0.57675,0.67,47.9825,78.43,388.659,7.55,427.225,1319.5,664.575,265.32525,146.125,254.8,341.975,4.455,377.3
1,13.75,0.86075,7.337,3.29675,0.66925,0.6705,0.04775,209.422,5.25,38.67675,1.704,-1.92375,0.56625,0.67075,50.4225,78.41,388.694,7.45,419.9,1274,645.275,248.575,137.275,259.02575,341.5,4.529,357
1,14.25,0.834,7.3375,3.275,0.719,0.8185,0.047,189.192,1.4325,36.0495,2.455,-1.73525,0.57,0.68325,52.5425,78.38,388.62225,7.41,377.9,1193.25,595.6,211.3,121.3,265.7,341.85,4.425,348
1,14.75,0.8605,7.35475,3.313,0.693,0.74725,0.0475,175.97,1.65,36.66,2.2485,-1.356,0.567,0.6755,52.805,78.4,388.48575,7.53,327.3,1075,524.5,174.4,102.65,268,340.35,4.3915,314.3
1,15.25,0.863,7.264,3.419,0.602,0.59,0.079,137.888,-1.511,29.782,2.2765,-1.3175,0.5675,0.66825,52.3825,78.39,388.60425,7.445,265.8,917,438.775,170.8,82.725,262.72525,339.625,4.5495,298.6
1,15.75,0.82575,7.2395,3.33425,0.737,0.659,0.145,110.0175,-2.9365,24.41,1.795,-0.771,0.56625,0.66675,52.255,78.4,388.63025,7.145,189.3,720.7,345.25,101,61.985,263.75,337.85,4.54825,236.3
1,16.25,0.776,6.88,3.0885,0.642,0.588,0.08675,68.87075,-3.2875,16.7995,2.045,-1.044,0.565,0.66525,55.025,78.4,388.56725,6.88,110.2,487.9,244.35,23.24,41.77,263.45,334.3,4.646,168
1,16.75,0.7065,6.105,2.96575,0.7125,0.56875,0.195,26.843,-5.766,13.521,1.8495,-1.094,0.564,0.67875,57.28,78.4,388.60575,6.41,26.17,260.9,139.55,0,26.665,272.75,330.3,4.718,111.4
1,17.25,0.60325,4.85,2.7295,0.835,0.58625,0.2235,-2.692,-7.906,6.3785,1.48125,-1.214,0.55375,0.68575,59.265,78.4,388.634,5.93,-32.74,69.74,30.825,0,8.38,263.1,325.2,4.643,56.97
1,17.75,0.54125,4.003,2.40575,0.9655,0.65525,0.35425,-6.01,-7.735,4.267,1.537,-1.335,0.5195,0.69175,61.3975,78.38,388.73925,5.4,-51.19,10.04,1.443,0,2.4905,266.95,319.95,4.672,8.99
1,18.25,0.522,2.968,2.4105,0.96125,0.614,0.44175,-4.567,-5.498,3.23925,1.13,-1.393,0.50775,0.6935,66.7875,78.37,388.815,4.93,-53.26,1.609,-1.9035,0,2.4615,264.35,316.35,4.589,0.695
1,18.75,0.45975,2.564,2.3735,1.073,0.76925,0.4835,-3.70625,-2.943,3.789,0.9905,-0.359,0.451,0.6915,68.635,78.38,389.22225,4.685,-63.18,1.614,-1.8095,0,2.981,255.6,314.55,4.632,0.695
1,19.25,0.5765,1.967,2.55325,1.21275,0.965,0.494,-2.018,-0.99775,2.6365,1.313,-1.11025,0.4265,0.692,69.22,78.38,390.20625,4.53,-60.94,1.616,-1.7405,0,3.1205,246.9,313.05,4.721,0.695
1,19.75,0.56175,1.7775,2.49825,0.95675,0.8245,0.2735,-2.44875,-0.691,2.97,1.0855,-1.712,0.418,0.692,72.265,78.39,390.844,4.2875,-58.75,1.628,-1.7685,0,3.1455,248.65,310.9,4.60775,0.695
1,20.25,0.498,1.4895,2.555,0.962,0.85575,0.22275,-2.097,0.2825,2.939,0.9025,-1.988,0.41925,0.6935,72.635,78.41,390.724,4.205,-56.22,1.622,-1.634,0,3.22,256.9,309.55,4.6475,0.695
1,20.75,0.5325,1.535,2.546,0.8885,0.7505,0.2195,-2.76575,0.97225,3.0945,0.8625,-2.314,0.38325,0.694,73.455,78.42,390.294,4.34,-54.57,1.632,-1.204,0,3.37,261.2,308.45,4.5835,0.701
1,21.25,0.5505,1.61325,2.573,0.9285,0.865,0.1385,-2.00575,0.96175,2.701,0.9435,-2.323,0.381,0.6935,73.4175,78.41325,390.3315,4.605,-56.81,1.627,-0.9875,0,3.314,259.45,308.45,4.584,0.695
1,21.75,0.578,1.439,2.76,0.9715,0.932,0.148,-1.90625,1.40125,2.6465,0.7545,-1.422,0.38475,0.6925,74.435,78.42,390.344,4.48,-54.77,1.643,-1.1475,0,3.272,251.6,307.9,4.534,0.695
1,22.25,0.561,1.27175,2.6325,0.921,0.868,0.14275,-2.3475,1.66175,2.007,1.0445,-2.113,0.38125,0.68875,77.4325,78.4075,390.592,4.46,-59.23,1.65,-1.233,0,3.068,250.8,306.6,4.6095,0.696
1,22.75,0.5675,1.3165,2.742,0.98875,1.064,0.144,-2.456,2.67875,2.19825,1.24975,-2.287,0.3865,0.68625,77.8975,78.41,390.2435,4.34,-46.26,1.643,-0.7385,0,3.2125,264.15,306.3,4.68175,0.695
1,23.25,0.5825,1.1445,2.698,0.8345,0.7185,0.122,-2.5335,1.571,1.63225,0.98625,-2.363,0.391,0.683,79.51,78.42,390,4.36,-45.81,1.626,-0.969,0,3.057,266.3,305.8,4.66925,0.695
1,23.75,0.5625,1.221,2.8055,0.8525,0.821,0.14,-2.7795,0.9815,2.27775,0.6915,-2.409,0.387,0.6785,80.145,78.4025,389.846,4.3525,-45.82,1.627,-1.0655,0,3.0555,263.75,305.65,4.73225,0.696
2,0.25,0.476,2.08975,2.4275,1.185,1.03325,0.133,-3.12325,-0.0215,1.614,0.97225,-2.379,0.319,0.54325,82.75,78.3,390.787,4.635,-39.3425,1.616,-1.31225,0,3.344,266.825,308.3,5.5795,0.69375
2,0.75,0.478,2.0695,2.3785,1.10075,0.99375,0.14275,-2.50375,1.655,2.281,1.385,-1.55375,0.318,0.53925,82,78.29,390.7775,4.41,-27.2825,1.59275,-1.2635,0,3.7395,274.375,308.5,5.578,0.69
2,1.25,0.48625,1.824,2.441,0.99075,0.96825,0.1055,-2.0175,1.809,2.077,1.389,-2.022,0.31325,0.5315,83.85,78.28,391.01925,4.4775,-29.965,1.60825,-1.0215,0,3.55125,274.85,307.2,5.5525,0.69
2,1.75,0.477,1.734,2.4275,1.27,1.15375,0.1275,-2.06775,2.172,3.091,1.1225,-2.31825,0.31125,0.53,85.45,78.271,391.02625,4.555,-33.53,1.605,-1.18425,0,3.33525,266.875,307.375,5.583,0.69575
2,2.25,0.4475,1.553,2.364,1.095,1.00725,0.16125,-2.601,1.45375,2.637,1.1005,-2.428,0.3065,0.52575,85.5,78.28,390.5205,4.42,-31.90475,1.618,-1.3405,0,3.17125,264.975,306.45,5.504,0.69375
2,2.75,0.469,1.5825,2.3525,1.0995,1.062,0.142,-2.647,2.135,3.549,0.932,-2.447,0.30275,0.52225,86.45,78.27,390.5685,4.4625,-30.47,1.605,-1.23075,0,3.181,270.55,306.625,5.6475,0.69
2,3.25,0.532,1.66025,2.492,1.145,1.126,0.113,-3.125,2.48325,2.494,0.969,-2.45675,0.303,0.5185,88.3,78.26,390.68325,4.4775,-26.6775,1.61575,-1.18975,0,3.07725,272.125,306.075,5.5365,0.69
2,3.75,0.58425,1.62625,2.54075,1.20425,1.192,0.11,-2.429,1.367,2.124,0.632,-1.602,0.29475,0.51875,87.2,78.24,391.0195,4.4925,-32.3,1.60275,-1.414,0,3.24,269.8,305.95,5.664,0.695
2,4.25,0.51325,1.5405,2.45125,1.2525,1.283,0.0975,-4.864,1.266,3.195,1.043,-2.1505,0.29075,0.51875,86.075,78.23,390.83725,4.445,-25.7125,1.625,-1.15725,0,2.92675,272.85,305.625,5.7815,0.69575
2,4.75,0.467,1.35525,2.427,1.26,1.201,0.089,-3.34125,1.2235,1.288,0.988,-2.333,0.291,0.5085,84.525,78.25,390.6865,4.465,-23.4225,1.62475,-1.35575,0,2.848,270.55,303.575,5.782,0.696
2,5.25,0.495,1.31175,2.46075,1.12325,1.02975,0.1135,-2.67225,1.0385,1.581,0.9035,-2.446,0.28825,0.508,85.575,78.26,390.75325,4.325,-24.54,1.616,-1.2775,0,3.004,274,303.525,5.6315,0.696
2,5.75,0.52725,1.46675,2.47275,1.07225,0.99075,0.11375,-3.68475,1.68375,2.759,0.779,-2.473,0.2865,0.505,85.75,78.24,390.642,4.345,-23.4425,1.627,-1.13775,0,3.0165,276.725,303.45,5.5455,0.695
2,6.25,0.52775,1.13325,2.42225,1.131,1.04475,0.183,-2.45075,0.6075,2.879,0.67,-2.50725,0.283,0.49475,87.225,78.24,390.3285,4.35,-25.795,1.61475,-1.161,0,2.98075,272.925,302.325,5.315,0.695
2,6.75,0.502,0.927,2.49775,0.9755,0.993,0.1125,-2.641,1.68125,2.412,0.9565,-1.61625,0.28375,0.492,87.375,78.24,390.271,4.3725,-20.08,1.915,-0.443,0,3.27225,274.8,303.5,5.252,1.06375
2,7.25,0.48375,0.8465,2.41325,0.9735,1.00475,0.0985,-2.85675,1.8435,3.247,1.16,-2.12025,0.283,0.49075,87.2,78.25,390.33575,4.375,-9.66,38.855,21.005,0,10.0975,281.275,303.8,5.28,30.9225
2,7.75,0.5095,1.63225,2.4285,0.83675,0.9425,0.06875,-2.15175,14.0405,6.333,1.3195,-2.355,0.2845,0.48975,84.775,78.29,390.42725,4.5925,14.3875,195.9,126.725,0,34.06,281.025,305.575,5.2715,89.75
2,8.25,0.60325,2.64575,2.57875,0.875,0.851,0.065,12.91025,24.7805,12.131,1.782,-2.43175,0.28275,0.48475,80.45,78.32,390.44325,4.93,96.65,434.975,235.125,33.065,49.8825,276.825,309.55,5.2615,170.125
2,8.75,0.663,4.04575,2.57675,0.783,0.91,0.056,54.95325,25.8085,19.127,2.7325,-2.46675,0.2835,0.484,79,78.3475,390.755,5.3975,178.825,658,335.775,125.2,76.03,275.2,315.725,5.3245,230.425
2,9.25,0.737,4.9215,3.0915,0.60225,0.72925,0.02475,104.0135,21.0165,32.497,1.9415,-2.48725,0.288,0.487,71.415,78.36,390.601,5.9275,253.15,898.75,444.425,174.4,107.625,266.35,323.85,5.369,310
2,9.75,0.792,6.0265,3.125,0.854,0.858,0.047,141.478,17.4515,34.3365,1.7385,-1.5835,0.29125,0.4895,67.4,78.38,390.4545,6.535,328.275,1074,550.425,235.85,141.875,261.4,329.8,5.49825,355.4
2,10.25,0.812,6.8195,3.2495,0.743,0.788,0.065,185.605,14.997,39.65725,1.8345,-2.017,0.2915,0.487,62.63,78.405,389.94775,6.99,392.6,1223,641.35,338.7,171.75,263.85,337.95,5.3685,360.675
2,10.75,0.888,7.2855,3.2985,0.374,0.619,-0.018,207.655,13.0555,47.861,1.499,-2.18175,0.30375,0.491,58.795,78.41,389.2945,7.7,447.7,1402,722,348.65,190.05,257.0005,344.05,5.29725,392.5
2,11.25,0.909,8.14625,3.335,0.317,0.4805,-0.0035,244.3405,14.5895,51.79625,1.803,-2.25925,0.309,0.491,58.645,78.415,388.87875,8.03,490.2,1469.25,764.3,348.8,198.75,262.4005,347.65,5.467,452.2
2,11.75,0.901,8.4475,3.489,0.23725,0.471,-0.025,251.6345,11.18675,50.24925,1.7775,-2.28675,0.44025,0.4955,57.305,78.4,388.52925,8.55,524.375,1579.5,822.25,354.3,208.05,263.825,350.175,5.4125,497.6
2,12.25,0.919,9.03,3.6655,0.4015,0.55375,-0.022,268.699,9.327,55.588,1.7735,-2.308,0.4625,0.505,57.22,78.35,388.0045,8.68,538.85,1613,833,359.875,207.1,268.375,354.225,5.3985,535
2,12.75,0.895,9.07,3.615,0.457,0.561,0,260.1645,6.25525,52.96,1.808,-1.2155,0.46375,0.51725,55.31,78.33,387.7285,9.18,541.875,1596.5,833,358.9,206.875,269.9,356.85,5.384,545.6
2,13.25,0.9305,9.2875,3.7935,0.279,0.376,0.002,259.18875,6.439,55.99425,1.68825,-1.30425,0.47175,0.53175,52.6125,78.3,387.47975,9.24,544.6,1585.25,821.5,348.65,194.975,268.825,357.025,5.307,521.9
2,13.75,0.9865,9.4325,3.86125,0.459,0.5315,0.011,256.301,5.41,58.306,1.7245,-0.19775,0.474,0.5325,53.56,78.29,387.375,9.52,521.525,1541.25,790.025,348.4,181.275,271.35,357.625,5.298,526
2,14.25,0.96825,9.5675,3.7605,0.56,0.517,0.053,228.1315,1.544,54.568,1.7315,0.101,0.47475,0.52875,51.96,78.26,387.423,9.53,487,1473,741.15,330.65,165.2,274.975,356.525,5.257,519.8
2,14.75,0.923,9.63,3.88725,0.361,0.392,0.012,206.27675,2.017,49.57075,2.19,0.5845,0.479,0.5505,50.8175,78.25,387.12725,9.63,443.75,1357.5,670.225,263.5,146.675,272.675,353.3,5.217,481.2
2,15.25,0.8975,9.76,3.632,0.3595,0.417,0.03625,189.7435,0.8335,46.214,1.936,0.20175,0.48125,0.5705,53.36,78.26,387.1275,9.61,376.675,1211,588.275,188.375,122.375,275.525,352.425,5.2285,447.675
2,15.75,0.8685,9.49,3.553,0.256,0.264,0.02,145.0535,0.0255,42.401,3.498,2.074,0.488,0.575,54.7,78.2675,387.033,9.39,300.025,1028.5,488.725,174.175,95.425,273.7,349.65,5.2585,345.275
2,16.25,0.8335,9.37,3.365,0.49425,0.46875,0.10125,110.52625,-1.41125,35.47075,2.45675,2.5825,0.7885,0.5825,57.59,78.27075,387.222,9.2775,207.3,781.525,367.35,120.5,69.0825,270.95,344.4,5.276,275.825
2,16.75,0.7735,8.98,3.195,0.657,0.55475,0.127,64.36325,-1.91325,23.70925,2.73925,3.9345,0.8125,0.593,57.15,78.2775,387.388,9.015,110.425,522.65025,251.975,49.175,50.3125,269.2,341.45,5.418,199.175
2,17.25,0.72625,8.14,3.142,0.71375,0.5965,0.18225,25.7725,-5.51875,17.51575,2.0885,4.1075,0.60725,0.598,57.5,78.27075,387.361,8.41,22.2175,272.3,145.55,0,29.2475,272.75,337.875,5.419,123.95
2,17.75,0.677,7.223,2.863,1.031,0.7365,0.27125,-4.5515,-8.42,9.906,1.98525,3.175,0.51475,0.59975,59.22,78.27,387.484,7.76,-33.765,78.585,37.395,0,9.735,266.75,332.425,5.565,63.0375
2,18.25,0.56325,5.9365,2.56425,1.174,0.86,0.339,-7.783,-8.01075,5.421,2.43175,2.4385,0.47325,0.59725,62.145,78.27075,387.587,6.935,-59.7825,8.7575,0.38025,0,2.37475,264.05,326.475,5.608,7.718
2,18.75,0.561,5.216,2.43025,1.405,0.997,0.639,-6.384,-5.494,4.046,2.364,1.0015,0.453,0.59975,66.89,78.2825,388.577,6.4325,-59.545,1.563,-1.9325,0,2.46925,261.75,322.325,5.564,0.69
2,19.25,0.496,4.66075,2.38225,1.3015,1.00725,0.405,-5.3455,-2.327,3.1625,1.92475,0.28025,0.43725,0.598,69.8875,78.2875,388.994,6.01,-53.0875,1.57675,-1.96625,0,2.96075,266.55,319.6,5.69,0.68975
2,19.75,0.5,4.172,2.307,1.1895,0.98375,0.399,-5.37,-2.821,2.63,2.2225,-0.09,0.42525,0.59925,74.555,78.305,389.571,5.6325,-58.8975,1.574,-1.788,0,3.071,261.17575,317.325,5.776,0.689
2,20.25,0.42225,3.7025,2.3025,1.239,1.06275,0.35625,-4.986,-0.644,2.183,1.50475,-0.95875,0.354,0.59,75.6775,78.3175,389.954,5.405,-54.8475,1.5795,-1.46975,0,3.11075,265.575,315.35,5.838,0.68975
2,20.75,0.46275,3.51275,2.39325,1.12675,0.8855,0.24975,-3.95025,-0.4545,2.367,1.2955,-1.92275,0.33975,0.58625,75.47,78.33525,390.191,5.345,-51.1825,1.587,-1.5475,0,3.3125,265.075,315.225,5.816,0.69
2,21.25,0.4275,3.39425,2.25075,1.1745,1.0195,0.25025,-4.533,-0.30925,2.94725,0.759,-2.296,0.34025,0.586,77.055,78.33,390.316,5.13,-49.8425,1.57975,-1.2915,0,3.2825,267.225,315.2,5.771,0.69
2,21.75,0.49075,3.373,2.336,1.092,0.8825,0.17175,-3.422,-0.40875,2.87775,0.91975,-1.46925,0.32875,0.588,78.3675,78.321,390.381,5.1525,-48.155,1.59175,-1.42925,0,3.00975,271.975,313.675,5.685,0.688
2,22.25,0.525,3.0135,2.36,1.13075,1.0475,0.21075,-2.064,0.59,3.1455,1.4645,-1.975,0.328,0.5695,77.9775,78.32,390.395,5.0775,-44.8875,1.59175,-1.23675,0,3.09225,270.825,311.725,5.634,0.69375
2,22.75,0.496,2.782,2.436,1.11725,0.9725,0.15875,-1.98075,0.65175,2.182,1.285,-2.242,0.3235,0.565,80.85,78.32,390.503,4.9475,-48.4325,1.60275,-1.416,0,3.11925,254.9,310.075,5.835,0.69375
2,23.25,0.528,2.61275,2.51175,1.26975,1.1635,0.166,-2.6175,0.5185,3.19,0.7615,-2.312,0.32175,0.556,82.75,78.3175,390.328,4.9175,-45.87,1.60775,-1.34175,0,3.36675,264.625,308.5,5.784,0.69
2,23.75,0.5265,2.3755,2.5615,1.15025,0.998,0.152,-2.92,0.365,1.97075,0.8185,-2.372,0.323,0.547,82.275,78.31,390.65,4.955,-46.605,1.59975,-1.3365,0,3.41725,262.12575,308.775,5.821,0.69
3,0.25,0.572,5.147,2.842,1.57975,1.5335,0.172,-5.1345,1.53975,6.77625,1.2335,-2.65125,3.045,3.725,67.28,78.285,390.2035,6.365,-67.695,1.61575,-1.69925,0,2.90575,254.95,319.5,5.3505,0.69
3,0.75,0.562,5.02825,2.76275,1.564,1.5085,0.15,-4.378,1.81075,6.23675,0.9335,-1.86475,2.817,3.57025,69.76,78.28,390.265,6.2,-63.68475,1.61075,-1.661,0,2.913,256.07575,318.8,5.3575,0.69
3,1.25,0.588,4.745,2.815,1.5565,1.52775,0.18175,-5.44225,0.53475,6.79475,1.41425,-2.26575,2.6225,3.47375,71.8325,78.27,390.045,6.07,-63.6025,1.61975,-1.6125,0,2.7835,257.4,317.475,5.288,0.69
3,1.75,0.582,4.51,2.835,1.53425,1.50975,0.173,-3.2885,1.1475,5.683,1.18975,-2.47525,2.46525,3.37375,71.9,78.26325,390.273,6.065,-62.97,1.626,-1.69675,0,2.90225,254.325,317.1,5.1785,0.69
3,2.25,0.59,4.432,2.775,1.41475,1.37725,0.17725,-2.70425,0.15925,6.1135,1.26075,-2.5155,2.3225,3.23675,72.89,78.255,390.1265,6.015,-63.3525,1.63075,-1.74225,0,2.68675,251.275,315.525,5.1455,0.69
3,2.75,0.528,4.113,2.623,1.44625,1.31475,0.16875,-4.1105,0.58675,5.228,1.1705,-2.53625,2.18225,3.11075,70.85,78.23,390.255,5.81,-63.33975,1.63275,-1.6425,0,2.834,251.15,314.5,5.1065,0.69
3,3.25,0.562,4.173,2.687,1.52125,1.5175,0.1385,-3.668,1.2865,5.64,0.9795,-2.546,2.09775,2.993,71.35,78.21775,390.177,5.6875,-63.59225,1.62475,-1.669,0,2.70075,252.35,314.725,5.1155,0.69
3,3.75,0.534,4.27,2.717,1.509,1.47975,0.1525,-1.87,3.1265,5.29175,1.098,-1.63075,1.99675,2.88575,71.22,78.2175,390.2545,5.695,-59.2575,1.632,-1.62975,0,2.816,252.9,314.275,5.0995,0.69
3,4.25,0.528,4.273,2.588,1.515,1.40025,0.178,-2.20325,1.07425,5.2285,0.6035,-2.26925,1.905,2.7765,72.29,78.21775,390.2695,5.52,-52.6975,1.638,-1.5165,0,2.68975,252.625,314.275,5.1015,0.69
3,4.75,0.519,4.035,2.542,1.4175,1.323,0.141,-2.057,0.394,4.56825,1.02775,-2.5145,1.8195,2.6675,73.54,78.2375,390.357,5.61,-55.515,1.637,-1.5785,0,2.7525,256.975,313.4,5.1245,0.69
3,5.25,0.552,3.968,2.645,1.2625,1.277,0.111,-4.9525,2.28,4.499,1.091,-2.60375,1.74025,2.56575,76.83,78.2525,390.238,5.5275,-53.795,1.649,-1.63175,0,2.87725,259.57525,312.275,5.1615,0.69
3,5.75,0.526,3.848,2.645,1.27825,1.29775,0.1735,-3.117,2.237,4.15325,1.3425,-2.6095,1.64075,2.47375,77.37,78.26,390.5195,5.4675,-53.8925,1.64175,-1.82425,0,2.917,257.675,311.9,5.0675,0.69
3,6.25,0.546,3.712,2.643,1.182,1.204,0.13425,-1.47025,2.664,4.48525,1.0685,-2.618,1.55475,2.3875,77.67,78.27,390.371,5.3775,-47.82,4.96625,0.506,0,3.52075,262.85,311.175,5.039,3.82825
3,6.75,0.544,3.863,2.672,1.12475,1.1645,0.10425,-1.493,3.1415,4.85325,1.209,-1.7165,1.4755,2.297,75.97,78.27775,390.2365,5.435,-33.4725,65.39775,42.9825,0,15.7475,259.375,311.45,4.985,46.285
3,7.25,0.624,4.39,2.777,0.50675,0.6215,-0.01075,-0.31375,14.9625,7.59875,2.10625,-2.296,1.44825,2.21575,74.32,78.32075,390.046,5.57,20.5925,252.125,137.775,0,30.93,268.2,314.9,4.9805,110.275
3,7.75,0.723,5.41,3.078,0.33,0.531,-0.063,32.199,23.69475,18.97225,3.78975,-2.52325,1.4,2.14325,69.91,78.335,390.1355,5.9175,117.4,520.075,262.775,19.4375,47.04,259.95025,324.1,5.041,169.675
