DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_4_1,TS_3_5_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1
1,0.25,2.69256386787377,24.8871011358322,0.228018937497469,1.45515961638868,-0.885243642012008,0.178400625903303,-8.48685290023671,0.244263485170153,-24.2514642095135,-0.529059686959581,0.502285923036115,1.84,0.685,0.22,0.26,23.5426,23.1795,23.06385,22.3868,22.1065,21.84995,100.22264,73.49,7.762,22.37,22.41,22.82,22.11,0.5,-3.91,1.7,-1.32,0.72,367.2,435.1,422.75,430.65,0.13,-0.11,0.035,0.09,-0.045,-0.01,0.04,0.34,-0.115,23.557,23.7995,24.2825,24.6895,24.9705,25.736,26.1615,26.5375,23.431,23.826,24.5275,24.75,25.1515,26.141,26.426,26.8935,23.056,24.747,24.2965,26.808,23.3835,23.856,24.0825,24.524,25.2535,25.7065,25.9875,26.3735,26.986,23.1745,23.8175,24.477,25.0325,25.686,26.2425,26.577,26.7035,27.1395,-2.8425,-3.6445,-4.169,-71.11,22.4548039805677,19.1309256772432,21.0322106334389,19.1068909782928,21.1320836787721,19.438651908398,20.9824429881752,19.4275103957306,21.1374756886706,19.5885369897531,21.4725870661336,416.297144152746,417.733586337047,415.169534640078,417.554724526606,415.800322791801,420.656832856023,416.584703514621,423.116667286358,421.191998060663,432.625395637787,429.204646695479,1921.01325190225
1,0.75,2.55182803464509,24.8323836520137,0.238922761745549,1.08535640580492,0.196970004127405,-1.84125515047763,-1.29326709053739,0.181248333872789,-17.0376359516168,-0.52386860823984,0.497345144959836,1.825,0.685,0.22,0.265,23.4559,23.2115,23.05955,22.29955,21.9036,21.7174,100.19923,73.29,8.0707,22.36,22.335,22.735,21.995,0.5,-3.88,1.65,-1.35,0.73,366.5,434.6,421.9,430.25,0.13,-0.11,0.03,0.08,-0.055,-0.01,0.04,0.34,-0.11,23.4555,23.715,24.2555,24.6705,24.967,25.736,26.1615,26.5375,23.3155,23.688,24.469,24.7225,25.1455,26.14,26.426,26.8935,22.9185,24.735,24.2955,26.8075,23.2815,23.7695,24.0545,24.484,25.247,25.7065,25.987,26.373,26.9855,23.0465,23.691,24.3885,24.993,25.6715,26.242,26.576,26.7035,27.1385,-3.0415,-3.656,-4.45,-71.87,22.0210551199213,18.8923927055982,20.4558356693326,18.7191783832116,20.5644676360359,18.9313463914612,20.579309409271,19.0949335160782,20.7863635342664,19.2742085320242,21.4094398766076,416.551822920066,417.24672419773,414.47281736464,417.347846411941,415.553781150831,419.878483402372,416.51072477447,422.172548552297,420.659248341077,434.214793023441,435.485256643443,1933.84128355364
1,1.25,2.49231584844618,24.7213395246064,0.229677852490502,1.86526505467297,-0.0491548681335162,-5.14395864647,-5.65910467526924,0.231728316520365,-22.3957472059788,-0.782221875922188,0.478679922967682,1.86,0.705,0.22,0.26,23.3823,23.133,23.0284,22.21565,21.8233,21.4979,100.17405,72.54,7.9466,22.24,22.245,22.645,21.815,0.5,-3.82,1.5,-1.38,0.71,366.4,434,421.35,429.4,0.13,-0.11,0.035,0.085,-0.05,-0.01,0.04,0.34,-0.105,23.393,23.636,24.212,24.655,24.9635,25.736,26.1605,26.537,23.1675,23.5745,24.4135,24.6855,25.14,26.139,26.425,26.893,22.7445,24.7135,24.2945,26.8065,23.191,23.67,24.0215,24.449,25.24,25.7055,25.987,26.3725,26.9855,22.901,23.57,24.302,24.9525,25.658,26.2415,26.576,26.7035,27.1385,-3.244,-4.038,-4.918,-70.68,21.874623219849,18.8064970592451,21.0126115418995,18.7599758663928,21.1863003841408,18.8615767344679,21.2031523075058,18.8916561635609,20.6163929940333,19.4474160243283,21.1628312274927,415.9550934402,417.736356253447,414.682009636587,419.050767904065,415.621219463979,421.089342986348,418.184099747806,426.755288093436,424.785499535927,439.535159776168,434.522982516938,1936.48278799013
1,1.75,2.58465849820269,24.4824027159856,0.235100488172884,1.43044541949351,-0.372424428908532,-3.07227089788179,-5.71084710664512,0.220035396631684,-24.8369072609349,-0.432555757914545,0.497134959840431,1.85,0.64,0.21,0.26,23.3781,23.058,23.0344,22.1963,21.76845,21.4417,100.148685,72.21,7.8963,22.16,22.12,22.57,21.685,0.5,-3.84,1.5,-1.34,0.62,366.4,434.1,418.65,428.65,0.13,-0.12,0.035,0.08,-0.055,-0.01,0.04,0.34,-0.105,23.314,23.5575,24.1765,24.6385,24.96,25.736,26.1605,26.537,23.082,23.515,24.3535,24.656,25.1345,26.142,26.4245,26.893,22.655,24.695,24.2935,26.8065,23.071,23.5795,23.979,24.425,25.2355,25.7045,25.9865,26.373,26.985,22.774,23.47,24.2355,24.9235,25.6535,26.2405,26.5755,26.703,27.1385,-3.4345,-4.632,-5.36,-70.75,21.6571256913841,18.7568645141756,20.9311772358561,18.1240796290667,20.3986545902218,18.3625432984585,21.4277621081123,18.501312580793,21.3641030826164,19.1277443649372,21.8067419291529,416.365640314533,417.587501088478,414.357383159767,418.144585636361,415.103396399809,421.118573224711,417.647538352069,424.802805536281,420.679004844294,432.156400150334,433.81215519332,1908.16914932671
1,2.25,2.47317928722709,24.6004463160797,0.214423286886534,1.61882659816467,0.207830357904432,-1.65511282825291,0.67802482204464,0.195495397895195,-17.9946497633803,-1.07418060096165,0.465673161679336,1.82,0.64,0.22,0.26,23.2895,23.012,22.9338,22.088,21.6248,21.3128,100.12454,72.31,7.9541,22.105,22.01,22.51,21.525,0.5,-3.84,1.6,-1.28,0.61,365.8,433.8,418.3,427.55,0.13,-0.11,0.04,0.075,-0.14,-0.01,0.04,0.34,-0.11,23.233,23.4955,24.146,24.622,24.9575,25.735,26.16,26.5365,22.997,23.434,24.285,24.636,25.13,26.141,26.425,26.892,22.5875,24.6765,24.293,26.806,22.982,23.508,23.9175,24.4095,25.231,25.704,25.986,26.373,26.985,22.639,23.3585,24.177,24.875,25.6485,26.24,26.575,26.703,27.1385,-3.598,-4.856,-5.464,-70.89,21.5052657024438,18.749261646604,20.9307706668566,18.3470544577591,21.195095385649,18.8262298723423,21.2473590634048,18.8760140175294,22.1584312895501,19.1116135683899,20.8329343761948,416.27978625217,416.862476626644,414.125120359583,416.787477683386,415.278144404042,420.790744163523,417.296253301996,421.547219909112,418.428798737913,431.818400227772,433.455092002184,1914.25745331032
1,2.75,2.46710658869957,24.5394982220449,0.219240809719105,0.923135929086602,-0.144871409086041,-4.37849033245273,-2.12736157809005,0.195407784273327,-16.7671539573636,-1.66034083215322,0.478942021581109,1.87,0.66,0.22,0.26,23.2902,23.013,22.83,22.1011,21.6614,21.2321,100.09706,72.875,7.8373,22.06,22.01,22.46,21.39,0.5,-3.85,1.7,-1.335,0.66,365.3,433.6,418,426.35,0.13,-0.11,0.035,0.08,-0.14,-0.01,0.05,0.335,-0.105,23.1835,23.4295,24.11,24.603,24.9555,25.735,26.16,26.5365,22.875,23.323,24.23,24.616,25.126,26.139,26.424,26.892,22.5145,24.6575,24.2925,26.806,22.897,23.438,23.859,24.406,25.2265,25.703,25.986,26.3725,26.9845,22.5535,23.279,24.1175,24.8325,25.6415,26.24,26.5745,26.703,27.1375,-3.801,-5.1275,-5.723,-70.51,21.2003551780075,18.9212522574159,21.7555612166,18.5867388146811,21.4592516868505,18.8199302815681,20.6573273606781,18.8296509434552,20.933404334043,19.1945638771412,21.7311341629451,415.042745113658,416.821309532625,413.387837168768,416.729611318373,414.805087086071,422.038313984594,417.431815305555,421.533402856832,422.190781075919,432.239297720243,439.2940603657,1934.9270562625
1,3.25,2.51796399387667,24.4857848671358,0.239349705364203,1.53083480933078,-0.0863516307516147,-2.03228638285655,-3.74159291108999,0.203566509695067,-19.3616177679432,-1.18232548451674,0.456658917385723,1.86,0.64,0.215,0.26,23.2195,23.0015,22.7721,22.04455,21.69325,21.1819,100.0829,72.87,7.9681,21.99,21.97,22.36,21.38,0.4,-3.83,1.65,-1.34,0.68,365.7,433.2,417.15,426.35,0.135,-0.105,0.045,0.085,-0.14,0,0.05,0.335,-0.105,23.0975,23.3885,24.0865,24.587,24.9535,25.735,26.16,26.5365,22.781,23.224,24.163,24.598,25.122,26.138,26.424,26.892,22.405,24.6315,24.2915,26.8055,22.824,23.3485,23.815,24.3785,25.222,25.7025,25.9855,26.3725,26.9845,22.467,23.1805,24.074,24.789,25.633,26.2395,26.574,26.7025,27.1375,-3.825,-5.307,-5.817,-69.97,20.9002740665897,18.547166184744,20.9317311084777,17.970461958614,20.9665847735465,18.8584232423958,21.0734625622251,18.394715903643,21.4317320833622,19.0378351771244,21.3577578868649,415.363892575349,417.234435916406,414.289386244788,417.423001570291,415.661935075349,421.091775602127,418.9975897081,422.833747798449,419.288747225582,432.770568172474,439.382471639089,1925.51779739791
1,3.75,2.69225233082547,24.4455057627746,0.224023617901701,1.42999784759933,0.071309240948038,-3.73299993454407,-2.50140183535206,0.211670655990401,-23.4329132724051,0.638499290823781,0.484503675783684,1.89,0.69,0.22,0.26,23.20545,22.9,22.7402,21.9996,21.5171,21.19435,100.07474,72.575,7.99475,21.925,21.86,22.27,21.395,0.5,-3.79,1.5,-1.335,0.705,364.7,433.1,416.8,426.5,0.13,-0.11,0.03,0.08,-0.14,-0.01,0.05,0.345,-0.105,23.0565,23.3455,24.0705,24.569,24.951,25.735,26.159,26.536,22.706,23.162,24.124,24.576,25.117,26.136,26.424,26.891,22.318,24.6005,24.291,26.805,22.739,23.2815,23.791,24.3535,25.2165,25.7015,25.985,26.3725,26.9845,22.363,23.084,24.0375,24.747,25.6215,26.239,26.5735,26.7025,27.1375,-4.1075,-5.333,-6.188,-70.65,20.9978940625737,18.3126757671548,21.6470053249231,17.9953221958849,21.8392164111242,18.7578159740579,21.083399430155,18.6351446220881,20.3527624617921,18.9730260809919,21.7113157931853,415.46130718977,417.933885976235,414.083688825669,416.49090543733,414.091523078519,419.896104281355,416.614278325663,420.865440266508,425.273062861757,428.623819612648,437.143531919643,1939.15656348871
1,4.25,2.60280983254823,24.434676581038,0.225162613695916,1.17080385269605,0.288938852284941,-3.18664233549409,-3.06348602859321,0.188430763251944,-19.3852994408243,-1.16128163443553,0.477131152031506,1.86,0.65,0.22,0.25,23.22975,22.944,22.68595,21.94525,21.3771,21.13495,100.07118,72.6,8.0488,21.9,21.825,22.22,21.24,0.5,-3.8,1.5,-1.34,0.73,364.05,432.6,415.8,426.3,0.13,-0.11,0.03,0.07,-0.14,-0.01,0.04,0.335,-0.11,23.007,23.2985,24.0395,24.5605,24.9495,25.735,26.159,26.536,22.634,23.078,24.078,24.552,25.112,26.135,26.424,26.891,22.2135,24.5765,24.2895,26.805,22.6815,23.223,23.749,24.343,25.212,25.7005,25.9845,26.3715,26.984,22.318,23.0185,24.0195,24.7205,25.6095,26.238,26.573,26.7025,27.1375,-4.268,-5.575,-6.419,-70.92,20.6439878475651,18.0519300288136,20.860166815734,17.820080087099,21.0390524956531,18.1636020935981,21.7799997,18.2473125553029,21.3585089429431,18.5879918670596,21.8622264542214,415.364009921493,417.415062337224,413.833186483648,416.517278758677,414.794622769445,418.173939537714,419.122577383089,420.973196977761,420.755990847368,431.090668327631,433.97696225515,1916.86549836744
1,4.75,2.52883466467846,24.5165587097169,0.234868524555708,1.69470605681648,-0.728097841396247,-4.60547987343761,-2.82294943526397,0.18707121951678,-18.701052319378,-0.774992837852255,0.449346064931462,1.88,0.635,0.22,0.255,23.1848,22.954,22.6358,21.8579,21.2101,21.08875,100.07968,72.445,7.9508,21.68,21.645,22.14,21.02,0.5,-3.78,1.5,-1.35,0.74,364.1,432.4,414.3,425.7,0.13,-0.11,0.035,0.08,-0.14,-0.01,0.045,0.335,-0.105,22.963,23.274,24.009,24.5445,24.9475,25.734,26.159,26.536,22.552,23.001,24.046,24.537,25.105,26.134,26.423,26.891,22.1055,24.5525,24.2875,26.8045,22.628,23.1755,23.723,24.3235,25.2075,25.6995,25.984,26.3715,26.9835,22.2615,22.9715,23.96,24.693,25.599,26.238,26.5725,26.702,27.1365,-4.399,-5.839,-6.681,-71.87,20.73741232831,18.2757662920048,20.8270407497333,17.9752711459332,21.2101835032604,18.5381068194594,21.4913147238008,18.3563846169378,21.254282812123,18.7806884110025,21.4888848114229,415.31579058442,416.09873847671,414.931696375612,416.132871938231,415.808406616451,417.8181875084,418.264012823805,420.258352070885,426.710216069981,433.297552915868,439.932075568427,1935.09893991623
