DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0.272928341,2.796587656,-0.1194500505,0,-7.7425,-2.4385,75.18,0.27501614725,90.6,0.715,-1.16475,0.014692173,1.1073125,-2.3625,5.0425,-3.173,-5.7275,-4.51975,-2.4155,-4.498125,-3.4695,412.75
1,0.75,0.2838277375,3.60577074625,-1.612045279,0,-7.674,-2.421,75.59,0.290232322,90.6,0.696,-1.01075,0.102472346,0.78446,-2.215,4.671,-2.913,-5.6055,-4.423,-2.3625,-4.32225,-3.384,412.75
1,1.25,0.305608335,3.304136558,-0.255907226,0,-7.165,-2.41,75.995,0.28319,90.6,0.7315,-1.291,0.113378,0.8890505,-2.197,4.582,-3.1535,-5.634,-4.551,-2.4845,-4.405,-3.49225,412.6
1,1.75,0.271950957,2.63776,-0.23803,0,-7.0625,-2.487,75.495,0.31914,90.6,0.742,-1.044,0.1037995,0.8157235,-2.259,4.734,-3.2725,-5.6625,-4.6155,-2.5445,-4.47175,-3.539,412.375
1,2.25,0.257554395,2.922258186,2.85082,0,-7.0455,-2.465,75.02,0.31524,90.5,0.645,-1.15675,0.110136367,0.901656,-2.272,5.004,-3.3445,-5.6765,-4.6435,-2.499,-4.53875,-3.50175,412.55
1,2.75,0.213898544,3.888530031,2.203485,0,-7.1375,-2.425,75.925,0.281998,90.5,0.6835,-1.281,0.10628247375,0.7798445,-2.252,4.9065,-3.391,-5.6665,-4.6645,-2.5235,-4.57875,-3.51775,412.475
1,3.25,0.284139502,2.869266246,1.416300993,0,-6.9405,-2.411,75.43,0.269178591,90.525,0.639,-1.152,0.1081095,0.9022005,-2.26,4.7515,-3.4195,-5.6805,-4.6505,-2.588,-4.5535,-3.5275,412.3
1,3.75,0.26749263175,3.571702616,1.18367,0,-6.9015,-2.419,75.39,0.272767153,90.5,0.664,-1.29025,0.11259426,0.7966525,-2.263,5.089,-3.435,-5.6885,-4.6505,-2.6125,-4.54775,-3.52825,412.575
1,4.25,0.1504329645,3.2231925,6.0490975,0,-7.093,-2.414,75.46,0.2924645,90.5,0.663,-1.1725,0.11373441425,0.878046,-2.287,5.038,-3.4265,-5.6905,-4.5905,-2.5775,-4.5585,-3.51125,412.4
1,4.75,0.28523921,3.6626325,3.84570720675,0,-7.2995,-2.458,75.78,0.2949035,90.5,0.647,-1.08225,0.1142865,0.7892075,-2.324,4.9285,-3.431,-5.687,-4.5815,-2.5935,-4.57475,-3.508,412.4
1,5.25,0.248928,3.7468541445,3.805245844,0,-7.3445,-2.431,75.67,0.302378,90.5,0.6685,-1.1225,0.113301558,0.8637505,-2.239,4.694,-3.422,-5.6965,-4.5945,-2.6135,-4.59525,-3.506,412.5
1,5.75,0.24458703925,2.925495814,6.03083396925,0,-7.4085,-2.429,75.265,0.2777,90.5,0.6415,-1.003,0.108388397,0.766128,-2.307,4.854,-3.4095,-5.6965,-4.608,-2.6225,-4.61575,-3.519,412.3
1,6.25,0.25749835475,3.56437,3.2952912635,0,-7.5635,-2.435,75.465,0.312155,90.5,0.6285,-1.108,0.118820614,0.8702585,-2.323,4.8135,-3.413,-5.699,-4.617,-2.616,-4.64,-3.5065,412.2
1,6.75,0.169994419,2.27468249275,2.860675,0,-7.4195,-2.444,74.685,0.28139711925,90.5,0.585,-1.003,0.118526618,0.754917,-2.278,4.9915,-3.415,-5.703,-4.6285,-2.606,-4.659,-3.50425,412.4
1,7.25,0.155457017,3.89472444875,4.29254,0,-7.444,-2.386,74.825,0.257217,90.5,0.668,-1.157,0.109972965,0.877178,-2.283,4.746,-3.3995,-5.703,-4.6545,-2.5865,-4.68125,-3.5015,412.575
1,7.75,0.2364715785,3.14371768375,3.85492982825,0,-7.706,-2.402,74.84,0.274455503,90.5,0.634,-1.373,0.113724,0.783202,-2.241,4.751,-3.388,-5.773,-4.6645,-2.625,-4.759,-3.50375,412.4
1,8.25,0.270805008,3.3511275,0.774083959,0,-7.6055,-2.332,75,0.27437692725,90.5,0.6435,-1.4075,0.02197929925,1.02276,-2.226,4.833,-3.418,-5.855,-4.6795,-2.6545,-4.815,-3.515,412.35
