DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_1_2_1,G_1_3_1,H,LE,SH,SLE_1_1_1,SLE_2_1_1,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,SW_IN_1_1_1,SW_IN_2_1_1,SW_OUT,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,445.490929025,7.18544105,0.998478399999999,0.33679,1.0006978,-0.34352,-1.942,-0.4221055,9.35002850000001,11.6571327,2.464553225,0.97288275,0.882281225,102.74799995,97.99645005,11.18,1.65330975,3.82040999999998,7.19509892499999,328.07223285,320.9689154,6.92738155,4.42424999999997,0,0.876298499999999,1.63205,-0.001365775,1.561486,1.4194075,0.635924,0.44300265,6.30715635,1.903165,1.901055,2.298435,3.35662,3.89404,4.661395,5.4963175,7.46155,8.1841125,3.714565,3.914805,3.49311,4.498545,5.255455,6.01837,6.683575,8.02418,8.24424,0.250061749999999,0.5498715,1.13061,2.0741125,3.900935,2.9567775,3.459055,3.9343075,4.1570125,5.1579725
1,0.75,445.3284883,7.04589245,1.1416315,0.253075225,1.1599525,-0.69433275,-1.942,-0.426848000000001,10.543125,9.392070425,2.34613925,0.884404175,0.815300825000001,102.7674972,98.21372535,11.239599825,1.3811665,3.68109,6.984099825,327.295855125,320.75212415,6.92738155,4.02199999999999,0,0.722996,1.53655,-0.000754125000000001,1.517515,1.3879125,0.623506,0.4470368,6.387104725,1.897025,1.85337,2.28507,3.35224,3.88472,4.659755,5.5006,7.47045,8.198225,3.703235,3.897825,3.52779,4.49616,5.247065,6.02099,6.694405,8.0194375,8.26905,0.210236,0.5410875,1.07529,2.093325,3.894425,2.9617725,3.453795,3.92077,4.1479125,5.153295
1,1.25,445.92401245,7.1033355,1.02547685,0.351716100000001,1.165591325,-1.794,-1.943,-0.470237,9.9118175,8.566256575,2.95014884999998,0.739003625,0.862310549999998,102.800003,98.57851145,11.16875,1.63345175,3.448545,7.1005903,327.5414275,320.2537674,6.9011268,4.08458,0,0.841715750000001,1.54302,-0.0011316,1.56546575,1.388878,0.6395326,0.4383256,6.5031587,1.904425,1.88313,2.29717,3.3527875,3.8706775,4.6399925,5.50161,7.48494,8.19374,3.6929075,3.89336,3.53546,4.47052,5.23655,6.0612875,6.71095,8.03409,8.240925,0.2081325,0.532858,1.05117,2.0217,3.8966175,2.9569825,3.46781,3.9127,4.1414,5.147675
1,1.75,448.5424292,7.0779192,1.121307825,0.3284393,1.07666535,-2.0001,-1.943,-0.486638,7.7446205,9.95835625,2.23134814999999,0.880366125,0.77921585,102.824752175,97.6756776,11.45,1.55744875,3.31478749999999,7.110072075,324.19934075,319.74275625,7.0697904,4.7177925,0,0.773659000000001,1.5134,-0.0012537,1.559102,1.39800175,0.639684849999999,0.436070925,6.727471625,1.901785,1.8682225,2.2839875,3.35214,3.8760125,4.6529025,5.508375,7.46954,8.19518,3.6936825,3.89055,3.54054,4.487715,5.2351575,6.0362775,6.711965,8.025875,8.2377875,0.2059715,0.545864999999998,1.0475325,1.93018,3.8907075,2.95856,3.463705,3.90865,4.141715,5.141415
1,2.25,448.42055975,7.05599987499998,1.217639,0.2666298,1.30160955,-1.582295,-1.943,-0.495404000000001,9.29201774999999,9.78248,2.3840232,0.868375374999999,0.622183025,102.866502125,97.8704547,11.652,1.52770025,3.362515,7.03339224999999,323.7182601,319.61128995,6.9268532,5.24025999999999,0.773156249999983,0.69983275,1.66178,-0.0013996,1.605625,1.38834,0.67714135,0.4590092,6.56659115,1.897225,1.8758775,2.2788625,3.3682,3.885235,4.6637775,5.512285,7.4848075,8.190725,3.693875,3.8897525,3.50525,4.469335,5.2267525,6.0569375,6.719295,8.03906,8.247365,0.170734,0.544560999999999,1.02425225,1.93347,3.8455575,2.95702,3.4718275,3.90882,4.140515,5.1385375
1,2.75,448.3720733,6.855866325,1.133314,0.27441045,1.0525766,-0.752188499999998,-1.943,-0.490932,10.8211025,9.2266605,2.534522575,0.848566724999999,0.723034274999999,102.860001,97.99405035,11.658,1.82673,3.2281275,6.88487689999999,322.91853015,319.30533265,6.944588,4.4868675,0,0.9343195,1.64062,-0.001127475,1.604566,1.409983,0.660325,0.469322,6.380844725,1.8850425,1.878905,2.28694,3.34775,3.875945,4.641155,5.5266375,7.47323,8.19607,3.690795,3.884065,3.529775,4.47458,5.2214325,6.0400225,6.7031075,8.037375,8.240095,0.1746405,0.515775499999999,1.00028175,1.8881325,3.8720275,2.9539075,3.4552725,3.90071,4.130285,5.137175
1,3.25,446.40805795,7.07021214999997,1.25174375,0.283455,1.24180415,-1.8059425,-1.943,-0.4424825,12.209025,10.4982885,3.171874125,0.889589899999999,0.768494625,102.88824865,98.04790475,11.228,1.842467,3.32833249999999,7.02747729999998,324.93947,319.14844495,6.9725634,4.38343,0,0.86817325,1.76172,-0.0011805,1.56997725,1.38257825,0.633032,0.474622,6.5270678,1.9096925,1.86568,2.292135,3.36125,3.891925,4.66065,5.5165,7.5010325,8.1970575,3.70107,3.8980675,3.5194475,4.49832,5.2439725,6.058255,6.70929,8.0416,8.222085,0.1912185,0.516409499999997,1.01654375,1.8673425,3.893035,2.956925,3.4745475,3.91719,4.144235,5.14095
1,3.75,447.9983468,7.02668369999997,1.1150125,0.3034355,1.12886725,-1.454325,-1.943,-0.44930125,11.121325125,9.31381129999999,3.22454284999999,0.8310495,0.697861374999999,102.898251475,97.686872525,11.145,1.7266515,3.4706625,6.99822619999997,324.83724955,318.8677586,7.0314058,4.337955,0,0.807134500000001,1.6645,-0.0012691,1.55718475,1.36427175,0.634510800000001,0.445963975,6.3190975,1.87108,1.8680925,2.2747925,3.377875,3.8925325,4.6681975,5.524655,7.460745,8.19087,3.69586,3.8930575,3.51687,4.4798425,5.2287725,6.0267175,6.700755,8.0471625,8.221025,0.1782155,0.523009499999997,1.01699,1.907955,3.86264,2.956835,3.461695,3.92157,4.1476975,5.13745
1,4.25,448.08551,7.0156431,1.12316475,0.26054885,1.1384411,-1.24694,-1.943,-0.45933875,8.642327,8.22910857499999,2.9984525,0.804673825000001,0.670994624999999,102.90825365,97.8535696,11.495,1.6683375,3.5699075,6.96533205,323.28704505,318.861961,6.864517,4.071845,0.57622499999998,0.69193375,1.6082,-0.000998999999999998,1.557152,1.357356,0.639124475,0.4552044,6.6980336,1.90879,1.87117,2.281895,3.36791,3.883575,4.65572,5.51455,7.4506875,8.186035,3.686255,3.878525,3.5099575,4.4612475,5.2175425,6.0200475,6.7076025,8.03288,8.227125,0.175101999999999,0.508100999999998,1.00603,1.92599,3.8690625,2.9632425,3.4807375,3.913725,4.147055,5.139965
1,4.75,448.8606993,6.780932175,1.3154849,0.28568795,1.132612,-1.10116,-1.943,-0.46436,10.223079375,9.45385037500001,3.055653075,0.7609408,0.663105524999999,102.9265007,97.57718405,11.55427885,1.904939,3.39152,6.769411325,323.37504575,318.7458629,6.9443472,4.1227625,0,0.9725755,1.53566,-0.00102505,1.49425625,1.40162225,0.6166705,0.46300265,6.45548375,1.90233,1.8817825,2.2930125,3.3567125,3.8631125,4.6454125,5.51329,7.476175,8.2006425,3.6804725,3.87801,3.5260025,4.4852,5.21509,6.0406175,6.7155725,8.025785,8.226755,0.1536475,0.491152499999999,1.0198125,1.9174375,3.8656075,2.949995,3.4772025,3.909245,4.13853,5.1389125
