DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,4.895376,11.689944,2.5747995,0.3852,0.772828499999999,0,4.68633575,4.6697155,515.81883,0.217949,307.5145575,308.1760375,5.58059400000001,-1.197854,97.256009,3.5945475,2168.702,24.846254,0.121487,0.278395,0.743839249999998,0.434244,97.3637515,1.33548275,1.382319,0.587812999999999
1,0.75,5.1021355,11.9048325,2.470162,0.37099625,0.664015,0,5.54628599999998,5.48922099999998,547.898575,0.234419,307.40671,308.5323875,7.49861800000001,-1.24571,97.159017,3.59171665,2191.94775,11.95110875,0.554862000000002,0.391202,1.813972,1.40809,97.36648425,1.395295,1.31460125,0.6106625
1,1.25,2.59179400000001,17.1993095,2.52726275,0.3610725,0.636472,0,5.174211,4.90856874999999,547.44873,0.26226125,306.91612,308.4075625,4.66011875,-1.17311625,97.304753,3.6121488,2183.300525,11.673796,0.262155499999996,0.605750249999999,0.973939499999992,1.070096,97.36886,1.24498375,1.33803625,0.59223375
1,1.75,5.2092525,10.826791,2.39114125,0.389828,0.61063506,0,5.89843374999999,5.82087149999999,521.32865775,0.2242475,307.3432,308.4567,7.601125,-1.1145625,97.38668,3.61596285,2157.846,7.92082099999999,1.595215,0.356873,2.10687855,0.71859,97.37367775,1.2723425,1.3279675,0.5731025
1,2.25,4.766045,13.457789,2.751405,0.39056775,0.610199745,0,5.1832725,5.14146,533.5691875,0.190075,307.4373775,308.3227775,7.7098425,-0.53295125,97.7828365,3.624562375,2172.63095,12.862005,0.12743,0.3098315,1.0284705,1.018419,97.3995445,1.358011,1.552606,0.6430865
1,2.75,3.5767035,22.39295,2.4997245,0.38429575,0.6743404625,0,4.36328900000001,4.76918980000001,506.15835,0.15589925,309.31576,309.3049875,5.2943,-0.883245077500003,97.90702075,3.621622875,2161.446,9.41520724999997,0.1605975,0.4124575,1.4513925,1.50686199999999,97.435189,1.365065,1.5457415,0.593636
1,3.25,3.2351795,11.952291,2.271121,0.39317175,0.891701,0,5.48478000000001,5.22537400000001,543.246,0.2364125,307.85471,308.12967,7.45779999999999,-0.873991250000002,97.96301575,3.641234,2163.1262,19.461823,0.586569499999994,0.371435,1.93224575000001,0.818065,97.420873,1.3140335,1.3587945,0.585217
1,3.75,3.85859649999999,13.7369915,2.407409,0.325256,0.898787879999997,0,7.016422,7.134364,540.60258,0.2427235,307.11308,307.3669,5.33387500000001,-0.377078499999998,97.8635185,3.662417575,2172.99145,10.54819625,0.15110825,0.409081,1.440898,0.772085,97.385131,1.248278,1.29604,0.558878
1,4.25,3.624335,12.7228995,2.2056825,0.37908175,0.91854,0,8.7058816,8.9172799,540.82176,0.20684375,306.85764,306.1696,4.8660625,-1.19225,97.768508,3.664633525,2182.996675,10.286384,0.3659225,0.27326975,0.757796,0.8043825,97.385254,1.3534528,1.433432,0.600746
1,4.75,3.609579,16.890571,2.13596,0.3440525,0.6442065,0,6.573695975,7.594479475,556.978225,0.2153125,306.055485,306.45182,4.20775,-0.4965199875,97.825985,3.67062995,2180.32,12.386335,0.152324,0.17836639,1.18916,1.914475,97.402704,1.26067925,1.29053875,0.5644095
1,5.25,4.45539199999997,28.455238,2.33343575,0.3559175,0.67541,0,6.22023,5.572772,616.26079,0.1422165,312.1750575,310.4266775,4.0619,-0.908977594999999,98.094676,3.659821975,2212.933125,8.740466,0.880390999999999,0.26749,0.67705,2.0277825,97.4209675,1.33079,1.3672425,0.58586
1,5.75,4.471798,18.66462225,2.0686395,0.362213,0.857192000000001,0,4.8735085,5.04758749999999,592.54326,0.1788,311.883965,311.944855,4.257225,-1.3171,98.211007,3.6481521,2189.5548,8.1753795,0.34237925,0.29,0.7622575,2.04079,97.46533725,1.23343375,1.28048725,0.54640125
1,6.25,5.29186662499999,15.863105,2.228561,0.34951625,0.688985249999998,0,3.42621925,3.3243835,572.541215,0.2219125,311.5395825,311.747855,3.37022499999999,-1.36085625,98.09725975,3.853378,2168.391,11.937832,0.363096,0.21658375,0.84124375,0.54247575,97.3671025,1.32743475,1.45621775,0.594566
1,6.75,3.12078674999996,31.24860375,2.0682025,0.314863,0.639792749999998,0,2.0300525,2.03355875,602.09822,0.2348125,309.00842,311.8409575,3.354825,-1.37045625,98.33398075,3.859279,2181.040475,7.4616595,0.809032249999998,0.28488,1.25297075,1.495043,97.3827805,1.235796,1.39713175,0.5754525
1,7.25,4.4646825,20.2788175,2.0888445,0.36308625,0.619676999999998,0,4.708951,5.17916475,599.453325,1.33612925,311.1270125,311.571515,3.97522499999999,-1.4118825,98.51277625,3.862495,2178.206425,9.60960125,0.157552,0.687494500000001,1.07239025,0.3499335,97.449928,1.2789945,1.2968855,0.53969225
1,7.75,3.8405335,10.7252175,1.9973465,0.30834,0.608166249999999,17.299962,3.14992,3.599075,556.571385,15.95271125,311.3931225,311.7012325,11.7504345,-1.31893925,98.483811,3.87388575,2143.8636,7.485945,1.58633164999999,0.3777575,2.3441725,0.74604625,97.4835595,1.27111175,1.3552125,0.54671525
1,8.25,5.26340275,14.92127625,2.168017,0.364801,0.628650749999999,102.642092,7.7071595,6.836577975,571.60059,49.07057225,312.13727,311.451655,48.3340305,0,98.05447075,3.882756,2138.12125,9.45061674999999,1.8848855,0.476132,2.561504,0.46176325,97.533928,1.41592475,1.4573045,0.597083
1,8.75,11.371733,10.69720925,2.262102,0.3905905,0.6668935,175.18735,2.80955125,3.31756875,483.6039,98.315162,314.24978,312.32316,93.49689,-0.966914080000001,97.432678,3.8490797,2117.00685,8.340231,0.648568999999998,0.940925749999999,4.7540165,0.793860000000001,97.50917875,1.39837975,1.543617,0.59969375
1,9.25,21.2427835,19.181458,2.28523075,0.37042275,0.724511,242.1078,4.332329,4.35522299999999,583.601982,156.496965,314.6417825,313.0152975,90.9639652499998,-0.6444062725,98.260128,3.6208065,2154.6971,10.66201525,0.150708,1.1,4.626918,0.6615935,97.5234705,1.446524,1.461364,0.577024
1,9.75,29.569626,27.07394,2.51220275,0.3603825,0.859786,287.688845,1.86611125,1.78452475,485.6757475,202.7743225,315.149225,313.9465,77.3750257499999,-0.151830250000001,97.43266,3.6797905,2134.09785,8.053209,1.24297799999999,0.942302999999999,5.337926,0.232164,97.54675025,1.27076,1.441134,0.556286
1,10.25,30.9564,13.69284875,2.41322925,0.3985165,0.8469025,351.200575,0.711374499999988,1.25470328749998,556.0050975,249.1901,314.5450475,315.17128,82.7036175,0,97.52863175,3.733105,2128.068,8.65537800000001,1.09693125,1.066708,3.4239975,0.405768,97.529961,1.4424985,1.444947,0.5978975
1,10.75,42.35189875,22.6412515,2.7116475,0.428654,1.12994225,400.05294,0.243362500000001,0.250421500000001,554.608332,281.9815,315.087465,316.000635,72.807522,0.0206605000000009,97.4001825,3.738381,2120.37805,9.26735625,1.16079449999997,1.1477925,2.936294,0.32247425,97.54241925,1.62525375,1.63563,0.64780125
