DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.3735,-25.1715,2.4575,0.1155,-17.572,-0.106,75.778,386.756,0.19,-15.6455,0,-1.4985,0.271,0.08,0.674
1,0.75,0.3715,-25.149,2.426,0.1645,-21.602,-0.161,75.7475,386.749,0.19,-18.2685,0,-1.714,0.287,0.0525,0.658
1,1.25,0.341,-25.0565,2.3505,0.159,-18.422,-0.167,75.547,386.7515,0.19,-17.0925,0,-1.7645,0.305,0.0415,0.65
1,1.75,0.368,-25.1085,2.4515,0.12,-20.491,-0.215,75.598,386.778,0.19,-15.571,0,-1.951,0.2895,0.031,0.645
1,2.25,0.3715,-25.0005,2.3625,0.139,-17.439,-0.143,75.69,386.837,0.19,-15.915,0,-1.672,0.2835,0.058,0.662
1,2.75,0.357,-24.989,2.303,0.145,-17.7375,-0.171,75.6695,386.8995,0.195,-16.3635,0,-1.096,0.313,0.065,0.672
1,3.25,0.346,-25.0795,2.323,0.112,-15.965,-0.227,75.404,386.995,0.195,-19.0755,-9.713,-1.769,0.2915,0.0745,0.667
1,3.75,0.341,-25.1935,2.331,0.1275,-16.65,-0.131,75.269,386.953,0.19,-21.0135,-10.328,-1.616,0.289,0.048,0.663
1,4.25,0.315,-25.311,2.338,0.137,-14.907,-0.141,75.1545,386.896,0.19,-17.7965,-10.007,-1.6525,0.2715,0.064,0.665
1,4.75,0.322,-25.276,2.333,0.169,-18.158,-0.22,75.419,387.039,0.2,-12.697,-9.9025,-1.425,0.289,0.08,0.664
1,5.25,0.314,-25.3405,2.245,0.147,-18.2895,-0.1675,75.1645,386.968,0.19,-11.409,-9.836,-1.3905,0.321,0.0825,0.676
1,5.75,0.341,-25.439,2.268,0.15,-14.678,-0.181,75.226,387.112,0.195,-10.559,-9.9485,-1.4935,0.278,0.065,0.681
1,6.25,0.345,-25.53,2.392,0.172,-17.977,-0.15,75.0275,387.156,0.19,-15.037,-10.4975,-1.261,0.3015,0.0975,0.686
