DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,H,LE,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,PA,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TS_1_1_1,TS_1_2_1,NETRAD,PPFD_IN,PPFD_BC_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,356.498049598494,2.47230978059035,-3.37335875998821,-1.41666729151746,-3.99241030945814,-10.54875,-8.0075,-13.19625,-9.07375,-65.97798993,-6.82282080803146,1.078463175,0.063837915,0.0982763599161893,0.217602,0.223114,97.33837,57.9745208474043,59.904652,59.23723,64.331722859589,-15.11539025,-15.95841,-16.2704585,-17.44875,-0.790125,-1.384625,-96.34720275,0,0,0,0,161.97707,239.67907
1,0.75,356.881322034881,2.45142945088147,-3.28496748397759,-1.2756456955664,-2.92975356561378,-10.8625,-8.08125,-13.71375,-8.98875,-53.47483,-4.61132664923257,0.961564385,0.05768314,0.0731726865907387,0.213329,0.149193,97.3271056375,58.9967378375,58.596928,59.663426,65.7504156678082,-15.0750445,-15.675894,-16.158982,-17.75046875,-0.79745,-1.385625,-96.03445,0,0,0,0,162.872735,241.340345
1,1.25,357.132740422419,2.39656379247957,-3.32216260729756,-1.19299868578838,-3.85424752298264,-11.1,-8.12,-13.764,-9.162,-49.020205,-10.7651235581506,0.992725785,0.06616816,0.0864556282774734,0.20222425,0.1953255,97.341535,58.9430463422319,59.057544,59.542468,65.8615,-15.199073,-15.829212,-16.167928,-18.161936,-0.810125,-1.387,-95.26617,0,0,0,0,162.144405,239.025815
1,1.75,356.223911315112,2.3872875590969,-2.03803394249214,-1.96772667223071,-2.24545574410002,-11.258,-8.146,-13.802,-9.722,-49.073630774,-5.9170542546245,0.9639733,0.086984,0.0970976147252908,0.2041115,0.24180825,97.267614032,59.5683126570779,59.605836,60.498607,66.290789,-15.62214,-16.16176,-16.332329,-18.509712,-0.829,-1.3906,-94.307714,0,0,0,0,162.55847,238.978985
1,2.25,356.591089901204,2.38406299907566,-2.68392399327807,-2.43204174305765,-2.70411527762402,-11.356,-8.264,-14.096,-9.9640452,-54.4261296145,-3.03008788457547,1.0700778,0.0954992175,0.1197615,0.223303,0.2228295,97.27351056725,58.7069437659802,60.51507525,59.6274935,64.6137335,-15.84438,-16.3992645,-16.32149025,-18.240468,-0.836,-1.3936,-93.092441,0,0,0,0,161.5880125,241.5473925
1,2.75,356.169519733215,2.65687805059737,-2.93861202061936,-2.80817431759788,-2.93422619371234,-11.408,-8.092,-14.65,-10.26194,-50.799828066,-19.6189057157584,0.86085304,0.059362154,0.0819850681069026,0.19835475,0.202481,97.423926372,58.6882847,61.34832975,59.69743625,62.729813,-15.888552,-16.24392925,-16.553999,-18.07838,-0.858,-1.4025,-93.679924,0,0,0,0,162.7428075,239.80998
1,3.25,356.986148644013,2.36255258405371,-3.14024008037206,-2.23409697720926,-3.57327320867409,-11.082,-8.168,-14.48,-10.268,-51.081595,-12.1357513192874,0.713537265,0.0422581441,0.082635485117336,0.2165325,0.20771625,97.449312422,58.63035557,62.48550075,59.10040625,62.258141,-15.9521225,-16.81335175,-17.41202625,-18.426,-0.857875,-1.41125,-92.51188625,0,0,0,0,164.6795875,239.0560275
1,3.75,357.336348418795,2.0483537375,-2.41334897715048,-1.43241676535593,-2.63772350316366,-11.114,-8.186,-14.432,-10.596,-49.909165,-4.14296825545377,0.89086559,0.050822425,0.0882925,0.1982755,0.2123165,97.451408719,59.15158947,63.28748125,59.69417175,64.1045,-16.1044615,-16.68942125,-17.27898325,-18.714,-0.8625,-1.40975,-92.0563465,0,0,0,0,164.9820275,240.10488
1,4.25,357.690707688128,2.1254877172,-3.26482674330899,-2.59232727276058,-3.22560078622313,-11.144,-8.256,-14.292,-10.74,-54.6421532725,-4.04582357350435,0.982544425,0.07093575,0.107760020780581,0.25912225,0.2556485,97.47235370675,59.2761675862251,61.72071025,59.59289225,65.6255515,-16.27592975,-16.65243475,-17.23576875,-18.934,-0.86875,-1.40405,-90.66611425,0,0,0,0,166.474325,239.9448275
1,4.75,356.550837764261,2.40733351521853,-2.6384242207464,-1.92284893039584,-2.7912811278891,-11.218,-8.51,-14.134,-10.698,-52.87712,-3.61667352071101,0.8196258375,0.058253765,0.0913713051489213,0.1907945,0.2036635,97.435879129,59.7603673970136,62.140165,60.6372,66.7905,-16.380816,-16.703577,-17.310548,-18.546,-0.875,-1.3965,-90.41499,0,0,0,0,166.72433,239.508335
