DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.03405,-38.376,0.3919,-0.1149,-56.5876,-1.189375,65.7545,374.871125,0.0805,-58.647,-0.3663,-3.951525,-0.14555,-0.77385,0.159
1,0.75,0.044575,-38.88955,0.4745,-0.0487,-54.8542,-1.972625,65.5939,374.771875,0.0805,-58.651,-0.377075,-3.8772,-0.14355,-0.846125,0.157875
1,1.25,0.031675,-38.93425,0.44885,-0.16395,-53.9276,-0.91525,65.6708,374.736375,0.08,-58.165,-0.38915,-3.99905,-0.140425,-0.677575,0.155625
1,1.75,0.02715,-38.81185,0.3482,-0.0942,-60.3602,-0.810125,65.76165,374.711625,0.08,-57.963,-0.3832,-3.873425,-0.14845,-0.63975,0.153
1,2.25,0.0291,-39.41175,0.4109,-0.10085,-57.9612,-1.245875,64.94035,374.70775,0.08,-58.4165,-0.3872,-3.95945,-0.15135,-0.8433,0.15425
1,2.75,0.03105,-39.4936,0.467075,-0.09545,-54.0678,-0.9875,63.80385,374.7015,0.08,-57.829,-0.3913,-4.16345,-0.14335,-0.54945,0.155125
1,3.25,0.033625,-39.4487,0.238625,-0.0834,-54.6292,-0.956625,64.78885,374.7095,0.08,-56.7515,-0.371075,-3.862325,-0.1489,-0.69455,0.151875
1,3.75,0.038,-39.2677,0.151,-0.26895,-51.3874,-0.8672,64.30025,374.73975,0.08,-56.8485,-0.36135,-3.97875,-0.14945,-0.52405,0.163
1,4.25,0.03365,-39.1744,0.20495,-0.0822,-50.388225,-0.795675,63.9327,375.221675,0.08,-56.096625,-0.353225,-3.6225,-0.16205,-0.7234,0.15325
1,4.75,0.03805,-39.4098,0.361675,-0.1016,-45.985,-0.559425,64.2739,375.2283,0.08,-56.296875,-0.366025,-3.78015,-0.173,-0.3881,0.15515
1,5.25,0.02625,-39.59455,0.3292,-0.2512,-46.255475,-1.12315,63.49,375.2871,0.08,-56.89025,-0.388575,-3.865375,-0.15895,-0.485225,0.151575
1,5.75,0.0362,-39.672775,0.324875,-0.247275,-48.1046,-0.6144,63.94515,375.2945,0.08,-54.75725,-0.352075,-3.652125,-0.15845,-0.3654,0.1478
1,6.25,0.037525,-39.623475,0.36145,-0.123575,-43.339175,-0.6818,63.282025,375.2809,0.08,-53.22775,-0.3794,-3.624225,-0.1566,-0.576475,0.1472
1,6.75,0.041575,-39.709775,0.3131,-0.376175,-41.307025,-0.55655,62.560875,375.3215,0.08,-51.938625,-0.383275,-3.6811,-0.15545,-0.83435,0.14645
1,7.25,0.0323,-39.737725,0.38505,-0.3705,-40.03265,-1.361375,63.03715,375.37025,0.08,-54.235875,-0.381025,-3.9011,-0.1538,-0.61865,0.145125
