DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0.54068642175,0.206565,0.142980452,-15.4885,-15.7818558725,-16.988609955,-16.304221565,84.634683265,86.044,84.72927071,85.435,99.997,-1.869743025,-1.8514575575,-1.414998267,-1.74637224,0,0.093562874,243.89188725,248.46413305,0.165991492,0.714515945,0.664061406,1.019559,0.5301605,0.4202495,0.2176965,0.654455,0.625251109,8.32766387,0.734429176,411.28,473.28,415.84,473.3,2113.7737225,1968.0699785,2118.26094525,1972.738525,2214.5
1,0.75,0.570151287,0.21026431375,0.144644616,-15.570252435,-15.75604976,-16.7655,-16.90808727,84.63278349,86.04803042,84.6595005,85.48981333,99.99442492,-1.842245145,-1.8626159085,-1.416137534,-1.74036806025,0,0.073353293,243.816054,248.13682105,0.169401439,0.7772531275,0.611740725,0.964795,0.532284,0.433247,0.233918,0.664107,0.4504330325,14.03424012,1.085880609,409.76,473.42,416.16,473.44,2102.772368,1970.02,2101.615832,1974.27,2214.75
1,1.25,0.57582571,0.22553486475,0.160160128,-15.60067048,-15.74185507,-16.97094154,-17.0792365,84.662331915,85.96267484,84.67021228,85.203003,100.00251954,-1.866052905,-1.88444058875,-1.41097738825,-1.705362776,0,0.047517352,243.22407225,246.87576445,0.173468697,0.85614694775,0.27877610775,0.927051,0.5295885,0.4208245,0.2213685,0.69588,0.460510794,18.40829036,-0.14464857,411.36,473.58,414.08,473.58,2102.5686165,1967.9585035,2104.4855885,1972.7,2206.75
1,1.75,0.555974613,0.22135037925,0.139889862,-15.72206656,-15.87506079,-17.272201715,-17.0621993275,85.00520285,85.844,84.80739498,85.08633065,100.0232209,-1.862113005,-1.88928986625,-1.424505,-1.7095807575,0,0.0650924215,243.37632055,247.89855865,0.182236039,0.96911007525,0.371387758,0.970609,0.5267055,0.429919,0.213105,0.638117,0.578811196,12.9862807475,0.44203261125,415.32,473.68,413.04,473.7,2119.732192,1963.20393425,2098.793861,1971.405,2209.75
1,2.25,0.5070486345,0.220095051,0.115615592,-16.05737434,-16.292999,-17.3005,-16.9106557275,85.0060525,85.6460076,84.883606095,85.42531788,100.04668,-1.857317505,-1.87903667225,-1.529795481,-1.723777918,0,0.061377246,244.08208495,247.40856495,0.158057855,0.8177770065,0.27929004075,0.917628,0.489288,0.4039855,0.208678,0.619379,0.5814358495,9.575320919,0.6997661715,418.72,473.78,419.16,473.86,2110.8006495,1976.795,2107.1342705,1980.765,2204.75
1,2.75,0.509044203,0.22207202725,0.1358024,-16.05478668,-16.36075,-17.44621533,-17.05925,84.75142009,85.65368413,84.6942906,85.22331848,100.0632952,-1.89983634,-1.88499874775,-1.452994622,-1.71173470025,0,0.048652695,244.3341255,246.24071195,0.1791468005,0.707103412,0.4145863735,0.91979675,0.5183885,0.4169335,0.217121,0.6447535,0.355057178,8.647870913,0.87421785575,418.64,473.9,418.76,473.9,2105.402865,1977.01523675,2119.1815665,1982.045,2196.75
1,3.25,0.5226454785,0.22329266525,0.151818413,-15.936029105,-16.2432459775,-17.05721372,-16.768907425,84.598817955,85.45972964,84.511288735,85.3449185,100.05793205,-1.897619715,-1.9107790365,-1.501785,-1.710410095,0,0.048652695,243.47281225,248.59575785,0.17045718775,0.68282405,0.299043139,1.03796425,0.52814525,0.405569,0.22690225,0.56525925,0.53271391975,13.46566672,0.40204219,413.24,473.92,417.96,473.9,2112.5459435,1976.12299725,2099.686531,1980.78264575,2202.25
1,3.75,0.50496111,0.215690857,0.127627602,-15.799231335,-15.62973614,-17.0283939125,-16.61834935,84.59480639,85.51034965,84.572123745,85.48428068,100.0556868,-1.89700182,-1.841830048,-1.45978125,-1.731144795,0,0.048652695,244.7203602,248.4494587,0.15736289,0.53106769725,0.3464873,1.01378525,0.51668,0.398939,0.20853325,0.56915175,0.59309402825,13.104828515,0.943506719,411.2,473.8,418.56,473.88,2103.874292,1972.847664,2099.285828,1975.44155,2214.25
1,4.25,0.48598582625,0.20208,0.134221695,-15.956,-15.838608365,-16.9255,-16.761,84.66961299,85.44038831,84.7244995,85.4060709,100.05135405,-1.96751568,-1.82469356575,-1.40844247025,-1.727891167,0,0.0623128745,245.38391815,246.80526585,0.161165205,1.09805899725,0.79788386625,1.0479935,0.5636365,0.424763,0.217572,0.530252,0.566850752,4.428053145,1.18399637175,410.52,474.2,416.52,474.26,2103.5157945,1974.0086695,2097.854564,1976.78471675,2215.25
1,4.75,0.492329731,0.208083041,0.11941105275,-15.652284755,-15.98662715,-17.21894024,-16.98421095,84.59031344,85.51855658,84.74874289,85.272998,100.04996395,-1.96289889,-1.8526427505,-1.487985,-1.7519102525,0,0.032041763,245.1138811,247.0893222,0.175017462,0.68602633075,0.320494718,0.977754,0.528179,0.424177,0.23792,0.57828,0.42181102275,10.0954297885,1.03558769775,412.28,474.62,414.2,474.02,2098.1817605,1977.96598375,2090.074236,1979.96850925,2213.75
1,5.25,0.516679075,0.20417,0.12735858325,-15.80831386,-16.114,-17.33874944,-17.2982761075,84.76362704,85.49110342,84.806826995,85.06789305,100.0558708,-1.962551475,-1.867041146,-1.43149125,-1.7351083595,0,0.073353293,245.36239765,247.06342415,0.17483939,-0.07700188175,0.493178259,0.93299,0.543268,0.43269,0.230854,0.570295,0.413516592,9.17260568725,0.98347357825,411.96,473,413.84,472.96,2098.0601595,1977.7243955,2089.0120895,1980.26973625,2214.75
1,5.75,0.53458,0.20167,0.1223310565,-15.793473905,-16.184098315,-17.1569847875,-17.34612775,84.67261222,85.97163766,84.7964995,85.248,100.0528532,-1.920644325,-1.843269231,-1.431405,-1.7348231865,0,0.0714820355,245.68512075,247.56529775,0.17454428,0.63249129475,0.5045166485,1.058014,0.515718,0.418925,0.225104,0.593582,0.4363649865,6.819367755,0.435612687,413.48,473.26,414.08,473.26,2094.059705,1976.22958125,2103.6879325,1979.98793325,2211.75
1,6.25,0.53570222,0.2032275,0.117137739,-15.62702068,-16.3554334625,-17.097,-17.424250265,84.3538522,85.5739288375,84.701501,84.92802453,100.04944045,-1.89744135,-1.867887929,-1.40423625,-1.7249211355,0,0.082149702,245.81214465,247.60421685,0.1667823455,0.1482091115,0.40191596575,1.051088,0.48797025,0.40859,0.2181845,0.59111725,0.675003699,10.66377826325,0.543143573,411.92,473.26,413.48,473.28,2097.695488,1974.22,2095.964229,1979.44195375,2210
1,6.75,0.534951469,0.2080202895,0.1060225575,-15.6788907,-16.3977296775,-17.35007141,-17.369620965,84.33487173,85.5614481,84.3875015,84.627,100.045576,-1.88439,-1.9039526,-1.463835,-1.7276263405,0,0.0935624485,244.36966285,247.4072959,0.172943616,0.45074427775,0.6011969745,1.0377335,0.5375065,0.4166675,0.22652925,0.5893385,0.439714028,11.4414128975,1.5970649665,421.52,473.6,421.84,473.7,2094.170608,1972.48148325,2089.018226,1979.39887525,2214
1,7.25,0.506669067,0.2025,0.10206046475,-15.77183059,-16.26899925,-17.5649763425,-17.40029254,84.24134154,85.35090622,84.389580665,84.82938305,100.05211675,-1.899103215,-1.90120583275,-1.38836625,-1.7228375395,0,0.103218083,244.89575355,247.6570609,0.17590180175,0.782120952,0.490462368,1.00194825,0.52500325,0.44204775,0.22330775,0.65727025,0.48113150475,5.57104528675,1.165532153,418.56,474.08,416.92,474.12,2087.569218,1979.7496935,2082.687784,1978.89420875,2220.25
1,7.75,0.479395925,0.2025,0.0936348665,-15.72229504,-16.1862147775,-17.39160644,-17.46314491,84.303761865,85.287,84.440563775,85.082,100.0552903,-1.92688365,-1.8748065575,-1.35516,-1.727917981,0,0.096636412,244.1781621,246.5116965,0.1731584555,-0.3460675695,0.31629474925,1.031708,0.5184465,0.4158115,0.2234285,0.5299865,0.481350711,12.9704375625,0.83462392125,414.16,474.58,414.88,474.58,2087.852577,1982.853771,2080.411535,1986.423642,2214
1,8.25,0.499249149,0.2093342925,0.11903536425,-15.85378079,-16.3009981475,-17.265166505,-17.323,84.34135153,85.28914102,84.643714925,85.11464883,100.04432435,-1.907748915,-1.87857022375,-1.348605,-1.71369921125,0,0.09150449075,245.17011705,247.22391445,0.1658498485,0.137369524,0.4440405045,1.00706875,0.533665,0.41258225,0.22259,0.5941485,0.5725490915,4.846867966,0.74380847775,418.4,474.98,418.36,475,2022.525022,1966.71588225,1954.00043175,1974.62671225,2212.75
1,8.75,0.49,0.20521,0.09401055425,-16.03872388,-16.15926747,-17.4173432175,-17.427718195,84.56918449,85.21483748,84.368564025,84.93104696,100.04710275,-1.9125903,-1.9066582615,-1.4177451045,-1.72555205,0,0.097345152,243.99298935,247.10954895,0.1652979965,-0.1935813885,0.532799676,0.9378025,0.507879,0.4164395,0.2022265,0.583476,0.38365135,6.449696699,1.5581182025,418.72,475.34,418.64,475.42,2060.061071,1948.124094,2065.5786845,1949.93,2223
1,9.25,0.522188709,0.2038575,0.10896269075,-15.9229092,-16.624423655,-17.45187752,-17.598022,84.259095415,85.34297576,84.221503,84.72410825,100.0411591,-1.919322285,-1.911541465,-1.3663179985,-1.71909526825,0,0.134730539,245.8303765,247.501368,0.1789260635,0.7144083325,0.4665164515,1.01473875,0.5582255,0.4348165,0.222325,0.6455635,0.67899072875,10.610685726,1.21901911475,417.68,475.92,417.56,476.04,2064.286301,1948.86286075,2063.88197425,1951.72762675,2228.75
1,9.75,0.516849996,0.20146,0.10481354275,-16.018382615,-16.512500395,-17.70804368,-17.597812605,84.518955765,85.26429866,84.40372552,84.55959793,100.04392045,-1.92015822,-1.90696995,-1.34110125,-1.70681072575,0.1502748575,0.7200950475,245.53013015,246.8289249,0.179136949,0.511233053,0.463375553,1.048778,0.53813,0.431886,0.219861,0.606705,0.3436971925,5.32860796,1.12147936175,416.64,476.7,416.48,476.86,2063.9145855,1944.315,2065.29305125,1950.29710175,2221.75
1,10.25,0.51833,0.202097287,0.1127168535,-15.99639905,-16.8659970675,-17.523,-17.67465922,84.2335896575,85.408002,84.2141496675,84.518931,100.01448045,-1.95676341,-1.91087756075,-1.346211556,-1.705362776,2.738182617,2.736002834,245.98959615,246.70434455,0.18165512,1.159237955,0.6931220735,1.02279,0.525458,0.409502,0.233711,0.580178,0.55375225,8.84266876,1.11571593675,427.44,477.76,423.88,478.02,2085.95270775,1941.91,2064.663117,1948.465,2218.25
1,10.75,0.530697216,0.22208,0.12491645425,-16.2083756925,-16.766390825,-17.7376541725,-17.9695,84.61656608,85.808860085,84.35480919,84.91605015,100.01724,-1.96974826125,-1.91490384575,-1.3455895935,-1.720977918,8.11273422425,6.6884356285,246.04248815,247.0538343,0.19713505775,0.903053065,0.484109776,1.08507525,0.572754,0.455399,0.24868575,0.555435,0.555860082,9.18724154675,1.86032187525,427.6,478.78,427.56,476.68,2061.056359,1938.687128,2059.96477,1948.62498875,2222.75
1,11.25,0.544627769,0.2096574385,0.1487737755,-15.9061379725,-16.370424725,-17.33693715,-17.7670200975,84.655398,85.64184315,84.56226276,84.916,100.01447955,-1.97025843,-1.913461538,-1.33464591075,-1.6880126185,13.28692308,10.800678105,246.0790649,247.55248695,0.191598304,0.777005248,0.644203061,1.055887,0.542516,0.412663,0.229103,0.522902,0.6205066455,11.46998913,0.70748063625,427.72,475.76,427.72,475.9,2060.0758915,1936.285,2061.3944625,1941.078937,2224
1,11.75,0.530625,0.221471427,0.121955681,-15.63548636,-16.031558085,-16.917,-17.57973038,84.6795549,85.85330338,84.7440944,85.38721701,100.01264,-1.975555095,-1.901383183,-1.344465,-1.69259787075,19.44821722,14.9011714075,247.37853615,249.630230575,0.18677486025,1.16764719225,0.57093915475,1.100412,0.53406225,0.4254385,0.23657425,0.5751705,0.305938733,6.34640057425,0.70418385175,420.04,476.58,419.68,476.8,2074.2006335,1927.52,2065.1258975,1929.9,2223.25
1,12.25,0.56368544725,0.2379907675,0.14745996125,-15.082870705,-15.7269995,-16.260647615,-16.863645495,84.89411125,86.181864825,85.07449775,85.46064951,99.99976,-1.9664848275,-1.915004677,-1.3335975,-1.69739306,25.33494852,18.0181867475,249.856168,251.142925825,0.17256948975,1.973743909,0.57613567125,1.01815075,0.51816925,0.4319345,0.23882325,0.53390725,0.59793968525,5.24213256,0.59324222875,418.88,477.86,418.4,477.92,2075.310534,1927.20474525,2066.171059,1932.79,2228.5
1,12.75,0.57892984525,0.24960102075,0.1776557135,-14.79640591,-15.07526697,-15.773910905,-16.230519655,85.0410389625,86.34838018,85.27083645,85.8324875,99.99424,-1.974214545,-1.91331396775,-1.36206,-1.66608832825,28.702183525,20.2277900825,251.794579225,252.945236625,0.161143216,2.200021733,0.5786732625,0.953773,0.5200445,0.400473,0.212817,0.47200225,0.280728753,2.79054238,0,418.84,478.9,418.2,479.28,2056.60815,1920.3289395,2065.37265,1925.79,2217.75
1,13.25,0.5981574125,0.2570465575,0.1667729895,-14.413290335,-14.869,-15.38474458,-15.91854479,85.2477526125,86.38864099,85.65924975,85.857914675,99.9861808,-1.987819275,-1.90190974225,-1.405875,-1.6775236595,28.819049255,21.548333765,252.7731397,256.2199445,0.180769276,1.3167869125,0.69157561125,0.95538675,0.51537725,0.4157835,0.2304055,0.4723085,0.49734425025,2.2759769055,0.2206547925,413.28,481.76,412.92,481.24,2075.033611,1917.875,2074.425414,1923.21860525,2205.25
