DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-80.6,-42.825275,-0.39042593565,-27.64890356,-0.070775,0.14345,383.8881,4.2083,6.5626,88.95758,4.5745,30.202265135,0.347,5.258,27.685992525,1.769448475,-2.54975,0.52375,252.3,326.8,2.069,0.26575,-0.048,-0.031824,8.602475,9.286875,11.004875,11.70975,11.623,12.480375,13.99175,13.81,10.301875
1,0.75,-80.4,-42.07631844,-0.36178539905,-28.80740476,-0.067455329625,0.142702975,383.671475,4.18798600275,6.3095535,88.95025,4.39275,29.82925,0.414,5.02925,27.6183740875,1.829902369,-2.551,0.50875,252,326.025,1.8955,0.1965,-0.0509,-0.030475,8.3581,9.105,10.89475,11.73775,11.642875,12.475625,13.9925,13.81,10.299375
1,1.25,-80.4,-41.8281077,-0.464225,-31.2482,-0.06109745584,0.14795,383.870875,4.23850004975,5.866753,88.9403,4.27275,29.6910188475,0.33125,4.87175,27.83285,1.83475,-2.564,0.666,251.3,325.075,1.6035,-0.022,-0.049,-0.0308055,8.1042125,8.936575,10.729625,11.7315,11.64975,12.479125,13.989875,13.8025,10.289
1,1.75,-80.2,-41.186214235,-0.3856244762,-31.46923666,-0.0523,0.148775,383.8291,4.2053,5.858575,88.92634,4.2005,30.507975,0.316,4.756,28.13915,1.816775,-2.497,0.607,251.1598,324.5,1.64925,-0.161,-0.047,-0.0344,7.958875,8.72555,10.62375,11.717625,11.66375,12.48075,13.979375,13.8025,10.2875
1,2.25,-79.7,-40.7431,-0.38105,-29.85644256,-0.0407,0.147036,383.43145,4.20460861775,5.9255415,88.919175,4.08775,30.594575,0.333,4.56425,28.1385,1.80565,-2.446,0.671,250.6,324.225,1.5675,-0.318,-0.047,-0.03535,7.73365,8.5655875,10.47075,11.727875,11.659375,12.498375,13.983125,13.81,10.28675
1,2.75,-79.59,-39.53925,-0.3817,-29.91740004,-0.0558,0.156125,383.5575,4.228105945,5.67365,88.9054,3.7905,31.22454481,0.393,4.47375,28.40335767,1.77347242575,-2.548,0.5365,250.6,323.35,1.4625,-0.5675,-0.0461,-0.03704175,7.5254875,8.412975,10.383,11.7265,11.6885,12.48625,13.988875,13.8025,10.2765
1,3.25,-79.1925,-39.68232268,-0.28130535755,-28.471225,-0.0881,0.153675,383.4198,4.2042,5.79107875,88.90295,3.85775,31.376559795,0.27725,4.538,28.5821051425,1.7361067835,-2.46,0.6315,250.1,322.25,1.522,-0.66,-0.047,-0.038539,7.32845,8.219175,10.24125,11.706,11.687,12.489875,13.9805,13.8025,10.26925
1,3.75,-78.9125,-39.61185,-0.24250959505,-28.6808308925,-0.060462983585,0.145,383.8692,4.197508629,5.699952,88.87945,3.689,31.40684251,0.32125,4.4645,28.610825,1.77060338625,-2.49,0.57075,250.4,322.575,1.26525,-0.5865,-0.047,-0.038316,7.1047,8.0847125,10.11425,11.693125,11.67525,12.51125,13.988,13.8025,10.235625
1,4.25,-78.3275,-38.7691023,-0.5003,-28.97171593,-0.07099731124,0.147625,383.8424,4.179075,5.47995,88.8626,3.47925,31.1865506975,0.32,4.262,28.252981255,1.725247037,-2.494,0.566,250.3,321.3,1.1645,-0.869,-0.047,-0.036725,6.8933,7.9447625,9.984875,11.67475,11.692,12.51375,13.972375,13.8025,10.2155
1,4.75,-78.24,-38.19405,-0.320475,-31.038475,-0.061035394805,0.143,383.31675,4.1761,5.332525,88.85725,3.401,31.484109195,0.30475,4.12,28.767425,1.739125,-2.414,0.4975,250.1,321.125,1.088,-1.0465,-0.0453,-0.041525,6.7218,7.774325,9.859125,11.6425,11.680375,12.5245,13.98125,13.8025,10.184375
1,5.25,-78.96,-37.50865,-0.4397862105,-29.02645,-0.084,0.13968615,383.59055,4.18915,5.42325,88.8631,3.3485,31.685875,0.318,4.1045,28.4695896475,1.72845,-2.43,0.444,249.8,320.775,1.028,-1.262,-0.0451,-0.041125,6.6214,7.58925,9.750875,11.63775,11.6625,12.5245,13.97475,13.8,10.15425
1,5.75,-78.33,-37.412295755,-0.3301,-30.31425,-0.06795,0.1555691,383.62185,4.17761511575,5.3641,88.87635,3.40525,32.09758367,0.362,4.23175,28.54645,1.75129252325,-2.513,0.514,249.6,320.75,0.8835,-1.2715,-0.0451,-0.0424485,6.4617,7.4415125,9.641,11.59375,11.643625,12.551875,13.977875,13.8025,10.12075
