DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,0.086,-0.47305849775,-12.380891855,0,-30.24835,-1.3292,67.096,0.0582,98.169225,0.08701985,-16.5299,0.000346563,-1.2311,0.42486425,-9.82767,-10.3252,-12.96025,-12.6478,-9.282105,-13.07455,204.4225,214.2,0.150025,415.2017
1,0.75,0.1671083195,-1.317164774,-13.8324,0,-29.972375,-1.3628075,67.343175,0.060775,98.254,0.0740125,-18.054175,0.0006524775,-1.23677,0.416085,-10.083775,-10.5174,-13.121925,-13.10115,-9.542725,-13.1027625,205.4,213.8625,0.16082,415.3948
1,1.25,0.115637394,-2.127675,-15.19790431,0,-29.873525,-1.35199,67.2731,0.0574,98.21425,0.057308225,-16.909775,0.000581962,-1.2361725,0.4121975,-10.295075,-10.594525,-13.39415,-13.095,-9.61425625,-13.1308375,204.745,215.64,0.16515,415.33045
1,1.75,0.10294405875,-0.794090626,-13.7428740725,0,-30.072625,-1.353925,66.9632,0.0564,98.171525,0.07908035,-16.43765,0.00109164,-1.232505,0.4093925,-10.3581,-10.6379,-13.429375,-13.031225,-9.67839875,-13.1273225,203.625,216.1,0.160985,415.1984
1,2.25,0.102475,-1.633196546,-17.2353662175,0,-29.600725,-1.357015,66.92725,0.0653,98.1936,0.14914725,-15.147,0.000665086,-1.244775,0.42146925,-10.402975,-10.628,-13.345675,-13.012125,-9.696145,-13.10252125,203.065,212.5225,0.1447625,416.418
1,2.75,0.03445,-1.5294,-15.645,0,-29.232325,-1.3674425,67.159125,0.0574,98.199775,0.11067,-15.0877,0.00056619325,-1.2487875,0.4060545,-10.487275,-10.6226,-13.2817,-12.979275,-9.688525,-13.14712875,202.4825,212.3725,0.14137,415.36835
1,3.25,0.0739,-1.045557023,-12.841870695,0,-29.284125,-1.390335,66.8573,0.0567,98.2215,0.08031345,-14.941,0.0002761905,-1.2553,0.4157975,-10.45825,-10.668175,-13.25885,-12.99725,-9.65023625,-13.1675625,203.225,212.4225,0.1496275,415.584875
1,3.75,0.0523,-1.249233201,-13.761875,0,-29.623225,-1.36954,67.176,0.0557,98.266725,0.06973085,-15.0346,0.0005226675,-1.239385,0.428455,-10.504375,-10.659675,-13.2639,-13.020875,-9.684605,-13.1063625,201.9325,213.725,0.16121,415.7531
1,4.25,0.168178677,-1.551404045,-13.4711452925,0,-29.65355,-1.37064,67.440525,0.054175,98.26075,0.03114705,-14.8408,0,-1.2350025,0.41606,-10.54185,-10.66995,-13.214675,-13.036975,-9.6974125,-13.0786875,202.64,215.535,0.15727,415.726
1,4.75,0.1598002155,-0.8185298695,-13.7006,0,-29.72025,-1.38961,67.348625,0.058875,98.275675,0.062408625,-15.26675,0.0001452955,-1.2248275,0.41094,-10.567575,-10.671025,-13.219225,-13.05725,-9.68904125,-13.061875,203.54,216.3,0.15149,415.161125
1,5.25,0.228805291,-1.2113602895,-16.0757304175,0,-29.68255,-1.384675,66.826,0.0597,98.277,0.062940375,-15.562375,0.000105516,-1.2300925,0.420658,-10.596375,-10.657375,-13.214925,-13.074925,-9.69377375,-13.090325,203.2425,216.9275,0.15747,414.0999
