DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.0202,-5.10515,2.794615,0.575966,-0.407784,-0.02129,0.01385,2.22288,0.16855,-1.64872,97.6337,405.344,4.58872,0.674901,0.614877,0.210763,0.179523,-2.610885,80.3865,-19.99325,-1.32398,0.638062,286.2155,298.4995,0.065,0.5794255,0.606143,-5.498235,-5.359695,-4.975
1,0.75,-0.0274,-5.26551,2.42284,0.7800825,-0.548484,-0.0911,0.00235,2.36904,0.1701305,-1.366225,97.59055,405.697,4.48093,0.7673215,0.6815215,0.258709,0.1685205,-2.26996,79.01585,-20.7435,-1.248945,0.664386,280.1715,298.0945,0.0594,0.578547,0.605118,-5.520685,-5.361625,-4.913
1,1.25,-0.02325,-4.79455,2.623505,0.672887,-0.412046,-0.0676,0.00504,2.265285,0.1575155,-1.49932,97.587,405.7505,4.514215,0.676866,0.5938725,0.226894,0.176645,-2.560955,79.77495,-20.6296,-1.07276,0.670606,277.1695,298.0835,0.0627,0.5762425,0.603788,-5.52835,-5.337205,-4.593
1,1.75,-0.0271,-6.94064,1.61231,0.739892,-0.3843785,-0.100273,0.00769,2.29574,0.159621,-1.38634,97.5953,405.732,4.2922,0.647499,0.617269,0.258147,0.190758,-2.41998,79.8867,-20.5752,-1.09623,0.604749,273.014,300.178,0.056,0.572473,0.602868,-5.53527,-5.30852,-4.896
1,2.25,-0.0284,-6.1073,3.26865,0.627077,-0.438585,-0.143778,0.0119,2.26483,0.1806515,-1.386265,97.55005,405.632,4.357895,0.7077245,0.6036745,0.2550125,0.1661245,-2.51436,80.1834,-18.7361,-1.24349,0.555117,275.149,299.866,0.0562,0.569398,0.600652,-5.54406,-5.3451,-4.717
1,2.75,-0.01815,-5.07329,3.102985,0.473474,-0.360467,-0.00775,-0.00898,2.460475,0.191114,-1.567725,97.5512,405.3985,4.420305,0.775648,0.635577,0.250246,0.180296,-2.6399,80.0186,-19.3841,-1.23403,0.567743,276.402,298.531,0.049,0.569186,0.596683,-5.55175,-5.37594,-5.054
1,3.25,-0.0169,-6.01743,3.419995,0.586086,-0.253723,-0.0714,0.00644,2.398475,0.1574475,-1.50349,97.5598,405.87,4.540565,0.612862,0.5811755,0.2069765,0.17437,-2.41832,80.9078,-16.184,-1.12842,0.630599,278.594,299.521,0.0555,0.564578,0.59183,-5.55897,-5.41769,-4.888
1,3.75,-0.026,-4.93794,3.927235,0.5415885,-0.350406,0.0801,0.01181,2.39297,0.1683095,-1.60502,97.5474,405.911,4.554295,0.6265965,0.6036905,0.2186455,0.1695885,-2.43361,80.4826,-14.544,-1.12018,0.511478,279.67,300.323,0.0542,0.567432,0.58765,-5.56295,-5.4154,-4.744
1,4.25,-0.0209,-5.42514,4.52677,0.602004,-0.306029,-0.0521,0.00902,2.202145,0.162807,-1.682805,97.5368,406.1775,4.48682,0.599067,0.604738,0.227304,0.1668815,-2.6596,80.1328,-13.1664,-1.16129,0.605518,278.639,300.323,0.0446,0.564459,0.582945,-5.57257,-5.41118,-4.563
1,4.75,-0.02715,-4.833825,3.15345,0.6546495,-0.489234,-0.0152,0.0301,2.1825,0.17163,-1.657005,97.5476,406.3465,4.42763,0.7258665,0.6540515,0.2447555,0.167132,-2.59317,80.7258,-14.1347,-1.05824,0.580591,277.865,299.159,0.0514,0.560246,0.577443,-5.57848,-5.48125,-4.362
1,5.25,-0.0321,-5.286205,2.86355,0.6250965,-0.336833,-0.2244905,0.001214,2.465115,0.180303,-1.551795,97.54395,406.4205,4.43499,0.699709,0.5885155,0.247867,0.1725915,-2.67425,79.8882,-14.022,-1.36288,0.603642,276.918,298.37,0.0576,0.556606,0.571565,-5.58727,-5.47576,-4.826
1,5.75,-0.0192,-5.56377,3.802045,0.746831,-0.4517615,-0.0675,0.00563,2.28011,0.181403,-1.594125,97.54575,406.392,4.417565,0.692583,0.584781,0.2386195,0.1758815,-2.67693,80.5175,-18.7552,-1.32689,0.60762,266.449,298.668,0.0592,0.552166,0.567096,-5.60656,-5.46796,-4.777
