DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2
1,0.25,0,-0.80891,-13.14410244,-0.3655,-29.612,-0.721,69.59266667,0.049025,98.096675,0.0441667,-6.62443,-0.0201,-1.112,0.0950595,-11.3633,-11.11,-10.87,-12.34,-11.54333333,-12.03125,431.689
1,0.75,0,-0.760803,-13.99723793,-0.596667,-29.224,-0.751,69.6683,0.0469,98.148975,0.155633,-7.0249,-0.0316,-1.103,0.0822,-10.9576,-10.8541,-10.54310345,-11.9069,-10.69034483,-11.832435,434.1025
1,1.25,3.165e-05,-0.79394508525,-11.705108335,-0.2839,-28.617,-0.763,69.638,0.0532458,98.168325,0.1278,-5.74987,-0.0247,-1.108,0.10071575,-11.1363,-11.067,-10.7617,-11.965,-10.87116667,-11.803,433.634
1,1.75,0,-1.1457775,-7.45183719,-0.2954583335,-28.60225,-0.768625,69.4536,0.0484,98.15,0.12859175,-4.73028,-0.0182707,-1.12875,0.097125,-11.1278,-11.305425,-10.805275,-12.027275,-11.016320835,-11.9747375,431.2
1,2.25,0,-0.51100519725,-9.034915,-0.3189166665,-28.9565,-0.7552666665,69.36885,0.052483,98.13665,0.0799,-5.369185,-0.04942735,-1.1045833335,0.0984,-11.1995,-11.37185,-10.752,-12.026,-11.085508335,-11.9440075,431.39425
1,2.75,0,-0.627505,-10.3307640525,-0.41052525,-28.7725,-0.73475,69.3795,0.05600135,98.125,0.1402665,-7.38618916675,-0.02511705,-1.11375,0.084,-11.190975,-11.38785,-10.7521,-11.9568,-11.0350833325,-11.94327875,431.105
1,3.25,0.05065,-0.966898,-11.7499075725,-0.473533,-29.10566667,-0.737,69.8037,0.049375,98.1,0.157,-6.1871,-0.0237251,-1.115,0.084975,-11.217,-11.2263,-10.64866667,-11.8223,-11.07835,-11.88935,430.6045
1,3.75,0,-1.2007475,-9.84594,-0.313733,-28.937,-0.749,69.916,0.045025,98.1,0.14034975,-5.285866667,-0.0112319,-1.088,0.087575,-11.2847,-11.1263,-10.6067,-11.8397,-11.3075,-11.9285,429.427
1,4.25,0,-1.018855,-11.112275,-0.345667,-29.454,-0.755,69.57133333,0.0572,98.1,0.1123,-5.518433333,-0.0280908,-1.11,0.0803,-11.262,-11.0267,-10.718,-11.9567,-11.5268,-11.88565,429.5435
1,4.75,0,-1.06596,-7.31499449175,-0.2577,-28.98133333,-0.743,70.1077,0.0531,98.1,0.0531667,-4.67343,-0.0329,-1.117,0.0895,-11.4173,-11.1953,-10.8327,-11.94,-11.04565,-11.95866667,430.2925
1,5.25,0,-0.6937684325,-8.03249,-0.41102475,-28.7102500025,-0.72275,70.366325,0.056925,98.05,0.16072525,-4.0629325,-0.0291396,-1.0828,0.0966,-11.376775,-10.9763,-10.852325,-11.888475,-11.02205,-11.9175875,431.178
1,5.75,0,-0.8515565,-9.795246245,-0.4878333335,-28.71275,-0.68925,70.1961,0.055775,98.056675,0.11976675,-4.19493250025,-0.026654825,-1.077025,0.1046125,-11.3595749975,-10.87765,-11.0100833325,-11.875025,-11.0036125,-11.83792875,431.8075
1,6.25,0,-0.96208475,-9.64127,-0.47094174975,-29.1854166675,-0.71097500025,70.1902500025,0.0506,98.065,0.09815,-5.6231916665,-0.015760825,-1.08139999975,0.094670225,-11.493175,-10.8090749975,-11.0200833325,-11.866425,-11.0369875,-11.79433375,430.19
1,6.75,0,-0.74333021,-13.79555,-0.4745335,-29.4725833325,-0.736,70.08216667,0.058323725,98.025,0.0224,-5.18301916675,-4.836925e-05,-1.10725,0.10532125,-11.464825,-10.7975749975,-11.01908333,-11.83715,-10.9742916675,-11.80297,430.36
1,7.25,0,-0.673716,-10.544825,-0.4639,-29.48966667,-0.745,70.4177,0.05535,98,0.0435,-4.839833333,0,-1.14,0.09569785,-11.5593,-10.651,-10.628,-11.72,-10.6498,-11.5475,429.25
