DOY2,HR2,H,LE,NEE,TAU,USTAR,CO2,H2O,WS,PPFD_IN,PPFD_OUT,NETRAD,TA_1_2_1,RH,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,TA_1_1_1,TA_1_2_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,VPD,PA,SW_IN,SW_OUT
1,12.75,23.2134,6.9325,0.1343,-0.1389,0.358,381.02,3.52,5.1802,524.5,141.5,77.1,0.707,56.25,0.07,0.047,-0.667,-0.6465,-0.42,0.796,-2.173,-2.049,-2.196,-2.429,-0.363,-1.273,-1.2525,-1.403,-1.081,-0.416,3.035,90.6,285.6,110.55
1,13.25,24.1135,6.9493,0.1461,-0.1347,0.3507,380.945335,3.5905,5.0835,523.5,146.9,72.75,1.079,54.305,0.594,0.37,-0.044,-0.344,-0.1,0.95,-2.098,-2.05,-2.17,-2.374,-0.359,-1.328,-1.292,-1.4375,-1.039,-0.3805,3.22,90.6,274.35,106.8
1,13.75,21.60535,6.1263,0.13348,-0.12615,0.3363,380.817885,3.62455,4.75261,472,143.85,63.02,1.283,52.91,0.95,0.582,0.1805,-0.0515,-0.31,1.246,-2.122,-2.029,-2.11,-2.361,-0.36,-1.264,-1.2365,-1.3735,-1.043,-0.3775,3.14,90.55,255.15,95.95
1,14.25,13.3985,6.0874,0.156455,-0.1095,0.3152,380.72,3.6484,4.8342,439.25,136,53.49,1.368,52.605,0.892,0.732,0.317,0.077,-0.055,1.11,-1.925,-1.928,-1.9145,-2.2245,-0.3125,-1.3015,-1.2355,-1.3195,-1.1115,-0.283,3.195,90.5,244.65,95.1
1,14.75,5.7588,4.67905,0.155925,-0.1234,0.33205,380.605,3.5656,4.9203,368,119,43.665,1.644,52.82,0.92,0.926,0.396,0.1575,0.29,1.35,-1.81,-1.837,-1.87,-2.15,-0.3135,-1.298,-1.228,-1.246,-1.0475,-0.3025,3.08,90.5,181.8,90.25
1,15.25,-0.459,3.1873,0.147,-0.1332,0.3428,380.625,3.6348,4.912155,280.6,89.8,22.01,1.833,53.145,0.818,0.743,0.3995,0.0025,0.16,1.26,-1.724,-1.73,-1.754,-2.12,-0.3305,-1.1905,-1.212,-1.2225,-0.945,-0.2955,3.135,90.5,154.25,77.85
1,15.75,-8.0509,2.0583,0.1488,-0.1198,0.3186,380.39401,3.57252,4.76,172.3,63.05,4.7035,1.202,54.805,0.575,0.263,0.1355,-0.063,-0.09,0.95,-1.6,-1.54,-1.64,-1.92,-0.3005,-1.0315,-1.0485,-1.15,-0.954,-0.3085,2.97,90.55,103.45,56.265
1,16.25,-14.7555,0.57705,0.1554,-0.09995,0.2977,380.67,3.54445,4.69,78.7,29.86,-10.725,0.711,56.665,-0.066,-0.09,-0.0185,-0.1555,-0.14,0.708,-1.577,-1.503,-1.58,-1.844,-0.2465,-0.901,-0.954,-1.077,-0.928,-0.274,2.885,90.6,45.235,26.255
1,16.75,-23.4525,0.64115,0.1342,-0.09025,0.2987,381.07,3.58,4.7966,21.56,10.71,-23.7575,0.001,59.935,-0.554,-1.128,-0.5455,-0.4655,-0.46,-0.22,-1.61,-1.46,-1.521,-1.79,-0.1835,-0.863,-0.8695,-1.001,-0.9135,-0.238,2.44,90.6,11.62,6.648
1,17.25,-29.191,0.1528,0.155005,-0.095,0.2911,381.42602,3.5519,4.8371,2.175,1.403,-27.135,-1.036,62.575,-2.023,-2.155,-1.0375,-0.61,-0.46,-0.986,-1.632,-1.49,-1.43,-1.701,-0.1675,-0.786,-0.734,-0.9165,-0.778,-0.1055,2.145,90.6,0.365,0.2595
1,17.75,-31.22305,0.25245,0.15985,-0.0997,0.3006,381.79589,3.53595,4.9101,-0.027,0.119,-27.52,-1.63,64.73,-2.59,-2.581,-1.402,-0.9995,-1.22,-1.246,-1.612,-1.5,-1.496,-1.623,-0.078,-0.8325,-0.7885,-0.877,-0.6715,-0.115,1.95,90.6,0,0
1,18.25,-29.64535,0.28035,0.12955,-0.10555,0.3281,381.833945,3.59701,5.2281,-0.124,0.036,-26.685,-2.15,65.72,-2.867,-2.913,-1.9845,-1.4315,-2.12,-1.8,-1.746,-1.529,-1.5,-1.593,0.021,-0.7385,-0.729,-0.8115,-0.6055,0.053,1.93,90.6,0,0
1,18.75,-29.811,0.2909,0.1636,-0.1184,0.3321,381.333545,3.62,5.067835,-0.13,0.054,-25.575,-2.254,65.595,-3.103,-2.961,-2.752,-1.991,-2.16,-1.904,-1.78,-1.578,-1.546,-1.59,-0.03,-0.8045,-0.7365,-0.8395,-0.5205,0.0335,1.8,90.6,0,0
1,19.25,-29.209,0.2599,0.1384,-0.1186,0.3292,381.47,3.63483,5.10115,-0.14,0.057,-25,-2.44,65.685,-3.83,-3.305,-3.485,-2.4485,-2.56,-1.965,-1.87,-1.696,-1.558,-1.566,0.051,-0.7375,-0.6705,-0.7715,-0.508,0.1195,1.785,90.6,0,0
1,19.75,-29.8141,0.3686,0.1391,-0.1143,0.33275,381.34,3.6,4.99,-0.13,0.038,-26.445,-2.47,67.05,-4.19,-3.417,-3.776,-2.65,-2.65,-2.061,-1.867,-1.697,-1.62,-1.629,0.0475,-0.834,-0.7105,-0.779,-0.492,0.09,1.695,90.6,0,0
1,20.25,-26.738,0.3868,0.1312,-0.08855,0.287,381.462265,3.584075,4.66606,-0.137,0.042,-25.55,-2.3825,67.375,-4.5255,-3.6545,-4.754,-2.814,-2.885,-2.1935,-2,-1.6985,-1.6115,-1.6575,0.091,-0.8,-0.7255,-0.7795,-0.507,0.1325,1.685,90.6,0,0
1,20.75,-31.614,0.2431,0.1264,-0.0996,0.3058,381.39637,3.50435,4.66955,-0.15,0.041,-26.25,-2.5855,67.1,-4.765,-3.852,-6.1155,-2.93,-3.005,-2.415,-2.0945,-1.75,-1.634,-1.7385,0.085,-0.8085,-0.794,-0.794,-0.4975,0.142,1.555,90.6,0,0
1,21.25,-25.699,0.29215,0.12185,-0.0873,0.2779,381.54,3.48,4.46175,-0.148,0.021,-24.555,-2.768,68.05,-5.177,-4.158,-6.1725,-3.332,-3.88,-2.89,-2.173,-1.88,-1.7,-1.746,0.1015,-0.872,-0.795,-0.8275,-0.5565,0.131,1.52,90.6,0,0
1,21.75,-24.44,0.2104,0.1237,-0.0823,0.2765,381.50098,3.53722,4.6267,-0.14,0.03,-26.675,-2.7,68.765,-5.281,-4.429,-6.3735,-3.3325,-4.44,-2.936,-2.265,-1.96,-1.73,-1.706,0.1125,-0.8225,-0.7665,-0.7895,-0.5285,0.181,1.385,90.6,0,0
1,22.25,-25.66195,0.191935,0.1287,-0.0869,0.2995,381.421765,3.5,4.67,-0.15,0.024,-25.23,-3.1,69.4,-5.92,-4.736,-6.3465,-3.399,-3.99,-2.911,-2.249,-2.02,-1.79,-1.663,0.11,-0.894,-0.7965,-0.7675,-0.528,0.119,1.36,90.65,0,0
1,22.75,-25.764,0.1388,0.12727,-0.0716,0.26845,381.53329,3.46965,4.701355,-0.147,0.03,-24.35,-3.55,69.685,-6.31,-4.726,-7.385,-3.4595,-4.63,-3.438,-2.287,-2.03,-1.843,-1.646,0.1335,-0.936,-0.82,-0.7625,-0.558,0.1985,1.48,90.7,0,0
1,23.25,-21.535,0.183945,0.11315,-0.06515,0.2721,381.53,3.44975,4.7753,-0.147,0.042,-23.28,-4.153,70,-6.425,-4.79,-7.28,-3.6105,-4.88,-4.049,-2.313,-2.097,-1.784,-1.624,0.1345,-0.9585,-0.847,-0.8065,-0.5445,0.153,1.31,90.7,0,0
1,23.75,-23.57,0.1409,0.1123,-0.0662,0.24895,381.65,3.3762,4.414975,-0.1395,0.042,-23.79,-4.011,70.1,-6.8145,-5.1445,-7.67,-3.7775,-5.13,-3.673,-2.3665,-2.082,-1.84,-1.6035,0.166,-1.009,-0.904,-0.8065,-0.547,0.1715,1.385,90.7,0,0
2,0.25,-15.14185,0.24175,0.0915,-0.0376,0.1848,382.93,3.447515,3.49,-0.13,0.053,-24.175,-4.431,75.9,-6.253,-4.9245,-6.9125,-4.389,-3.28,-4.027,-1.77,-1.4185,-1.1685,-1.1665,0.367,-0.895,-0.819,-0.643,-0.126,0.251,0.705,90.6,0,0
2,0.75,-14.32,0.1654,0.1058,-0.0422,0.1937,383.14,3.420325,3.36939,-0.13,0.055,-20.955,-4.2075,75.65,-6.4375,-5.235,-7.23,-4.5005,-3.11,-4.17,-1.7955,-1.43,-1.2195,-1.18,0.3585,-0.8645,-0.835,-0.658,-0.146,0.237,0.675,90.6,0,0
2,1.25,-14.484,0.19535,0.102,-0.0397,0.1881,383.224095,3.3863,3.44,-0.13,0.0675,-22.605,-4.2545,76.7,-7.0275,-5.6235,-7.375,-4.8515,-3.425,-3.9875,-1.816,-1.489,-1.249,-1.22,0.3505,-0.9375,-0.881,-0.689,-0.1895,0.156,0.675,90.6,0,0
2,1.75,-18.446,0.1535,0.1042,-0.0328,0.17525,383.39,3.376125,3.5573,-0.1335,0.0555,-21.475,-3.969,75.9,-7.265,-6.218,-7.835,-5.309,-3.375,-3.9525,-1.8795,-1.5385,-1.2725,-1.299,0.3195,-0.9895,-0.892,-0.6895,-0.2375,0.147,0.71,90.65,0,0
2,2.25,-15.197,0.1816,0.1155,-0.0348,0.18305,383.14537,3.394705,3.44,-0.1405,0.037,-22.31,-4.4775,76.55,-7.5,-6.587,-8.03,-5.361,-3.745,-4.267,-1.924,-1.5465,-1.256,-1.219,0.313,-1.03,-0.9285,-0.7015,-0.26,0.147,0.7,90.65,0,0
2,2.75,-14.4525,0.1397,0.0881,-0.0342,0.1754,383.2,3.31856,3.3407,-0.15,0.061,-21.185,-4.679,76.25,-7.625,-6.6515,-8.01,-5.4305,-3.64,-4.4775,-1.9825,-1.652,-1.26,-1.219,0.338,-1.0425,-0.9505,-0.7045,-0.276,0.1555,0.685,90.7,0,0
2,3.25,-14.4775,0.28865,0.087987,-0.0291,0.1668,383.25,3.313365,3.26,-0.135,0.0525,-21.75,-4.781,76.55,-7.85,-6.9,-8.125,-5.698,-3.76,-4.605,-2.01,-1.675,-1.293,-1.216,0.321,-1.114,-1.0025,-0.76,-0.304,0.103,0.575,90.7,0,0
2,3.75,-13.7583,0.2114,0.092,-0.0282,0.1654,383.4,3.289,3.3389,-0.13,0.062,-21.945,-4.716,77.15,-8.07,-6.9865,-8.195,-5.5865,-3.97,-4.5375,-2.0255,-1.7155,-1.3115,-1.2375,0.2995,-1.128,-1.0085,-0.7205,-0.291,0.089,0.56,90.7,0,0
2,4.25,-12.53,0.23925,0.0918,-0.02915,0.1649,383.59,3.31203,3.359035,-0.13,0.0595,-20.6,-5.0905,77.6,-8.42,-7.105,-8.42,-5.5115,-4.145,-4.814,-2.122,-1.7385,-1.3575,-1.2825,0.2945,-1.2095,-1.0455,-0.7645,-0.293,0.127,0.605,90.6,0,0
2,4.75,-15.188,0.1977,0.0973,-0.0322,0.185,383.42422,3.31,3.45,-0.125,0.0525,-18.1,-4.888,77.25,-8.465,-7.145,-8.26,-5.6265,-3.865,-4.946,-2.28,-1.8755,-1.4055,-1.332,0.274,-1.237,-1.111,-0.873,-0.303,0.069,0.54,90.6,0,0
2,5.25,-13.0845,0.2354,0.11105,-0.0337,0.1756,382.924035,3.295,3.4784,-0.142,0.0565,-18.035,-4.9405,76.7,-9.025,-7.14,-8.545,-5.756,-4.04,-4.737,-2.28,-1.8435,-1.451,-1.35,0.2875,-1.3185,-1.141,-0.8215,-0.33,0.102,0.545,90.7,0,0
2,5.75,-13.447,0.241,0.07893,-0.0374,0.1844,383.05,3.26,3.36667,-0.14,0.0685,-18.725,-5.1495,76.75,-8.96,-7.29,-8.4,-5.7065,-4,-5.025,-2.276,-1.855,-1.448,-1.409,0.284,-1.382,-1.1685,-0.905,-0.317,0.09,0.57,90.6,0,0
2,6.25,-12.957,0.22575,0.106,-0.0327,0.1815,383.04,3.23225,3.3831,-0.14,0.0625,-18.54,-5.272,77.45,-8.61,-7.245,-8.56,-6.009,-4.13,-5.1095,-2.3075,-1.908,-1.4875,-1.4615,0.269,-1.366,-1.2215,-0.944,-0.3325,0.1335,0.535,90.6,0,0
2,6.75,-14.699,0.1286,0.0942,-0.03845,0.19355,382.9,3.2716,3.44531,-0.1085,0.06,-18.63,-5.7815,77.6,-8.805,-7.415,-8.665,-6.3185,-4.18,-5.359,-2.3525,-1.93,-1.624,-1.4915,0.303,-1.4145,-1.2885,-1.004,-0.314,0.0505,0.53,90.65,0,0
2,7.25,-16.35045,0.28995,0.1116,-0.0454,0.20485,382.99,3.2766,3.61,0.7505,0.243,-18.725,-5.7515,78.25,-9.225,-7.355,-8.885,-6.3675,-4.145,-5.5,-2.35,-1.9715,-1.6335,-1.5045,0.2625,-1.462,-1.264,-0.9985,-0.3475,0.124,0.56,90.65,0,0.0015
2,7.75,-13.21,0.20045,0.1151,-0.0395,0.2005,383.05,3.23516,3.4535,15.14,3.404,-12.155,-5.4595,76.6,-9.37,-7.625,-9.145,-6.511,-4.105,-5.4735,-2.384,-1.994,-1.623,-1.541,0.2655,-1.5435,-1.36,-1.0455,-0.36,0.071,0.6,90.65,4.3375,2.136
2,8.25,-11.423,0.3501,0.0963,-0.0434,0.19755,383.01,3.30709,3.4507,63.855,18.435,0.4,-4.574,77,-8.24,-6.6555,-9.075,-6.4195,-4.035,-4.7515,-2.36,-1.955,-1.6195,-1.5635,0.251,-1.543,-1.3505,-1.0445,-0.3925,0.1,0.605,90.7,29.915,16.12
2,8.75,-7.7098,1.1253,0.1197,-0.0757,0.2592,383.03,3.4384,3.74,158.15,52.205,16.245,-3.934,75.35,-6.4965,-5.645,-8.74,-5.85,-3.765,-3.9425,-2.255,-1.986,-1.684,-1.6465,0.226,-1.5735,-1.381,-1.077,-0.4495,0.046,0.715,90.7,66.475,38.32
2,9.25,2.3322,3.1727,0.1216,-0.07435,0.2622,382.76,3.56,3.90646,283.75,81.5,39.025,-3.2395,71.2,-4.292,-4.3275,-7.69,-4.8085,-2.89,-2.8475,-2.1915,-1.9555,-1.728,-1.717,0.168,-1.561,-1.393,-1.118,-0.4865,0.0035,0.975,90.7,118.15,63.83
2,9.75,14.8452,5.69535,0.117,-0.08925,0.2816,382.53,3.55,4.1167,410.55,108.7,62.88,-2.284,68.8,-2.293,-2.764,-5.897,-3.7515,-1.59,-2.1665,-2.0935,-1.868,-1.8,-1.815,-0.0175,-1.588,-1.453,-1.208,-0.607,-0.0345,1.185,90.65,164.05,85.3
2,10.25,27.4465,6.24775,0.11595,-0.08445,0.27635,382.32,3.5798,4.1199,529.4,133.1,83.4,-1.623,66.1,-0.471,-0.895,-4.234,-2.472,-1.075,-1.49,-1.972,-1.8,-1.83,-1.86,-0.191,-1.605,-1.526,-1.259,-0.804,-0.184,1.49,90.6,253.95,111.95
2,10.75,40.135,8.6015,0.11745,-0.11185,0.3096,382.05,3.56688,4.45005,633.3,155.4,109.31,-0.81,62.365,1.027,0.3435,-2.845,-1.6805,-0.72,-0.7415,-1.833,-1.7515,-1.781,-1.89,-0.264,-1.5915,-1.5295,-1.374,-0.842,-0.2605,1.755,90.6,329.15,119.3
2,11.25,52.2835,10.4685,0.12205,-0.1093,0.3103,381.36,3.59,4.42935,723,175.85,132.25,-0.1765,60.47,2.346,1.293,-1.034,-0.7495,-0.01,-0.25,-1.718,-1.6905,-1.78,-1.925,-0.3875,-1.541,-1.485,-1.4465,-0.9485,-0.3255,2.14,90.6,357.85,132.7
2,11.75,64.7215,10.202,0.1098,-0.1011,0.29965,381.105,3.557605,4.34,783.5,186.55,146.005,0.4885,59.35,3.5125,2.136,-0.1335,-0.1775,0.44,0.209,-1.65,-1.6035,-1.729,-1.905,-0.577,-1.5185,-1.4985,-1.479,-1.028,-0.474,2.275,90.6,381.5,138.75
2,12.25,68.32435,11.1485,0.1426,-0.1133,0.3113,380.86,3.58,4.37425,830.5,182.8,164.54,1.076,57.955,4.4575,2.7855,0.401,0.263,0.875,0.855,-1.5595,-1.53,-1.6955,-1.881,-0.6335,-1.507,-1.4915,-1.479,-1.1005,-0.5685,2.32,90.6,395.8,145.4
2,12.75,75.08,12.718,0.13835,-0.1017,0.3025,380.7,3.4874,4.4218,844.5,189.75,163.705,1.577,56.55,4.996,3.426,0.787,0.6105,1.36,1.163,-1.467,-1.4915,-1.619,-1.8145,-0.688,-1.4125,-1.4405,-1.472,-1.168,-0.632,2.68,90.55,357.9,140.9
2,13.25,74.4871,10.70985,0.12185,-0.12075,0.33115,380.405,3.505265,4.55,827,187.75,160.195,1.963,54.875,5.5435,4.121,1.5925,0.8755,1.705,1.429,-1.3575,-1.4565,-1.5345,-1.753,-0.72,-1.322,-1.3675,-1.4735,-1.134,-0.656,2.765,90.5,408.25,143.6
2,13.75,62.13,11.307,0.1301,-0.1247,0.3263,380.28,3.5067,4.6289,764.5,182.7,137.59,1.891,54.265,5.817,4.555,2.1305,1.115,1.985,1.588,-1.252,-1.3505,-1.4695,-1.667,-0.7015,-1.276,-1.3285,-1.472,-1.143,-0.5895,2.925,90.6,375.05,137.75
2,14.25,52.752,11.021,0.1454,-0.1183,0.32695,380.115,3.54185,4.5816,717,174.7,133.9,2.2285,55.275,6.424,4.561,2.5255,1.4885,2.385,1.6915,-1.1315,-1.1895,-1.355,-1.607,-0.6015,-1.248,-1.322,-1.417,-1.1515,-0.5135,2.925,90.5,334.9,131.35
2,14.75,45.82,8.7321,0.1412,-0.1209,0.3258,380.1,3.497,4.5746,609.25,153.7,110.35,2.234,55.305,6.444,4.725,2.72,1.7295,2.37,1.7975,-1.0705,-1.1005,-1.2675,-1.51,-0.5165,-1.1925,-1.283,-1.365,-1.1235,-0.465,2.88,90.5,282.45,117.65
2,15.25,30.9235,6.41545,0.1376,-0.10655,0.30535,380.035,3.5155,4.47065,534,140.3,80.75,2.385,54.625,6.1435,4.5395,2.8265,1.812,2.485,1.844,-1.0015,-1.084,-1.229,-1.4065,-0.497,-1.145,-1.2095,-1.3475,-1.081,-0.4605,3.055,90.5,267.5,108.35
2,15.75,18.878,5.8063,0.1595,-0.10155,0.29825,380.03,3.5892,4.3041,411.35,123.05,55.632,2.396,55.27,5.6245,4.6075,2.8895,1.807,2.325,1.753,-0.921,-1.0415,-1.1585,-1.343,-0.4475,-1.051,-1.132,-1.273,-1.021,-0.413,2.955,90.5,174.8,97.8
2,16.25,4.8968,3.3486,0.1415,-0.0916,0.2825,379.9,3.6824,4.3331,267.45,95.4,27.875,2.005,56.605,4.484,4.4515,2.939,1.7565,1.885,1.5695,-0.8105,-0.904,-1.071,-1.212,-0.3795,-0.8495,-1.0435,-1.1845,-0.9595,-0.336,3.02,90.5,130.9,75.9
2,16.75,-4.6289,1.55235,0.1584,-0.0791,0.2643,379.88,3.6931,4.26305,155.55,66.74,6.663,1.502,58.045,3.681,3.3445,2.2625,1.425,1.605,0.9265,-0.687,-0.7745,-0.938,-1.0765,-0.2745,-0.8225,-0.8615,-1.0335,-0.8565,-0.2795,2.715,90.6,82.5,58.7
