DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,409.182,3.9256086785,2.44741,-0.03005,12.9441,0.112331013,-9.16689,-0.580646,-0.4717165,0.14821,101.628,92.7746,13.114,15.37925,0.2558456505,0.9484505,0,-34.3978,-1.593525,0.8752495,346.2164,375.1343,-0.0138,0.105973,0.3471796325,0.294278779,0.125591998,1.02606,-6.0617565,-12.167215,-9.3955775,-7.613628,17.487755,17.007
1,0.75,408.153,3.307588584,2.35754,-0.008445,12.83,0.1231167095,-8.87653,-0.363707,-0.323548,-0.2167135,101.632,93.64853,12.9645,15.22565,0.2563198155,0.88666,0,-33.67653,-1.576305,0.86034145,342.4415,372.97375,-0.01465,0.1079555,0.296889181,0.3038250895,0.1106226995,1.041115,-7.0178655,-12.174265,-9.944541,-8.189031,17.419845,16.9854
1,1.25,403.561,2.9990963155,2.47535,0.00225,12.85425,0.120695545,-9.090825,-0.1888465,-0.01965,0.069,101.624,94.2652,12.704,14.88235,0.247082796,0.7060845,0,-30.94905,-1.5529565,0.84821935,344.3052,371.6,-0.01735,0.11906,0.3524574995,0.290684715,0.1107773915,0.965746,-7.883745,-12.64775,-10.27029,-8.531269,17.339355,16.921
1,1.75,406.865,3.4788102295,2.44818,0.0839,12.48985,0.147151303,-9.015995,-0.291241,-0.832307,-0.137883,101.6175,94.24813,12.363,14.25575,0.2758213165,0.602181,0,-31.55336,-1.869273,0.8312125,347.40305,370.9082,-0.0142,0.1076765,0.3095956585,0.291530367,0.109745305,1.00415,-8.2248995,-13.0387,-10.427305,-9.292941,17.291605,16.8055
1,2.25,404.993,3.630235512,2.36631,0.0256,12.8563,0.1637466945,-7.60425,-0.2052955,0.17264,-0.1098585,101.636,95,12.399,14.6535,0.2319466675,0.5066685,0,-29.31275,-1.476762,0.7744365,346.788,370.81675,-0.0139,0.1072765,0.3244325785,0.2729002885,0.11335591,0.994892704,-8.413131,-13.2243,-10.546545,-9.894449,17.264,16.6365
1,2.75,406.6185,3.862399196,2.40679,-0.00418,13.0338,0.170215788,-8.1423,-0.1486575,-0.319073,-0.1984135,101.599,95.63635,12.27,14.376,0.243721152,0.456865,0,-28.5312,-1.551356,0.821244,346.5085,370.6216,-0.0145,0.10738,0.328169164,0.294278779,0.099448479,1.01156,-7.906754,-13.0424,-10.590975,-10.20366,17.1715,16.4755
1,3.25,407.0225,3.3303555175,2.164055,0.0145,12.567,0.1958540055,-7.24616,-0.294638,0.106802,-0.222523,101.593,96.339835,11.97,14.183,0.22181073,0.381354,0,-23.343205,-1.3680135,0.8052367,351.8915,368.8609,-0.0147,0.110077,0.330906331,0.266522,0.125306,1.08164,-8.91613,-13.63695,-10.330675,-10.37219,16.983985,16.435
1,3.75,406.2895,4.788695371,2.25025,-0.002725,12.5693,0.17027522,-9.92931,-0.1326175,-1.66894,0.019,101.5985,95.225,11.9425,14.05155,0.229902335,0.417051,0,-22.2433,-1.2953915,0.8868995,352.7795,370.2596,-0.02075,0.129609,0.35641647,0.2945325385,0.146548844,1.131291801,-9.171935,-13.8641,-10.50785,-10.42741,16.820245,16.411
1,4.25,413.031,3.6915296625,2.15802,0.0891,12.6793,0.165406232,-9.77549,-0.162026,-0.337959,-0.125954,101.592,95.6235,11.74,14.0367,0.238765,0.396663,0,-20.431925,-1.3456905,0.93756095,352.8375,371.24545,-0.019,0.124205,0.355686,0.281957444,0.130491,1.101248158,-9.398585,-14.128535,-10.5382,-10.7749,16.72912,16.39
1,4.75,411.245,3.696269319,2.00092,-0.00673,12.66335,0.165414589,-9.10276,-0.2911,-0.56292,-0.2385215,101.611,95.965995,11.6315,13.911,0.245422,0.365097,0,-20.1978,-1.3560195,0.909015,352.65545,370.22595,-0.021,0.130364,0.391809,0.304138127,0.15,1.12247,-9.67943,-14.218005,-10.73252,-11.20289,16.65634,16.3775
1,5.25,413.791,3.7091886275,2.29215,0.00458,12.6271,0.115562416,-10.048335,-0.0765,-0.0861,-0.210118,101.632,95.86979,11.314,13.76005,0.2340892235,0.402065,0,-21.68058,-1.6632065,0.8867156,344.7639,370.15105,-0.02275,0.1357645,0.3576883925,0.315585935,0.146495599,1.125492396,-9.72319,-14.12949,-11.413525,-11.43093,16.587,16.3695
1,5.75,407.44,4.152446878,2.15466,0.0207,12.1294,0.185600367,-9.49819,-0.2424265,-0.50207,-0.262695,101.651,96.0453,11.2695,13.5654,0.248596058,0.458377,0,-19.5807,-1.55411,0.971931,347.41195,368.53995,-0.0259,0.143331,0.363649557,0.327440071,0.159074,1.17734,-9.918645,-14.21125,-11.34275,-12.19035,16.516,16.366
1,6.25,406.533,4.086313183,2.37514,-0.00322,12.27875,0.210835239,-10.9274,-0.185427,-0.777024,0.0232,101.6605,96,11.19,13.3424,0.2460697915,0.3896375,0,-21.67999,-1.344422,1.00668,344.84525,368.3696,-0.01905,0.1245725,0.3566621075,0.306003583,0.1334145355,1.1370648745,-9.295375,-14.41101,-11.45625,-11.63427,16.4561,16.32621
1,6.75,406.873,2.505065993,2.30212,0.006445,12.18565,0.138798115,-9.92815,-0.185494,-0.817797,-0.213616,101.693,95.35,11.087,13.075,0.249198393,0.371358,0,-22.26356,-1.651505,0.9562928,336.68575,366.93095,-0.0214,0.133304,0.3761225455,0.287917264,0.15459591,1.11496,-9.5411,-14.74215,-11.79886,-11.1345,16.39149,16.26875
1,7.25,406.37,2.554637091,2.13086,0.00802,12.24335,0.186564414,-8.779295,-0.136816,-0.172199,-0.141997,101.719,95.7,10.99,13.094,0.245251987,0.3605785,7.692845998,-18.676305,1.1931625,1.549155,347.438,366.0624,-0.0185,0.122085,0.367331563,0.32937808,0.1273341105,1.07397,-9.99258,-15.06705,-12.40167,-11.31332,16.228445,16.17924
1,7.75,411.1,2.4990462095,1.396765,0.00996,12.8884,0.229544159,-7.165475,0.429681,6.36489,0.3398175,101.756,95.4,11.1725,13.5627,0.2582936015,0.426546,74.61827,-2.083515,31.800435,6.30887,347.41435,368.1738,-0.0267,0.1463385,0.3992411575,0.340923107,0.1603109815,1.06578,-9.93923,-15.1934,-12.290755,-12.1451,16.141615,16.10834
1,8.25,408.196,2.052949145,0.454008,-0.227334,13.0088,0.36874295,1.44548,1.652705,25.77925,1.304145,101.776,93.2,11.9035,14.588,0.3623341,0.709765,197.4953,32.76995,94.99587,18.41455,347.90415,371.97115,-0.0621,0.226729,0.566881,0.42237069,0.250798724,1.4956714895,-8.773711,-14.6862,-11.513025,-11.87843,16.0955,16.044225
1,8.75,405.343,2.6025632425,-1.790395,-0.3518205,13.2253,0.322244978,20.3215,2.25487,50.9425,1.71438,101.807,89.4961,13.765,16.395,0.457614467,1.19955,379.9915,98.1954,174.6185,34.8069,346.30665,380.6157,-0.082,0.258354,0.657277,0.581601238,0.294108823,1.72933,-6.6573315,-13.92745,-11.71175,-11.6606,16.049,15.987155
1,9.25,399.6425,2.178100434,-4.00461,-0.335232,13.5312,0.346982111,39.981,2.427545,82.0014,0.5246215,101.841,83.25,15.253,16.8146,0.493019269,2.46167,557.3561,167.04205,279.83605,53.94885,351.7793,390.73265,-0.105516,0.29407,0.721981994,0.666380522,0.330576769,1.931121533,-2.540694,-12.02292,-11.666945,-10.54531,16.087,15.94527
1,9.75,393.811,2.201971191,-6.06925,-0.195665,14.0598,0.359683134,70.0156,2.33508,99.8872,0.194464,101.844,77.05,16.6185,18.5408,0.564621112,4.21365,792.5386,242.9297,392.285,72.3304,348.401,403.694,-0.133834,0.333013,0.807077444,0.772034973,0.377463906,2.09431,3.112316,-9.57102,-9.81205,-9.373315,16.182,15.94704
1,10.25,392.296,2.230334854,-7.925195,-0.136084,14.1605,0.333188455,101.783,1.96737,112.279,0.136483,101.884,71.6225,17.8915,19.704,0.625242353,6.03065,968.8462,298.8894,456.656,82.48643,349.2895,413.602,-0.144176,0.341622,0.874319164,0.922119,0.407136341,2.26093,9.48861,-6.01291,-7.79397,-8.0147,16.282,16.03407
1,10.75,390.284,2.4480307755,-9.15505,-0.06665,13.7961,0.361439118,131.472,1.72188,123.433,-0.141347,101.862,67.10809,18.851,20.702,0.672076633,7.33116,1150.22,358.197,533.787,93.4724,346.4438,420.552,-0.17,0.371192,0.979996429,1.002037923,0.421311049,2.44194,15.6636,-1.229233,-6.04613,-6.300159,16.532,16.154
1,11.25,389.089,2.547079269,-9.892545,-0.0491,14.7209,0.378005723,146.011,1.3603,136.171,-0.149062,101.833,63.707715,19.547,21.61725,0.701372858,8.51226,1237.0071,406.5836,603.285,100.754,349.4119,427.272,-0.1686195,0.3718995,0.992778185,1.058118896,0.41401188,2.42062,22.545,2.78987,-4.19704,-4.139402,16.83145,16.326
1,11.75,387.5125,2.6895701185,-10.74675,-0.036,14.4615,0.3886235065,163.244,1.272485,145.321,-0.0279,101.792,61.5021,20.0985,22.391,0.756056215,9.3762,1300.11,441.301,655.7899,107.79,354.1313,434.536,-0.177258,0.379924,1.002890822,1.060136784,0.433578,2.55913,30.0807,5.743071,-0.3807961,-2.030575,17.15198,16.47834
1,12.25,386.8915,2.763712936,-10.839,-0.0204,14.2799,0.423137687,166.355,0.9949085,148.6775,-0.0688,101.747,58.7,20.7,22.971,0.798489825,10.5258,1330.61155,469.863,676.778,109.9746,351.629,439.703,-0.186777,0.394877,1.092524599,1.07514,0.444609941,2.495643547,33.7526,9.7233,2.11114,0.1661093,17.54942,16.70278
1,12.75,386.794,2.761280555,-10.964,-0.012,14.376,0.42425063,164.046,0.856353,148.708,-0.0808,101.681,57.98135,21.3245,23.3533,0.799589,11.2878,1303.57395,469.933,687.963,112.0782,358.504,442.594,-0.183,0.390712,1.088388717,1.089701794,0.429478754,2.47444,37.3137,12.4308,5.036994,3.013333,17.919,16.93093
1,13.25,387.738,2.661401899,-10.01775,0.000773,14.2491,0.417499765,152.01,0.772613,145.742,-0.1651585,101.642,55.6475,21.67,23.53,0.782593125,12.0601,1269.457,447.689,652.8756,102.262,363.3802,443.405,-0.18,0.389567,1.05797,1.115531264,0.424870569,2.42357,40.6755,13.438,7.188547,5.1623835,18.342,17.072
1,13.75,386.141,2.507917578,-9.70543,-0.00827,13.89995,0.415102266,150.785,0.6042125,149.043,-0.3009585,101.6075,54.91995,22.2365,23.78905,0.7005369635,12.9995,1211.2498,431.9567,631.6325,103.0778,364.763,447.1955,-0.172,0.377857,1.101926629,1.1166270505,0.43704176,2.49506,42.257495,14.66695,7.463916,6.281605,18.72903,17.338995
1,14.25,386.0315,2.4077337965,-8.808675,0.00591,14.5253,0.441155484,127.106,0.4788615,136.629,-0.2395475,101.558,54.00425,22.5305,24.101,0.682360609,13.5764,1083.586,401.19025,589.87215,96.67112,362.7282,446.188,-0.164376,0.374258,1.047983779,1.011864616,0.420828944,2.3779,42.00545,16.23205,8.016049,7.43304,19.07706,17.64755
1,14.75,386.326,2.212545293,-8.25416,-0.00506,14.33975,0.4074343835,109.9835,0.3386485,123.661,-0.0557,101.5335,53.30735,22.5725,24.2875,0.6136426425,13.29665,1005.3127,359.0615,546.22815,91.09955,357.8129,442.2245,-0.1615,0.367171,1.0071778235,0.984601827,0.424491756,2.385015,40.460525,16.89555,9.402324,7.91855,19.26552,17.84395
1,15.25,386.102,2.033551269,-7.308965,-0.000524,13.9582,0.36475692,85.4887,0.1073725,113.042,0.1101565,101.526,52.2975,22.555,24.663,0.529683868,13.9046,846.4456,283.6827,441.617,73.7702,357.87945,442.9775,-0.154,0.36135,0.971388697,0.963563,0.415837709,2.44634,37.413905,17.075835,8.803695,8.039345,19.512495,18.050685
1,15.75,387.206,1.658444984,-5.78363,0.01205,13.8785,0.346244096,54.9493,-0.232529,96.3155,0.121167,101.513,54.5825,22.548,24.593,0.384141901,13.3469,669.3,226.035,381.8392,64.995675,359.32605,436.395,-0.135,0.334998,0.921787394,0.914445,0.387251,2.28183,33.39155,16.24195,8.642339,7.31062,19.785445,18.213935
1,16.25,386.4735,1.408985962,-4.360615,0.000578,13.4983,0.3301371545,24.103,-0.508846,78.7363,-0.01,101.505,55.53,22.007,23.737,0.29240383,13.1137,493.67185,142.8375,273.186,47.68739,357.43865,430.625,-0.109,0.304383,0.89430364,0.821999392,0.367509184,2.15199,29.97575,14.32125,7.800475,6.61732,19.9015,18.25543
1,16.75,386.6115,0.982131586,-2.484565,0.0122,13.79345,0.2807058405,-0.728208,-0.718199,54.37815,0.04985,101.525,57.09675,21.746,23.5375,0.236744832,12.5644,301.276285,77.1474,191.97645,30.09873,357.0218,422.2962,-0.09725,0.2822265,0.7568313715,0.6830923555,0.324525346,1.915645,26.46915,11.528125,6.738862,6.27972,19.939945,18.21382
1,17.25,386.444,0.923870722,-0.312381,0.0461,13.56805,0.225069722,-13.94155,-1.25781,27.7632,0.5822265,101.5345,60.880895,21.081,22.49195,0.327443511,10.87215,133.46739,8.166185,88.3064,12.562835,353.0319,414.9435,-0.06535,0.230615,0.666006578,0.549843306,0.274212544,1.6642499025,21.203075,9.07651,5.6048915,5.7690255,19.865325,18.259
