DOY2,HR2,CO2,H2O,FC,NEE,LE,H,USTAR,TA_1_1_2,TA_1_1_1,RH,PA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN_1_1_1,PPFD_OUT,PPFD_IN_1_1_2,PPFD_DIF,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_2_2_1,TS_1_3_1,TS_2_3_1,TS_1_4_1,TS_2_4_1,TS_1_5_1,TS_2_5_1,TS_1_6_1,TS_2_6_1,WS
1,5.25,393.885,1.82,0.14,0.14,0.01,-2.89,0.18,-13.85,-13.72,82.4,94.9,-0.55,0.39,241.4,250,-3.71,-0.04,0,19.39,11.08,-5.749,-8.52,-4.47,-7.49,-3.32,-6.16,-0.45,-3.652,0.13,-0.358,-2.397,0.586,1.36
1,5.75,393.27,1.81,0.13,0.14,0.04,-3.2,0.18,-13.83,-13.66,82.7,94.9,-0.54,0.39,241.5,249.8,-3.78,-0.04,0,21.12,11.16,-5.785,-8.51,-4.49,-7.46,-3.321,-6.2,-0.44,-3.69,0.129,-0.36,-2.4,0.585,1.38
1,6.25,393.54,1.805,0.12,0.13,0.075,-2.62,0.17,-13.73,-13.58,83,95,-0.57,0.4,239.2,247.9,-3.68,-0.04,0,20.11,11.31,-5.84,-8.51,-4.482,-7.52,-3.31,-6.24,-0.44,-3.689,0.129,-0.36,-2.4,0.585,1.27
1,6.75,393.31,1.77,0.15,0.155,0.05,-2.08,0.16,-13.67,-13.7,83.4,95,-0.53,0.36,239,248.4,-3.85,-0.04,0,20.44,11.81,-5.854,-8.5,-4.51,-7.62,-3.239,-6.295,-0.44,-3.7,0.129,-0.36,-2.4,0.585,1.27
1,7.25,393.36,1.725,0.12,0.13,0.04,-2.65,0.155,-13.98,-13.83,83.1,95,-0.5,0.38,238.8,247.2,-4.06,-0.03,0,20.42,11.53,-5.881,-8.39,-4.571,-7.59,-3.246,-6.41,-0.44,-3.72,0.128,-0.36,-2.401,0.585,1.31
1,7.75,393.427726,1.69,0.13,0.135,0.04,-2.03,0.16,-14.53,-14.48,83.6,94.9,-0.52,0.34,238.5,246.4,-3.99,-0.02,0,19.69,10.19,-5.904,-8.48,-4.592,-7.69,-3.24,-6.472,-0.44,-3.714,0.128,-0.36,-2.402,0.584,1.3
1,8.25,393.576269,1.68,0.145,0.14,0.04,-2.075,0.15,-14.82,-14.56,83.8,95,-0.1,0.61,239.5,245.7,-3.54,0.26,0.21,19.74,10.6,-5.9,-8.47,-4.588,-7.69,-3.281,-6.421,-0.446,-3.774,0.128,-0.361,-2.403,0.584,1.22
1,8.75,394.115,1.66,0.13,0.14,0.07,-2.27,0.18,-15.18,-14.89,83.8,95,3.12,2.94,239.9,244.4,-2.01,6.87,4.09,25.29,16.47,-5.916,-8.48,-4.59,-7.76,-3.28,-6.485,-0.444,-3.757,0.128,-0.37,-2.404,0.583,1.26
1,9.25,394.14,1.67,0.13,0.14,0.09,-1.46,0.17,-14.26,-14.115,84.2,95,18.295,10.975,241.1,244.05,2.46,27.575,16.71,46.335,35.305,-5.9315,-8.47,-4.6295,-7.725,-3.288,-6.4775,-0.458,-3.745,0.1285,-0.3655,-0.3075,0.6365,1.33
1,9.75,394.0248905,1.755,0.16,0.16,0.235,0.005,0.195,-13.65,-13.275,83.95,95,37.66,21.96,239.85,246.8,9.745,59.41,37.115,73.85,60.725,-5.8925,-8.38,-4.616,-7.655,-3.291,-6.425,-0.46,-3.76,0.1285,-0.3655,-0.308,0.6365,1.285
1,10.25,394.055,1.64,0.17,0.15,0.63,5.01,0.235,-12.87,-12.65,82.35,95,63.79,34.81,241.35,251.95,17.58,91.1,59.295,123.3,107,-5.9005,-8.375,-4.575,-7.6,-3.251,-6.369,-0.4545,-3.7505,0.1285,-0.3655,-0.308,0.6365,1.415
1,10.75,393.770959,1.78,0.15,0.09,0.8,11.76,0.26,-12.645,-12.56,81.2,95,87.1,46.83,242.15,254.6,27.63,129.85,84,167.7,140.45,-5.877,-8.32,-4.5225,-7.675,-3.2315,-6.335,-0.4475,-3.7775,0.128,-0.366,-0.3085,0.636,1.635
1,11.25,393.33,1.82,0.17,0.13,1.47,17.945,0.28,-11.925,-11.98,80.45,95,105.05,57.75,244.55,257.75,34.165,154.15,104.55,212.85,162.15,-5.7945,-8.24,-4.4815,-7.575,-3.22,-6.2305,-0.4465,-3.7975,0.1285,-0.366,-0.3095,0.636,1.7
1,11.75,393.12,1.9,0.14,0.11,1.98,22.82,0.3,-10.965,-11.095,78.7,95,118.1,62.09,244.6,261.1,39.41,176.85,115.45,250.1,174.4,-5.782,-8.12,-4.429,-7.43,-3.1995,-6.2,-0.441,-3.814,0.128,-0.3665,-0.309,0.636,1.81
1,12.25,392.72,1.89,0.12,0.1,2.25,28.26,0.29,-10.085,-10.195,77.1,94.9,127.05,67.49,246,262.3,40.51,189.95,128.5,260.15,184.3,-5.7655,-7.985,-4.3895,-7.19,-3.194,-6.15,-0.4205,-3.7945,0.128,-0.3665,-0.309,0.636,1.82
1,12.75,392.725,1.935,0.1,0.09,2.36,29.09,0.3,-9.735,-9.735,75.9,94.9,136.35,73.65,246.9,264.25,42.58,192.8,135.7,281.6,197.45,-5.656,-7.84,-4.2945,-7.135,-3.165,-6.1225,-0.4205,-3.7935,0.128,-0.3665,-0.31,0.636,1.825
1,13.25,392.895,1.96,0.12,0.12,2.49,28.735,0.29,-9.525,-9.52,74.95,94.9,125.5,67.62,246.6,265.35,40.55,195.2,127.65,269.95,198.15,-5.5795,-7.795,-4.2465,-7.1,-3.135,-6.1115,-0.417,-3.782,0.1275,-0.369,-0.3105,0.636,1.885
1,13.75,392.735,1.995,0.12,0.1,1.98,23.87,0.285,-9.25,-9.365,73.65,94.9,121.8,62.765,245.15,266.2,33.885,193.9,115.2,250.85,170.7,-5.4485,-7.6,-4.2405,-7.07,-3.091,-6.0785,-0.415,-3.762,0.128,-0.3695,-0.311,0.636,1.83
1,14.25,392.705,2,0.1,0.1,1.94,20.145,0.28,-8.825,-9.135,72.85,94.9,105,55.32,244.5,263.95,26.79,168.45,100.4,219.5,159.9,-5.444,-7.485,-4.2065,-6.8895,-3.079,-6.068,-0.41,-3.742,0.128,-0.369,-0.3165,0.6355,1.815
1,14.75,392.69,2.02,0.12,0.115,1.22,14.325,0.265,-8.585,-8.725,73,94.9,84.7,44.965,243.05,265.2,18.25,135,75.55,176.95,130.6,-5.4595,-7.415,-4.188,-6.854,-3.0745,-5.9925,-0.405,-3.723,0.124,-0.369,-0.3165,0.6355,1.765
1,15.25,392.729828,2.03,0.13,0.14,0.9,7.465,0.265,-8.825,-9.22,73.25,94.9,65.44,33.55,240.9,263.3,6.67,99.85,53.17,128.75,96.9,-5.4225,-7.285,-4.1565,-6.841,-3.055,-5.9465,-0.401,-3.706,0.124,-0.367,-0.312,0.635,1.755
1,15.75,392.730859,2,0.11,0.12,0.4,0.63,0.23,-9.23,-9.36,74.65,94.9,38.855,20.09,241.75,261.1,0.21,55.915,31.02,70.9,57.045,-5.4255,-7.29,-4.1135,-6.713,-3.035,-5.9095,-0.3945,-3.676,0.1235,-0.369,-0.3175,0.635,1.695
1,16.25,392.782864,1.98,0.09,0.1,0.08,-2.33,0.19,-9.64,-9.5,76.2,94.9,10.35,6.32,239.6,258.4,-7.165,19.115,11.88,38.15,26.79,-5.433,-7.295,-4.19,-6.6585,-3.02,-5.8675,-0.3965,-3.6695,0.1235,-0.371,-0.318,0.635,1.435
1,16.75,392.834869,1.985,0.08,0.1,0.01,-3.745,0.16,-10.38,-10.35,77.85,94.9,0.835,1.18,241.6,256.05,-9.105,3.325,2.14,23.285,15.695,-5.418,-7.37,-4.3005,-6.6655,-3.0405,-5.8,-0.3925,-3.635,0.123,-0.371,-0.319,0.6345,1.42
1,17.25,392.762062,1.99,0.09,0.11,-0.01,-3.09,0.14,-10.7,-10.69,79.5,94.9,-0.945,0.345,240.2,253.2,-10.095,0.07,0.06,17.715,10.085,-5.455,-7.395,-4.324,-6.687,-3.028,-5.82,-0.387,-3.576,0.1225,-0.3695,-0.3185,0.6345,1.39
1,17.75,392.69,1.94,0.1,0.13,0.01,-2.93,0.14,-11.23,-11.245,80.2,94.95,-1.05,0.34,238.05,252,-9.2,-0.04,0,17.35,9.405,-5.5135,-7.39,-4.36,-6.7165,-3.053,-5.78,-0.3805,-3.547,0.1225,-0.3685,-0.319,0.634,1.395
1,18.25,392.87,1.94,0.11,0.14,0.02,-2.51,0.13,-11.155,-11.245,80.8,94.95,-0.795,0.37,239.35,251.65,-8.255,-0.055,0,16.395,9.035,-5.624,-7.61,-4.4095,-6.755,-3.0385,-5.745,-0.3805,-3.5275,0.122,-0.3685,-0.32,0.6345,1.32
1,18.75,393.205,1.92,0.1,0.155,0.01,-3.38,0.15,-11.37,-11.35,82.1,95,-0.72,0.4,238.7,250.8,-7.205,-0.06,0,16.08,9.015,-5.5835,-7.68,-4.361,-6.839,-3.084,-5.73,-0.3815,-3.5225,0.1215,-0.3685,-0.32,0.634,1.43
1,19.25,393.12,1.94,0.09,0.12,0.02,-3.43,0.14,-11.825,-11.8,81.9,95,-0.73,0.405,239.9,250.7,-6.025,-0.06,0,18.055,10.28,-5.544,-7.88,-4.3275,-6.9515,-3.018,-5.7695,-0.3745,-3.5225,0.1215,-0.3685,-0.3205,0.634,1.39
1,19.75,393.42,1.94,0.1,0.11,-0.01,-2.61,0.15,-12.135,-12.17,82.65,95,-0.66,0.42,242.45,250.6,-6.985,-0.06,0,16.86,9.7,-5.5215,-7.94,-4.325,-7.03,-3.036,-5.717,-0.3795,-3.5225,0.1215,-0.369,-0.3205,0.6335,1.295
1,20.25,393.535,1.915,0.105,0.13,0.01,-2.755,0.14,-12.555,-12.495,83,95,-0.625,0.415,240.65,250.45,-6.855,-0.05,0,16.53,9,-5.48,-7.935,-4.3045,-6.997,-3.0485,-5.735,-0.3795,-3.5075,0.121,-0.369,-0.321,0.633,1.335
1,20.75,393.557472,1.885,0.1,0.13,0.015,-2.18,0.145,-12.635,-12.47,83.05,95,-0.55,0.415,241.55,250.65,-6.77,-0.05,0,17.175,9.75,-5.475,-7.865,-4.3215,-6.9425,-3.027,-5.9285,-0.38,-3.4825,0.121,-0.369,-0.322,0.6335,1.385
1,21.25,393.59,1.86,0.095,0.115,-0.01,-2.66,0.15,-12.52,-12.38,83.25,95,-0.58,0.44,241.75,250.2,-6.295,-0.055,0,18.315,9.8,-5.4755,-7.805,-4.3155,-6.963,-3.05,-5.8905,-0.377,-3.46,0.121,-0.369,-0.3235,0.633,1.29
1,21.75,393.7,1.87,0.11,0.135,0.03,-2.12,0.16,-12.705,-12.63,83.05,94.9,-0.535,0.445,243.55,249.6,-5.695,-0.05,0,19.175,10.69,-5.4645,-7.725,-4.3015,-7.01,-3.055,-5.896,-0.384,-3.458,0.121,-0.369,-0.3225,0.6325,1.31
1,22.25,393.93,1.9,0.11,0.12,0.03,-2.07,0.17,-12.825,-12.615,83.4,94.9,-0.485,0.455,243.05,251.1,-5.965,-0.06,0,19.53,10.605,-5.483,-7.74,-4.338,-7.03,-3.0205,-5.893,-0.392,-3.485,0.121,-0.369,-0.323,0.6325,1.42
1,22.75,393.895771,1.91,0.12,0.14,0.02,-2.14,0.16,-12.625,-12.64,82.7,94.9,-0.535,0.46,242.6,250.2,-4.505,-0.05,0,18.35,10.31,-5.6025,-7.81,-4.301,-7.025,-3.003,-5.8525,-0.415,-3.488,0.121,-0.3695,-0.3235,0.6325,1.415
1,23.25,393.8658805,1.935,0.11,0.13,0.02,-2.265,0.145,-13.125,-13.02,82.75,94.9,-0.47,0.395,243.95,249.3,-5.035,-0.04,0,19.63,10.81,-5.5875,-7.805,-4.324,-7.025,-3.0825,-5.9205,-0.421,-3.5005,0.121,-0.3695,-0.324,0.6325,1.405
1,23.75,393.964289,1.95,0.1,0.14,0.01,-2.57,0.155,-13.485,-13.395,83,94.9,-0.46,0.47,240.85,248.2,-5.2,-0.06,0,18.225,10.465,-5.569,-7.85,-4.3355,-7.065,-3.1275,-6.0135,-0.4285,-3.5345,0.121,-0.3645,-0.3255,0.6325,1.375
2,0.25,392.41,1.81,0.09,0.12,0.05,-2.68,0.12,-13.38,-13.44,83,95,-0.965,0.67,217.1,246.35,-24.375,-0.055,0,19.845,11.125,-5.297,-7.435,-4.091,-6.741,-3.36,-5.7625,-0.55,-3.8865,-0.1675,-0.877,-0.8005,0.302,1.37
2,0.75,392.75,1.755,0.08,0.12,0.03,-2.815,0.12,-13.82,-13.72,83.75,95,-0.94,0.645,216.25,245.1,-21.67,-0.06,0,19.49,10.285,-5.324,-7.49,-4.097,-6.8555,-3.3615,-5.8125,-0.55,-3.917,-0.168,-0.875,-0.801,0.3015,1.33
2,1.25,392.865,1.765,0.11,0.12,-0.015,-3.245,0.11,-14.075,-14.025,83.75,95,-0.96,0.64,215.25,243.8,-20.185,-0.04,-0.005,21.265,11.595,-5.3665,-7.5,-4.1695,-6.921,-3.4065,-5.848,-0.55,-3.963,-0.168,-0.8735,-0.8005,0.3015,1.345
2,1.75,393.03,1.73,0.09,0.13,0,-3.3,0.13,-14.275,-14.185,83.95,95,-0.915,0.635,215.95,243,-21.175,-0.04,-0.01,19.575,10.615,-5.4105,-7.62,-4.2055,-7.05,-3.44,-6.018,-0.549,-4.0315,-0.168,-0.871,-0.801,0.3015,1.43
2,2.25,392.94,1.71,0.09,0.12,0.04,-3.35,0.13,-15.05,-14.875,84,95,-0.94,0.68,217.65,242.25,-19.85,-0.05,0,18.84,9.91,-5.4595,-7.715,-4.24,-7.035,-3.4745,-6.1975,-0.5395,-4.118,-0.168,-0.87,-0.801,0.3015,1.29
2,2.75,393.01,1.72,0.095,0.11,0.06,-2.71,0.14,-15.29,-15.26,83.85,95,-0.9,0.7,218.5,242.25,-18.75,-0.04,0,20.525,11.085,-5.504,-7.78,-4.2665,-7.055,-3.5085,-6.214,-0.545,-4.185,-0.168,-0.8685,-0.801,0.3015,1.315
2,3.25,393.39,1.69,0.11,0.13,0,-3.51,0.12,-14.735,-14.8,84,95,-0.815,0.7,221.95,243.95,-16.435,-0.03,0,19.72,10.065,-5.531,-7.86,-4.3245,-7.16,-3.525,-6.2005,-0.549,-4.194,-0.168,-0.867,-0.801,0.3015,1.34
2,3.75,393.29,1.76,0.08,0.11,0.05,-2.41,0.15,-14.96,-14.9,84.15,95,-0.86,0.645,226,243.85,-14.495,-0.03,0,21.78,11.625,-5.5655,-7.975,-4.3745,-7.28,-3.5335,-6.198,-0.549,-4.206,-0.168,-0.8655,-0.8015,0.301,1.26
2,4.25,393.215,1.73,0.09,0.12,0.035,-2.37,0.135,-15.095,-15.105,84.4,95,-0.795,0.67,225.95,242.15,-13.935,-0.04,0,20.37,11.035,-5.58,-8.01,-4.393,-7.39,-3.555,-6.23,-0.54,-4.19,-0.168,-0.866,-0.8015,0.301,1.27
2,4.75,393.57,1.71,0.09,0.105,0.02,-2.87,0.15,-14.71,-14.78,84.15,95,-0.775,0.685,229.6,244.6,-11.36,-0.03,0,20.485,11.015,-5.607,-8.2,-4.3955,-7.435,-3.5325,-6.361,-0.535,-4.228,-0.168,-0.869,-0.8015,0.301,1.22
2,5.25,393.5294645,1.675,0.09,0.12,0.075,-1.875,0.13,-14.465,-14.58,84.25,95,-0.825,0.705,231.2,245.25,-9.95,-0.035,0,20.355,11.65,-5.632,-8.31,-4.421,-7.485,-3.518,-6.47,-0.535,-4.277,-0.1685,-0.8705,-0.802,0.301,1.17
2,5.75,393.33,1.72,0.1,0.1,0.07,-2.57,0.13,-14.7,-14.67,84.6,95,-0.72,0.625,225.7,246.05,-9.855,-0.03,0,21.065,11.84,-5.6675,-8.295,-4.4455,-7.555,-3.585,-6.5665,-0.535,-4.3015,-0.1685,-0.8675,-0.8025,0.301,1.28
2,6.25,393.34,1.8,0.08,0.12,0.05,-1.7,0.13,-14.65,-14.76,84.15,95,-0.865,0.615,227,243.6,-9.825,-0.03,0,20.91,11.405,-5.699,-8.26,-4.4615,-7.62,-3.66,-6.6765,-0.5415,-4.3475,-0.168,-0.8665,-0.8025,0.301,1.22
2,6.75,393.69,1.78,0.1,0.13,0.02,-2.315,0.12,-14.935,-14.96,84.15,95,-0.775,0.595,226.55,244.2,-9.835,-0.015,0,21.665,12.185,-5.7545,-8.305,-4.4845,-7.66,-3.723,-6.7365,-0.545,-4.3555,-0.168,-0.871,-0.8025,0.3005,1.195
2,7.25,393.95,1.73,0.095,0.09,0.065,-2.415,0.14,-15.27,-15.14,84.4,95,-0.38,0.85,227.5,245.1,-8.99,0.015,0,22.31,12.92,-5.7805,-8.38,-4.4855,-7.71,-3.72,-6.749,-0.547,-4.383,-0.1685,-0.8745,-0.8035,0.3005,1.15
2,7.75,394.15,1.73,0.14,0.17,0.07,-2.67,0.14,-15.105,-15.025,84.35,95,1.9,2.13,227.35,243.3,-4.965,4.5,1.875,27.415,17.385,-5.7625,-8.345,-4.4675,-7.7,-3.7125,-6.737,-0.551,-4.448,-0.1685,-0.876,-0.804,0.3,1.165
2,8.25,393.965,1.75,0.15,0.155,0.225,-1.27,0.15,-15.555,-15.515,84.3,95,16.335,10.405,228.75,243.1,0.115,31.87,13.81,44.41,32.21,-5.7915,-8.295,-4.4615,-7.635,-3.7245,-6.713,-0.553,-4.5205,-0.169,-0.8765,-0.8045,0.3005,1.23
2,8.75,393.886883,1.72,0.175,0.175,0.36,0.745,0.19,-14.265,-14.125,85.1,95,53.235,27.985,229.95,247,11.475,90,38.7,99.35,75.35,-5.81,-8.215,-4.474,-7.58,-3.759,-6.675,-0.5505,-4.5455,-0.1685,-0.8795,-0.8055,0.3,1.18
2,9.25,393.58,1.765,0.2,0.14,0.785,8.38,0.245,-13.225,-13.4,83.85,95,94.8,45.65,234.45,254.4,25.74,168.45,72.05,183.1,138.3,-5.848,-8.165,-4.5255,-7.505,-3.787,-6.5935,-0.55,-4.5745,-0.169,-0.881,-0.8045,0.3,1.335
2,9.75,393.38,1.81,0.21,0.15,1.66,20.48,0.27,-12.42,-12.445,82.4,95.05,143.15,67.545,235.6,259.55,45.77,260.65,112.25,284.5,197.6,-5.822,-8.065,-4.576,-7.285,-3.7815,-6.435,-0.555,-4.594,-0.1685,-0.8825,-0.8045,0.3,1.56
2,10.25,392.92,1.915,0.16,0.125,2.46,34.54,0.295,-11.18,-11.265,79.4,95.05,190.35,83.1,232.9,266.3,62.755,365.65,149.75,376.25,243.65,-5.867,-7.99,-4.6015,-7.255,-3.743,-6.3155,-0.555,-4.611,-0.1685,-0.8845,-0.8045,0.3,1.78
2,10.75,392.64,1.94,0.13,0.08,3.09,49.77,0.325,-10.35,-10.43,76.25,95.05,225.85,103.3,232.2,271.3,83.05,433.05,188.5,482.7,268.8,-5.919,-7.79,-4.6765,-7.215,-3.706,-6.2275,-0.559,-4.6055,-0.1685,-0.886,-0.805,0.2995,1.795
2,11.25,392.35,1.99,0.13,0.11,3.74,58.53,0.33,-9.555,-9.675,73.8,95,264.4,113.4,232.65,274.25,95.7,510.05,218.55,569.2,290.8,-5.882,-7.745,-4.689,-7.1,-3.7,-6.1385,-0.5775,-4.5725,-0.1685,-0.883,-0.8055,0.3,1.895
2,11.75,391.93,2.09,0.175,0.12,4.78,67.59,0.32,-8.68,-8.84,71,95,296,128.65,234.65,277.95,115.6,567.5,241,620.7,315.35,-5.837,-7.59,-4.5785,-7.015,-3.703,-6.1555,-0.586,-4.5285,-0.1685,-0.8835,-0.8055,0.2995,2.055
2,12.25,391.75,2.14,0.125,0.07,5.565,78.245,0.35,-8.33,-8.435,69.815,95,335.35,138.05,236.95,279.35,126.85,618.45,270.7,690.7,323.35,-5.7145,-7.565,-4.5325,-7.0105,-3.709,-6.071,-0.598,-4.5245,-0.1685,-0.884,-0.806,0.3,2.195
2,12.75,391.472338,2.14,0.12,0.1,6.39,77.56,0.37,-8.065,-8.145,67.94,95,339.15,143.05,238.2,281.1,121.8,620.65,273.85,725,336.2,-5.65,-7.275,-4.3825,-7.003,-3.7215,-5.8755,-0.612,-4.487,-0.1705,-0.8845,-0.806,0.2995,2.265
2,13.25,391.129105,2.17,0.125,0.1,6.35,77.64,0.37,-7.76,-7.82,65.65,95,337.6,137.15,237.3,282.35,118.25,608.6,268,700.5,330.8,-5.535,-6.992,-4.2375,-6.675,-3.6605,-5.794,-0.6225,-4.4205,-0.171,-0.885,-0.8065,0.3,2.285
2,13.75,391.014694,2.2,0.09,0.09,6.03,70.9,0.35,-7.3,-7.445,64.64,95,307.25,131.1,236.75,283.7,104.15,551.25,247.8,645.3,299.2,-5.4185,-6.7965,-4.1915,-6.53,-3.6105,-5.7315,-0.6325,-4.348,-0.171,-0.88,-0.807,0.2995,2.29
2,14.25,391.15,2.21,0.12,0.09,7.005,67.28,0.37,-6.515,-6.7,63.34,95,274.1,116.25,239.25,284.2,95.15,499.85,216.9,557.95,281.3,-5.368,-6.698,-4.195,-6.368,-3.586,-5.7075,-0.627,-4.2175,-0.171,-0.88,-0.8075,0.2995,2.26
2,14.75,390.92,2.23,0.12,0.115,5.65,56.67,0.36,-6.495,-6.535,63.235,95,226.95,106.45,238.55,283.45,71.4,427.95,189.65,482.15,242.05,-5.2565,-6.525,-4.129,-6.132,-3.5625,-5.694,-0.6265,-4.102,-0.172,-0.88,-0.8075,0.2995,2.31
2,15.25,390.815,2.22,0.13,0.11,4.96,45.77,0.37,-6.22,-6.44,63.565,95,192.2,85.85,237.25,283.45,49.66,346.35,150.95,379.3,208.6,-5.198,-6.365,-4.0915,-5.9645,-3.52,-5.6345,-0.62,-4.035,-0.172,-0.88,-0.808,0.299,2.295
2,15.75,390.83,2.17,0.13,0.12,3.765,29.92,0.34,-6.305,-6.41,63.48,95,142.45,64.215,235.95,281.5,29.105,270.6,114.2,292.65,171.1,-5.1845,-6.2985,-4.1165,-5.9,-3.459,-5.575,-0.592,-4.0195,-0.1725,-0.88,-0.8085,0.299,2.315
2,16.25,390.93954,2.18,0.12,0.12,2.43,15.685,0.32,-6.48,-6.6,64.325,95.05,90.8,44.04,236.8,278.45,10.025,180.15,73.8,187.1,138,-5.166,-6.26,-4.0935,-5.79,-3.4275,-5.4945,-0.5705,-3.9995,-0.1725,-0.8825,-0.8085,0.299,2.18
2,16.75,390.865,2.145,0.11,0.12,1.25,3.205,0.275,-6.635,-6.7,65.725,95,44.61,22.01,233.6,274.5,-11.55,87.3,35.295,99.3,82.1,-5.143,-6.21,-4.0415,-5.74,-3.419,-5.3525,-0.561,-3.9855,-0.1735,-0.8815,-0.809,0.2985,1.91
2,17.25,390.755,2.165,0.1,0.125,0.365,-2.605,0.225,-7.1,-7.15,68.005,95.05,13.585,8.37,232.1,269.25,-32.575,31.775,13.705,41.97,34.97,-5.1065,-6.2355,-3.989,-5.76,-3.4315,-5.2815,-0.5505,-3.9695,-0.174,-0.8805,-0.8095,0.2985,1.71
2,17.75,390.905,2.17,0.08,0.105,0.01,-3.285,0.17,-8.02,-8.015,70.65,95.1,0.39,1.515,228.25,266.15,-39.73,4.58,1.84,24.01,15.67,-5.067,-6.375,-4.03,-5.77,-3.3915,-5.253,-0.528,-3.905,-0.1745,-0.881,-0.8045,0.2985,1.615
2,18.25,391.13,2.155,0.06,0.1,-0.005,-3.795,0.13,-8.82,-8.835,72.5,95.05,-1.49,0.46,226.75,263,-37.32,0.015,0,11.84,6.69,-5.1095,-6.5105,-4.06,-5.8225,-3.378,-5.278,-0.529,-3.83,-0.175,-0.882,-0.805,0.2985,1.5
2,18.75,391.12,2.105,0.075,0.12,-0.015,-3.8,0.11,-9.55,-9.555,73.7,95.05,-1.52,0.49,224.2,260.2,-33.625,-0.045,-0.005,13.995,7.925,-5.097,-6.5255,-4.059,-5.957,-3.3705,-5.3075,-0.535,-3.77,-0.1755,-0.8885,-0.81,0.298,1.54
2,19.25,391.5,2.06,0.095,0.13,0.03,-3.75,0.12,-10.005,-10.035,75.65,95.1,-1.345,0.535,223.15,258.55,-36.385,-0.07,0,14.695,8,-5.067,-6.688,-4.023,-5.975,-3.347,-5.334,-0.535,-3.7565,-0.175,-0.8935,-0.8105,0.298,1.525
