DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.0227,-13.9948,0.1860325,1.5029765,2.1318,0.166102,20.0636,18.5162,100.2,94.8377,1.0354,410.782,17.7811,0.521428,0.4304,0.2331,0.2759,0.0071,0.1382,0
1,0.75,-0.02415,-15.6314,1.12835,2.6559,2.212285,0.1728,20.16,18.3396,100.2,99.1568,0.1847,410.842,18.5042,0.53235,0.4149045,0.23025,0.254636,0.0059,0.14025,0
1,1.25,-0.0305,-14.4386,1.50794,1.8315,2.2368,0.176334,19.6615,18.0231,100.201,100,0,409.06,18.9233,0.5109,0.478,0.233032,0.2439,0.00415,0.1604,0
1,1.75,-0.0249,-12.8701,-0.039,1.8267,2.23727,0.1681,19.0571,17.6797,100.2,100,0,410.1935,18.9995,0.5552,0.417396,0.231309,0.2317,0.0042,0.1224,0
1,2.25,-0.0216,-11.9877,0.2066,3.41177,2.12965,0.1694,18.8515,17.3168,100.2,100,0,414.444,18.8358,0.5178,0.420879,0.2102,0.2324,0.00475,0.1389,0
1,2.75,-0.0264,-11.7619,-0.22925,2.89278,2.1119,0.1638,18.6268,17.5209,100.2,100,0,414.238,18.6257,0.523171,0.4165,0.2206,0.2223,0.0032,0.1039,0
1,3.25,-0.03165,-10.3554,-0.3935,1.74545,2.12573,0.165663,18.6974,17.09625,100.2,100,0,416.112,18.3537,0.5571,0.431071,0.229018,0.222123,0.0032,0.102506208,0
1,3.75,-0.0252,-9.927545,-0.1012,2.21083,2.18875,0.16815,18.275,16.84505,100.1985,100,0,417.903,18.0076,0.5521805,0.41525,0.2247045,0.2056015,0.00365,0.1035,0
1,4.25,-0.0174,-7.58,-0.10555,1.8675,2.13144,0.149328,18.2899,16.7247,100.2,100,0,415.89,17.8608,0.5309,0.433334,0.199,0.2263,0.0037,0.103738992,0
1,4.75,-0.01895,-10.2999,-0.29545,3.217595,2.1013,0.170558,17.89395,16.48375,100.2,100,0,416.141,18.22725,0.5145,0.437,0.20865,0.2209075,0.0046,0.11975,0
1,5.25,-0.0236,-10.0633,-0.468795,2.676145,2.1142,0.154545,17.9776,16.3964,100.2,100,0,415.1485,17.8184,0.5241,0.4767,0.2162,0.215162,0.00385,0.1108,0
1,5.75,-0.02635,-8.61455,-0.4878,1.60155,2.15365,0.175657,17.76135,16.28235,100.216,100,0,415.373,18.0324,0.532576,0.44545,0.21575,0.2191,0.0047,0.1005,0
1,6.25,-0.0303,-9.5322,0.19625,0.9845,2.0403,0.1703,17.8077,16.2506,100.204,100,0,417.788,17.6757,0.570372,0.4719,0.237962,0.2252,0.00395,0.145049856,0
1,6.75,-0.0361,-6.31093,7.86378,0.25225,2.178,0.1903,18.0147,16.3877,100.206,100,0,414.5885,17.3173,0.5929,0.491173,0.2466,0.2562,0.0043,0.2463,0
1,7.25,-0.0565,1.85935,20.9845,0.3745,2.571075,0.2229,18.74385,17.11695,100.2225,100,0,411.712,17.0397,0.7117,0.57515,0.286451,0.2872,0.0038,0.26485088,6.5
