DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,507.6535,24.562,488.047,24.335,2296.427,539.425,24.2055,521.857,24.2845,2665.964,576.2325,23.79975,556.414,24.042,3048.11175,725.4075,22.45625,713.549,22.478,3325.4085,0.91025,23.64475,0.4545,494.07225,23.8905,7.7525,5.677,10.1015,3.151,0.38075,0.099,-0.7475,-0.12925,0.39175,0.66,0.4875,0.14,21.48725,21.42525,20.964,20.8555,19.13775,101.5785,98.3275,1.939,19.0975,19.6525,19.585,0.9,-2.15,2.1,0.625,392.875,429.6,-36.215,396.7,417.1,0.15,0.17,0.05,-0.05,0.1375,0.2625,0.23,0.07,23.3195,23.7535,24.2815,24.8525,25.137,25.297,25.88,26.698,25.47025,22.168,22.9535,24.2765,24.00075,24.711,25.665,22.859,23.8815,24.26,24.694,24.728,25.0315,26.219,27.13,25.594,22.78825,23.60275,24.47075,24.8315,25.57325,25.53275,26.287,26.64925,26.8,23.328,24.0155,24.8,24.708,25.3685,25.83025,26.208,25.507,26.727,-11.231,-5.6005,-5.5565
1,0.75,511.647,24.146,500.627,24.29275,2325.85,554.175,23.836,529.617,24.11275,2563.3875,590.19425,23.2765,575.451,23.6705,2935.562,743.43725,21.942,706.2205,22.3755,3673.0265,0.9245,23.3115,0.4445,503.12,23.51525,8.4715,3.69,10.365,3.6545,-0.2905,0.1045,-0.2995,-0.0055,0.386,0.6325,0.52,0.12,21.26625,21.36625,20.84175,20.72375,18.872,101.55725,98.7925,1.768,19.04,19.4875,19.3925,0.9,-2.0975,2.025,0.6525,392.4,428.15,-34.25,395.875,417.475,0.15,0.17,0.03,-0.05,0.13,0.26,0.23,0.07,23.151,23.6175,24.2145,24.8365,25.135,25.2965,25.88,26.6985,25.46925,22.0465,22.8335,24.203,23.98275,24.725,25.665,22.727,23.685,24.2,24.688,24.7325,25.03075,26.22,27.13,25.59375,22.6075,23.4655,24.39725,24.81825,25.574,25.533,26.286,26.64925,26.80025,23.204,23.8855,24.751,24.691,25.3685,25.8295,26.207,25.507,26.727,-11.489,-6.083,-6.27625
1,1.25,514.773,24.054,504.30875,23.98975,2313.8315,551.6825,23.819,542.69,23.6,2667.463,581.487,23.25925,568.341,23.185,2832.755,718.812,22.01525,696.579,22.109,3388.014,0.924,23.2525,0.42775,505.822,23.312,8.013,3.6625,6.2815,2.5515,-0.0825,0.10025,-0.25,0.60525,0.39125,0.6425,0.52,0.13,20.97875,21.04175,20.5855,20.5535,18.85,101.53575,98.945,1.889,19.03,19.5125,19.4325,1,-1.985,2.2,0.6725,395.05,427,-33.405,397.725,416,0.15,0.17,0.03,-0.05,0.1375,0.26,0.23,0.0625,23.0375,23.5045,24.16725,24.8185,25.133,25.2965,25.88,26.7005,25.46825,21.927,22.7535,24.1305,23.96775,24.7215,25.664,22.609,23.4985,24.153,24.68,24.73125,25.03,26.219,27.129,25.593,22.495,23.29575,24.314,24.7855,25.57525,25.533,26.286,26.656,26.79925,23.0795,23.798,24.702,24.682,25.3685,25.8295,26.2065,25.507,26.729,-12.1185,-6.8765,-7.243
1,1.75,522.1305,24.0375,507.391,23.69025,2281.633,570.058,23.81625,548.729,23.3365,2602.785,594.872,23.10575,593.19175,22.717,3010.475,704.5955,21.93625,713.964,21.73875,3292.4575,0.881,23.12,0.454,510.247,23.082,10.0915,4,18.888,3.66,-0.167,0.105,-0.73,0.72875,0.425,0.61,0.49,0.13,20.8655,20.93775,20.46,20.37025,18.57875,101.522,99.27,1.5975,18.895,19.3775,19.3575,0.9,-2.02,2.1,0.6225,397.525,427.05,-29.95,398.6,415.65,0.15,0.1675,0.03,-0.05,0.13,0.26,0.23,0.06,22.9145,23.4095,24.10975,24.81,25.131,25.2955,25.879,26.6855,25.468,21.853,22.666,24.06,23.95825,24.7235,25.664,22.495,23.3475,24.115,24.68,24.72925,25.0295,26.219,27.129,25.59225,22.3645,23.18325,24.2485,24.76475,25.5755,25.534,26.285,26.6495,26.799,22.9795,23.6925,24.663,24.656,25.369,25.829,26.206,25.506,26.728,-12.607,-7.69825,-7.602
1,2.25,532.49725,23.629,508.84975,23.4295,2344.5225,565.935,23.69075,556.9865,22.9105,2831.604,599.027,22.914,591.94225,22.7845,3023.15,732.46775,21.523,736.8455,21.467,3355.20675,0.856,22.893,0.436,520.36225,22.721,13.24675,3.1285,11.56825,2.998,0.01375,0.109,-0.5035,0.3435,0.394,0.63,0.4975,0.13,20.77675,20.83725,20.3185,20.104,18.4595,101.48975,99.35,1.66875,18.7925,19.2775,19.365,0.8,-2.015,2,0.67,395.975,426.025,-32.27,399.45,414.525,0.14,0.17,0.0325,-0.05,0.13,0.26,0.23,0.06,22.834,23.3225,24.05275,24.798,25.129,25.2955,25.879,26.682,25.4675,21.6805,22.607,23.988,23.94875,24.694,25.664,22.289,23.216,24.0815,24.661,24.72825,25.02875,26.219,27.128,25.5915,22.25825,23.038,24.19525,24.74575,25.5745,25.53425,26.28475,26.6515,26.799,22.8165,23.595,24.626,24.648,25.37,25.829,26.206,25.507,26.7265,-12.929,-8.15075,-8.042
1,2.75,532.319,23.48075,516.4115,23.366,2311.5425,564.30975,23.298,540.1035,23.007,2454.81,600.0965,22.693,581.166,22.4305,2865.4475,736.245,21.47825,741.673,21.442,3320.59225,0.927,22.529,0.426,524.448,22.46,7.899,4.866,7.334,3.433,0.03775,0.092,0.52025,1.23,0.383,0.65,0.5275,0.13,20.485,20.598,20.028,19.816,18.28625,101.46025,99.4425,1.784,18.56,18.9125,19.3225,0.9,-2.04,2.1,0.66,399.775,425.325,-28.73,397.675,413.85,0.15,0.17,0.03,-0.05,0.1375,0.26,0.23,0.07,22.6815,23.232,23.999,24.783,25.128,25.295,25.879,26.67975,25.4665,21.586,22.5065,23.916,23.938,24.6885,25.664,22.123,23.0945,24.034,24.65,24.72725,25.02825,26.219,27.128,25.5905,22.139,22.91125,24.13875,24.713,25.57375,25.53425,26.284,26.65125,26.7865,22.722,23.51,24.594,24.64,25.37,25.8285,26.206,25.505,26.7255,-12.951,-8.285,-8.2135
1,3.25,529.64025,23.291,520.587,23.234,2371.63925,572.0835,22.8245,546.484,22.7395,2593.149,601.606,22.34775,587.2365,22.22375,2817.073,735.46075,21.228,712.061,21.219,3135.933,0.898,22.383,0.456,525.0805,22.463,12.053,2.851,9.72525,2.298,0.281,0.11,-1.099,1.128,0.466,0.64,0.51,0.13,20.42,20.4315,19.837,19.608,18.03575,101.436,99.72,1.81625,18.21,18.625,19.47,0.85,-2.03,2.1,0.63,395.6,424.55,-27.705,396.9,412.8,0.14,0.17,0.035,-0.05,0.13,0.255,0.2325,0.07,22.57525,23.15025,23.93825,24.77175,25.09075,25.294,25.879,26.679,25.4655,21.49825,22.39525,23.841,23.917,24.6905,25.664,22.03,23.009,23.9755,24.6315,24.709,25.0275,26.22,27.127,25.5905,22.03,22.791,24.078,24.683,25.5595,25.5345,26.283,26.6515,26.79725,22.655,23.411,24.5455,24.5945,25.36525,25.82775,26.205,25.50725,26.713,-12.89125,-8.45125,-8.20575
1,3.75,538.901,23.11475,517.889,22.623,2292.245,579.1075,22.8395,566.949,22.128,2678.65875,614.172,22.289,590.335,21.9215,2890.1,744.57525,21.033,735.68325,20.94275,2982.104,0.935,22.292,0.433,521.4505,21.88,8.7035,2.99825,8.70725,2.828,1.57425,0.103,-0.91775,1.2615,0.409,0.69,0.52,0.13,20.1505,20.3465,19.653,19.528,18.05025,101.427,99.84,1.50825,18.205,18.495,19.345,0.85,-1.915,2.1,0.65,400.35,423.35,-26.03,396.95,412.75,0.145,0.17,0.03,-0.05,0.12,0.25,0.24,0.07,22.5575,23.1155,23.893,24.755,25.0895,25.294,25.878,26.678,25.46475,21.352,22.33175,23.786,23.904,24.6945,25.664,21.973,22.917,23.92125,24.608,24.71,25.027,26.218,27.127,25.5905,21.909,22.693,24.025,24.656,25.558,25.5345,26.283,26.652,26.79725,22.5765,23.33175,24.49525,24.58525,25.36425,25.82675,26.20475,25.506,26.7195,-12.754,-8.921,-8.8455
1,4.25,535.309,22.71475,526.12975,22.508,2445.9165,583.91575,22.357,550.2985,22.149,2738.298,622.087,21.97925,595.609,21.802,2596.346,737.173,20.779,740.1505,20.5335,2800.718,0.876,22.2745,0.4385,519.288,21.963,8.14275,2.6335,9.09075,4.6855,1.283,0.104,-0.4625,0.79,0.4015,0.65,0.49,0.13,20.21,20.23,19.609,19.5795,18.1655,101.416,99.7975,1.37975,18.185,18.54,19.0725,0.95,-1.995,2.05,0.635,397.8,422.85,-26.49,395.55,411.875,0.14,0.17,0.03,-0.05,0.12,0.25,0.23,0.06,22.4535,22.987,23.842,24.73175,25.048,25.2935,25.878,26.67775,25.46375,21.264,22.246,23.7225,23.9,24.674,25.663,21.872,22.806,23.87675,24.57475,24.7075,25.02675,26.217,27.126,25.5905,21.788,22.592,23.976,24.624,25.557,25.53525,26.282,26.655,26.79625,22.42975,23.24025,24.4545,24.56975,25.36325,25.826,26.2045,25.506,26.7225,-12.94475,-9.31675,-9.14425
1,4.75,534.7275,22.4605,533.539,22.401,2390,579.9015,22.1995,574.174,21.96075,2661.43675,619.042,21.57125,600.9505,21.3845,2707.05675,746.1305,20.56575,726.611,20.654,2806.759,0.939,22.0395,0.449,529.1385,22.084,12.466,4.189,15.85325,3.432,0.12025,0.103,-0.617,1.4735,0.41,0.67,0.5,0.13,20.07775,20.1515,19.445,19.37,17.80325,101.423,99.71,1.339,18.07,18.385,18.79,0.9,-2.07,2.15,0.65,399.15,421.75,-24.8,395.55,411.15,0.14,0.17,0.025,-0.05,0.12,0.255,0.2325,0.06,22.41625,22.908,23.799,24.71825,25.087,25.293,25.878,26.67725,25.463,21.187,22.167,23.6635,23.893,24.6725,25.663,21.767,22.7025,23.82275,24.54,24.706,25.028,26.217,27.125,25.5845,21.686,22.512,23.911,24.597,25.556,25.5355,26.281,26.656,26.79625,22.37125,23.1755,24.40975,24.55075,25.36225,25.8255,26.2045,25.507,26.7235,-13.212,-9.358,-9.3915
