DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,5.25,0.39232,-7.1911,3.5382,-11.808,-0.17385,83.8015,98.6,406.04,2.94955,0.408475,0.5881,-12.5565,-0.47514,0.313,264.21,280.36,0.39761,0.045126,0.49716,0.655835,0.696,0.9585,1.25865,2.13315,2.7,4.617,6.15
1,5.75,0.375155,-7.2394,3.5887,-12.076,-0.14876,83.932,98.6,406.105,2.9181,0.36813,0.46933,-13.334,-0.50903,0.33461,262.08,279.88,0.3584,0.098486,0.45727,0.655835,0.683,0.958,1.267,2.133,2.7,4.6,6.15
1,6.25,0.373945,-7.2712,3.5317,-11.132,-0.0920725,83.833,98.6,405.975,2.9007,0.38139,0.514705,-13.6665,-0.51451,0.33648,263.79,279.945,0.37764,0.040178,0.48195,0.654,0.675,0.958,1.2583,2.117,2.7,4.6,6.1333
1,6.75,0.35986,-7.1907,3.529,-11.442,-0.12571,83.857,98.591,405.775,2.906,0.36083,0.50114,-13.046,-0.48393,0.34287,266.71,280.76,0.395545,0.060314,0.51863,0.653165,0.679,0.954,1.2667,2.13315,2.7,4.617,6.16685
1,7.25,0.3775,-7.1462,3.4857,-11.484,-0.15616,84.268,98.6,405.935,2.96775,0.36736,0.50079,-12.903,-0.51491,0.34731,264.8,281.43,0.414635,0.070773,0.57552,0.65617,0.683,0.959,1.267,2.133,2.7,4.6167,6.1667
1,7.75,0.370135,-7.1363,3.4789,-11.091,-0.11921,84.6685,98.6,406.025,2.99505,0.59879,0.885585,-12.9175,-0.33512,0.3478,264.28,280.575,0.36388,0.07514,0.52087,0.65867,0.667,0.95,1.259,2.125,2.7,4.6,6.15
1,8.25,0.347495,-7.39285,3.4013,-9.5178,-0.1394,84.509,98.6,406.1,2.995,7.1535,6.54525,-10.56,3.1132,1.165,263.83,279.73,0.38874,0.02482,0.491865,0.652,0.671,0.9585,1.25,2.133,2.7,4.6,6.15835
1,8.75,0.36845,-7.29165,3.42865,-8.9707,-0.065212,83.664,98.6,405.945,2.9583,37.043,35.913,0.8277,19.1925,4.37245,265.505,281.05,0.440645,0.050252,0.57585,0.652,0.675,0.958,1.25415,2.125,2.7,4.6,6.15
1,9.25,0.43413,-7.1129,3.4616,-6.0092,-0.029302,83.177,98.6,405.975,3.0421,85.488,80.5105,18.3585,47.2175,9.4232,264.945,281.69,0.56802,-0.091091,0.56852,0.651165,0.675,0.958,1.2583,2.13735,2.7,4.6,6.15
1,9.75,0.46076,-6.81215,3.3726,-0.34947,0.520945,82.464,98.6,405.9,2.9799,154.725,133.15,44.904,83.166,16.075,265.875,284.55,0.69701,-0.17973,0.64791,0.657165,0.679,0.95,1.26265,2.133,2.7,4.6,6.167
1,10.25,0.50708,-6.6222,3.4857,13.9695,1.93755,81.833,98.6,405.88,3.0694,211.77,177.25,70.9525,113.47,21.8615,267.485,285.75,0.81122,-0.20796,0.72753,0.6645,0.671,0.954,1.25,2.129,2.7,4.6,6.14165
1,10.75,0.54945,-6.2288,3.5425,26.953,2.7069,80.926,98.6,405.93,3.0789,277.63,227.645,97.1,143.37,27.324,267.71,287.27,0.79803,-0.28978,0.63749,0.682335,0.675,0.95,1.259,2.117,2.7,4.6,6.1333
1,11.25,0.59121,-5.941,3.5867,40.87,4.4943,79.8225,98.6,405.52,3.1847,330.52,264.33,115.36,172.555,33.158,267.52,289,0.780745,-0.27777,0.65364,0.701835,0.658,0.95,1.254,2.121,2.7,4.6,6.15835
1,11.75,0.6067,-5.7045,3.8028,55.447,4.91205,77.188,98.6,405.04,3.1475,383.095,290.99,136.25,193.53,37.2175,266.735,290.385,0.74585,-0.2581,0.60171,0.70067,0.667,0.95,1.258,2.117,2.7,4.6,6.1333
1,12.25,0.62388,-5.53695,3.90775,61.158,5.5865,76.041,98.6,404.96,3.0571,387.84,289.715,134.32,199.93,38.703,266.88,292.24,0.6494,-0.27144,0.453215,0.70533,0.667,0.95,1.25,2.117,2.7,4.6,6.133
1,12.75,0.644165,-5.41285,3.94585,66.4375,5.58475,74.798,98.587,404.95,3.03955,389.62,299.28,139.685,201.95,38.406,266.705,292.735,0.680665,-0.219955,0.549355,0.722835,0.667,0.95,1.25,2.117,2.7,4.6,6.133
1,13.25,0.63183,-5.0668,3.87345,65.945,6.1437,73.68,98.517,404.7,3.0312,381.73,284.36,136.64,199.87,36.376,267.33,293.47,0.70268,-0.19691,0.62747,0.754165,0.667,0.95,1.259,2.133,2.7,4.6,6.133
1,13.75,0.63311,-5.0551,3.9336,61.338,5.90445,72.949,98.5,404.77,2.9892,352.535,265.72,124.18,183.375,34.4995,268.17,293.7,0.6974,-0.188365,0.58261,0.73833,0.658,0.95,1.258,2.117,2.7,4.6,6.133
1,14.25,0.63347,-5.07615,4.0203,53.831,5.5567,73.086,98.5,404.65,2.9467,307.925,250.57,110.81,162.255,29.3515,267.4,293.77,0.67285,-0.10522,0.661435,0.727335,0.658,0.958,1.258,2.117,2.7,4.6,6.12
1,14.75,0.63442,-5.09415,3.9874,45.5075,4.51135,72.9425,98.5,404.64,2.9421,271.015,214.37,87.787,139.67,25.231,268.085,293.295,0.601735,-0.0780795,0.60828,0.731665,0.654,0.95,1.25815,2.117,2.7,4.6,6.1333
1,15.25,0.635925,-5.0485,3.9905,34.644,3.6221,73.0175,98.5,404.67,2.99745,214.26,175.185,64.3845,111.735,20.5745,268.385,293.355,0.62144,-0.0520615,0.6373,0.71833,0.65833,0.95,1.25815,2.133,2.7,4.6,6.125
1,15.75,0.604135,-5.1617,3.811,22.852,3.1574,73.356,98.5,404.605,2.972,152.445,137.29,39.962,79.7725,15.259,266.31,292.12,0.53703,0.024949,0.545715,0.704,0.6625,0.95,1.258,2.117,2.7,4.6,6.15
1,16.25,0.56531,-5.1382,3.74145,10.487,1.96755,74.19,98.5,404.6,3.0165,98.8055,90.6255,15.894,52.343,10.316,264.22,291.18,0.47925,0.084647,0.544515,0.698,0.658165,0.95,1.25,2.117,2.7,4.6,6.13315
1,16.75,0.51713,-5.1969,3.5691,0.22221,0.99753,74.263,98.5,404.64,3.0556,44.9445,42.27,-2.1845,22.8355,4.96515,264.34,290.08,0.414785,0.14431,0.553055,0.69567,0.667,0.95,1.25,2.117,2.7,4.6,6.1167
1,17.25,0.47519,-5.3662,3.5212,-5.4347,0.200865,75.389,98.52,404.65,3.0368,10.335,9.2627,-14.219,4.57175,1.5632,263.07,288.815,0.398465,0.16455,0.578935,0.68633,0.65833,0.95,1.258,2.108,2.7,4.6,6.133
1,17.75,0.43263,-5.4255,3.4614,-8.1268,-0.015382,76.209,98.6,404.65,3.06425,1.6431,1.7302,-18.32,-0.249335,0.516495,263.29,288.025,0.38601,0.198095,0.57311,0.68433,0.675,0.95,1.25,2.108,2.7,4.6,6.1167
1,18.25,0.41269,-5.6117,3.34735,-9.3149,-0.056928,76.804,98.6,404.74,3.06435,0.39257,0.513735,-18.9935,-0.606025,0.431665,264.27,287.285,0.361045,0.166215,0.54065,0.67233,0.666835,0.95,1.25,2.10815,2.7,4.6,6.133
1,18.75,0.40267,-5.7599,3.3988,-9.3884,-0.11001,77.206,98.6,404.65,3.08665,0.407855,0.52012,-19.7615,-0.61644,0.427985,264.51,286.21,0.33301,0.105565,0.526525,0.67167,0.675,0.95,1.25,2.125,2.7,4.6,6.117
1,19.25,0.412125,-5.9539,3.50835,-10.424,-0.10704,76.679,98.6,404.8,3.11015,0.426485,0.57393,-18.5515,-0.55271,0.421225,265.325,285.75,0.3307,0.121305,0.50223,0.67033,0.658165,0.95,1.25,2.117,2.7,4.6,6.117
1,19.75,0.409825,-6.09055,3.64735,-10.2755,0.041052,77.753,98.6,404.77,3.04835,0.37644,0.50527,-18.029,-0.55334,0.3874,265.125,285.28,0.38596,0.12275,0.52854,0.67067,0.66667,0.95,1.25,2.108,2.7,4.5833,6.133
1,20.25,0.41891,-6.24775,3.6421,-10.271,-0.07072,77.88,98.6,404.93,3.01875,0.42,0.551785,-18.016,-0.58314,0.402325,263.475,285.06,0.407265,0.13336,0.57279,0.66633,0.66667,0.958,1.242,2.1,2.7,4.6,6.1
1,20.75,0.41968,-6.29665,3.5957,-9.9048,-0.16345,78.895,98.6,405.15,3.0257,0.431355,0.52441,-17.188,-0.53485,0.39417,263.835,284.48,0.377495,0.078006,0.48786,0.67033,0.675,0.95,1.25,2.108,2.7,4.6,6.133
1,21.25,0.41738,-6.3141,3.6583,-10.493,-0.037608,79.1305,98.6,405.21,3.02685,0.41485,0.51673,-16.677,-0.516345,0.36817,265.845,284.74,0.37944,0.0846075,0.518945,0.667,0.658,0.95,1.25,2.108,2.7,4.584,6.1167
1,21.75,0.42214,-6.23945,3.6559,-11.0605,-0.075386,80.004,98.6,405.17,3.01,0.416155,0.533585,-16.9445,-0.523725,0.37971,263.045,284.685,0.43262,0.0729855,0.540355,0.667,0.675,0.954,1.25,2.117,2.7,4.6,6.13315
1,22.25,0.40776,-6.36805,3.7026,-11.7095,-0.0913065,80.228,98.6,405.11,2.9726,0.374485,0.499285,-17.443,-0.57202,0.408165,263.08,284.21,0.406855,0.0647385,0.55065,0.663,0.675,0.958,1.25,2.117,2.7,4.6,6.1167
1,22.75,0.40786,-6.55225,3.6957,-12.568,-0.035849,79.9905,98.6,404.96,3.002,0.39386,0.52538,-16.5215,-0.55311,0.406035,261.75,284.14,0.42147,0.053991,0.56253,0.66733,0.667,0.95,1.25,2.1,2.7,4.584,6.117
1,23.25,0.41035,-6.603,3.70795,-13.334,-0.12817,79.865,98.6,404.73,3.017,0.398615,0.522285,-17.858,-0.57202,0.388305,263.355,283.83,0.38375,0.0150765,0.5082,0.665,0.662665,0.958,1.25,2.108,2.7,4.6,6.117
1,23.75,0.406755,-6.7549,3.691,-12.587,-0.14783,80.263,98.6,404.95,2.9979,0.4191,0.51776,-16.285,-0.55096,0.36875,263.635,283.37,0.41893,0.024849,0.53802,0.662,0.667,0.95,1.25,2.1,2.7,4.6,6.1
2,0.25,0.38597,-7.3141,3.6745,-11.047,-0.0460675,76.379,98.65,406.41,2.7523,0.37031,0.440575,-27.8585,-0.88237,0.567785,249.95,279.6,0.32161,0.11949,0.43442,0.25767,0.304,0.529,0.808,1.517,2,3.675,5.05
2,0.75,0.38075,-7.4045,3.6356,-11.9095,-0.10008,76.772,98.6465,406.51,2.7828,0.36118,0.469885,-25.424,-0.89907,0.620605,250.73,278.735,0.28538,0.098385,0.4757,0.27533,0.3125,0.5375,0.817,1.521,2,3.675,5.05
2,1.25,0.356075,-7.5609,3.6777,-11.05,-0.15264,77.686,98.6495,406.65,2.7355,0.375845,0.478045,-27.711,-0.90901,0.60325,247.835,278.13,0.30366,0.10641,0.385325,0.27633,0.308,0.533,0.821,1.521,2,3.667,5.05
2,1.75,0.357415,-7.6011,3.684,-11.174,-0.12896,78.074,98.6555,406.63,2.7059,0.36027,0.45369,-26.674,-0.87372,0.57406,250.09,277.87,0.319105,0.10306,0.457215,0.27667,0.317,0.5415,0.8,1.525,2,3.67485,5.042
2,2.25,0.34135,-7.6586,3.6755,-11.023,-0.098165,77.892,98.6735,406.74,2.6821,0.370485,0.469885,-26.7085,-0.83801,0.54521,250.95,277.8,0.27078,0.070136,0.383,0.27967,0.317,0.533,0.825,1.533,2,3.683,5.05
2,2.75,0.33855,-7.6213,3.6602,-10.997,-0.108345,77.843,98.6985,406.78,2.672,0.36735,0.47517,-25.3535,-0.89711,0.60111,249.805,276.755,0.24785,0.05107,0.42324,0.278,0.308,0.542,0.817,1.517,2,3.667,5.05
2,3.25,0.345565,-7.63245,3.6842,-11.505,-0.099052,78.6635,98.6825,406.69,2.7179,0.3669,0.46305,-24.412,-0.88676,0.563825,249.88,276.58,0.31683,0.057717,0.47789,0.26833,0.308,0.533,0.817,1.525,2,3.65,5.05
2,3.75,0.3449,-7.67195,3.6857,-11.834,-0.13147,79.495,98.615,406.81,2.7347,0.36967,0.485325,-21.541,-0.857195,0.549855,250.58,277.01,0.32025,0.092331,0.44829,0.271,0.317,0.533,0.821,1.525,2,3.66685,5.042
2,4.25,0.32707,-7.7798,3.6573,-11.484,-0.136255,80.296,98.6065,406.84,2.7648,0.351905,0.43759,-22.1005,-0.77035,0.52483,251.025,277.025,0.3187,0.108785,0.545855,0.271,0.308,0.533,0.81667,1.517,2,3.6667,5.05
2,4.75,0.32219,-7.8804,3.6249,-11.213,-0.19308,81.2845,98.6,407.02,2.7465,0.367935,0.47053,-20.727,-0.78134,0.523405,251.35,275.425,0.30553,0.114665,0.44044,0.27267,0.317,0.542,0.825,1.517,2,3.6667,5.05
2,5.25,0.33005,-7.98835,3.69405,-10.7595,-0.10965,81.4825,98.6,406.87,2.7131,0.3602,0.45636,-18.822,-0.721515,0.460155,250.47,275.42,0.31567,0.056988,0.45105,0.27367,0.308,0.542,0.81667,1.517,2,3.683,5.05
2,5.75,0.327695,-8.1349,3.65,-10.828,-0.16766,81.783,98.6,406.73,2.6754,0.35996,0.47136,-19.032,-0.7242,0.48009,248.66,275.21,0.31424,0.0703795,0.4365,0.26833,0.3,0.533,0.80833,1.525,2,3.65,5.05
2,6.25,0.33071,-8.20645,3.6546,-10.662,-0.12636,81.3105,98.603,406.99,2.6731,0.355685,0.46408,-17.9475,-0.711115,0.462255,251.885,274.815,0.32277,0.064665,0.467255,0.265,0.317,0.542,0.81667,1.517,2,3.667,5.05
2,6.75,0.3334,-8.0693,3.6789,-9.9598,-0.095274,82.052,98.64,407.29,2.6858,0.348125,0.44949,-17.936,-0.75609,0.483875,250.525,275.685,0.28283,0.067182,0.42906,0.264,0.317,0.542,0.817,1.521,2,3.6585,5.05
2,7.25,0.31876,-8.0926,3.621,-10.158,-0.10337,81.9865,98.666,407.3,2.6577,1.4377,1.64645,-17.662,-0.35056,0.583285,251.88,276.005,0.35211,0.082367,0.519695,0.25867,0.308,0.533,0.816665,1.517,2,3.65835,5.042
2,7.75,0.3251,-8.1645,3.6927,-11.261,-0.181655,81.7925,98.7,407.17,2.6618,8.8387,8.4159,-12.8855,3.79105,1.6458,251.035,275.615,0.325535,0.084014,0.46302,0.25733,0.308,0.55,0.81667,1.517,2,3.65,5.05
2,8.25,0.35243,-8.2686,3.6078,-9.4375,-0.073368,82,98.7,407.2,2.6689,52.023,47.8835,2.5069,28.564,6.699,254.835,276.925,0.40996,-0.018373,0.49678,0.25367,0.3125,0.5375,0.812665,1.525,2,3.65,5.05
2,8.75,0.40081,-8.2082,3.54445,-3.5076,0.2565,81.288,98.7,407.2,2.7221,120.15,108.225,27.128,66.836,13.612,257.96,279.17,0.50219,-0.060164,0.51727,0.25967,0.317,0.542,0.817,1.517,2,3.65,5.042
2,9.25,0.47917,-7.756,3.4181,5.3813,0.89996,80.303,98.707,407.45,2.7369,212.94,168.25,63.381,114.18,22.683,254.07,281.02,0.74074,-0.2124,0.582015,0.272,0.308,0.533,0.80833,1.517,2,3.65,5.05
2,9.75,0.538495,-7.3052,3.48985,23.099,2.1298,79.255,98.7,407.545,2.8121,334.015,218.96,110.85,182.04,33.991,253.88,284.26,0.81644,-0.40708,0.534505,0.28767,0.317,0.541835,0.817,1.521,2,3.65,5.0333
2,10.25,0.60216,-6.8847,3.6002,53.244,4.5654,76.13,98.717,407.35,2.8356,440.77,267.025,154.64,229.405,43.6885,256.01,286.1,0.908295,-0.473,0.6366,0.31333,0.317,0.541835,0.821,1.517,2,3.65,5.05
2,10.75,0.62656,-6.4056,3.84025,84.105,6.14095,73.883,98.76,407.05,2.8389,534.95,315.11,189.19,282.5,51.4105,256.25,288.24,0.78556,-0.390895,0.605355,0.34233,0.317,0.533,0.80833,1.525,2,3.6667,5.05
2,11.25,0.65951,-6.0483,3.9139,104.96,7.5229,71.2875,98.75,407.08,2.79405,593.46,370.975,216.125,305.03,56.827,257.28,290.505,0.69344,-0.36434,0.51072,0.36633,0.308,0.542,0.817,1.517,2,3.65,5.0333
2,11.75,0.696675,-5.7373,4.0931,125.53,8.1453,69.015,98.72,406.685,2.8006,643.14,390.615,239.165,338.645,61.5955,258.435,292.595,0.812695,-0.35233,0.63251,0.36833,0.308,0.542,0.820835,1.521,2,3.6585,5.03315
2,12.25,0.71326,-5.3305,4.24175,141.53,9.1996,66.727,98.7,406.685,2.7701,682.43,406.015,251.93,353.87,63.7835,259.395,294.085,0.7208,-0.30317,0.58472,0.392,0.3,0.533,0.808,1.517,2,3.65,5.0333
2,12.75,0.74422,-5.1089,4.2778,145.06,9.1072,65.4975,98.7,406.52,2.7041,691.96,414.885,259.35,363.485,66.1305,256.86,294.72,0.74649,-0.2714,0.631515,0.38333,0.317,0.533,0.816835,1.51685,2,3.65,5.0333
2,13.25,0.73171,-4.8703,4.2883,144.06,9.8168,63.7785,98.67,406.47,2.70665,668.52,415.655,246.88,344.955,62.3675,255.655,295.915,0.73191,-0.21988,0.55255,0.427,0.3125,0.529,0.8125,1.521,2,3.65,5.0333
2,13.75,0.738615,-4.7145,4.4623,136.65,9.2099,63.1565,98.63,406.34,2.7292,657.39,401.315,247.7,355.92,60.453,256.68,296.87,0.67634,-0.20877,0.578205,0.45867,0.317,0.533,0.812335,1.517,2,3.65,5.033
2,14.25,0.742825,-4.5534,4.359,127.93,8.9546,62.7375,98.6,406.33,2.6556,578.26,383.04,212.12,297.67,53.982,256.17,296.8,0.64489,-0.166995,0.577915,0.435,0.308,0.533,0.80833,1.517,2,3.65,5.033
2,14.75,0.75511,-4.4794,4.401,113.92,9.1815,62.44,98.6,406.33,2.6699,517.44,340.8,184.21,273.915,47.094,256.28,296.94,0.67518,-0.11831,0.607495,0.3995,0.317,0.542,0.817,1.517,2,3.65,5.033
2,15.25,0.739815,-4.4307,4.39715,96.0275,7.0613,62.1915,98.6,406.095,2.69475,430.34,294.63,152.145,223.995,40.3025,256.975,296.48,0.63191,-0.019116,0.61161,0.37733,0.308,0.533,0.817,1.517,2,3.6667,5.033
2,15.75,0.72382,-4.5184,4.3314,74.99,6.482,61.262,98.623,406.07,2.7073,351.54,245.545,118.525,180.395,33.591,255.36,295.6,0.61257,-0.043766,0.57707,0.37367,0.317,0.5375,0.804,1.517,2,3.65,5.03315
2,16.25,0.69805,-4.499,4.3644,53.691,5.1161,61.729,98.649,405.84,2.648,251.44,187.835,70.814,133.36,23.877,253.31,294.61,0.5796,0.065333,0.5909,0.35933,0.308,0.533,0.8,1.517,2,3.65,5.0333
2,16.75,0.65502,-4.751,4.0444,31.6065,3.5909,63.3005,98.68,405.73,2.7016,161.9,130.28,33.428,85.797,16.195,255.64,293.31,0.51409,0.101885,0.56018,0.3485,0.317,0.542,0.81667,1.517,2,3.65,5.05
2,17.25,0.61617,-4.9672,3.9701,10.938,2.0059,65.658,98.663,405.79,2.7146,87.036,75.0735,5.02415,45.955,8.9494,255.765,291.87,0.454105,0.197945,0.5725,0.334165,0.308,0.533,0.80833,1.517,2,3.65,5.033
2,17.75,0.55425,-5.1962,3.7724,-1.7888,0.78943,66.131,98.683,405.68,2.7143,26.2185,24.994,-19.563,11.99,3.2023,253.88,289.965,0.41453,0.231985,0.58127,0.324665,0.308,0.542,0.809,1.517,2,3.65,5.033
2,18.25,0.498445,-5.4238,3.6174,-6.8066,0.131315,67.672,98.677,405.595,2.71705,2.8299,2.6089,-29.8155,0.32347,0.97299,252.47,288.185,0.361155,0.28514,0.58536,0.3135,0.3125,0.533,0.8125,1.517,2,3.65,5.03315
2,18.75,0.455355,-5.76315,3.60845,-9.968,0.0140055,68.324,98.679,405.71,2.7234,0.43122,0.50494,-29.184,-0.89037,0.61252,253.41,286.57,0.32327,0.26965,0.51052,0.30383,0.308,0.533,0.80833,1.517,2,3.65,5.0333
2,19.25,0.44948,-5.904,3.5478,-11.16,0.0425,69.678,98.7,405.79,2.7289,0.38725,0.48214,-29.013,-0.91011,0.604485,251.505,285.25,0.32421,0.22665,0.50327,0.303835,0.317,0.542,0.8,1.517,2,3.65,5.0333
2,19.75,0.43412,-6.1557,3.6591,-10.609,-0.047824,71.305,98.6875,405.71,2.7155,0.38967,0.449095,-31.966,-0.89025,0.633035,251.48,284.28,0.28223,0.20255,0.49221,0.300835,0.317,0.542,0.809,1.517,2,3.65,5.033
2,20.25,0.420855,-6.45655,3.6289,-10.785,-0.0271465,71.921,98.6685,405.82,2.7044,0.38797,0.483065,-30.67,-0.868925,0.60486,252.3,283.115,0.31263,0.17422,0.48237,0.29117,0.3125,0.542,0.8125,1.517,2,3.65,5.033
2,20.75,0.42432,-6.61875,3.6328,-11.7855,0.0069762,72.4715,98.637,406,2.6892,0.37806,0.45382,-29.993,-0.88858,0.68844,252.075,282.635,0.323665,0.13975,0.48084,0.281,0.317,0.533,0.808,1.517,2,3.65,5.034
2,21.25,0.43445,-6.72655,3.6935,-11.34,-0.08744,73.553,98.6425,405.94,2.7179,0.38861,0.46641,-27.453,-0.826955,0.63893,253.4,282.725,0.32856,0.12902,0.510365,0.281,0.317,0.533,0.812335,1.517,2,3.65,5.03315
2,21.75,0.42153,-6.69095,3.6818,-12.085,-0.09613,74.161,98.6365,405.91,2.7222,0.36175,0.45631,-29.1995,-0.876665,0.6079,252.81,282.665,0.306065,0.135505,0.468005,0.28367,0.317,0.5375,0.808665,1.517,2,3.65,5.03315
2,22.25,0.40167,-6.80985,3.7314,-11.7185,-0.1946,74.807,98.6365,406.03,2.7321,0.34344,0.44587,-27.2045,-0.82103,0.590825,252.65,281.585,0.29574,0.064003,0.42404,0.282,0.317,0.533,0.80833,1.5083,2,3.65,5.033
2,22.75,0.39606,-6.86255,3.5964,-11.8715,-0.109755,75.3325,98.633,406.06,2.7471,0.38331,0.444205,-25.252,-0.769245,0.57609,252.86,281.895,0.29939,0.081719,0.43036,0.275665,0.317,0.55,0.812665,1.517,2,3.642,5.033
2,23.25,0.40007,-7.0107,3.7256,-11.8495,-0.087687,76.0195,98.633,406.2,2.7471,0.38441,0.46804,-25.864,-0.83026,0.560065,251.24,280.825,0.31427,0.0849445,0.47372,0.279835,0.317,0.533,0.808,1.508,2,3.6333,5.033
2,23.75,0.40373,-7.07065,3.6977,-10.686,-0.040415,76.591,98.6315,406.245,2.7673,0.375165,0.45899,-26.646,-0.90539,0.553635,250.23,280.535,0.281585,0.116,0.44796,0.28933,0.317,0.542,0.809,1.517,2,3.65,5.033
3,0.25,0.31387,-2.0944,3.6489,-15.284,-0.087857,71.452,98.9,406.47,3.64135,0.41713,0.48684,-63.867,-1.6588,1.107,248.545,301.51,0.37673,0.0990595,0.54832,0.35433,0.383,0.55,0.675,1.208,1.6,3,4.283
3,0.75,0.2949,-2.1709,3.6962,-14.805,-0.020258,72.033,98.9,406.39,3.6852,0.45583,0.49975,-61.784,-1.6221,1.1223,248.99,300.815,0.38708,0.058442,0.538725,0.2995,0.383,0.545835,0.671,1.2083,1.6,3,4.283
3,1.25,0.30812,-2.1541,3.64185,-15.34,-0.0315305,73.072,98.9,406.525,3.67565,0.42025,0.503915,-57.861,-1.6046,1.0599,251.125,300.435,0.34095,0.056255,0.54442,0.294665,0.375,0.55,0.671,1.2167,1.6,3,4.267
3,1.75,0.29776,-2.1331,3.6527,-12.983,-0.10886,73.4,98.9,406.55,3.6631,0.42853,0.52104,-58.252,-1.56795,1.0148,249.055,300.21,0.34414,0.1236,0.545525,0.30033,0.383,0.55,0.683165,1.2083,1.6,3,4.267
3,2.25,0.29908,-2.2864,3.7003,-13.307,-0.091454,73.7745,98.9,406.37,3.6426,0.42915,0.495965,-54.55,-1.4262,1.03425,253.405,299.895,0.36605,0.064068,0.56249,0.30367,0.39167,0.55,0.683,1.2083,1.6,3,4.267
3,2.75,0.296135,-2.45985,3.65475,-13.8835,-0.061201,74.0705,98.897,406.35,3.6644,0.47066,0.52101,-53.939,-1.53825,0.95875,250.335,299.97,0.36659,0.056827,0.579085,0.30267,0.379165,0.55,0.679,1.2083,1.6,3,4.267
3,3.25,0.301515,-2.51815,3.64725,-14.082,0.0104985,75.762,98.863,406.525,3.7103,0.41218,0.49115,-52.723,-1.4661,1.02445,250.83,299.49,0.35383,0.070204,0.50404,0.301,0.383,0.55,0.667,1.209,1.6,3,4.267
3,3.75,0.30546,-2.628,3.6662,-14.064,-0.12575,76.467,98.837,406.585,3.69095,0.425025,0.515825,-51.655,-1.5108,0.977195,252.075,298.78,0.34787,0.058837,0.51063,0.296665,0.383165,0.54167,0.683,1.2167,1.6,3,4.267
