DOY2,HR2,CO2,FC,SC,H,LE,SH,SLE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,403.333305974561,1.28976968902597,0.0176382512610425,-5.49151296189177,6.67037573636263,0.147683572063523,0.0610652955407865,3.46592766410794,4.63294821523971,0.337118177827619,68.7754297573141,2.77683258349629,93.9141383082636,-6.116,1.29775,3.53753402717667,0.223369727868189,-0.0184329718982913,0.73325711349645,0.6040456645611,0.273637084340475
1,0.75,403.459012416941,1.1517847991519,0.0112416064554978,-6.90346551793639,6.06975533962325,0.155076587454567,0.0289245867205479,3.63599792623208,4.78826044327,0.322303020621736,69.130227439578,2.97023342573134,93.9103736182726,-4.566,1.2985,3.87458993780901,0.25653673846675,-0.0184984266454708,0.770753037063877,0.630022081260489,0.304807910007092
1,1.25,402.807134797757,1.14294274058476,0.0113501445661783,-1.90420426717402,7.6535422076006,0.156140426542822,0.0344136602101772,3.32064054350661,4.48690154812822,0.371266188437837,68.833550970686,3.02382046760309,93.9138778644206,-6.0445,1.29975,3.74528124236798,0.234475948962711,-0.0163794575088754,0.772047907745734,0.638210921589208,0.288233320973404
1,1.75,403.384062432602,1.19364871429986,0.0139513625167104,-3.5000026377035,8.14472245115796,0.219301742066013,0.107174813945027,3.9840791880753,5.11909578225431,0.337926176859203,68.082306970528,3.10244334368361,93.9851487574689,-4.67875,1.2905,3.79266491728943,0.250974608381673,-0.024493648794743,0.750160511367274,0.657164383594284,0.286352212732888
1,2.25,403.309548079233,1.13857964211767,0.0154308770145429,-4.10477472639038,11.1700913639681,0.223630580740257,0.0894526396459665,4.1683805498573,5.32190993796,0.378999492766435,68.003443036251,3.07944326093564,94.0361526837022,-4.866,1.28875,3.69439535570808,0.231932226040197,-0.0164099193919233,0.792784456604366,0.6028841569026,0.287693033849239
1,2.75,402.988631310732,1.17442785993712,0.0143875935774633,-4.62111103504732,7.61631206726485,0.0936673910767257,0.0477350178555114,3.56184015639661,4.61104472647108,0.355161795997413,68.9054507664414,2.96941961766342,94.0428568081597,-5.8355,1.28325,3.54670066520005,0.236228472070617,-0.0169217701590347,0.787953462739563,0.663234988475232,0.267435178216319
1,3.25,403.164237845479,1.13679814307089,0.0137029204035557,-3.05711224875143,7.40031664747706,0.159454947246278,0.0158659515703725,3.10991209681075,4.1718193660715,0.334421005186047,67.8669018785757,2.95750839152448,94.0394968471137,-7.09875,1.27575,3.81166147099258,0.232342129824796,-0.0111732048764106,0.726108997565867,0.604007988432091,0.282978302899592
1,3.75,403.0309430555,1.10239406922242,0.0106305775989166,-2.32371433414211,9.205001259526,0.200440724253483,0.0755709881838826,3.6546974014706,4.66867438867358,0.362730717241739,68.6200281428642,3.03010792200634,94.0293931810981,-6.112,1.2705,4.08840507942445,0.229378734153925,-0.0212551569710825,0.808712668173864,0.687737185003388,0.28959741394901
1,4.25,402.965540304378,1.08640482249758,0.00935446218709992,-8.1348981580724,7.5098251447472,0.164663669271326,0.0909609314358892,3.9366841733042,4.99278788409137,0.373668472808352,67.7479278824907,3.05123684141455,94.0282821673177,-6.1355,1.28,3.96523900199804,0.229285526541906,-0.0167538304946766,0.71322367516334,0.638765765975913,0.293586940261225
1,4.75,403.2570811622,1.28066385575562,0.0192771968707316,-6.91647421268967,9.36858062022669,0.0958111387829811,0.0500037783991565,3.96760598710003,5.05055857788088,0.334724934794833,67.8140446802163,2.98472582930371,93.9600134087181,-5.2585,1.3175,4.408326773391,0.281268417907802,-0.0165048108854825,0.840924994063598,0.720405526028751,0.323240338308002
1,5.25,403.681699314537,1.19129451342266,0.0122392653384381,-4.89343550993284,10.5357427658407,0.247672150135199,0.0694799589429416,4.02106040212212,5.09173190100745,0.380271017012871,67.4950029113814,3.02122618343606,93.9794947703701,-5.56975,1.31525,4.28482301596875,0.265028111646625,-0.0166878609454416,0.910302223989291,0.633466919856539,0.317597949438408
1,5.75,403.607059969041,1.35950563413542,0.0151011499572992,-5.82931614281623,11.0682896012936,0.227036846273127,0.0654216288100492,4.0967822159468,5.1979525226305,0.3493447495868,67.6020513365727,3.18183122882388,93.9582591614888,-5.695,1.3045,4.21150181985312,0.26566068562461,-0.0242460044217233,0.790656420182316,0.644307435200923,0.318585587015508
1,6.25,404.416310379086,1.26771915850137,0.0146988593583867,-3.24444986621538,7.90524737532597,0.0767782732307132,0.0556125107127957,3.00171678784858,4.06839032968909,0.364927072600078,67.9607610120932,2.80043420115771,93.9508521137935,-6.0575,1.313,4.07383978981908,0.261481051232379,-0.0190064596774872,0.816314155410461,0.624361344631756,0.297186666887048
1,6.75,404.00095676786,1.15313221625591,0.0116603316451679,-5.43657928918894,7.7854553794937,0.189119954162028,0.0272312588895153,2.8182812329506,3.9026411634859,0.335310847574135,68.1346283373617,2.702934964051,93.9285122176437,-6.083,1.49275,3.78183007508704,0.246414294852792,-0.0254637677061403,0.79826587651799,0.59997712394423,0.297027069956165
1,7.25,404.556207010789,1.24905842800109,0.0189067446184855,-4.73181971981096,9.10922669182783,0.0657905537513601,0.0633018500451146,2.96795015594884,4.04811763346631,0.273898120738832,67.9503659859524,2.76563013783746,93.9315451328541,-5.441,5.4905,4.10148658814176,0.249969433152999,-0.0238091683036626,0.788915728815403,0.666795181149694,0.304757567102363
