DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,FC_1_1_1,FC_1_2_1,FC_1_3_1,FCH4_1_1_1,SC_1_1_1,SC_1_2_1,SC_1_3_1,SCH4_1_1_1,H,H_1_1_1,H_1_2_1,H_1_3_1,LE,LE_1_1_1,LE_1_2_1,LE_1_3_1,SH_1_1_1,SH_1_2_1,SH_1_3_1,SLE_1_1_1,SLE_1_2_1,SLE_1_3_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,USTAR_1_1_1,USTAR_1_2_1,USTAR_1_3_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,PPFD_IN_1_1_1,NEE,NEE_1_1_1,NEE_1_2_1,NEE_1_3_1,RH_1_3_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1
1,0.5,396.529,397.93345,398.103,0.8760787,0.9716086,0.97274785,1965.3635,1981.774,1975.351,-0.002846570445,0.099186265,0.140834,0.2215131,0.1037559,0.10467825,0.02813213,0.4957746,-10.2675,-0.7302439,-5.1225005,-7.742241,-0.3674449,-0.13074055,-0.02590591,-0.058406,-12.23769,-7.237725,-1.98999,-1.5666,-0.6486318,-0.2123453,11.10644,6.7,2.852679,0.1335211,0.27970605,0.32637815,95.83237,-10.716735,-9.9676665,-9.8095095,0,0.221422,-0.054753585,0.27524755,0.20038385,87.973695,-0.150125,-0.059875,0.160625,0.432,0.73662505,1.144,1.39025,1.9095,2.556
1,1.5,396.71365,398.11445,398.1717,0.8760787,0.97046915,0.9736277,1965.4685,1983.633,1976.118,-0.03033206,0.09472222,0.14244995,0.3306358,0.05356475,0.11531015,0.030923815,0.42705765,-9.720722,-0.38268695,-5.081073,-7.430755,-0.3827029,-0.07548472,-0.005150861,-0.09105534,-8.5015625,-6.077908,-1.556451,-1.971713,-0.889981,-0.2386776,10.924575,6.5878265,2.82123,0.1224005,0.2733674,0.32822345,95.83767,-10.766675,-9.9815825,-10.097915,0,0.22571,0.07384539,0.24453545,0.1905815,88.788415,-0.143,-0.059875,0.160625,0.4295,0.731875,1.146375,1.39025,1.9095,2.556
1,2.5,396.89135,398.0796,398.15485,0.8706936,0.97409405,0.9817052,1966.5165,1984.446,1976.2055,-0.0088041095,0.097065395,0.10452,0.1475944,0.070923355,0.09738237,0.028158,0.4461498,-8.9140665,-1.07203,-4.197806,-7.08196,-0.38997705,0.050581035,-0.08841094,-0.0898774,-7.635372,-4.746742,-1.1939135,-1.293218,-0.670947,-0.1721637,10.81661,6.3604125,2.8062455,0.1343488,0.25747935,0.328211,95.84266,-10.69075,-10.02225,-10.3175,0,0.199787,0.18444065,0.2814741,0.1525104,89.79494,-0.143,-0.055125,0.160625,0.427,0.7295,1.146375,1.39025,1.9095,2.5535
1,3.5,396.9217,398.1156,398.3713,0.8822913,0.9783582,0.9754919,1964.4245,1983.359,1975.367,-0.0049913925,0.1156247,0.13986975,0.1828556,0.07561497,0.093618475,0.029299645,0.2534228,-8.9215535,-0.18819615,-3.827368,-7.176809,-0.3661173,-0.1144873,-0.061214,-0.089616,-7.0492215,-4.895572,-1.1553135,-1.5610115,-0.700064,-0.1783064,10.70087,6.342356,2.807792,0.1329932,0.27857195,0.338077,95.81787,-10.7,-10.071075,-10.242585,0,0.24070445,0.097538015,0.31754875,0.20689945,89.97557,-0.1525,-0.055125,0.1535,0.432,0.731875,1.144,1.387875,1.9095,2.5535
1,4.5,396.79015,398.2243,398.3716,0.8923369,0.9623403,0.9704178,1964.187,1984.181,1976.6915,0.002568957,0.1046016,0.132375,0.2049031,0.15430245,0.1142093,0.033786865,0.1884106,-8.962634,-0.1656674,-4.007556,-7.463803,-0.2854689,0.0243003,-0.105176,-0.06546,-9.491281,-4.248601,-1.041254,-2.129409,-0.827096,-0.1616185,10.35,6.2845235,2.860957,0.1302975,0.266915,0.3409493,95.82003,-10.7,-10.17749,-10.29842,0,0.24317645,0.4345174,0.279119,0.2244149,90.26363,-0.162,-0.0575,0.146375,0.4295,0.7295,1.144,1.3855,1.9095,2.5535
1,5.5,396.3768,398.4229,398.6681,0.8947187,0.9568521,0.967518,1965.249,1983.421,1978.154,-0.01446544,0.1126438,0.10811,0.30232395,0.05961405,0.082116,0.0269975,0.2042765,-8.596371,-0.106165,-3.876195,-6.984663,-0.35819,-0.06367015,-0.1058347,-0.12568535,-6.243931,-3.444249,-0.9844085,-1.85974,-0.60686995,-0.16773745,10.41739,6.2979355,2.876797,0.11972445,0.2606578,0.341389,95.82336,-10.819835,-10.14435,-10.488005,0,0.1934351,0.125073,0.3121478,0.1859048,90.37798,-0.164375,-0.0575,0.144,0.432,0.731875,1.141625,1.387875,1.9095,2.551
1,6.5,396.3431,398.4124,398.64285,0.88674475,0.9584051,0.968243,1964.034,1982.5575,1977.943,-0.007408297,0.110443,0.1361713,0.4772679,0.067019,0.07275739,0.02130757,0.19204235,-8.064736,-0.81221985,-4.4506675,-6.555292,-0.3193277,-0.08058466,-0.0309582,-0.04902104,-6.037096,-2.918606,-0.6686696,-1.724713,-0.576145,-0.1386077,9.9196365,6.3549205,2.9259605,0.1250955,0.2775145,0.3456205,95.844025,-10.965165,-10.18616,-10.51033,0,0.22234445,0.1700794,0.266785,0.20055775,90.628,-0.178625,-0.064625,0.146375,0.4295,0.731875,1.13925,1.39025,1.9095,2.551
1,7.5,396.4505,397.995,398.79395,0.8996891,0.9612018,0.9625991,1965.553,1984.366,1980.053,0.020936,0.09800918,0.1755014,0.1456223,0.026714,0.08792974,0.02336217,0,-6.726577,-0.172308,-4.230814,-6.64394,0.07521753,-0.07480724,-0.04302832,-0.03433126,-0.90970265,0,0.1226817,-0.21531815,0,0.0086243265,10.10097,6.3429985,2.8731915,0.126041,0.268894,0.3526251,95.882425,-11.056,-10.295495,-10.5,0,0.234845,0.090376,0.2330805,0.2407584,90.5522,-0.173875,-0.067,0.146375,0.4295,0.73425005,1.1345,1.387875,1.9095,2.546
1,8.5,396.3688,398.1685,398.9308,0.8924922,0.964411,0.9711426,1963.801,1983.489,1977.279,-0.014504,0.16113035,0.206339,0.1834905,0.1172993,0.027688,0,0,1.896107,-0.04634922,-2.707525,-2.410709,1.78967,0.021558225,0.084868735,0.4582905,14.406625,12.59274,3.648119,2.9511985,2.559054,0.7532814,9.5562255,6.195146,2.9,0.1234398,0.3303878,0.38496655,95.882895,-11.094495,-10.3,-10.45122,74,0.2289155,0.2387904,0.2406911,0.2332347,89.963355,-0.1715,-0.067,0.14875,0.4295,0.7295,1.12975,1.3855,1.9095,2.5435
1,9.5,396.7364,398.2975,399.0137,0.8931651,0.9817052,1.000345,1965.187,1980.831,1975.083,-0.005562043,0.3148717,0.26963535,0.7882883,0.03976979,-0.1644735,-0.054718,-0.3884568,20.31131,-1.012382,-0.10168795,10.46423,4.3849275,-0.14578565,0.742545,2.158252,39.68798,26.69912,7.346433,9.170761,5.1678475,1.361494,9.675958,5.7530505,3.072358,0.1902028,0.4195136,0.4693406,95.89532,-10.79715,-10.25183,-9.9641725,209,0.2282306,0.2632747,0.1872142,0.2571678,88.7,-0.201,-0.067,0.14875,0.432,0.739,1.1345,1.395,1.919,2.563
