DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,399.1106,0.8033945,-7.5169185,11.43557,2.810142,3.17934,0.2276388,71.91173,3.140736,93.77251,-10.09897425,0.096942905,2.3,6.391802,0.3878812,0.8510782,1.037706,0.44239
1,0.75,399.280575,0.833617,-8.5720665,13.09519,2.8065275,3.113191,0.25257055,72.0799025,2.97903525,93.75151,-9.86404925,0.114103225,2.3866665,6.3298995,0.42060805,0.79151495,1.0329,0.47542245
1,1.25,399.37165,0.791206,-8.420564,15.584385,2.890085,3.0537815,0.273159225,74.58492,3.17734,93.728265,-12.4431,0.1124252,2.5,6.42580625,0.4511069,0.831299825,1.11223775,0.49218775
1,1.75,399.33765,0.781875,-7.792643,12.44411,2.8942425,2.9907765,0.249376,71.8242525,3.188087,93.732085,-12.527135,0.124235275,2.478333,6.6284525,0.43378415,0.82129265,1.134803,0.48831605
1,2.25,399.2449,0.748381,-11.21639,13.677865,2.85948225,3.0454085,0.23111015,71.8032625,3.239023,93.6667075,-11.59076,0.142462,2.42416625,6.256524,0.44890065,0.87764875,1.06141,0.49631465
1,2.75,399.123475,0.80809975,-15.71517,14.29648,2.8239835,3.0664565,0.2349196,71.2001975,3.298263,93.6776925,-12.629085,0.14063845,2.44,5.99151725,0.43555605,0.85904035,1.0337335,0.463908475
1,3.25,399.4192,0.76523,-12.3655875,12.0634375,2.91929675,3.06179025,0.2407521,72.493855,3.314501,93.6642,-11.52802,0.14231485,2.45,6.22095075,0.4224772,0.836078875,1.190919,0.45526555
1,3.75,399.9929,0.77819425,-11.64593,15.641085,2.725154,2.767846,0.240883325,73.12115,3.221566,93.68932,-15.81359,0.140903775,2.45,6.287928,0.4452955,0.879865575,1.11080725,0.470505475
1,4.25,399.7037,0.8028995,-9.619911,16.3304725,2.751756,2.927209,0.2185109,72.5191325,3.2020865,93.69598,-11.120655,0.118950125,2.6,6.337084,0.4647614,0.8034664,1.055228,0.4788328
1,4.75,399.37005,0.793272,-11.10197,14.72971,3.11985675,2.99105575,0.238929925,73.70962,3.218051,93.685265,-12.34827,0.12327838,2.6925,6.155523,0.43585465,0.872339125,1.10884225,0.475905525
1,5.25,399.71045,0.83456175,-10.83625,14.1166475,3.0160095,3.09933275,0.249487425,71.1112775,3.21125825,93.69101,-11.6717225,0.108416675,2.7216665,6.222796,0.4341098,0.8757165,1.090701,0.453415425
1,5.75,399.5634,0.782757,-11.910765,18.0832075,2.9491715,3.01134,0.247154225,70.9714625,3.21726975,93.67058,-12.381225,0.1172296,2.7466665,5.99197625,0.428498925,0.879430275,1.09545975,0.46894795
1,6.25,400.0762,0.6992205,-11.9564425,18.34143,3.040438,3.0380705,0.24359925,71.0330825,3.174999,93.690195,-16.0480925,0.19792145,2.6683335,6.2888225,0.43435015,0.873284375,1.05753275,0.4790595
1,6.75,400.303325,0.7669075,-15.61908,14.60125,2.94627775,3.161664,0.2566252,71.567465,3.1751495,93.7017225,-12.49323,4.104145,2.61749975,6.257578,0.4403719,0.8416705,1.070196,0.4705389
1,7.25,400.2505,0.7614155,-8.4657955,17.5837425,2.857219,3.04021975,0.216308975,71.59616,3.1860435,93.68486,-6.438582,29.12944,2.61,6.09359625,0.424096525,0.788519775,1.05052175,0.4673531
1,7.75,400.30145,0.636734,-7.362666,18.73818,2.67599925,2.7035495,0.224786675,72.1618875,3.19846875,93.66834,1.9542175,96.68966,1.676667,6.52119475,0.439372575,0.818256025,1.06602425,0.497416
1,8.25,400.6175,0.624042,-2.448106,21.58879,2.895928,2.883855,0.2124343,70.5523525,3.118559,93.6403325,17.17288,203.9601,1.373333,6.457237,0.4356041,0.8625656,1.050484,0.4780277
1,8.75,399.9684,0.6053975,11.29788,26.785015,2.99442175,2.923421,0.210467,71.5973025,3.068675,93.62589,46.26558,307.7119,1.49,6.550108,0.4731382,0.9165748,1.107335,0.5142578
1,9.25,399.9934,0.57110175,18.7669575,32.9546225,3.1649845,3.1124715,0.2276143,69.782225,3.2480605,93.6701675,72.67437,390.2237,1.631667,6.644348,0.4874021,0.9198013,1.174787,0.5154792
1,9.75,400.237675,0.4885585,32.4586175,39.9330625,3.250245,3.251683,0.259679,69.66314,3.268709,93.668465,102.1613,456.7815,1.80166625,6.581504,0.4895172,0.9514047,1.155764,0.5143535
1,10.25,399.932,0.39575625,34.08189,44.6848575,3.53059,3.5074445,0.302763925,69.2667475,3.4028085,93.635105,126.3856,493.3211,1.938095,6.49255375,0.474095675,0.919488875,1.12823575,0.507482125
1,10.75,399.1542,0.575919,44.22586,49.1837425,3.5707845,3.500727,0.285541,68.01645,3.381933,93.62341,134.820525,524.21235,2.27833325,6.550947,0.4853666,0.9144247,1.178227,0.5047858
1,11.25,398.8268,0.532314,44.668915,52.344,3.986637,4.051412,0.3286121,66.94394,3.5039335,93.582175,135.44185,519.114275,2.5483335,6.695476,0.466684,0.898399,1.181725,0.5022326
1,11.75,398.5014,0.5116795,55.18453,54.1840975,4.215507,4.07526375,0.3510079,66.94111,3.55838225,93.565165,136.292,521.700175,2.89083325,6.2098915,0.4786549,0.9277686,1.1513855,0.49525505
1,12.25,398.9652,0.57021,46.611805,48.333905,4.4174065,4.554925,0.319743,66.95791,3.5989485,93.54923,126.566925,505.341375,3.085,6.172117,0.4557782,0.9461525,1.131176,0.485917
1,12.75,399.4384,0.528483,53.9308425,48.95668,4.5583975,4.5357935,0.312030325,66.5617325,3.78791125,93.535155,118.25345,467.001925,3.195833,6.347225,0.4750516,1.00447175,1.1662545,0.498114425
1,13.25,398.5498,0.546353,42.91313,50.965905,4.488029,4.693034,0.29873105,65.11523,3.863293,93.56223,86.69961,382.4589,3.20916625,6.103884,0.4575814,0.9990402,1.179752,0.496278
1,13.75,398.2743,0.61795125,26.285145,39.2977975,4.5540985,4.6187415,0.26526095,64.5492225,3.79481825,93.60568,63.38698,328.5998,3.22999975,5.881932,0.45698105,0.90882,1.110737,0.4781736
