DOY2,HR2,CO2,FC,SC,G_1_1_1,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,USTAR,WS_1_1_1
1,0.25,436.1605072,0.1987975015,0.02135,-2.47953701,-3.0299398895,0.115327999,-0.03435,-0.032399999,98.15175629,80.759281155,-15.23214674,0.26078099,-7.197001934,0.061999999,-0.893974602,0.1081634985,1.566306949
1,0.75,435.8125,0.200859994,0.005835,-2.478024006,-2.452529907,0.115327999,-0.06645,-0.0361999995,98.15286255,80.54380035,-15.08173466,0.2568056065,-7.487936974,0.064000003,-0.893974602,0.119573005,1.690284967
1,1.25,435.0299988,0.201917494423077,-0.0137,-2.475999117,-3.53057003,0.092395999,0.0144950005,-0.023600001,98.16731262,80.759281155,-14.84246063,0.2526055875,-8.240029335,0.063000001,-0.893974602,0.1185920015,1.540657043
1,1.75,435.053009,0.202974994846154,0.00125,-2.472876072,-3.764239967,0.069463999,-0.0962785,-0.00898,98.18849182,80.625396725,-14.84731865,0.2630146,-7.518846989,0.063000001,-0.893974602,0.117694501,1.600504994
1,2.25,435.1285095,0.204032495269231,0.0025045,-2.458739996,-6.0745248795,0.05350391952,-0.0236,-0.009335,98.175914765,80.80237579,-14.6067915,0.274646774,-6.3087120055,0.063500002,-0.893974602,0.114997003,1.717805505
1,2.75,435.0349884,0.205089995692308,0.005735,-2.4674144985,-2.396114945,0.03754384004,-0.135438994,-0.0106599995,98.17694092,80.60844421,-14.44867611,0.2770029755,-5.5520830155,0.064999998,-0.90094918,0.127516001,1.6928755045
1,3.25,435.29598995,0.206147496115385,0.00845,-2.474677563,-4.6217701435,0.02158376056,-0.079499997,-0.0177,98.17526245,80.80237579,-14.2660923,0.277825162,-7.281425953,0.0645000005,-0.908759564,0.146402001,1.880481005
1,3.75,434.6700134,0.207204996538462,0.00998,-2.43472147,-6.507679939,0.00562368108,0.0923769995,-0.0133,98.20010376,80.80237579,-14.24581242,0.272260696,-8.5088739395,0.064999998,-0.915768802,0.1481465025,1.965186954
1,4.25,435.2359924,0.208262496961538,0.00357,-2.4320510625,-0.520313978,-0.0103363984,0.0377499985,0.012245,98.230838775,80.80237579,-14.24581242,0.266758293,-8.2780618665,0.064999998,-0.9078916905,0.1340344995,1.860638976
1,4.75,435.2742462,0.209319997384615,0.001269000025,-2.430179,-3.66463995,-0.02629647788,-0.0098250005,0.01637525,98.2318573,80.823925015,-14.14020348,0.2705950435,-7.040552139,0.066,-0.900014609,0.1494074985,1.735329032
1,5.25,435.3125,0.210377497807692,-0.00103199995,-2.4300090075,-4.603449821,-0.04225655736,-0.1020570025,0.0205055,98.237392425,80.80237579,-14.03459549,0.275255367,-7.3363387585,0.064999998,-0.900014609,0.1348709985,1.572502971
1,5.75,435.310323379412,0.211434998230769,-0.003332999925,-2.43046546,-4.2955150605,-0.05821663684,-0.135093004,0.02463575,98.25053787,80.80237579,-14.08739948,0.2698883115,-7.2779619695,0.0645000005,-0.900014609,0.146322995,1.893901527
1,6.25,435.308146758824,0.212492498653846,-0.0056339999,-2.425106049,-3.5820749995,-0.07417671632,-0.189658005,0.028766,98.16204071,80.80237579,-14.14020348,0.2663708775,-10.0785799,0.064000003,-0.893974602,0.148557998,1.51275599
1,6.75,435.305970138235,0.213549999076923,-0.007934999875,-2.422877073,-7.126229763,-0.0901367958,-0.0285350005,0.03289625,98.16355896,80.80237579,-14.08739948,0.267349586,-7.538966179,0.064999998,-0.893974602,0.1525140035,1.383134007
1,7.25,435.303793517647,0.2146074995,-0.01023599985,-2.420120001,-4.209869981,-0.10609687528,-0.009255,0.0370265,98.16271973,80.80237579,-14.59234333,0.2686248865,-6.562242031,0.082999997,-0.893974602,0.1261190025,1.232303977
1,7.75,435.301616897059,0.215664999923077,-0.012536999825,-2.417699099,-5.829390049,-0.12205695476,-0.0172000005,0.04115675,98.1447525,80.37141418,-15.03787518,0.2714452295,-8.200739861,0.40200001,-0.893974602,0.1576739995,1.3276799915
1,8.25,435.299440276471,0.216722500346154,-0.0148379998,-2.414127111,-4.17208004,-0.13801703424,-0.177046999,0.045287,98.17485809,79.94044495,-15.61224461,0.2786269335,-5.973101139,8.840000153,-0.893974602,0.1383460015,1.329495549
1,8.75,435.297263655882,0.217780000769231,-0.017138999775,-2.409660101,-5.717450142,-0.15397711372,-0.2268414945,0.04941725,98.18962097,81.2333374,-15.0512991,0.2874623685,-7.147686005,46.20000076,-0.893974602,0.1254630015,1.2524750235
1,9.25,435.295087035294,0.218837501192308,-0.01943999975,-2.405343056,-1.908084989,-0.1699371932,-0.0359999995,0.0535475,98.2109375,80.80237579,-14.721050265,0.297451973,-5.58549881,110.0999985,-0.893974602,0.114017501,1.768301487
1,9.75,435.292910414706,0.219895001615385,-0.021740999725,-2.403571963,-2.649349928,-0.18589727268,0.009085,0.05767775,98.23779297,81.01828766,-15.14348316,0.300485805,-2.6171524525,193.19999695,-0.893974602,0.1067315005,2.045240998
1,10.25,435.290733794118,0.220952502038462,-0.0240419997,-2.393830061,1.6073549985,-0.20185735216,0.114186503,0.061808,98.18692398,81.926490785,-16.183665275,0.304946214,-3.711750984,259.8999939,-0.901784986,0.098049998,1.994938016
1,10.75,435.288557173529,0.222010002461538,-0.026342999675,-6.616168976,-0.2409849765,-0.21781743164,0.081131502,0.06593825,98.183193205,82.09526825,-16.19956779,0.311953962,14.68834019,41.63000107,-0.909595221,0.1107805,1.848657548
