DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.1,0.55,8.995,10.045,14.92,-3.835,1.12,-67.2,-36.79,-39.9075,-0.39,-0.05,10.23
1,0.75,0.11,0.67,9.075,9.97,14.625,-3.895,1.2625,-69.8525,-38.1225,-37.0625,-1.015,-0.1725,10.18
1,1.25,0.105,0.655,8.81,10.08,14.695,-3.7125,1.1725,-66.345,-37.12,-33.54,-1.28,-0.1325,10.14
1,1.75,0.11,0.64,8.83,9.96,14.795,-3.7825,1.2025,-69.495,-31.9725,-37.2525,-1.485,-0.2,10.0075
1,2.25,0.1,0.63,8.8475,9.9875,15.0775,-3.8775,1.155,-71.355,-32.96,-35.5,-0.6425,-0.2225,9.83
1,2.75,0.11,0.7,8.655,9.81,14.5075,-3.8775,1.245,-69.77,-32.2725,-36.16,-0.745,-0.09,9.765
1,3.25,0.1,0.71,8.7075,9.79,14.9075,-3.8275,1.09,-69.86,-34.645,-40.3575,-0.98,-0.0275,9.67
1,3.75,0.11,0.64,8.7325,9.66,15.5375,-3.955,1.2,-67.69,-30.73,-41.4875,-1.315,-0.1,9.5675
1,4.25,0.12,0.61,8.605,9.5625,15.01,-3.8325,1.125,-67.345,-36.385,-44.965,-1.1275,-0.015,9.505
1,4.75,0.11,0.67,8.6475,9.615,14.915,-3.8125,1.24,-69.8575,-35.0025,-41.14,-0.565,-0.06,9.4225
1,5.25,0.12,0.63,8.88,9.69,15.175,-3.8525,1.215,-71.895,-25.965,-47,-0.51,0.08,9.34
1,5.75,0.12,0.655,8.685,9.635,15.13,-3.775,1.2525,-69.3775,-25.4475,-46.48,-1.78,-0.0275,9.295
1,6.25,0.1,0.7375,8.67,9.51,14.79,-3.92,1.0825,-71.0775,-29.9925,-46.9125,-1.785,-0.16,9.25
1,6.75,0.12,0.7025,8.61,9.5025,15.2525,-2.0425,1.195,-70.9775,-29.5375,-48.635,-0.62,0,9.18
1,7.25,0.12,0.68,8.58,9.515,15.415,13.6675,4.045,-54.19,-19.7875,-41.36,-0.5125,-0.2125,9.0925
1,7.75,0.12,0.7,8.76,9.605,15.455,58.43,14.2275,-15.8,-20.9075,-22.01,0.95,-1.1175,8.9775
1,8.25,0.13,0.74,9.265,10.47,15.1025,119.9775,24.68,26.39,-9.44,-6.4525,7.79,-2.255,8.965
1,8.75,0.15,0.84,9.9275,10.8525,14.6175,198.2825,42.2175,77.8475,7.37,5.84,18.93,-4.095,9.0425
1,9.25,0.16,1.08,10.26,11.02,14.9875,263.49,53.95,116.4025,22.2775,21.21,24.7325,-5.35,9.2225
1,9.75,0.18,1.18,10.66,11.525,14.7675,318.075,62.595,161.8925,29.4325,37.5575,32.65,-6.2575,9.32
1,10.25,0.19,1.39,11.29,12.06,15.615,365.44,70.1925,216.2275,43.2825,54.7,43.385,-7.01,9.54
1,10.75,0.21,1.565,11.5675,12.27,16.045,447.9375,77.505,260.695,59.0725,71.07,44.43,-7.11,9.76
1,11.25,0.2,1.6975,11.8275,12.4375,17.2525,480.5775,79.8675,275.4925,75.18,77.7225,48.91,-7.69,9.96
1,11.75,0.21,1.81,12.32,12.65,16.9425,438.4475,81.075,259.8375,79.9125,82.3275,48.695,-7.8225,10.4075
1,12.25,0.22,1.8,12.53,12.875,16.17,410.18,70.585,238.35,79.54,81.84,43.4675,-7.8425,10.6475
1,12.75,0.22,1.92,12.55,13.165,16.995,387.9375,65.0075,220.7625,57.6375,70.94,38.49,-7.38,10.7975
1,13.25,0.2,1.82,12.775,13.23,17.1375,333.64,59.975,211.535,65.36,67.79,42.86,-7.38,11.0525
1,13.75,0.21,1.8175,12.5775,13.0625,17.2625,277.2075,50.3775,171.9275,50.7925,54.38,39.0375,-7.1275,11.15
1,14.25,0.21,1.725,12.81,13.43,18.2075,266.695,54.915,161.76,40.7375,44.8875,32.8425,-6.5425,11.4
1,14.75,0.2,1.76,13.0125,13.33,17.7775,218.23,44.735,109.6625,21.6075,28.435,25.61,-4.91,11.54
1,15.25,0.18,1.8025,12.9025,13.245,18.215,163.655,31.38,73.04,9.685,16.26,17.745,-4.7075,11.69
1,15.75,0.17,1.68,12.52,13.015,18.7275,94.01,23.5825,30.6225,-16.195,-0.23,7.925,-3.09,11.71
1,16.25,0.1325,1.5325,12.07,12.605,20.035,33.8125,9.1025,-20.59,-6.27,-15.75,1.79,-1.365,11.74
1,16.75,0.1225,1.215,11.3125,11.9525,19.6525,10.3525,2.9425,-64.655,-10.2525,-27.925,-2.26,-0.38,11.73
1,17.25,0.11,1.16,10.58,11.36,20.6675,-2.145,1.285,-74.285,-32.425,-30.635,-1.445,0.1025,11.68
1,17.75,0.11,0.9775,10.3925,11.1675,19.5225,-4.05,1.07,-72.685,-40.7625,-29.9725,-2.265,-0.22,11.61
1,18.25,0.11,0.765,10.085,10.815,19.185,-4.02,1.0425,-70.8075,-37.625,-31.43,-3.3375,-0.2525,11.51
1,18.75,0.11,0.695,9.9525,10.73,19.1175,-3.9825,1.03,-69.99,-45.6325,-31.8225,-2.86,-0.11,11.43
1,19.25,0.1,0.73,9.7425,10.52,18.1825,-3.7125,1.2325,-68.025,-48.825,-33.77,-0.79,0.1025,11.3
1,19.75,0.11,0.73,9.525,10.4775,17.3575,-3.7625,1.195,-68.0375,-43.3275,-31.345,-2.09,-0.235,11.18
1,20.25,0.11,0.73,9.4,10.19,17.08,-3.9425,1.2025,-68.2975,-38.305,-39,-0.7,-0.2025,11.08
1,20.75,0.1,0.685,9.3925,10.1925,15.705,-3.6925,1.1325,-67.0275,-37.6575,-38.435,-1.35,-0.0425,10.98
1,21.25,0.11,0.69,9.485,10.17,15.3625,-3.9125,1.0625,-69.275,-43.8775,-39.9,-0.8975,0.13,10.89
1,21.75,0.1,0.7,9.4025,10.27,15.455,-3.8525,1.15,-71.05,-37.7925,-38.495,-0.935,-0.03,10.8
1,22.25,0.11,0.6925,9.335,10.31,15.28,-3.8025,1.22,-70.08,-42.4725,-40.045,-1.345,0.08,10.72
1,22.75,0.11,0.695,9.2375,10.285,15.21,-3.6925,1.17,-68.3,-30.5325,-35.6975,-2.1575,-0.235,10.62
1,23.25,0.11,0.7125,9.245,10.24,15.245,-3.955,1.18,-68.76,-43.705,-37.1825,-1.52,-0.16,10.49
1,23.75,0.1,0.64,9.185,10.005,15.09,-4.0225,1.1525,-65.8925,-38.5625,-35.665,-1.06,-0.1125,10.43
2,0.25,0.1,0.5825,8.12,9.045,25.5775,-3.58,0.96,-58.37,-37.515,-26.16,-1.81,-0.105,10.84
2,0.75,0.1,0.64,8.19,9,26.34,-3.4825,0.8975,-59.9675,-46.43,-25.45,-2.815,-0.285,10.755
2,1.25,0.1075,0.5875,7.97,8.7475,24.8625,-3.5725,0.85,-59.94,-33.545,-27.3325,-1.425,-0.02,10.69
2,1.75,0.1,0.59,7.9675,8.625,25.3575,-3.61,0.94,-57.06,-47.105,-22.2025,-1.685,-0.2,10.63
2,2.25,0.1,0.5725,7.91,8.8025,25.965,-3.3925,0.885,-56.52,-41.2725,-27.06,-2.105,-0.25,10.57
2,2.75,0.11,0.64,7.9,8.7875,26.08,-3.5125,0.83,-57.03,-49.0275,-26.72,-2.325,-0.24,10.49
2,3.25,0.1,0.54,7.715,8.59,25.07,-3.38,0.99,-57.09,-41.0725,-27.345,-1.35,-0.2,10.43
2,3.75,0.1,0.62,7.6025,8.5375,25.83,-3.28,0.95,-56.485,-39.3875,-23.035,-1.22,-0.2625,10.35
2,4.25,0.11,0.4925,7.4475,8.375,25.8725,-3.3125,0.95,-57.495,-41.475,-25.0775,-1.52,-0.115,10.3
2,4.75,0.11,0.5625,7.385,8.3075,24.83,-3.4925,0.9725,-58.8575,-33.6625,-29.74,-1.475,-0.18,10.265
2,5.25,0.11,0.53,7.5425,8.4275,24.0075,-3.5,0.95,-59.4675,-37.53,-29.48,-1.62,-0.1575,10.23
2,5.75,0.1,0.54,7.27,8.2025,24.49,-3.45,0.86,-58.98,-39.7525,-24.8775,-1.82,-0.22,10.165
2,6.25,0.1,0.57,7.22,8.01,24.13,-2.8275,0.95,-58.93,-36.73,-27.975,-1.66,-0.2425,10.085
2,6.75,0.11,0.54,7.26,7.9975,24.78,2.235,1.9,-51.71,-22.77,-23.62,-1.54,-0.1975,10
2,7.25,0.1,0.5275,7.605,8.2,25.065,34.5875,7.3575,-24.1775,-12.8325,-18.205,-1.1375,-0.81,9.91
2,7.75,0.11,0.615,8.1,8.585,24.74,86.0575,16.72,10.465,-11.86,-8.25,1.785,-2.34,9.855
2,8.25,0.12,0.7075,8.605,9.24,24.585,172.07,29.41,52.4575,-9.1075,4.9825,9.1675,-4.71,9.83
2,8.75,0.14,0.82,9.23,9.93,23.6,257.2975,44.95,103.785,2.095,19.6225,19.1275,-6.525,9.845
2,9.25,0.16,0.925,9.62,10.265,23.65,333.9,55.86,163.615,16.9775,33.54,29.705,-8.09,9.92
2,9.75,0.18,1.23,10.0025,10.71,25.4525,364.185,60.81,205.99,21.9475,52.69,30.62,-9.1,10.085
2,10.25,0.19,1.42,10.4,10.955,26,444.225,68.95,251.525,32.425,69.665,37.54,-9.9875,10.225
2,10.75,0.21,1.675,10.825,11.355,26.24,498.415,72.7,292.32,43.4225,83.48,42.515,-11.78,10.44
2,11.25,0.21,1.74,11.305,11.7,26.8825,525.4625,78.1425,312.575,63.6575,96.68,48.82,-11.365,10.745
2,11.75,0.2225,1.83,11.615,11.9925,27.1625,574.805,81.2125,331.34,66.335,109.7025,50.225,-11.6925,11.06
2,12.25,0.22,1.87,11.785,12.2875,26.45,518.3425,79.975,322.9,51.1025,100.0225,49.28,-10.6475,11.29
2,12.75,0.23,1.83,12.075,12.48,26.475,501.495,72.53,292.46,66.86,95.57,43.3875,-10.915,11.55
2,13.25,0.23,1.89,12.06,12.55,27.535,472.405,71.1625,283.535,58.2375,86.105,39.5,-10.425,11.78
2,13.75,0.24,1.98,12.18,12.58,26.63,422.61,62.07,248.345,32.6525,75.96,32.5975,-9.81,11.915
2,14.25,0.24,2.02,12.1,12.5575,26.7775,399.4125,59.7225,220.37,36.04,68.01,28.7125,-8.84,12.02
2,14.75,0.24,2.1025,11.9,12.3375,28.4725,353.565,49.59,196.3425,21.96,51.91,23.065,-8.57,12.125
2,15.25,0.22,2.1275,11.76,12.25,28.31,265.015,41.96,134.4475,5.5375,36.23,16.82,-7.015,12.23
2,15.75,0.2,2.03,11.4725,11.94,29.6775,176.885,28.1475,74.8375,2.015,16.9225,9.69,-5.21,12.37
2,16.25,0.19,1.92,11.1425,11.58,30.995,103.605,22.39,35.6175,2.79,-0.04,6.26,-3.265,12.43
2,16.75,0.16,1.72,10.5375,11.14,32.12,44.585,11.955,-13.2625,-13.505,-13.6975,1,-1.3425,12.41
2,17.25,0.13,1.255,9.8675,10.7325,33.78,8.9475,2.85,-58.7975,-21.705,-21.32,-1.7425,0.085,12.35
2,17.75,0.11,1.045,9.55,10.225,34.47,-2.5325,1.05,-70.685,-26.61,-22.85,-3.28,0.14,12.27
2,18.25,0.1,0.88,9.18,9.92,34.6825,-4.14,0.9275,-68.585,-35.155,-19.14,-5.14,-0.3925,12.18
2,18.75,0.105,0.725,9.0125,9.615,36.4525,-3.87,0.93,-63.7725,-43.24,-15,-4.225,-0.34,12.09
2,19.25,0.1,0.6,8.765,9.4,36,-3.6325,0.68,-62.68,-45.17,-17.35,-3.9975,-0.365,11.97
2,19.75,0.1,0.65,8.47,9.38,34.78,-3.39,0.92,-60.94,-49.1,-18.425,-4.4825,-0.315,11.88
2,20.25,0.1,0.59,8.46,9.3,33.065,-3.395,0.86,-59.73,-48.865,-18.7,-3.71,-0.345,11.75
2,20.75,0.1,0.58,8.47,9.23,31.9,-3.405,0.88,-60.23,-51.8,-19.735,-2.79,-0.48,11.61
2,21.25,0.1,0.67,8.3375,9.155,29.4125,-3.35,0.7,-58.7525,-62.285,-16.865,-3.49,-0.42,11.55
2,21.75,0.1,0.58,8.29,9.07,28.34,-3.2125,0.79,-58.62,-35.63,-19.875,-3.155,-0.45,11.39
2,22.25,0.11,0.6,8.2175,9.065,28.3375,-3.3525,0.78,-59.69,-51.535,-20.5525,-3.07,-0.295,11.24
2,22.75,0.11,0.5775,8.19,9.05,27.02,-3.44,0.885,-60.065,-46.415,-22.5725,-2.52,-0.2475,11.09
2,23.25,0.11,0.6225,8.51,9.2275,26.56,-3.66,0.89,-59.86,-59.425,-24.53,-2.455,-0.155,10.98
