DOY2,HR2,TS_1_1_1
4,1.75,6.3258875
4,2.25,6.26475
4,2.75,6.2001875
4,3.25,6.019875
4,3.75,6.5203875
4,4.25,6.482075
4,4.75,6.4421625
4,5.25,6.4223875
4,5.75,6.38825
4,6.25,5.8898125
4,6.75,5.86835
4,7.25,5.861625
4,7.75,5.808825
4,8.25,5.9951125
4,8.75,6.0764375
4,9.25,6.138675
4,9.75,6.255675
4,10.25,6.38625
4,10.75,6.641025
4,11.25,6.610925
4,11.75,6.7646375
4,12.25,6.9798625
4,12.75,7.1990375
4,13.25,7.407575
4,13.75,7.6106
4,14.25,7.64965
4,14.75,7.9144625
4,15.25,8.0030125
4,15.75,8.0417875
4,16.25,8.0319875
4,16.75,7.9932875
4,17.25,7.9295375
4,17.75,7.8400875
4,18.25,7.758675
4,18.75,7.709675
4,19.25,7.6249375
4,19.75,7.5894625
4,20.25,7.3695375
4,20.75,7.259775
4,21.25,7.1720125
4,21.75,6.8142625
4,22.25,7.0415125
4,22.75,6.7475875
4,23.25,6.673125
4,23.75,6.4443
5,0.25,13.6755
5,0.75,13.59625
5,1.25,12.61
5,1.75,12.78975
5,2.25,12.67875
5,2.75,12.56775
5,3.25,12.225
5,3.75,13.238
5,4.25,13.169
5,4.75,13.09
5,5.25,13.051
5,5.75,12.982
5,6.25,11.9885
5,6.75,11.9475
5,7.25,11.93425
5,7.75,11.827
5,8.25,12.184
5,8.75,12.33
5,9.25,12.436
5,9.75,12.64525
5,10.25,12.872
5,10.75,13.337
5,11.25,13.228
5,11.75,13.481
5,12.25,13.85375
5,12.75,14.176
5,13.25,14.515
5,13.75,14.814
5,14.25,14.78575
5,14.75,15.26925
5,15.25,15.4535
5,15.75,15.525
5,16.25,15.51875
5,16.75,15.485
5,17.25,15.4375
5,17.75,15.35
5,18.25,15.268
5,18.75,15.226
5,19.25,15.11875
5,19.75,15.12325
5,20.25,14.7505
5,20.75,14.59
5,21.25,14.452
5,21.75,13.744
5,22.25,14.202
5,22.75,13.616
5,23.25,13.47
5,23.75,13.0125
6,0.25,18.04925
6,0.75,17.9545
6,1.25,18.109
6,1.75,18.05875
6,2.25,18.035
6,2.75,17.596
6,3.25,17.519
6,3.75,17.47
6,4.25,17.396
6,4.75,17.322
6,5.25,17.256
6,5.75,17.2325
6,6.25,17.65325
6,6.75,17.58875
6,7.25,17.07875
6,7.75,17.025
6,8.25,17.1005
6,8.75,17.45975
6,9.25,17.1375
6,9.75,17.542
6,10.25,17.6125
6,10.75,17.702
6,11.25,17.781
6,11.75,17.826
6,12.25,17.61375
6,12.75,18.0815
6,13.25,18.18875
6,13.75,18.317
6,14.25,18.38275
6,14.75,18.47575
6,15.25,18.52425
6,15.75,18.50125
6,16.25,18.635
6,16.75,18.7265
6,17.25,18.795
6,17.75,18.85675
6,18.25,18.886
6,18.75,18.907
6,19.25,18.9195
6,19.75,18.94825
6,20.25,18.9145
6,20.75,18.8855
6,21.25,18.90475
6,21.75,18.81875
6,22.25,18.817
6,22.75,18.69975
6,23.25,18.692
6,23.75,18.63685
7,0.25,20.494
7,0.75,20.443
7,1.25,20.41
7,1.75,20.33225
7,2.25,20.2725
7,2.75,20.244
7,3.25,20.177
7,3.75,20.09
7,4.25,20.001
7,4.75,19.9235
7,5.25,19.822
7,5.75,19.73175
7,6.25,19.66375
7,6.75,19.5715
7,7.25,19.51
7,7.75,19.42975
7,8.25,19.398
7,8.75,19.4115
7,9.25,19.45375
7,9.75,19.502
7,10.25,19.5805
7,10.75,19.6685
7,11.25,19.7325
7,11.75,19.82
7,12.25,19.90275
7,12.75,20.01775
7,13.25,20.072
7,13.75,20.096
7,14.25,20.19325
7,14.75,20.272
7,15.25,20.364
7,15.75,20.467
7,16.25,20.53725
7,16.75,20.607
7,17.25,20.641
7,17.75,20.65125
7,18.25,20.6575
7,18.75,20.7425
7,19.25,20.73
7,19.75,20.71075
7,20.25,20.735
7,20.75,20.75075
7,21.25,20.7835
7,21.75,20.743
7,22.25,20.67875
7,22.75,20.6415
7,23.25,20.5905
7,23.75,20.360725
8,0.25,20.92
8,0.75,20.874
8,1.25,20.8445
8,1.75,20.76275
8,2.25,20.718
8,2.75,20.664
8,3.25,20.6075
8,3.75,20.61
8,4.25,20.625
8,4.75,20.558
8,5.25,20.54375
8,5.75,20.527
8,6.25,20.5005
8,6.75,20.455
8,7.25,20.443
8,7.75,20.40125
8,8.25,20.36275
8,8.75,20.352
8,9.25,19.235
8,9.75,19.802
8,10.25,20.292
8,10.75,20.016
8,11.25,20.04925
8,11.75,20.47475
8,12.25,20.429
8,12.75,20.425
8,13.25,20.4305
8,13.75,20.464
8,14.25,20.4995
8,14.75,20.572
8,15.25,20.632
8,15.75,20.7125
8,16.25,20.854
8,16.75,20.961
8,17.25,21.03525
8,17.75,21.0955
8,18.25,21.1205
8,18.75,21.1415
8,19.25,21.15525
8,19.75,21.15525
8,20.25,21.142
8,20.75,21.12675
8,21.25,21.095
8,21.75,21.0715
8,22.25,21.06325
8,22.75,21.02625
8,23.25,20.97975
8,23.75,20.9465
9,0.25,19.41875
9,0.75,19.41
9,1.25,19.37375
9,1.75,19.3425
9,2.25,19.3035
9,2.75,19.2835
9,3.25,19.24825
9,3.75,19.245
9,4.25,19.164
9,4.75,19.1465
9,5.25,19.06525
9,5.75,19.014
9,6.25,18.996
9,6.75,18.935
9,7.25,18.8615
9,7.75,18.805
9,8.25,18.775
9,8.75,18.76325
9,9.25,18.78
9,9.75,18.76675
9,10.25,18.7855
9,10.75,18.8395
9,11.25,18.90125
9,11.75,18.9915
9,12.25,19.0735
9,12.75,19.17375
9,13.25,19.2535
9,13.75,19.347
9,14.25,19.44625
9,14.75,19.51925
9,15.25,19.618
9,15.75,19.7145
9,16.25,19.779
9,16.75,19.85
9,17.25,19.84375
9,17.75,19.9465
9,18.25,19.9785
9,18.75,19.9885
9,19.25,19.987
9,19.75,19.97475
9,20.25,19.95125
9,20.75,19.914
9,21.25,19.8855
9,21.75,19.8045
9,22.25,19.5765
9,22.75,19.51475
9,23.25,19.477
9,23.75,19.50325
10,0.25,11.78735
10,0.75,11.7472375
10,1.25,11.737375
10,1.75,12.0218
10,2.25,11.986625
10,2.75,11.97945
10,3.25,11.7
10,3.75,11.940375
10,4.25,11.9068375
10,4.75,11.6603
10,5.25,11.830875
10,5.75,11.7837875
10,6.25,11.7756875
10,6.75,11.705475
10,7.25,11.688375
10,7.75,6.5504
10,8.25,11.6509875
10,8.75,11.655575
10,9.25,11.6711125
10,9.75,11.652475
10,10.25,11.690625
10,10.75,12.69675
10,11.25,11.7701375
10,11.75,12.193
10,12.25,13.83175
10,12.75,11.9697875
10,13.25,13.83
10,13.75,14.0045
10,14.25,14.206
10,14.75,14.78575
10,15.25,13.5295
10,15.75,14.682
10,16.25,14.814
10,16.75,15.275
10,17.25,14.0105
10,17.75,9.25775
10,18.25,15.0175
10,18.75,15.028
10,19.25,14.23
10,19.75,12.13535
10,20.25,12.057425
10,20.75,10.69
10,21.25,9.489
10,21.75,9.40475
10,22.25,9.3105
10,22.75,11.927175
10,23.25,9.11675
10,23.75,11.698075
11,0.25,4.15595
11,0.75,4.084475
11,1.25,4.101
11,1.75,4.7011
11,2.25,4.66975
11,2.75,4.6754
11,3.25,4.15175
11,3.75,4.63575
11,4.25,4.649675
11,4.75,4.1741
11,5.25,4.5965
11,5.75,4.553575
11,6.25,4.555375
11,6.75,4.47595
11,7.25,4.51525
11,7.75,4.525
11,8.25,4.526975
11,8.75,4.5479
11,9.25,4.562225
11,9.75,4.5382
11,10.25,4.59575
11,10.75,4.510825
11,11.25,4.639025
11,11.75,4.677125
11,12.25,4.2509
11,12.75,4.765825
11,13.25,4.81505
11,13.75,4.27295
11,14.25,4.9748
11,14.75,5.046575
11,15.25,5.117975
11,15.75,5.373825
11,16.25,4.7981
11,16.75,5.20345
11,17.25,4.3822
11,17.75,4.34885
11,18.25,4.998
11,18.75,5.0097
11,19.25,4.622975
11,19.75,4.29595
11,20.25,4.1636
11,20.75,4.86365
11,21.25,4.03515
11,21.75,4.02375
11,22.25,3.95945
11,22.75,4.3396
11,23.25,3.925
11,23.75,3.8929
12,0.25,1.5789
12,0.75,1.57415
12,1.25,1.6178
12,1.75,1.61445
12,2.25,1.537
12,2.75,1.29505
12,3.25,1.5307
12,3.75,1.508625
12,4.25,1.509
12,4.75,1.5675
12,5.25,1.2582
12,5.75,1.265125
12,6.25,1.522675
12,6.75,1.522
12,7.25,1.32825
12,7.75,1.55635
12,8.25,1.55805
12,8.75,1.5565
12,9.25,1.51695
12,9.75,1.2919
12,10.25,1.4735
12,10.75,1.52775
12,11.25,1.55425
12,11.75,1.5665
12,12.25,1.284
12,12.75,1.207
12,13.25,1.0972
12,13.75,1.2725
12,14.25,1.596625
12,14.75,1.5305
12,15.25,1.591
12,15.75,1.12
12,16.25,1.5967
12,16.75,1.5255
12,17.25,1.27645
12,17.75,1.231525
12,18.25,1.59125
12,18.75,1.4893
12,19.25,1.59015
12,19.75,1.591
12,20.25,1.58685
12,20.75,1.477225
12,21.25,1.58665
12,21.75,1.46275
12,22.25,1.3043
12,22.75,1.549
12,23.25,1.297875
12,23.75,1.580875
