DOY2,HR2,TS_1_1_1
1,0.25,-0.48895
1,0.75,-0.4855
1,1.25,-0.481225
1,1.75,-0.477675
1,2.25,-0.473675
1,2.75,-0.46905
1,3.25,-0.467775
1,3.75,-0.4655
1,4.25,-0.4654
1,4.75,-0.4673
1,5.25,-0.471925
1,5.75,-0.47355
1,6.25,-0.483525
1,6.75,-0.495125
1,7.25,-0.510525
1,7.75,-0.531925
1,8.25,-0.556125
1,8.75,-0.57525
1,9.25,-0.59165
1,9.75,-0.595100000000001
1,10.25,-0.580050000000001
1,10.75,-0.561625
1,11.25,-0.53125
1,11.75,-0.507775
1,12.25,-0.4824
1,12.75,-0.460925
1,13.25,-0.436725
1,13.75,-0.419025
1,14.25,-0.404725
1,14.75,-0.400675
1,15.25,-0.39895
1,15.75,-0.40205
1,16.25,-0.40315
1,16.75,-0.4057
1,17.25,-0.404525
1,17.75,-0.40335
1,18.25,-0.40335
1,18.75,-0.40245
1,19.25,-0.403
1,19.75,-0.40265
1,20.25,-0.404125
1,20.75,-0.402975
1,21.25,-0.4069
1,21.75,-0.422025
1,22.25,-0.44005
1,22.75,-0.461425
1,23.25,-0.48615
1,23.75,-0.4963
2,0.25,-0.918175
2,0.75,-0.917
2,1.25,-0.917375
2,1.75,-0.9153
2,2.25,-0.914125
2,2.75,-0.91595
2,3.25,-0.913325
2,3.75,-0.91425
2,4.25,-0.915075
2,4.75,-0.913
2,5.25,-0.912275
2,5.75,-0.91155
2,6.25,-0.91065
2,6.75,-0.91075
2,7.25,-0.909125
2,7.75,-0.9094
2,8.25,-0.9066
2,8.75,-0.90425
2,9.25,-0.9038
2,9.75,-0.902625
2,10.25,-0.89645
2,10.75,-0.895975
2,11.25,-0.896425
2,11.75,-0.896325
2,12.25,-0.89505
2,12.75,-0.895225
2,13.25,-0.8935
2,13.75,-0.890225
2,14.25,-0.8893
2,14.75,-0.8853
2,15.25,-0.88855
2,15.75,-0.890175
2,16.25,-0.89325
2,16.75,-0.895875
2,17.25,-0.8994
2,17.75,-0.90075
2,18.25,-0.901475
2,18.75,-0.90175
2,19.25,-0.90365
2,19.75,-0.9051
2,20.25,-0.907
2,20.75,-0.908175
2,21.25,-0.910075
2,21.75,-0.913975
2,22.25,-0.917425
2,22.75,-0.922325
2,23.25,-0.920525
2,23.75,-0.91935
3,0.25,-0.127225
3,0.75,-0.127425
3,1.25,-0.13165
3,1.75,-0.137975
3,2.25,-0.14925
3,2.75,-0.167375
3,3.25,-0.18525
3,3.75,-0.197225
3,4.25,-0.20485
3,4.75,-0.205675
3,5.25,-0.206225
3,5.75,-0.2055
3,6.25,-0.208875
3,6.75,-0.2108
3,7.25,-0.211
3,7.75,-0.20935
3,8.25,-0.193775
3,8.75,-0.177125
3,9.25,-0.15865
3,9.75,-0.1339
3,10.25,-0.0995000000000001
3,10.75,-0.0549500000000002
3,11.25,-0.00615000000000013
3,11.75,0.0482749999999999
3,12.25,0.105975
3,12.75,0.222075
3,13.25,0.30015
3,13.75,0.4072
3,14.25,0.51355
3,14.75,0.559675
3,15.25,0.552525
3,15.75,0.558575
3,16.25,0.545225
3,16.75,0.501575
3,17.25,0.421575
3,17.75,0.330175
3,18.25,0.24935
3,18.75,0.19335
3,19.25,0.131125
3,19.75,0.0556749999999999
3,20.25,-0.0114250000000001
3,20.75,-0.0704500000000002
3,21.25,-0.107975
3,21.75,-0.115475
3,22.25,-0.118975
3,22.75,-0.120825
3,23.25,-0.12375
3,23.75,-0.1239
4,0.25,6.7741375
4,0.75,6.7344125
4,1.25,6.239175
