DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,413.158556,6.938917,2203.15822225,0.760607,7.943981,-39.3436265,-3.227408,0.420997,0.057106,0.221626,0.050339,101.90025,85.8,3.1795,0.283243,9.722469,0.21020375,6.310333,6.458333,5.431,5.693,7.582667,11.206,-37.980138,0,0,-2.898551,0.538462,292.281537,322.878972,-0.04962275
1,0.75,414.047913,6.907139,2192.595895,0.339723,10.944253,-31.408926,-4.191256,0.442122,0.055538,0.199558,0.052546,101.88775,86.2,2.884,0.270041,9.604297,0.209479,6.271,6.438,5.423333,5.668,7.58,11.2,-36.9948,0,0,-2.826087,0.461538,290.732888,321.252815,-0.0504615
1,1.25,413.82768125,6.7684805,2217.4270525,0.632771,1.216967,-39.965411,-4.538416,0.43817,0.059395,0.203869,0.053235,101.87875,87.3,2.708,0.246989,9.515683,0.2009135,6.302333,6.448333,5.428333,5.668,7.583333,11.2,-34.468489,0,0,-2.753623,0.538462,290.387242,321.055544,-0.0481645
1,1.75,411.63146225,6.8061915,2239.6097665,0.932345,3.75522625,-39.8929365,-6.808755,0.436695,0.058745,0.209428,0.052076,101.88925,87.6,2.643,0.232447,9.562654,0.194107,6.236333,6.431,5.479333,5.693,7.588667,11.206,-34.41839,0,0,-2.681159,0.538462,294.030373,319.954079,-0.0516375
1,2.25,411.0787155,6.7956365,2263.9525665,0.7034875,8.4301645,-38.861253,-3.32538,0.390526,0.052256,0.203842,0.050624,101.8935,88.2,2.359,0.23669,9.388654,0.19346975,6.225333,6.377667,5.481,5.693,7.589333,11.2,-31.128637,0,0,-2.536232,0.461538,293.4634,319.676159,-0.054366
1,2.75,412.2094885,6.7065875,2233.80331575,0.321678,5.09886525,-29.58609775,-1.7592185,0.445072,0.055082,0.213606,0.055281,101.89525,89,2.256,0.224493,8.796684,0.182743,6.251333,6.364,5.483333,5.668,7.591667,11.2,-28.464303,0,0,-2.681159,0.461538,295.499737,319.387687,-0.037957
1,3.25,411.750803,6.519952,2194.8262655,0.634552,-1.2509505,-40.173167,-1.861954,0.408183,0.05213,0.202157,0.051002,101.89075,89.3,2.138,0.226885,8.735964,0.187772,6.271667,6.360333,5.487333,5.693,7.589333,11.206,-27.504778,0,0,-2.681159,0.461538,295.251897,318.348787,-0.04550275
1,3.75,412.907314,6.46583775,2202.30038125,0.82244725,1.286183,-38.5039015,-4.175378,0.398285,0.055059,0.20683,0.054318,101.9105,89.3,1.922,0.215241,8.362903,0.18909475,6.259333,6.328667,5.488,5.693,7.583,11.2,-25.183628,0,0,-2.536232,0.384615,295.580496,317.714345,-0.043522
1,4.25,412.2542905,6.56497725,2203.799013,0.601794,6.892236,-42.45418025,-4.8731415,0.371169,0.055094,0.219717,0.051243,101.89025,89.4,1.901,0.211851,8.354099,0.175059,6.253667,6.333333,5.488,5.693,7.580333,11.2,-24.0315,0,0,-2.536232,0.384615,296.391824,317.479257,-0.051003
1,4.75,412.2047835,6.67573525,2259.90386775,1.111399,8.06634825,-37.41737,-5.775483,0.421717,0.055855,0.208349,0.051813,101.8835,90.1,1.773,0.200745,8.220608,0.17805075,6.243333,6.358667,5.460667,5.693,7.585333,11.2,-24.277114,0,0,-2.463768,0.384615,295.443269,316.673425,-0.051031
1,5.25,413.158884,6.43207275,2277.46629775,0.71887725,3.705141,-29.285704,-3.829748,0.408654,0.054051,0.201694,0.055812,101.90475,90.4,1.539,0.19582,7.948474,0.167539,6.289667,6.31,5.463667,5.702,7.587333,11.206,-24.048677,0,0,-2.318841,0.461538,296.083218,315.361096,-0.0496485
1,5.75,412.172542,6.335131,2253.49507925,0.635225,-9.911545,-29.32838175,-2.70436825,0.38241,0.054229,0.206391,0.055407,101.90775,90,1.432,0.18841,7.735519,0.1607565,6.274,6.256333,5.447,5.719,7.594333,11.2,-21.80271,0,0,-2.318841,0.384615,296.905353,315.202587,-0.05182275
1,6.25,413.7835835,6.3446645,2237.339606,0.805719,6.64075175,-27.4023895,-2.9663895,0.410073,0.057493,0.205242,0.061434,101.9305,90.2,1.37,0.187433,7.482343,0.16523575,6.267,6.275667,5.437,5.719,7.594333,11.2,-21.707563,0,0,-2.536232,0.384615,297.87865,315.977985,-0.050287
1,6.75,414.0129365,6.203182,2295.5123695,0.303321,5.9007855,-25.18828325,-2.9198675,0.4083355,0.058222,0.20217525,0.06021925,101.927,90.1,1.166,0.184661,7.3769605,0.1651855,6.260667,6.280333,5.441333,5.719,7.594333,11.2,-20.371601,0,0,-2.463768,0.384615,296.510059,315.068594,-0.0475475
