DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-12.734575,420.856,20.5256425,0.362141,1.76878,1.331131098,-12.4028,0.557305,97.17455,95.41349,-9.229,0.173053387,-10.6949775,0.097713075,240.9316,265.7719,-24.236935,0.009247644,-1.0956925,0.133923,-1.33292325,-0.04215,0.623775232,0.1788425,0.4648137505,0.218400297,2.98813
1,0.75,-12.706475,420.884,20.52673866,0.3837095,1.717485,1.3116573045,-12.563,0.73243,97.1762,94.71876,-9.227,0.176351921,-10.933285,0.09927225,239.43685,265.64565,-24.854995,0.008,-1.173117,0.14911635,-1.33243575,-0.0446,0.606128699,0.189086,0.467872846,0.223617754,3.19276
1,1.25,-13.036705,420.946,20.5333631,0.31957,1.741855,1.3209451015,-12.59205,0.555465,97.1515,94.3054425,-9.279,0.161864141,-10.92147,0.100886075,241.99805,264.33045,-24.64866,0.01038758,-0.9927249175,0.153187925,-1.3025602065,-0.0405,0.62410576,0.180918,0.473264197,0.229175697,3.21148
1,1.75,-13.09207,420.9875,20.53527453,0.3075335,1.733915,1.317921646,-11.2553,1.277765,97.17035,93.8219775,-9.39,0.174347467,-10.998985,0.09723755,245.0291,266.2522,-22.4243025,0.011159847,-0.97382745,0.1775374,-1.323345419,-0.04295,0.6153193715,0.1842805,0.4892997115,0.223939703,3.30187
1,2.25,-13.00875,421.511,20.53794038,0.3678295,1.65458,1.287369411,-11.8854,1.130185,97.1619,93.9883675,-9.353,0.161245155,-11.037025,0.09706405,246.835725,264.89205,-19.830575,0.0109720805,-0.85870545,0.150226035,-1.336403125,-0.0428,0.627045453,0.191469,0.489015337,0.22661796,3.17534
1,2.75,-12.70028,421.4305,20.54004618,0.3064475,1.64922,1.28527818,-12.4866,1.476915,97.1672,93.956955,-9.1995,0.157459667,-11.218715,0.101882775,243.29235,265.7647,-21.63548,0.0096782155,-1.0727761,0.155408675,-1.34345975,-0.0442,0.6266450795,0.185602,0.4687099,0.2197707255,3.379765
1,3.25,-12.791715,421.4015,20.540484365,0.268884,1.617505,1.27284131,-11.4147,1.873705,97.16615,93.898225,-9.1225,0.172626765,-11.22357,0.0985,243.66555,265.12495,-21.2411775,0.0115,-1.076504525,0.162486975,-1.3391284065,-0.04835,0.631969798,0.195457,0.4863291725,0.238222007,3.38567
1,3.75,-13.2570725,421.2305,20.536589285,0.3100325,1.678,1.296464423,-12.1202,1.36122,97.1531,94.4240625,-9.7235,0.1638590565,-11.84433,0.0987835,241.1841,263.465825,-24.2949075,0.0089537475,-1.06063405,0.1399912235,-1.3472803315,-0.04605,0.6351513855,0.188993,0.479007244,0.2306508445,3.372095
1,4.25,-13.24159,421.277,20.53358225,0.334558,1.5395,1.2416840225,-10.571,0.829975,97.1412,93.7494,-9.649,0.173651375,-11.894795,0.0964701,241.0647,262.480625,-22.884745,0.007939898,-0.9729473,0.158115525,-1.349572,-0.0459,0.614249135,0.190815,0.48709342,0.233666429,3.25409
1,4.75,-13.20013,421.221,20.5287116,0.2777255,1.57307,1.255207107,-9.24881,2.97216,97.1328,94.3264525,-9.372,0.163707055,-11.805975,0.0976457,245.22625,263.037,-21.24404,0.00835864,-1.044254575,0.133554602,-1.348203875,-0.0422,0.615485987,0.18526,0.484132213,0.232594067,3.28295
1,5.25,-12.9920625,421.459,20.537197945,0.284423,1.611905,1.2706318435,-12.852,2.113965,97.09645,94.39353,-9.4065,0.1668750555,-11.639095,0.0976295,247.846575,262.869275,-20.57206,0.00875,-0.871487025,0.158414525,-1.358510375,-0.0433,0.6058646355,0.1922665,0.473100034,0.230975555,3.27743
1,5.75,-13.010485,421.0845,20.536893625,0.2989055,1.611125,1.2702991035,-11.56365,2.34676,97.0834,94.888085,-9.524,0.171464282,-11.4444425,0.0961858,246.63105,263.4754,-18.34448,0.0107220805,-0.84107195,0.1392624,-1.3733,-0.0487,0.643330397,0.194806,0.497392199,0.231732605,3.36863
1,6.25,-13.2134675,420.982,20.5278104,0.310031,1.647645,1.284664182,-10.092945,1.471465,97.10835,94.644725,-9.4335,0.1593706365,-11.382615,0.107217525,246.2096,262.99505,-19.18596,0.0098037,-0.8241716,0.1494443425,-1.345836875,-0.04555,0.650743756,0.1915185,0.4816426485,0.2278654385,3.303025
