DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA_1_1_1,TA_1_2_1,TS_1,TS_2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,403.903903610489,9.84341426837716,2.23466424891087,2.23466424891087,2339.2572,45.2070395012,32.8667,33.0473543352163,4.91432725,0.50859825,0.690233,1.557162,1.90315375,9.50339824999999,0.6621305,100.85925,97.95124925,8.84717192499999,8.07169335,5.188178875,6.0199338,16.32425255875,0,0,0,359.9663025,350.5608925
1,0.75,403.791503048849,10.6546834344604,2.89200971359773,2.89200971359773,2313.86275,33.53590911875,32.558925,31.0027875885129,5.383698,0.58236,0.736374,1.646728,1.806572,11.0427,0.674894,101.0414,98.29350675,10.051299775,9.0839933,5.171955475,6.032373475,11.2728375,0,0,0,357.60131,350.6256125
1,1.25,406.022388711301,10.4204210998375,2.29008313062067,2.29008313062067,2313.47945,57.5439625325999,34.8067649999999,32.3347862486495,5.451626,0.5823145,0.7594055,1.78087425,1.84844,8.06655000000001,0.69469375,100.8876,98.4173595,9.72925917499998,8.628159975,5.164802025,6.014536675,12.0536825,0,0,0,357.0456675,349.890605
1,1.75,404.67612045019,10.4783057443796,2.55898624164409,2.55898624164409,2333.155,48.18824406575,37.54452,35.1532990573066,5.3973165,0.5883945,0.740881,1.6344815,1.882421,11.6115145,0.709536999999999,101.01325,98.6366865,11.6443754,11.77893255,5.135455875,6.020980075,12.84707349875,0,0,0,355.7070975,349.43389
1,2.25,403.930601087911,10.3321361325146,2.73583989204625,2.73583989204625,2282.059175,35.600246259975,41.3139625,41.7056289279861,5.30981525,0.629959,0.74089675,1.6852755,2.03720675,11.21476475,0.5796705,101.12325,97.7199345,11.67485785,12.14111585,5.149886425,6.0142976,13.332066365,0,0,0,359.69861,349.7297775
1,2.75,404.919643400661,9.25895520493813,2.02296477412949,2.02296477412949,2339.159625,39.7576013,28.54535,41.6090846351146,4.49447475,0.52094925,0.661497,1.340649,1.64870525,10.6762725,0.634019,101.182725,97.698784,11.7625931,12.4729738,5.136024725,5.997412675,12.27925814875,0,0,0,361.2419375,350.06827
1,3.25,404.703326922536,10.4414917484097,2.30148283824674,2.30148283824674,2351.97,52.9439906966999,29.321,36.0572808724341,5.318279,0.57505925,0.73762,1.603053,1.85791675,12.91012,0.82137,101.039175,97.56713,11.779609925,12.607559725,5.237412175,6.0225798,16.94367263625,0,0,0,367.9966575,350.5607325
1,3.75,403.122859296486,10.6023393256066,2.66113796007725,2.66113796007725,2375.09845,39.5332123929,35.0121425,41.4554354300784,5.82744249999999,0.610016999999999,0.759538749999998,1.6348335,1.96549975,10.9098959999999,0.820234749999999,101.168125,97.5382286475,10.93850405,12.3032651,5.2097163,6.07888915,15.84207097125,0,0,0,363.96383,347.1005825
1,4.25,406.23308615342,9.56516407638709,2.10770508489136,2.10770508489136,2405.67765,36.1527547098999,35.9522449999999,40.2289440359189,5.83539849999999,0.6028375,0.771936999999999,1.605216,2.0091745,7.41034949999999,0.510960999999999,101.17955,97.50053675,10.537639575,11.37190905,5.212988475,6.029359125,15.21358,0,0,0,360.879695,345.666115
1,4.75,406.44178028491,10.1187494505832,1.96862855284833,1.96862855284833,2391.879275,38.2656540905999,37.78871,36.0809790745275,5.411659,0.56855675,0.766252,1.60246975,1.90135625,7.24881049999999,0.63024675,101.1905,97.49326,8.9410582,8.66724035,5.260514475,6.03224315,11.939385,0,0,0,356.654255,347.1291175
1,5.25,402.691000584545,9.99720877401383,2.04612473072305,2.04612473072305,2355.14505,36.24779002055,30.523225,39.6778682580811,5.342928,0.61879,0.786124,1.600338,1.854028,12.73514,0.670362000000001,101.0822,97.89067829,8.90741882499999,8.196459325,5.16650745,5.9887581,13.397635,0,0,0,350.692185,342.8115175
1,5.75,405.018063825511,6.94247420248244,2.57811888245164,2.57811888245164,2359.27375,41.4857166314,36.322025,43.5771544581396,5.3190425,0.5894725,0.73224,1.3750225,1.767945,7.0932425,0.5202475,101.09675,98.12375536,9.50264222499999,8.791090075,5.168950475,5.99236145,12.650235,0,0,0,351.9825975,342.6778025
1,6.25,407.328786908744,6.70049449498996,2.19527939061398,2.19527939061398,2384.57775,34.361925444,36.103525,40.1603063571977,5.231285,0.5749975,0.72507,1.357255,1.6970775,7.486585,0.6579875,101.2075,98.52119275,9.13121214999999,8.557277525,5.15922085,5.986695125,11.6252499999999,0,0,0,352.04686,340.8408575
1,6.75,402.564957310604,6.51383693483972,2.29906420184372,2.29906420184372,2331.212,36.1519704505249,30.793675,41.921540740717,5.0508425,0.59804,0.69345,1.31218,1.7424225,9.15105,0.5317575,101.06175,98.5325795,9.27664684999999,8.5768886,5.136608325,5.994108675,13.0993475,0,0,0,354.2960175,348.204445
1,7.25,406.276368521871,7.45666600896782,2.52028554667149,2.52028554667149,2333.73835,40.0348134975,35.6425524999999,38.0635707058669,4.70254924999999,0.521264749999999,0.634390499999999,1.35125775,1.5290045,12.80578,0.491404,101.135825,98.4934155,9.41145265,8.804112225,5.1061804,6.00957145,11.19031969375,0,0,0,355.23598,350.10913
1,7.75,404.700068457343,7.5576335897013,3.11209489463971,3.11209489463971,2330.1056,35.973976618425,43.9793724999999,39.8030478857617,4.96664649999999,0.53321725,0.64405125,1.25641925,1.5844695,10.7403545,0.6369185,101.115225,98.51042225,9.41405714999999,8.615276675,5.127859925,6.00622125,12.9585850125,0,0,10.6285774,355.0311775,349.3292025
1,8.25,404.093004523174,7.76839007521514,2.3465306369267,2.3465306369267,2333.04665,28.7869866226,41.5149,33.5147844720665,4.7274,0.517655,0.6426675,1.3062075,1.5202925,10.61661,0.5817525,101.1425,98.12197045,9.43215495,8.7830958,5.141145025,5.980680975,30.0410241375,130.05381024792,85.9649440124998,46.6712925,357.842365,349.182605
1,8.75,404.186423078126,7.83234515236053,2.46190362688822,2.46190362688822,2339.63255,43.4662685033249,44.199825,35.0071597256594,5.073842,0.5911175,0.6969645,1.3559635,1.659694,8.90791149999999,0.4708405,101.18225,98.203004285,9.41754937499999,8.784514875,5.197956375,5.972415175,66.3601447499999,298.8492784056,157.410677625,97.5805807499999,355.5520825,349.687985
1,9.25,403.607478360935,8.45520405817234,3.11976104193532,3.11976104193532,2327.73875,28.143551920875,46.409825,37.9815993030472,4.9735075,0.5602025,0.67632,1.3805075,1.606045,9.609915,0.6308075,101.12375,98.21141875,9.987402525,9.5481835,5.6467458,5.964289675,137.191634,484.844328238842,231.339487125,155.8948875,357.5790975,351.57261
