DOY2,HR2,FC,SC,LE,SLE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.198854358544553,-0.187982668285332,0.429855498626617,-1.80702555514628,0.108557449301955,-46.4259998697131,0.421674812387728,419.876284878332,1.47294315458847,417.214299584329,1.88637691925544,419.017154935221,417.548594522508,1.92172652011452,419.732579931617,417.64855468233,1.95003784205426,421.444375757009,417.833159881083,1.90047646656493,418.966300997429,419.873968925688,2.2953182625211,420.092405174342,419.018007216322,2.08567423892281,421.42701532139,0.82612762330406,-10.9998566274882,0.106805450314365,0.69,0.4,0.28,0.33,-10.48515,-10.7775,-10.874525,-10.4905,-10.8049,-10.763975,-10.4607,97.5661,58.705,0.658225,-8.21,-8.22,-7.6725,-7.605,-5.065,1.4,-2.96,3.3,-0.82,210.8,269.025,287.75,287.15,0.01,0.0225,-0.11,0.04,-0.39,-0.11,-0.06,0.43,-0.06,-0.17,1.6325,1.522,1.79075,2.319,2.932,3.401,4.33,5.11775,5.52525,0.83175,1.173,1.969,2.3885,3.628,4.14,4.1645,5.7,6.118,1.548,1.604,2.5,2.7375,3.25525,4.07,4.488,4.6835,5.734,0.60875,1.138,1.9575,2.5745,3.7445,4.38,5.49825,6.067,1.011,1.775,2.153,1.99925,3.238,4.541,4.57,5.492,5.916,-4.388,-6.202,-6.864,-74.0075
1,0.75,0.24606522562193,-0.168678123297928,-0.16039567639701,-1.84621905072334,0.11858954476426,-47.2338656323414,0.400127355310179,419.994252392727,1.4042840010693,417.479780227207,1.90814530865923,420.018232733333,417.183656621706,1.90982877066679,418.481116298851,417.856369937865,1.96166698025724,418.268347577937,417.953057752354,1.95454896849124,419.949688996337,419.882145180374,2.07967835533401,421.597156108949,418.979948185623,1.91365489711803,422.417383003215,0.78413975479342,-11.2429585963582,0.104756621806057,0.75,0.43,0.3,0.36,-10.583075,-11.044,-11.069925,-10.709,-11.0281,-11.099275,-10.9458,97.54656,58.8725,0.598225,-8.44,-8.38,-7.7625,-7.6125,-4.835,1.5,-3.1925,3.3,-0.76,209.2,268.65,286.75,286.75,0,0.03,-0.11,0.04,-0.3925,-0.11,-0.07,0.43,-0.06,-0.17,1.6345,1.52425,1.7905,2.32,2.929,3.4005,4.32975,5.11675,5.5245,0.82425,1.174,1.969,2.388,3.628,4.13975,4.16425,5.699,6.117,1.533,1.603,2.49975,2.738,3.2565,4.07,4.488,4.6825,5.721,0.60125,1.13775,1.95825,2.5745,3.745,4.381,5.49725,6.06625,1.00825,1.7745,2.153,1.9975,3.244,4.531,4.57675,5.492,5.915,-4.4085,-6.23225,-7.1395,-71.39
1,1.25,0.220442626462925,-0.261513598204366,0.308927208424821,-2.36613032947837,0.111275013389581,-40.9639158093506,0.456907716616998,420.047076088393,1.28817063928341,417.477229146341,1.9257614346482,419.988436885911,417.716044139677,1.92631119162993,420.851710719828,418.294075228892,1.9857278217402,421.80715671582,418.284408464217,1.96051362691562,417.930619185185,420.46280413517,2.05244786998845,420.515675593582,419.372023854018,1.94710518348809,422.716214618297,0.863115396967451,-11.447472614096,0.113058509735023,0.6825,0.41,0.28,0.32,-10.82915,-11.026,-11.2459,-11.044,-11.1661,-11.1958,-11.3459,97.52621,59.03,0.55315,-8.6175,-8.39,-7.86,-7.85,-4.65,1.4,-3.19,3.3,-0.68,206.5,269,287.2,286.45,0,0.0225,-0.1075,0.04,-0.4,-0.11,-0.07,0.43,-0.06,-0.175,1.6345,1.52475,1.7985,2.32175,2.9285,3.3995,4.32975,5.116,5.52425,0.81925,1.176,1.969,2.387,3.622,4.139,4.16325,5.698,6.116,1.518,1.603,2.4995,2.738,3.2685,4.069,4.487,4.681,5.721,0.60125,1.12925,1.9565,2.574,3.745,4.3795,5.4965,6.0655,1.0095,1.77725,2.152,1.997,3.234,4.52875,4.57625,5.491,5.915,-4.409,-6.294,-6.898,-65.29
1,1.75,0.222348729953906,-0.264172806746638,0.0560131199292513,-1.81014669229829,0.110633611179466,-47.5822616775802,0.352909686165482,419.981768329851,1.30348258170321,418.047900142998,2.00398086556505,418.701192194405,418.003033301884,1.99822879391345,418.711420131532,418.318593453794,1.9919600846351,418.841904858491,418.309014547043,2.00601867883767,418.245454303446,420.080115694096,2.18704039924385,421.62606315873,418.899593379768,2.01629780253554,422.502056742075,0.817811833531795,-11.5909572976501,0.101268715506776,0.72,0.44,0.29,0.3175,-10.89895,-11.24,-11.2364,-11.1395,-11.4157,-11.425875,-11.6784,97.52048,59.1,0.5732,-8.625,-8.57,-8.0975,-8.08,-4.7325,1.4,-3.15,3.2,-0.81,205.6,268.1,288.225,286.3,0,0.02,-0.11,0.04,-0.39,-0.11,-0.07,0.43,-0.0575,-0.17,1.636,1.52525,1.7985,2.32,2.9265,3.3995,4.32875,5.115,5.52325,0.816,1.176,1.969,2.387,3.624,4.139,4.163,5.698,6.116,1.511,1.602,2.49975,2.725,3.2685,4.069,4.487,4.68,5.72,0.6025,1.125,1.9545,2.57425,3.745,4.3795,5.4955,6.0645,1.011,1.7805,2.149,1.9965,3.24225,4.5275,4.575,5.49,5.914,-4.44525,-6.325,-6.704,-70.715
1,2.25,0.148885141667944,-0.170359150662869,0.155211874380421,-1.89615240471036,0.116793150418788,-43.1168744425326,0.418886057209509,419.99365782043,1.357301726047,417.926178147692,2.10248640615808,420.16597382265,417.93796963363,2.09363662893711,420.734915441964,417.888569480868,2.13350688826783,422.116111856029,418.29940725581,2.12157687151193,418.562408342105,420.369436237914,2.30892844360458,421.600517902516,418.888137201549,2.12326556171405,422.487169027883,0.703818990542924,-11.7637589321749,0.100685686074902,0.64,0.4,0.28,0.31,-10.9105,-11.399,-11.7535,-11.20215,-11.6706,-11.6791,-12.0136,97.54083,58.44,0.55985,-8.235,-8.78,-8.19,-8.1225,-4.8,1.3,-3.2775,3.2,-0.75,202.4,267.2,287.3,285.95,0.005,0.02,-0.11,0.04,-0.39,-0.11,-0.07,0.43,-0.06,-0.17,1.63725,1.527,1.799,2.319,2.936,3.3995,4.32875,5.115,5.5225,0.813,1.177,1.969,2.3865,3.622,4.13875,4.16325,5.697,6.115,1.506,1.602,2.4995,2.721,3.25775,4.068,4.487,4.68,5.719,0.6015,1.131,1.954,2.57375,3.744,4.381,5.4945,6.0645,1.011,1.781,2.145,1.996,3.2385,4.5265,4.57475,5.49,5.914,-4.3815,-6.19925,-7.1115,-71.0625
1,2.75,0.264594024116264,-0.179391583323597,0.5789998421529,-1.71497432700222,0.0954051622036571,-46.9397435800584,0.367472380762167,419.987112027215,1.48448859592908,417.187461127807,2.15770139025798,419.813267,417.8870455992,2.13846828909155,419.032319250491,418.287912827499,2.20330908161521,420.676369363636,418.453522684853,2.20508128458648,418.808914421875,420.923233460431,2.37874799775247,421.963570831373,419.198839451425,2.24397080031966,422.013378011254,0.828417224957477,-11.8117818338195,0.0982016167604581,0.7075,0.39,0.27,0.3175,-11.25885,-11.4045,-11.943175,-11.12595,-11.5675,-11.94285,-12.6492,97.50815,59.595,0.482775,-8.27,-9.1725,-8.37,-8.11,-5.0225,1.3,-3.3675,3.3,-0.7325,203,266.8,286.275,285.1,0,0.0175,-0.11,0.04,-0.39,-0.11,-0.07,0.43,-0.06,-0.17,1.639,1.53025,1.79,2.3195,2.93725,3.399,4.3285,5.114,5.52225,0.81,1.178,1.96975,2.387,3.623,4.13875,4.163,5.697,6.114,1.511,1.617,2.499,2.731,3.251,4.0645,4.486,4.679,5.718,0.597,1.12925,1.9535,2.573,3.744,4.381,5.49275,6.0635,1.012,1.78,2.148,1.99725,3.2375,4.52675,4.568,5.489,5.913,-4.377,-6.251,-7.1855,-69.335
1,3.25,0.190498467525271,-0.114437156984714,0.525558048129446,-2.49321110743055,0.107029278590369,-46.8788485272092,0.368067961670136,419.671374482581,1.46046303304419,417.640323521369,2.05259738460341,420.194152919153,417.545709134035,2.07381045214596,420.201099425806,418.299961312171,2.10729791459993,421.666931223472,418.627348982366,2.09727483941781,420.874603610179,421.130777424104,2.26300641740281,422.580518222387,419.969229123271,2.17909231362394,423.288721358968,0.868675958180547,-11.799800455231,0.116905114823584,0.71,0.4075,0.26,0.31,-11.0185,-11.627,-11.8984,-11.2557,-11.84755,-11.8683,-13.2662,97.49181,59.48,0.4611,-8.39,-9.17,-8.48,-8.33,-5.23,1.4,-3.1625,3.2,-0.79,200.5,266.3,286.25,284.25,0,0.02,-0.1,0.04,-0.4,-0.11,-0.07,0.43,-0.06,-0.18,1.63775,1.53225,1.7905,2.3205,2.934,3.399,4.32775,5.11375,5.52125,0.806,1.179,1.9685,2.38475,3.623,4.13925,4.163,5.696,6.114,1.513,1.61175,2.50025,2.739,3.2575,4.06375,4.485,4.679,5.719,0.59475,1.11975,1.9535,2.573,3.7435,4.38,5.49175,6.0625,1.012,1.781,2.14825,1.999,3.2375,4.526,4.568,5.489,5.913,-4.4355,-6.21575,-6.987,-64.31
1,3.75,0.0833700068378806,-0.326555351284103,-0.0710913792724639,-2.40821832935132,0.103413194054428,-40.5237044004734,0.358753702889133,419.624291533413,1.48243339516836,417.592257362849,2.13639931571875,419.83197042483,417.862690026084,2.14589339049165,419.893710749216,418.515531401656,2.29228809573929,420.863894228519,418.608294483075,2.21240841711979,421.033389228706,421.219437451884,2.25386360133824,421.325789047622,419.303134886747,2.15801373866721,422.324012037481,0.814651049478358,-11.9732725452563,0.114347156239783,0.67,0.4,0.27,0.29,-11.4383,-11.953,-11.6948,-11.4105,-11.7926,-11.846,-13.779,97.50476,61.61,0.4184,-8.8175,-8.99,-8.69,-8.4425,-5.425,1.4,-3.29,3.2,-0.83,202.2,266.8,284.95,283.35,0,0.02,-0.1,0.04,-0.39,-0.11,-0.07,0.4275,-0.055,-0.17,1.61725,1.5355,1.791,2.3215,2.9315,3.399,4.3275,5.11275,5.521,0.793,1.179,1.9685,2.384,3.62475,4.13925,4.16275,5.695,6.113,1.513,1.60675,2.50125,2.74,3.259,4.06375,4.483,4.678,5.717,0.59275,1.1175,1.9535,2.576,3.7425,4.37825,5.49175,6.06175,1.011,1.7815,2.14975,1.998,3.2425,4.526,4.5675,5.488,5.912,-4.466,-6.1915,-6.911,-61.21
1,4.25,0.188094723511637,-0.252125167154394,-0.000733264317240398,-3.30301350396671,0.100552231178484,-44.2074686487086,0.404188488986916,419.688543463811,1.46542372069532,417.750745409397,2.24025096381833,420.006274448754,417.407986675663,2.23055418554561,420.374615804968,418.606237225541,2.3614840626585,420.086393335463,418.868936318582,2.34172488667376,420.65651197561,420.898028187493,2.35296679713596,422.428066360155,419.448589132251,2.25048711426944,422.709418852766,0.812338432773833,-12.1921518176826,0.115415099674244,0.65,0.4275,0.27,0.32,-11.6363,-11.702,-12.3431,-11.554,-12.063,-12.020425,-14.1838,97.44997,60.75,0.42495,-9.19,-9.3,-8.925,-8.5925,-5.425,1.3,-3.08,3.2,-0.87,206.6,265.1,285.4,283.65,0.005,0.02,-0.11,0.04,-0.3925,-0.11,-0.07,0.43,-0.06,-0.18,1.59875,1.5375,1.791,2.3195,2.92875,3.3985,4.3275,5.1125,5.52025,0.793,1.17,1.9665,2.384,3.62525,4.13925,4.16275,5.694,6.112,1.514,1.602,2.50225,2.74,3.259,4.067,4.482,4.678,5.717,0.59025,1.1135,1.953,2.579,3.742,4.37725,5.49,6.0615,1.008,1.7805,2.14875,1.999,3.242,4.526,4.5715,5.488,5.911,-4.419,-6.156,-7.2205,-57.07
1,4.75,0.182599485705506,-0.397770139662169,-0.115273118379535,-2.23546464470525,0.109916654472345,-42.1779185112647,0.401119839146441,419.459368954967,1.45299147471584,417.490114620669,1.90441085514808,419.074924400671,417.463830716089,1.93269498739745,419.246582466363,418.134377611016,2.23449980749682,421.519802732274,418.515127281471,2.2319816248496,419.230253830508,420.859352512276,2.25131405603295,420.47772687443,419.974957631924,2.15454605228456,421.734384331364,0.781051720219545,-12.3804037080241,0.102748684378167,0.69,0.35,0.27,0.29,-11.49475,-11.789,-12.4209,-11.5979,-12.0775,-12.1974,-14.3065,97.44581,60.49,0.42615,-9.2075,-9.45,-8.79,-8.7125,-5.495,1.4,-2.99,3.2,-0.7,203.5,265,285,284.95,0,0.01,-0.11,0.04,-0.4,-0.11,-0.07,0.43,-0.055,-0.185,1.5825,1.5285,1.791,2.319,2.92675,3.3985,4.32725,5.1115,5.51925,0.788,1.161,1.96575,2.384,3.62525,4.13825,4.1625,5.693,6.112,1.496,1.603,2.5035,2.7035,3.2515,4.066,4.481,4.677,5.716,0.58675,1.0995,1.953,2.5795,3.7415,4.37625,5.48925,6.0605,0.994,1.7815,2.153,2,3.237,4.526,4.5705,5.487,5.91,-4.5425,-6.14825,-7.02425,-58.31
