DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_2,TS_3,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,NEE
1,0.25,2138.88513183594,440.249237060547,0.350643262267113,0.638627499341964,2.23910504579544,0.155001498758793,0.470697015523911,4.04593992233276,2.69170993566513,0.514806501567364,0.160713501274586,95.3711032867431,88.1673526763916,-11.4162425994873,0.347768008708954,260.777008056641,261.924751281738,1.0109507739544,0.0011869800509885,0.157562002539635,0.612230256199837,-0.333502203226089,-1.2960113286972,-0.0327934995293617,0.980480805039406,0.398896738886834,0.675252974033356,0.4893229752779,4.06457495689392,0.410398535430432
1,0.75,2130.94738769531,440.334014892578,0.609715014696121,0.0111569995060563,2.15119004249573,0.108735501766205,0.275390505790711,3.01107501983642,2.97362995147705,0.824713498353958,0.238003250211477,95.3701496124268,87.9114475250244,-11.6113681793213,0.339540004730225,259.089004516602,261.574241638184,-0.909847244620323,0.000452769985713531,0.367336004972458,0.643949761986733,-0.333502203226089,-1.3027480840683,-0.0412365756928921,1.03082466125489,0.368876993656158,0.761361777782441,0.457022786140442,4.18888998031616,0.626785367727279
1,1.25,2134,440.724006652832,0.464529007673264,1.20272997021675,2.14041745662689,0.0842118486762047,0.25993400812149,4.67941999435425,2.82993000745773,0.424543499946594,0.186459500342608,95.3914031982422,87.5185527801514,-11.4247493743897,0.352768987417221,261.087745666504,260.45100402832,-1.15892747044563,0.000928543508052825,0.155833996832371,0.653760507702827,-0.332746893167495,-1.31124722957611,-0.0150036001577974,1.09883987903595,0.393578499555588,0.767623245716095,0.52962327003479,3.76714503765106,0.483747869729996
1,1.75,2126.8798828125,439.765014648438,0.533087491989136,1.91689497232437,2.1913800239563,0.11157800257206,0.330903746187687,4.18355989456177,2.61421990394592,0.908382475376129,0.17951650172472,95.407621383667,87.5907783508301,-11.4632472991943,0.348220497369766,258.302490234375,261.294258117676,0.389675736427307,6.9373993028421e-05,0.179268501698971,0.677920490503311,-0.332746893167495,-1.31899869441986,-0.0351336486637592,1.02877306938171,0.459470503032207,0.736529469490051,0.550453394651413,4.16105008125305,0.542695820331573
1,2.25,2129.0400390625,440.748008728027,0.788852766156196,0.904029503464699,2.30916249752045,0.297848992049694,0.429962992668152,4.09613996744156,2.42295002937317,0.77455598115921,0.223750002682209,95.3838233947754,87.837121963501,-11.9280986785889,0.348351508378982,258.481506347656,261.323501586914,-0.317014999687671,-0.000133602505229646,0.291153997182846,0.758513510227203,-0.326498419046401,-1.31250607967377,-0.0311378506012261,1.08557468652725,0.495481505990028,0.770025908946991,0.532377123832703,3.82960498332977,0.903425186872482
1,2.75,2132.38488769531,440.201751708984,0.44642299413681,1.60038006305695,2.34995746612549,0.128024995326996,0.655030518770218,4.72033977508545,2.59447002410888,0.594127506017685,0.126413002610207,95.3997020721436,88.0375003814698,-11.8549861907959,0.343443736433983,256.903015136719,260.959014892578,-0.73811000585556,-0.000449787999968976,0.148112997412682,0.729049026966095,-0.338995367288589,-1.35300290584564,-0.0212905248627066,1.02680790424347,0.439070999622345,0.752600058913231,0.547732830047608,3.55358493328094,0.471070200204849
1,3.25,2130.56988525391,439.960754394531,0.613285258412361,1.98507994413375,2.36444503068924,0.0807195007801056,0.573190480470658,3.73442006111145,2.9495325088501,0.754249989986419,0.176739007234573,95.4445953369141,87.833200454712,-12.0065059661865,0.325211495161057,258.720741271973,260.893005371094,-1.50908005237579,-0.000576147009269334,0.0567237269133331,0.786559998989105,-0.338995367288589,-1.36099851131439,-0.0169745245948434,0.981349930167198,0.418936014175415,0.732772082090378,0.500649221241474,3.42123997211456,0.626639306545258
1,3.75,2134.43005371094,446.269493103027,0.639181971549988,0.612490028142929,2.38648492097855,0.225707501173019,0.487849980592728,6.18912982940674,2.31076255440712,0.785001993179321,0.155423000454902,95.4698219299317,88.0734500885009,-12.0234789848328,0.336176991462708,256.873504638671,260.205505371094,-1.27803254127503,-0.000485999000375159,0.21110650151968,0.829623222351074,-0.332243353128433,-1.34024655818939,-0.019795399159193,0.976182878017426,0.41957700252533,0.734473943710327,0.471179366111755,3.24981999397278,0.726675063371659
1,4.25,2152.47247314453,448.514739990234,1.24413001537323,3.56081509590149,2.45872497558593,0.218248497694731,0.288375001400709,4.62587994337082,1.71257501840592,0.705467253923417,0.179783243685961,95.4428997039795,88.3564033508301,-11.7134923934937,0.344426512718201,255.915008544922,262.56600189209,-1.23116996884346,-0.000389815497328527,0.0982767618261278,0.754191249608994,-0.332495123147964,-1.34724271297455,-0.0412292508408428,0.99020904302597,0.434135258197785,0.746121287345886,0.504552245140076,3.36477500200271,0.850660741329193
1,4.75,2143.1273803711,452.053985595703,0.850697994232178,5.22736990451812,2.48041009902954,0.116088001057505,0.349987998604774,12.9886999130249,0.834499254822731,0.876501262187958,0.171257495880127,95.430950164795,88.4764747619629,-11.4200038909912,0.343171492218971,256.559494018555,263.09700012207,-1.16464501619339,-0.000772897503338755,0.397235512733459,0.889451235532761,-0.33173981308937,-1.35300290584564,-0.03530890122056,0.99276903271675,0.427004255354405,0.728164583444596,0.521527320146561,2.97592496871948,0.691770419478417
