DOY2,HR2,LE_1_1_A,LE_1_1_1,LE_1_1_2,H_1_1_1,PA,RH,SW_IN,LW_IN,USTAR,WS,TA,TAU,T_SONIC,T_SONIC_SIGMA,VPD,FC,CO2
1,0.25,100.573533009097,93.812102227433,134.454835394807,89.7047305189674,98.81045,75.8971445274051,0.001734714,265.6378,0.3558771,10.66787,-5.807794,-0.1484051,-5.606136,0.2974032,0.847288400196761,-1.09489915900927,389.325766104049
1,0.75,99.5720896991525,92.6560069646757,123.687634658736,81.4093551823691,98.809265,76.4405304577825,0.001849736,265.7319,0.3693893,10.57256,-5.86445,-0.14241855,-5.632771,0.2914578,0.833393801510475,-1.02761813068619,388.147504080463
1,1.25,91.4480788687596,85.9815501823054,134.831938525967,83.6552009947359,98.75704,76.650074540593,0.0018071305,264.9093,0.3607528,10.67937,-5.816379,-0.14752285,-5.558056,0.2988232,0.837590296532194,-1.08473302823264,389.352566430272
1,1.75,99.0764476085517,94.7223250607483,146.612675247183,92.3499805773809,98.73902,77.0272049714193,0.001713212,265.1972,0.3741222,10.60934,-5.874407,-0.1572072,-5.619872,0.3013154,0.790701075062878,-1.21507391079581,388.717583903777
1,2.25,90.0976434775648,89.3427807807012,135.901046686875,82.8109183991967,98.74448,77.5039939095557,0.001750808,265.4751,0.3639804,10.3994,-5.91493,-0.1661102,-5.512548,0.2942827,0.791785741646837,-1.22493391389823,388.921352451156
1,2.75,100.147065765168,96.5400507369549,142.539830755507,83.3026656551855,98.74822,77.0906291873634,0.001767167,266.4754,0.3691245,10.45623,-5.796549,-0.16025345,-5.64713,0.2988572,0.783073124531853,-1.20653859791494,388.434679731733
1,3.25,96.994960722509,86.7996753632862,146.52127333816,73.2819365230172,98.73832,77.2313075436268,0.0016934305,266.5902,0.3812732,10.34447,-5.879773,-0.1624679,-5.746728,0.297536,0.784434316486287,-1.29133864539216,388.69460656603
1,3.75,96.9395893851016,88.0672375612557,136.794503096961,75.8923407114622,98.7458,77.2654510355262,0.001739363,266.222,0.37153045,10.54535,-5.999771,-0.1541168,-5.6836525,0.2870262,0.794397075120682,-0.949150997554327,388.972564067818
1,4.25,89.3457382145404,83.2758866100541,139.053895004092,73.5034311646513,98.70301,77.6291609426401,0.001723025,267.3685,0.3629975,10.45477,-6.019488,-0.1604748,-5.70916,0.2985152,0.781481599510387,-1.27278371722874,389.081722830506
1,4.75,89.2151833640141,82.6208143932463,138.685924217174,76.1697840532433,98.66864,77.4158833283751,0.001775949,266.6166,0.35579275,10.49211,-6.008003,-0.1486759,-5.728686,0.3010432,0.771253655192162,-1.35174684514772,388.299324684674
1,5.25,84.0624015287098,79.1226826751988,132.880332970183,72.077350457348,98.64013,78.0740822299631,0.001760099,264.6561,0.3605124,10.39929,-5.926837,-0.1409595,-5.698009,0.2946756,0.757706699656069,-1.21797785791471,389.01471763584
1,5.75,79.7695348754678,74.4305311401374,127.843083950637,62.2817784290437,98.67947,77.9124421835197,0.001650726,266.2067,0.3606784,10.44108,-5.951958,-0.1488513,-5.8088925,0.29786485,0.760514258249857,-1.14668151934896,389.217914964895
1,6.25,84.5539549869342,80.8690405839187,135.483509947401,71.6437663054191,98.63246,77.9643573070548,0.001585807,266.8777,0.3469944,10.30266,-6.026803,-0.14281445,-5.7393305,0.29725485,0.761058068999567,-1.1795555883885,389.625356673225
1,6.75,84.4997782857272,82.3811194922654,127.124789182117,68.4385307041617,98.63994,78.3146025395077,0.001578632,265.5396,0.365121,10.39147,-6.012355,-0.1640336,-5.842352,0.297421,0.760194566384048,-1.50252803515591,388.914717745084
1,7.25,82.2084806608388,79.0295336211503,119.606256543894,71.1142069212023,98.64995,78.1308318310373,0.001521026,265.4401,0.3581324,10.47785,-5.9696165,-0.1401439,-5.856868,0.2965813,0.747798369321112,-1.2165043746988,388.964733787901
1,7.75,89.3466279646611,81.6238728021278,133.57965468811,73.9844723931914,98.65898,78.4198582423534,0.004661785,266.4352,0.3725176,10.31167,-6.035167,-0.1713025,-5.919633,0.30166065,0.737084673144812,-1.20050861602506,389.304242982936
1,8.25,92.1554561323559,90.710716815355,134.520505560908,78.9816379043888,98.65396,77.7903426673314,0.4446939,266.0784,0.3647114,10.2109,-6.084991,-0.1450282,-5.933598,0.2973558,0.746494960604226,-1.12641488281755,389.352079398207
1,8.75,91.3892494805407,84.0751947939858,132.395192215367,74.2494151421527,98.67565,78.3087940040089,4.3136175,267.0321,0.35395595,10.27401,-5.994457,-0.1454835,-5.9457205,0.29872755,0.729038927656153,-1.31049959355172,389.645603632585
1,9.25,88.9473417101065,83.0008449251871,129.629366762361,68.0941032806473,98.73676,78.3949836032943,16.04649,266.193,0.3588014,10.09971,-6.0199475,-0.1528707,-6.034257,0.308986,0.747426149921988,-1.3627887323877,389.724381706439
1,9.75,96.0495556585581,91.0457067018206,127.61946978417,73.7255920451389,98.75217,78.3060433585885,32.42313,266.6018,0.37549,10.01941,-6.02479,-0.1459451,-5.949381,0.2984368,0.74690347957514,-1.28040325664623,389.452989818109
1,10.25,92.9416432996963,90.1843493223263,129.891727517961,82.7339242748428,98.778015,78.4810548624647,50.20444,266.4396,0.3700757,9.842982,-6.119675,-0.1381601,-6.0543005,0.29625805,0.738492869931439,-1.14170109252831,389.710083376915
