DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,1.6644828987,1.054118281475,0.465377784,-4.956196018,-5.381125875,-5.355854575,-5.96999461175,94.2829955235,95.684344571,94.670285532,94.231605796,102.300127235,0,0.849350961399996,0.964533000299992,-0.55427935335,0.4760145366,1.2414308594,293.201671445,293.15414045,0.566768272300001,11.793625410375,8.55120099534997,1.782702,1.18438285,1.16459305,0.49190805,1.1981439,1.7437705161,2.936272106425,493.04,496.91,492.92,496.9,2306.159790675,2069.43700625,2298.362194375,2082.34291525,2161.2
1,0.75,1.58387105365,0.939109546,0.452615024,-4.571456503,-5.69562575,-5.5606375,-5.91280767645,94.4485407075,95.376771034,94.3788909805,93.519797925,102.297367235,0,0.82072115395,0.904285846499996,-0.542546703525,0.648674706724999,1.3564335288,292.67030914,292.260521585,0.4143925389,16.097319972,8.210954481,1.8745068,0.84818705,0.997553349999999,0.528388774999998,1.21231495,1.1810143331,4.36624772069999,492.2,496.78,492.12,496.69,2308.42887585,2081.63880575,2304.817701925,2090.0547375,2165.35
1,1.25,1.57821,0.920339711349999,0.424336752,-4.985111569,-5.94064156280001,-5.731585,-5.9377528737,93.9551200775,94.590556705,93.6106363965,93.456513163,102.30104647,0,0.774350961275,1.0656705,-0.53738170325,0.8136994648,1.4134031994,291.592021075,291.44618373,0.36882062805,12.18203882325,3.652329409125,1.69337325,0.911198,0.918545899999999,0.500385,1.12616585,1.800371464625,1.99568445125,491.8,496.71,491.8,496.74,2313.764799,2082.50774025,2302.71757175,2090.15250475,2172.5
1,1.75,1.7324210139,1.11572787425,0.49792,-4.914119361,-5.6601346946,-5.6524647145,-5.953126743375,94.3794573025,94.938239878,93.517433701,93.791545393,102.324600765,0,0.675889423424998,0.805264499999998,-0.524097728500001,0.68836260975,1.2019487455,291.53190341,291.594657725,0.419949007975,12.69346948475,5.01589978832499,2.107943625,0.87675,1.112764625,0.4452725,0.97209475,1.424698823575,4.485468049275,491.64,496.61,491.64,496.73,2323.03172325,2081.298449925,2309.28025,2084.662780175,2166.4
1,2.25,1.7471150224,1.051985,0.43625,-4.981978,-5.70477384400001,-5.63375342855,-6.262049993375,94.0628212705,94.907948162,94.1438102935,93.670294502,102.332144765,0,0.918677884725,0.829440374999999,-0.53163990525,0.4551684204,1.22055073295,290.899163915,290.725423835,0.429479082,15.94796116675,5.413161052625,2.07931875,1.1897585,1.0402978,0.53007125,1.08976975,1.76325049695,3.38636257115,491.52,496.9,491.52,496.91,2304.424545,2085.925016425,2305.947746,2088.078560475,2168.425
1,2.75,1.6134839884,0.87399275,0.358445874,-5.125673287,-5.89409319575,-5.851113914675,-6.273509598625,94.304231635,94.761707188,94.0167003275,94.058633398,102.312594,0,0.649086538449999,0.748132499999999,-0.513838201875,0.444064203924996,1.3991457556,289.33304562,289.207326535,0.36344682575,16.078344668,5.8749991654,1.8823025,0.8640655,0.83838175,0.50221225,1.12937275,1.765188707825,2.006285446275,491.4,497.04,491.36,497.01,2310.1356635,2083.887358325,2310.781782,2088.78973645,2176.05
1,3.25,1.57722161345,0.8143892255,0.386548971,-4.581326041,-5.815463595,-5.737762737,-6.62733820785001,94.41574945,94.963854791,94.3512561035,93.8676998,102.26288456,0,0.64971153845,0.88849575,-0.493533202200001,0.668877878825,1.4445274958,289.08575642,290.54603899,0.4237382005,15.8328733315,4.5806272728,1.8987349,1.0031716,0.8116237,0.547404,1.1478538,1.45169674505,6.71377052677499,491.16,497.39,491.04,497.45,2329.509206,2083.98557065,2318.06169025,2084.767564075,2145.925
1,3.75,1.73998,0.90471306945,0.392392314,-4.31722655699999,-5.18032054110001,-5.81128967125,-6.18224869215,94.22038986,95.0801998,94.418044429,93.776278498,102.22435864,0,0.924230769349999,0.78522,-0.5191327444,0.730379386499995,1.3419113718,291.8355537,292.531655165,0.5153156946,14.313651272,5.076270756375,1.8076986,1.1446898,0.7905266,0.492445,1.0479602,1.627370582,2.46133670755,490.76,497.39,490.64,497.35,2304.12737075,2090.36117945,2313.4123085,2090.6186801,2146.55
1,4.25,1.66033002865,0.951316370925,0.382632556,-4.42055751899999,-4.60977224200001,-5.559805,-6.317415479,94.3550045615,95.321450476,94.4814855535,93.673320248,102.22386,0,0.891370192475001,0.946145250000001,-0.4952216563,0.721951173399999,1.337792258075,291.88259219,292.55664263,0.4398930083,13.2467319815,9.5016382916,1.827394825,1.0191244,0.914952,0.521200099999999,1.1105414,2.083131986,2.38177694,490.32,497.25,490.24,497.24,2320.44585725,2090.707681975,2309.3695425,2091.89000105,2149.05
1,4.75,1.6578366828,0.857517416099999,0.350619996525,-4.20153034300001,-4.7105454207,-5.6802440846,-6.52822125530001,94.6072991,95.552245086,94.85244304,94.138637693,102.23186553,0,0.614735577275,0.899380499999999,-0.5076971607,0.759762267100001,1.220490269225,291.89225481,293.625142135,0.5258290913,22.5416351924999,7.13799986105,1.98082325,0.98901825,1.068217775,0.6172743,1.0794788,2.1021067905,4.85504912024999,489.96,497.51,490,497.5,2299.1658265,2092.105545575,2319.7912075,2097.640402325,2164.2
