DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,421.251425,418.7638,415.796875,408.7516,392.7915,392.876,392.928,1.4166375,1.6878495,1.5443215,1.544011,0.879658825,0.176378325,-3.948979,-3.5941765,2.796923,1.92363825,0.8987121,3.961091,0.89,0.7566243,95.2703775,-5.81350025,-4.9225,-5.06425,-4.2975,-4.607,-5.12375,-4.455,-5.06625,-5.17325,-4.862,-5.1565,-4.7955,-1.5875,0.12875,0.6738637,0.928937925,0.923,2.139,3.023,-3.53081375,0,0.14236635,0.1121544,1.604,0.946113625,90.0181575,-0.2814824,0.3609497,285.24005,293.57415,93.36337,92.78669,1.199937,1.422385,3.193125,0.71525,0.99,1.57,1.861,2.329,2.637,2.916,3.31,3.86
1,0.75,421.04655,418.7424,415.708675,408.52365,392.9465,393.0085,392.905,1.4491025,1.7049365,1.5508455,1.5464965,0.8101816,0.21031495,-3.94616325,-3.66338625,3.08453575,1.8149855,0.7020571,3.974824,0.9245,0.7364684,95.273285,-5.9420005,-4.8765,-4.849,-4.339,-4.776,-5.315,-4.639,-5.161,-5.205,-4.868,-5.19275,-4.69725,-1.6065,0.118,0.67645665,0.92767155,0.9335,2.12675,3.02525,-3.6112325,0,0.15367415,0.11013175,1.50375,0.91475025,90.183335,-0.296,0.33382075,285.5847,292.89245,93.32668,92.60668,1.198105,1.4235915,3.448125,0.71525,0.997125,1.57,1.861,2.329,2.637,2.913625,3.31,3.86
1,1.25,420.28215,418.813675,416.023225,408.9441,393.1775,392.978,392.6955,1.387591,1.7117705,1.5670005,1.5601655,0.86526565,0.1895979,-3.94912475,-4.04852875,2.879717,1.6542,0.68155895,4.01725,0.931,0.758,95.27591,-5.962666,-5.042206,-5.0255,-4.3355,-4.67,-5.257,-4.754,-5.1445,-5.181,-5.002,-5.163,-4.7445,-1.59,0.1415,0.68158245,0.932,0.9425,2.1395,3.0345,-3.6286845,0,0.1418085,0.117461325,1.948,0.9263109,90.265285,-0.2925508,0.33291145,286.3094,293.2793,93.41666,92.60001,1.195591,1.420881,3.50354225,0.71525,0.997125,1.57,1.861,2.329,2.637,2.91125,3.31,3.86
1,1.75,419.0418,418.50215,415.913475,409.1026,393.131,393.037,392.8825,1.39131875,1.708664,1.5629615,1.5545735,0.8891558,0.1819431,-3.9675065,-3.394378,2.319893,2.3572835,0.7291466,3.945,0.947,0.74228215,95.276325,-5.9231665,-5.013,-4.91276025,-4.166,-4.601,-5.117,-4.742,-4.9695,-5.012,-4.909,-4.995,-4.845,-1.626,0.1225,0.6780067,0.9271371,0.94,2.147,3.026,-3.7696205,0,0.147013725,0.111688725,1.57125,0.93224975,89.966995,-0.3205,0.37797725,285.16235,292.60395,93.27666,92.59334,1.195518,1.420769,3.3091665,0.71525,0.99,1.57,1.861,2.336125,2.637,2.91125,3.31,3.86
1,2.25,419.4826,418.45915,416.144225,408.872375,393.049,393.1645,392.6515,1.37904725,1.6968585,1.5567485,1.551467,0.87289615,0.1864142,-3.9390645,-4.08575875,2.0117995,1.77238275,0.717428,3.827,0.9225,0.7569342,95.28085,-6.0545,-5.1528295,-4.9195,-3.9915,-4.826,-5.088,-4.907,-5.038,-5.1265,-4.992,-5.168,-4.8105,-1.626,0.1195,0.677705525,0.9327112,0.9415,2.1545,3.016,-3.545792,0,0.156297525,0.116788575,1.5555,0.932851,90.13665,-0.27799995,0.35394525,286.2454,291.8954,93.20332,92.48331,1.1987035,1.420976,3.4341665,0.71525,0.997125,1.57,1.85625,2.336125,2.637,2.91125,3.31,3.86
1,2.75,420.0048,418.6995,416.08275,409.306175,393.1355,393.212,392.5715,1.383707,1.6878495,1.549292,1.542147,0.899,0.1670673,-3.9469225,-2.549165,2.375664,1.726441,0.86065055,3.887,0.9045,0.757469275,95.25893,-6.1325,-5.2095185,-5.2673355,-4.092,-4.722,-5.1845,-4.799,-5.0525,-5.144,-4.831,-5.147,-4.81,-1.6675,0.13,0.677549975,0.9303383,0.9375,2.1485,3.0155,-3.6114055,0,0.151593075,0.11306455,1.37825,0.8731943,90.3976425,-0.24983335,0.3535,286.1783,292.0094,93.38667,92.57335,1.1972675,1.4217405,3.34541675,0.71525,0.99,1.57,1.85625,2.329,2.637,2.904125,3.31,3.86
1,3.25,419.241725,418.83975,416.336375,408.750525,393.529,393.4195,393.047,1.38557125,1.68319,1.5353125,1.546807,0.956546425,0.19724185,-3.97602,-3.039539,2.3467645,1.76706575,0.9232169,3.86776475,0.866,0.717446,95.2637225,-6.1889995,-5.32970625,-5.35973125,-4.3435,-5.004,-5.419,-4.863,-5.267,-5.45,-5.077,-5.4465,-4.8395,-1.7435,0.14,0.676843875,0.927443,0.93,2.143,3.0175,-3.3096075,0,0.151360475,0.1147698,1.7295,0.9173055,90.87333,-0.2691282,0.3313385,285.75135,292.1593,93.74332,92.76665,1.198744,1.4192395,3.24875,0.71525,0.99,1.57,1.85625,2.336125,2.637,2.91125,3.31,3.86
1,3.75,419.4148,418.5816,416.453175,408.673375,393.9805,393.961,392.926,1.37842575,1.685985,1.550535,1.554884,0.8625024,0.21820285,-3.96894975,-3.035244,2.3453465,2.530118,0.9037335,3.830052,0.8705,0.704189025,95.2625,-6.1101425,-5.3912375,-5.2757315,-4.5765,-5.176,-5.583,-5.193,-5.4925,-5.575,-5.322,-5.5655,-4.934,-1.761,0.1175,0.67547435,0.9338744,0.9275,2.136,3.0055,-3.357977,0,0.157619375,0.11322795,1.38875,0.9030784,90.92001,-0.26886095,0.32626175,285.75635,292.4977,93.76668,92.92667,1.202538,1.4212295,3.2972915,0.71525,0.997125,1.57,1.849125,2.329,2.637,2.91125,3.307625,3.86
1,4.25,418.4298,418.7846,416.602025,408.622075,394.2985,394.112,392.923,1.374698,1.6856745,1.5483605,1.553331,0.77894895,0.211904925,-3.981782,-2.886523,2.38503825,2.6629895,0.6874744,3.85546575,0.844,0.732,95.2609175,-6.024,-5.29727025,-5.2152865,-4.6985,-5.073,-5.769,-5.256,-5.6395,-5.717,-5.236,-5.7045,-5.038,-1.7155,0.121,0.6728602,0.9271261,0.927,2.129,3.0015,-3.4844165,0,0.148397575,0.11209705,1.61275,0.851004875,90.94668,-0.24947705,0.30816665,285.89855,292.77005,93.76333,92.93,1.200709,1.419799,3.38125025,0.717625,0.99,1.57,1.842,2.329,2.637,2.904125,3.30525,3.86
1,4.75,418.8957,419.1214,416.19465,408.6828,394.425,393.6905,392.2765,1.368795,1.682257,1.557059,1.558302,0.89147965,0.2059452,-3.98432175,-2.63989825,1.8337215,1.8673055,0.8239781,3.86705375,0.9045,0.7144148,95.280915,-6.03075,-5.448,-5.3068485,-4.7985,-5.367,-5.824,-5.387,-5.7245,-5.803,-5.52,-5.8045,-5.111,-1.7265,0.111,0.674482175,0.931,0.93,2.134,3.007,-3.04985825,0,0.14602445,0.114828575,1.709,0.96773065,90.9574875,-0.2731667,0.31208625,285.2808,292.64225,93.56002,92.66998,1.2023645,1.4196505,3.3189585,0.71525,0.99,1.57,1.8395,2.336125,2.637,2.91125,3.298125,3.86
