DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.0173,-5.10515,3.08438,0.6131515,-0.3394575,-0.0216,0.00271,2.22288,0.159189,0.309428,97.6343,415.464,4.81132,0.674901,0.573004,0.205827,0.179523,-0.7860885,80.74615,-17.9587,-0.964734,0.5496965,290.182,307.201,0.0887,0.6351385,0.673847,-5.664985,-5.5786,-2.6965
1,0.75,-0.02,-5.02579,1.93912,0.709327,-0.236226,-0.0419,-0.00433,2.08586,0.173045,0.16722,97.6132,416.249,4.75994,0.70401,0.66037,0.22876,0.175703,-0.9717695,80.36565,-16.35995,-0.9019965,0.5287465,289.2685,308.0635,0.09035,0.6346235,0.674326,-5.70246,-5.58515,-2.434
1,1.25,-0.0188,-4.67339,2.200665,0.763431,-0.205904,-0.0923975,0.00365,2.26203,0.158369,0.130979,97.6019,415.365,4.639795,0.667282,0.604666,0.210513,0.184601,-1.130445,80.7856,-18.6227,-0.8798695,0.601,286.865,306.756,0.08705,0.632116,0.6750865,-5.74099,-5.586425,-2.7915
1,1.75,-0.02625,-5.3543,1.780255,0.631292,-0.304472,-0.0179,0.002455,2.31473,0.162359,-0.0398,97.5994,417.283,4.59599,0.645752,0.5937995,0.229407,0.1878605,-1.05779,80.0629,-14.3547,-0.778697,0.533358,286.655,305.687,0.0869,0.630222,0.676014,-5.74237,-5.575,-2.677
1,2.25,-0.0233,-5.04022,3.52043,0.6257275,-0.3089905,-0.087,0.0108,2.12073,0.167363,-0.0965,97.5865,419.0755,4.611295,0.69325,0.578138,0.231483,0.165778,-1.12382,80.7569,-15.9879,-0.860108,0.532201,286.372,306.015,0.0844,0.63076,0.673992,-5.74008,-5.56146,-2.649
1,2.75,-0.0143,-4.77659,2.8622,0.626472,-0.343505,-0.0544,-0.00266,2.43056,0.188216,-0.354234,97.5788,417.4575,4.63584,0.744481,0.615459,0.232417,0.182607,-1.28659,79.6925,-16.755,-0.922099,0.509167,283.45,305.673,0.0951,0.627542,0.66704,-5.74431,-5.57096,-2.673
1,3.25,-0.0151,-5.30157,3.47203,0.672243,-0.23031,-0.0671,0.00925,2.38758,0.158052,-0.255859,97.6009,418.9275,4.70311,0.616224,0.567789,0.209653,0.178643,-1.43877,80.4965,-15.6216,-0.835214,0.501615,287.118,305.75,0.0917,0.620954,0.664976,-5.74848,-5.55983,-2.716
1,3.75,-0.0231,-6.576635,3.973845,0.662636,-0.344052,-0.08765,0.00982,2.273775,0.1740365,-0.123259,97.6082,416.165,4.692535,0.6578515,0.6102665,0.2214925,0.167439,-1.46422,80.4826,-14.0912,-0.865996,0.464863,291.12,306.675,0.0962,0.611076,0.662066,-5.74415,-5.53752,-2.833
1,4.25,-0.0207,-4.7084,4.157155,0.622302,-0.182077,-0.039,0.0167,2.19662,0.158898,-0.454881,97.603,416.34,4.69293,0.632885,0.522381,0.217792,0.168486,-1.4198,80.4043,-13.6062,-0.821445,0.483627,287.979,306.208,0.0884,0.610548,0.660058,-5.75927,-5.56575,-2.722
1,4.75,-0.0252,-5.48629,3.75641,0.6963495,-0.178228,0.03,0.01895,2.19271,0.188472,-0.147317,97.5978,417.6905,4.715305,0.72949,0.657122,0.243722,0.177925,-1.3865,81.3662,-13.4947,-0.846288,0.517979,290.534,306.744,0.0951,0.606601,0.669852,-5.73287,-5.5698,-2.573
