DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,NEE
1,0.25,0.8716435,409.253,0.7608085,7.214465,45.3679,3.080685,12.19848,125.42475,-1.106235,-1.80234,-1.48408,-2.94242,5.818685,0.57494,1.255135,0.8271025,100.55,79.65925,87.1943,6.933255,2.33339999999999,0.0983079999999948,-2.65480750000002,5.5995,-1.487055,-1.38525,-1.51354,-0.32029575,-0.68119075,-0.474565,-0.376893,-0.0828379750000001,-0.28364075,-0.26642,-2.5123325,-1.7995675,-1.4394925,-1.0458375,-0.71023425,0.5436855,-0.27119,-0.208475,1.2080875,1.79574749999999,271.859,299.85425,0.00609999999999999,0.02,0.8704975
1,0.75,1.7202,409.171,0.8305555,3.12102,44.2174,3.105985,6.008335,86.5472000000001,-1.108235,-1.8041125,-1.48386,-2.935685,5.61318,0.5467205,1.2141426,0.8560126,100.55,79.83,86.84385,6.73366,2.02804999999999,1.06297999999999,-1.55563925000004,5.3485,-1.4358925,-1.383525,-1.51253,-0.3139855,-0.71415275,-0.47073575,-0.3863065,-0.0645662750000003,-0.26352225,-0.26536425,-2.5631825,-1.7932625,-1.4804625,-1.0320075,-0.67509225,0.496925,-0.2703395,-0.19185,1.52918,1.52189,278.16875,303.37875,0.004,0.01905,0.634985
1,1.25,0.8492635,410.42,1.13194275,7.53135000000001,38.075625,4.788905,4.8441525,1.17533,-1.10992,-1.8056975,-1.4834575,-2.929425,6.061535,0.5859265,1.084611,0.7974445,100.55,79.78725,87.642075,6.70089,1.88932499999999,1.04240750000001,-1.88506675000006,5.421,-1.466525,-1.387885,-1.488645,-0.307513,-0.690705,-0.48198425,-0.39600575,-0.0898626000000003,-0.2023985,-0.26898275,-2.6000875,-1.727105,-1.5116425,-1.021635,-0.64374375,0.4878415,-0.28588275,-0.2464485,1.5720875,1.387445,276.53475,302.254,0.002,0.01915,0.95314375
1,1.75,5.65233000000001,411.2325,0.9722565,6.13314000000001,38.755,4.884305,5.848835,1.53112,-1.111195,-1.805005,-1.482295,-2.923725,6.391685,0.597764,1.321032,0.9019176,100,79.77775,89.67465,6.691375,1.97929999999999,1.43806250000001,-1.42857552500005,5.4875,-1.496005,-1.4073825,-1.488945,-0.264377,-0.695213,-0.49056425,-0.4459415,-0.120525075,-0.16271125,-0.26737075,-2.6007425,-1.7304675,-1.5210375,-1.02377025,-0.66529425,0.44384775,-0.3192665,-0.25209575,1.418625,1.042085,280.8685,303.703,0.00467499999999999,0.020825,1.11836575
1,2.25,8.29880500000001,410.6775,0.944906000000001,10.144055,42.7692,4.88105,5.467935,53.8511149999999,-1.11208,-1.8048475,-1.480065,-2.9169075,6.927565,0.7053055,1.2102687,0.8616264,100,79.754,89.343175,6.638435,1.95742499999999,1.59305750000001,-1.05821900000006,5.5085,-1.4474525,-1.407575,-1.522525,-0.2740835,-0.6621165,-0.47817775,-0.46808925,-0.146216275,-0.16988425,-0.26083125,-2.5627425,-1.721925,-1.50229,-1.0343675,-0.666902,0.45070575,-0.30848575,-0.226402,1.170005,1.1063975,277.70025,304.505,0.00772499999999999,0.02125,0.731645
1,2.75,0.8136195,409.584,0.3951325,5.25778,36.471,4.844345,6.64254,57.2805424999999,-1.111805,-1.8028875,-1.474875,-2.909915,6.13284,0.5767985,1.0995054,0.8213352,100,79.7015,87.980425,6.346325,1.50804999999999,1.13763750000001,-1.47190577500006,5.204,-1.4443175,-1.4249825,-1.558595,-0.267885,-0.69585575,-0.51210925,-0.47820075,-0.18579725,-0.16721725,-0.258525,-2.6154125,-1.6875075,-1.53165,-1.01324325,-0.70024925,0.4241415,-0.28206225,-0.2359435,0.964031999999999,0.97415475,273.9745,299.81,0.003525,0.01415,0.506025
1,3.25,1.0814175,409.3085,0.308635,7.3030225,44.2781,5.305895,5.94114,13.36204,-1.111385,-1.8014925,-1.4665625,-2.901805,6.0754825,0.63992725,1.169607,0.850861825,100,79.7445,89.753975,6.4324075,1.72647499999999,0.734440000000011,-3.03998750000004,5.386,-1.4739925,-1.40922,-1.57231,-0.292112,-0.69373625,-0.48581425,-0.49818725,-0.2098635,-0.1778415,-0.259793,-2.5775375,-1.693635,-1.5095625,-1.02487675,-0.6763735,0.40739225,-0.27381925,-0.2535985,1.0533885,1.17577,272.3285,294.9835,0.002,0.020675,0.58696
1,3.75,0.963945,421.56,1.712435,6.29925,37.2952,4.8409,6.07382249999999,2.815217,-1.110835,-1.7976075,-1.45459,-2.8952175,5.63665,0.62202,1.1406602,0.819262175,100,79.6875,91.01705,6.4494,1.91014999999999,-1.52715,-2.82183500000003,5.49,-1.4643725,-1.405315,-1.595105,-0.2957855,-0.68024925,-0.51591,-0.52226,-0.198262475,-0.214752,-0.27231225,-2.597885,-1.665935,-1.5252425,-1.032445,-0.66457225,0.46930775,-0.272975,-0.2309565,1.295805,1.12577,273.408,292.3265,0.00957499999999999,0.022525,0.55810375
1,4.25,1.86965,417.715,2.711155,4.17685,33.543525,4.7476,7.737,8.46916749999999,-1.11027,-1.7943075,-1.4349275,-2.88728,5.87685,0.60256,1.0394698,0.7575753,100.5,80.03575,90.31735,6.2926,1.44507499999999,-1.20166375,-3.95023750000001,5.285,-1.4768675,-1.4012825,-1.59824,-0.31331425,-0.68075275,-0.5468215,-0.51410075,-0.2041209,-0.23779775,-0.26165075,-2.59801,-1.6926375,-1.504925,-1.0512025,-0.68251075,0.49048125,-0.26131,-0.2639315,1.009723,0.99259825,277.40675,288.426,0.002,0.009,0.5886265
1,4.75,6.6314875,413.86625,1.21789875,3.729055,24.34165,4.5778775,11.595135,46.1438750000001,-1.1077825,-1.7891275,-1.4164025,-2.8800575,5.98592,0.65201225,1.17443995,0.795818775,100.31505,80.36,89.3616,6.1537875,1.32534999999999,-1.60191499999999,-4.5449375,5.1305,-1.5117625,-1.396235,-1.62756,-0.3236215,-0.6843465,-0.53833925,-0.47467,-0.166654400000001,-0.26095575,-0.27130575,-2.631425,-1.72089,-1.52188,-1.0537325,-0.688827,0.480007,-0.3029895,-0.2448465,1.11935,1.609075,278.99325,287.421,0,0.008,0.5160075
