DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1
1,0.25,384.002,383.79975,379.6665,382.488275,380.335,380.573,381.4145,0.63406975,0.7648602,0.69278565,0.69558165,-0.1107525,-0.1894648,-6.05925,-31.60063,-1.026363,-6.365629,-1.4988395,2.4145,0.217,0.35665025,93.7395,-15.737385,-13.889,-13.92302,-13.94,-14.416,-15.325,-14.318,-15.2625,-15.2725,-14.831,-15.255,-14.33,-5.70325,-0.33075,-0.091037775,0.1395,0.43375,1.59325,2.41775,-43.1012575,0,0,0,-0.21325,-0.12107915,74.123325,-1.916666,-0.2780024,225.7211,248.8565,85.89,85.47668,0.38791695,0.66178815
1,0.75,383.874,383.91875,379.6195,382.27225,380.413,380.8615,381.5335,0.6199344,0.7685882,0.68812565,0.685951,-0.07488018,-0.1369675,-6.08875,-27.269755,-0.942372225,-5.800429,-1.250053,2.323,0.2305,0.3373717,93.7570725,-15.747,-13.825,-13.9455,-13.9675,-14.404,-15.30125,-14.692,-15.2275,-15.2625,-14.913,-15.36,-14.44125,-5.84175,-0.3375,-0.087,0.12475,0.42875,1.60225,2.41725,-39.88765,0,0,0,-0.04325,-0.05038924,74.47888,-1.890897,-0.2778845,225.9757,248.1404,86.17,86.43,0.3865378,0.66462435
1,1.25,384.1415,383.8625,379.56775,382.1695,380.3795,380.559,380.8765,0.610769775,0.7626855,0.67663095,0.6788057,-0.0253958075,-0.139264475,-6.08325,-29.8951525,-0.96235185,-4.954673,-1.1885195,2.35857,0.2155,0.35304295,93.7605375,-15.89888,-13.93775,-13.9435,-13.9,-14.503,-15.355,-14.625,-15.335,-15.37,-14.824,-15.365,-14.555,-5.8595,-0.3475,-0.0877300075,0.112,0.4175,1.607,2.4185,-37.558,0,0,0,0.232,-0.12092715,74.52333,-1.891333,-0.2977987,225.5863,248.669,86.46999,86.32333,0.38791275,0.66124125
1,1.75,383.9158,384.0415,379.5325,382.58125,380.1435,380.289,380.8115,0.5949258,0.75336555,0.674767,0.675699,0.041,-0.09317677,-6.11425,-27.982695,-1.1775,-4.70776175,-1.186941,2.32,0.214,0.341,93.761035,-16.07667,-14.123,-14.3711175,-13.94,-14.595,-15.4025,-14.637,-15.345,-15.3475,-15.02,-15.3275,-14.7,-5.9045,-0.338,-0.08706972,0.108,0.4215,1.597,2.404,-39.952,0,0,0,0.59725,-0.02400251,73.7180675,-1.899667,-0.3100806,224.3496,248.603,86.93666,87.31667,0.3868437,0.66025865
1,2.25,383.928,383.869,379.51025,382.322375,380.394,380.4145,381.0665,0.5846738,0.74156025,0.65768035,0.66513635,0.08075,-0.096089325,-6.2885,-30.022425,-1.13349575,-5.3478755,-1.159111,2.2925,0.2075,0.3459882,93.7557,-16.06667,-14.287,-14.35825,-14.085,-14.627,-15.475,-14.828,-15.32,-15.42,-15.425,-15.5,-14.81,-5.9185,-0.3385,-0.08842334,0.12,0.43,1.588,2.39,-41.16775,0,0,0,-0.08,0.0378302325,74.09835,-1.93,-0.3599286,224.2197,248.6009,87.32666,87.99667,0.38612905,0.6618222
1,2.75,383.892,384.0575,379.839,382.6895,380.698,380.905,381.181,0.5828098,0.7341042,0.64307905,0.6508457,-0.00288105725,-0.11879895,-6.3325,-27.2338875,-1.25447,-4.8946285,-1.12444875,2.26708175,0.2085,0.331,93.76798,-16.01019,-14.1905,-14.2165,-14.0275,-14.687,-15.515,-14.91,-15.49,-15.665,-15.326,-15.7125,-14.895,-5.97,-0.3455,-0.0866516675,0.121,0.4235,1.5885,2.3805,-41.1077,0,0,0,0.227,-0.14180235,74.54555,-1.850333,-0.3299029,222.608,248.4029,87.63332,88.32334,0.387003,0.6605828
1,3.25,383.767,384.0745,379.9425,382.58775,380.6775,380.934,381.6035,0.586693125,0.72260955,0.6387297,0.64028305,-0.09816849,-0.10073265,-6.34375,-29.563525,-1.1281345,-5.2939815,-0.984584325,2.301,0.206,0.343559525,93.7438425,-16.1974175,-14.1129775,-14.32475,-14.35,-14.96,-15.655,-15.407,-15.695,-15.9,-15.612,-16.125,-14.935,-6.092,-0.347,-0.0870849975,0.12,0.424,1.595,2.3925,-40.3762525,-1.539787e-08,0,0,0.01275,-0.09620679,74.684915,-1.842216,-0.3292268,221.926,248.1164,87.32,88.13334,0.38591655,0.6608619
1,3.75,384.16425,384.2815,379.6135,382.5725,380.383,380.741,381.609,0.596945075,0.72074555,0.63966175,0.6359337,-0.057716875,-0.091969265,-6.35125,-27.41758,-1.2244975,-4.776983,-1.045509,2.35688725,0.208,0.32884885,93.77831,-16.303695,-14.3163775,-14.30475,-14.4725,-14.98,-15.7225,-15.452,-15.9525,-16.025,-15.559,-16.0525,-14.925,-6.1325,-0.349,-0.08525,0.114,0.4225,1.58,2.3895,-42.414,0,0,0,0.2455,-0.066075915,74.89556,-1.959742,-0.3453106,219.6991,246.372,87.37668,88.51667,0.3856375,0.66174455
1,4.25,383.865,384.29925,379.87775,382.45755,380.8245,380.9505,381.67,0.6061098,0.72695895,0.6396617,0.63438035,-0.209,-0.1060325,-6.2895,-27.87226,-1.3903015,-5.8845995,-1.195986,2.350241,0.206,0.341,93.764425,-16.45625,-14.4676325,-14.496,-14.365,-14.88,-15.95,-15.361,-15.965,-15.95,-15.484,-15.98,-14.975,-6.2045,-0.3535,-0.086,0.112,0.4075,1.5605,2.378,-39.97775,0,0,0,0.18825,-0.1567919,75.43386,-1.937721,-0.3352061,218.8478,245.5733,87.25332,88.30667,0.38385335,0.66059915
1,4.75,383.8175,384.49425,380.05875,382.448,381.0575,381.112,381.6885,0.598653775,0.7337936,0.64742835,0.6489817,0.0077375375,-0.165091775,-6.27775,-28.40574,-1.4012615,-4.93231975,-1.1918325,2.38373275,0.211,0.34681685,93.760265,-16.54175,-14.54175,-14.493,-14.37,-15.125,-15.8625,-15.384,-15.82,-15.7725,-15.37,-15.8075,-15.0475,-6.219,-0.3575,-0.087,0.112,0.4145,1.562,2.3755,-40.9813025,0,0,0,0.0875,-0.097219355,75.2563175,-1.950667,-0.3474038,218.7506,244.5516,87.71,88.44002,0.3841813,0.65902705
1,5.25,384.414,384.518,380.122,382.77175,381.0395,381.238,381.42,0.596479125,0.7306869,0.6455644,0.65084565,0.001,-0.1539556,-6.16413225,-29.133875,-1.297687,-5.8629455,-1.3792765,2.348486,0.208,0.3665,93.75134,-16.55334,-14.51975,-14.45575,-14.45,-15.334,-15.955,-15.427,-15.84,-15.895,-15.713,-15.925,-14.96,-6.132,-0.3625,-0.09085722,0.1115,0.419,1.5625,2.383,-39.49115,0,0,0,-0.767,-0.07121652,75.55498,-1.873812,-0.347597425,218.5016,244.65115,87.65,88.51334,0.384594,0.6612061
1,5.75,384.53925,384.797,380.265,382.42655,380.8335,381.1195,381.3925,0.5936831,0.7297549,0.6443217,0.64680705,-0.11158975,-0.152629175,-6.20775,-29.57329,-0.8364696,-5.11622925,-1.433237,2.30275,0.2155,0.3439085,93.74236,-16.68111,-14.54425,-14.48475,-14.7575,-15.363,-16.125,-15.677,-15.9575,-16.0175,-15.874,-16.02,-15.045,-6.2295,-0.361,-0.093,0.1055,0.425,1.5735,2.3805,-39.68084,-1.39698375e-09,0,0,0.1755,-0.17359385,75.55222,-1.86422425,-0.34463155,219.4255,244.554825,88.29333,88.60332,0.38319665,0.660588
1,6.25,384.3765,384.845,380.338,382.1965,380.866,381.1865,381.5685,0.5936831,0.72571625,0.63935105,0.6359337,0.06,-0.1540801,-6.21775,-27.25358,-0.95026355,-4.6633515,-1.4087045,2.31292025,0.212,0.3495179,93.740405,-16.73267,-14.564,-14.614895,-14.92,-15.193,-16.375,-16.017,-16.285,-16.32,-16.21,-16.315,-15.09,-6.2865,-0.367,-0.096,0.11175,0.417,1.5735,2.3825,-36.20806,0,0,0,-0.408,-0.03656155,75.612225,-1.80868775,-0.313952,217.9889,245.206125,89.09332,88.52666,0.3831983,0.6601781
1,6.75,383.93275,384.788,380.044,381.86225,380.9575,381.1985,381.689,0.58374175,0.7241629,0.6393511,0.62972045,0.11575,-0.1357667,-6.28,-28.1450725,-0.9494102,-4.598771,-1.1093375,2.26589925,0.215,0.3358823,93.75042,-16.937,-14.67425,-14.7062925,-14.845,-15.456,-16.3,-15.736,-16.2875,-16.3725,-16.214,-16.5175,-14.83,-6.316,-0.3755,-0.0975,0.1045,0.414,1.5785,2.388,-35.887,0,0.00175,0,0.1535,0.0325794775,75.237075,-1.952702,-0.3541643,217.365375,244.48855,88.93002,88.85335,0.3821118,0.6587544
1,7.25,384.458,384.986,380.31,382.30975,380.9875,381.179,381.6235,0.58684845,0.72726955,0.63282705,0.62350705,0.0745,-0.10636765,-6.07575,-29.480815,-1.21568225,-4.0813595,-0.9206752,2.2925,0.206,0.340140825,93.78757,-16.81111,-14.8057875,-14.954845,-14.76,-15.577,-16.26,-15.836,-16.43,-16.68,-16.61,-16.805,-14.745,-6.318,-0.382,-0.098,0.106,0.414,1.571,2.3955,-35.62717,0,0,0,0.08125,0.095128655,75.24278,-1.3434585,-0.237374875,219.046075,243.1451,88.59332,89.14332,0.3817389,0.6582465
1,7.75,384.664,384.882,380.387,382.58,380.7925,381.3205,381.836,0.5936831,0.7235416,0.6213324,0.6110804,0.026560155,-0.158919,-6.08625,-27.06535,-1.094638,-2.85116425,-1.0278185,2.33849025,0.213,0.365,93.79191,-16.86889,-14.721,-14.7065,-14.835,-15.607,-16.46,-15.837,-16.7825,-16.915,-16.547,-16.9475,-14.89,-6.3595,-0.382,-0.0925,0.104,0.416,1.5635,2.3885,-25.492,0,1.9275,1.1025,0.614,-0.06670776,75.179675,3.37539175,0.7804379,218.283175,243.571625,88.60667,89.45332,0.3807725,0.65803735
1,8.25,384.20325,385.005,380.425,382.18875,381.014,381.095,381.5855,0.5884018,0.71608555,0.6241284,0.60082845,-0.12008255,-0.20923925,-5.9645,-18.01057,-0.9962415,-0.834762075,-0.3912243,2.329638,0.205,0.386,93.8047,-16.875,-14.588,-14.64525,-14.91,-15.089,-16.375,-15.786,-16.775,-16.795,-15.858,-16.88,-14.945,-6.341,-0.382,-0.093,0.10975,0.4115,1.569,2.3885,-3.977,34.1015,3.389,2.1225,0.729,-0.1623467,74.898255,15.605365,3.42913175,218.825425,244.718125,89.01667,89.34,0.38234155,0.65812025
1,8.75,384.4685,384.937,380.404,382.0545,381.044,381.1715,381.3285,0.5930618,0.71173625,0.6381084,0.63034175,-0.325248125,-0.20702305,-5.95125,-5.83430675,-0.5172227,0.9353045,-0.145073475,2.387,0.2175,0.4515,93.8028375,-16.618,-14.3405,-14.26625,-14.6675,-15.174,-16.3525,-15.34,-16.4175,-16.3775,-15.642,-16.47,-14.57,-6.256,-0.3715,-0.086,0.107,0.4175,1.5655,2.377,10.671,73.393,10.723,5.7805,5.9455,-0.306743075,74.5384225,31.2238225,7.2499255,219.118125,245.5809,88.03001,88.41334,0.38022925,0.6587004
1,9.25,383.829775,384.863,380.485,381.9845,380.703,381.1295,381.213,0.5927511,0.7014843,0.64214705,0.63375905,-0.5268462,-0.2597666,-6.00975,6.18118,-0.26400945,2.5887085,0.140675325,2.24029025,0.2255,0.43490355,93.819705,-16.39267,-13.560905,-13.637,-14.53,-14.869,-16.11,-14.773,-16.15,-16.105,-15.215,-16.14,-14.39,-6.126,-0.361,-0.082005555,0.119,0.416,1.566,2.3695,27.021,113.4583,18.535,9.725,10.2675,-0.5159074,74.321945,50.905165,11.912,221.280375,247.253775,87.43,88.17666,0.38042925,0.657698
