DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,4.96518440000001,136.33962,4.634703825,3.795058,8.53462635,2.581617525,452.95664,27.920725,100,6.460189,5.705512,0.68374504,402.786,424.9956,99.8630465,-4.1169352,0.704129267499999,2.483238,3.877746,5.476889,4.316066875,0.003105134,31.369,21.46557,103.6846,1.7166115104,1.1630390834,0.8062221406,0.884817940862287,33.548528658,2.74312692365815
1,0.75,1.666226,95.0436119999999,15.545757,2.5079838,4.70425537499999,2.93046374999997,457.994025,28.0800175,100,7.233100425,5.81018,0.670886360000001,406.53412,424.7826,99.86509975,-3.5641968,0.748741432499999,2.5380174,3.7525135,5.5639485,4.03879,0.000677411000000002,31.2838,21.4386,103.6638,1.7536374776,1.2393511302,0.826468415,0.804076366426003,28.71340225475,3.70544322499999
1,1.25,1.7071906,126.298804,11.0741026,2.940887,3.625792,4.5696405,456.8872,27.9241,100,5.486514,6.036948,0.74142324,404.80176,424.3726,99.86403725,-3.477473,0.566674434999999,2.8426138,3.5881688,4.58899599999999,5.65116125,0.00369102,30.9758000000001,21.344996,103.647,1.8411404,1.3788052,0.89534002,0.932263455000001,32.5714620000001,3.6521098439212
1,1.75,1.30627679999998,82.5345307499999,15.47587575,3.0379536,9.05172999999999,3.022672,473.18574,28.0335,100,6.11744,5.752944,0.630249849999999,406.077,424.7206,99.86379375,-3.90919439999999,0.326489534999998,2.823228,3.3942615,5.4154845,5.023570625,0.00283277899999998,30.9484,21.529968,103.651,1.602879325,1.274838,0.8116502467,0.934703037381223,45.0289956636391,3.09102028169575
1,2.25,4.14821962499997,87.9261024999998,10.248737075,2.155010075,5.33871219999998,3.97854954999999,465.86891,27.82285,100,6.72655705,5.7416758,0.67194132,402.30055,425.120735,99.86432725,-3.76248725000002,1.5507065,2.476106575,3.421442,5.0425345,4.927715625,0.00171003,31.066925,21.5684035,103.644175,1.59540825,1.208300213525,0.773765717749999,0.833945929582445,29.6572859156223,2.3366095165
1,2.75,2.22212884999999,142.914125,9.266652625,3.75424674999999,7.72946424999998,5.60977454999999,518.4105,27.79853,100,6.983659,5.69414549999999,0.673352725,406.7711325,424.5080875,99.85680625,-3.59715717500001,4.26924905499997,2.486774,3.3730345,4.89647125,4.718582625,0.00138467457499998,31.085225,21.46937925,103.64455,1.620621365925,1.235437244625,0.805620059074999,0.812998987499999,44.7668179575,5.28835034999998
1,3.25,1.75764584999999,109.71218,15.4612879999999,2.550412125,5.72725915000001,5.81141959999999,517.354865,27.8919,100,6.781883,5.25986549999999,0.61819095,408.5262025,424.140195,99.86202675,-3.31717185,5.54197645,2.39102965,3.05270725,2.92156549999999,4.656621,-0.000348771834750009,30.990225,21.352293,103.611575,1.4219467,1.1335356774,0.796690290275,0.806624064999996,37.5603951421188,3.97624155
1,3.75,3.19631125,148.97029,7.10537209999999,3.057492125,5.9790291,3.5384788,551.94311,28.22352,100,6.53568475,5.237061975,0.585293399999999,405.763915,422.394525,99.8610525,-3.57126225000001,5.12886749999996,2.30316125,2.51756645,2.85905574999999,4.559960625,0.0024286905,30.890775,21.21828175,103.58605,1.459186275,1.139227097775,0.756546905,0.830122830492469,28.6360507955975,2.887368725
1,4.25,2.87252099999999,131.09454,14.71595825,2.474133625,3.138975,4.97520667499999,575.60373,27.91053,100,6.6204539,4.815551475,0.586105799999999,403.378745,423.1556,99.861006,-3.67774265000002,1.31437128000002,2.26897925,2.87410195,3.68925982499999,4.388085625,0.001813831,30.936175,21.2562,103.559,1.489490425825,1.07719239075,0.72392758285,1.02108271716835,38.23192675,4.95851521264998
1,4.75,5.56084499999997,108.15049,9.82973989999999,1.89091845,3.02905215,4.746886,544.277275,28.222975,100,6.716685125,5.16364725,0.65178432,402.28365,422.22025,99.865556,-3.81616587500001,0.046207825,2.731623675,3.1605106,4.56440597499999,4.48421325,0.0019174455,30.962775,21.31575,103.56355,1.573579619525,1.20095915,0.764870767724999,0.901055972499992,28.818955,3.570210625
1,5.25,3.46466225,75.030555,7.8267115,1.6865946,6.21104724999996,4.61909657499999,603.3623775,28.45631,100,6.2496419,5.0273865,0.63990288,403.5438125,423.49575,99.86475875,-2.99316422500001,0.430907695,2.537413,3.1684535,5.778614175,4.736928375,0.000524383524999998,31.003425,21.20085,103.5724,1.492174818975,1.15195405,0.783373213525,0.887633097174999,32.68216800025,4.13225992499999
1,5.75,1.82993449999999,151.86428,7.327075,2.3743705,3.0114395,5.45795645,649.3454,27.764575,100,6.39216465,5.05443185,0.597468775,414.003355,425.33714,99.865974,-2.40556430000001,0.626237775,2.4089859,3.08544025,6.481622675,5.511633125,0.0018611285,30.82545,21.511395,103.578,1.47141675,1.1708991,0.76579919475,0.985978504999999,45.215795,4.447919
1,6.25,4.74150249999995,98.04944,11.05188,2.151005,2.79359,2.85923915,627.3424,26.133295,100,6.6981561,5.534027575,0.675840112499998,404.5047875,423.8933175,99.86598025,-2.54043450000002,0.417085775,2.34473925,3.006271,6.410265425,5.78142,0.0025121625,30.30403175,21.3182615,103.614375,1.72875625,1.3170587899,0.844484418324999,0.75741385,38.5409690710079,4.328341075
