DOY2,HR2,TA,USTAR,WS,FC,H,LE,CO2,H2O,PA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,RH,TS
1,0.25,1.917,0.654999985,3.779,0.406499995,-0.881,11.034,430.513371975,6.69405458475,96.348270415,-8.279999867,-0.575666667,1.610333333,308.4666633,320.0333367,87.2916664175,3.97049999975
1,0.75,1.939499942,0.589,3.4085,0.5422500025,-0.7942500075,10.22599995,435.328426475,6.20007641025,96.35549164,-8.336666433,-0.623333313,1.578,308.9333433,320.1000033,87.925000665,3.90624999975
1,1.25,1.918,0.58999997,3.681500025,0.3715,-1.037,9.86200015,433.768609,6.3433364735,96.3690033,-7.7119999,-0.61466668,1.603333333,305.8666567,318.7999967,88.5666670825,3.9
1,1.75,1.857416679,0.6244999975,3.81,0.3155,-0.23675,9.8904996,434.4412759,6.36887182075,96.4101657875,-6.87641660825,-0.56499999775,1.52400002475,304.449994975,318.91667415,88.72499817,3.89458333325
1,2.25,1.8020833415,0.56450001,3.50950005,0.475,0.233,7.273,434.1293979,6.692934697,96.4351043725,-6.3285,-0.5999999825,1.486583333,306.850000025,318.899995,88.7749997525,3.84725
1,2.75,1.684666684,0.621,3.87,0.32375,-0.155,9.83725,431.3647328,6.56669797175,96.46105957,-7.335,-0.553000013,1.388333367,306.4666633,319.0666733,88.8583337475,3.80541666675
1,3.25,1.328833317,0.6337499925,3.792,0.40650001,-0.3357500025,9.00300025,433.8295365,6.637328863,96.49388885,-7.258000067,-0.564666667,1.46,307.1000067,318.39999,89.7999995025,3.77583333325
1,3.75,1.5430000005,0.56575,3.461,0.337999995,0.473,9.04549995,431.65999795,6.4969896425,96.46898651,-6.805666767,-0.597000007,1.378000063,305.39999,318.70001,90.20833392,3.775
1,4.25,1.239,0.5565,3.4835,0.586499985,-0.8515000075,9.06125,434.2277581,6.538717231,96.4704895,-6.877666633,-0.574,1.242666633,304.5,317.39999,90.2500009175,3.775
1,4.75,1.1565,0.58075,3.614249925,0.399,-0.995,11.38,434.8936929,6.274425219,96.47122192,-7.005333267,-0.598666667,1.35699996,306.0333267,316.60001,89.724999915,3.77675
1,5.25,1.213833346,0.616250005,3.79025,0.4095000075,-1.28775,7.26575,428.909041525,6.61780710325,96.47303009,-7.216000067,-0.614000003,1.4443333,304,317.0666733,89.2749995,3.7895
1,5.75,1.510833317,0.578,3.769499925,0.52975,-1.4345,9.253749825,429.272776825,6.44007828875,96.48797607,-7.489333467,-0.592666683,1.425333333,304.20001,316.5,89.4666666675,3.77825
1,6.25,1.24616667,0.628749995,3.69399995,0.405,-0.54175,12.706,433.5453658,6.22462656625,96.49747467,-7.622666667,-0.56400001,1.22066666,305.5,316.13334,89.04166667,3.78425
1,6.75,1.086166662,0.570249995,3.53,0.4690000075,-1.187,8.40175,435.6082961,6.544601532,96.47238922,-7.864666567,-0.422333343,1.418333367,302.5999967,316.79999,89.0999982475,3.74875000025
1,7.25,1.23179166675,0.60699999,3.8495,0.4165,-0.426,9.4170001,429.994784725,6.59884694725,96.4931640625,-7.285666467,2.9776666,2.20900004,304,316.79999,89.4833335,3.70925000025
1,7.75,1.252666668,0.61299998,3.8540001,0.4009999975,-0.842,7.411749925,434.751468775,6.209930983,96.4668579075,0.630666707,26.42,5.370333367,304.0999967,317,89.8749980025,3.70191666675
1,8.25,1.01050001,0.643249985,3.90125,0.373,1.172750075,8.6339998,435.9911968,6.597117099,96.4587402325,26.84000033,72.04666667,14.98333333,301.7999967,317.4666633,88.7833326675,3.7
1,8.75,1.283999987,0.687749995,4.085500025,0.69825001,7.151,10.38275,433.334481575,6.6604027375,96.47769165,61.08333333,120.9333327,23.77333333,305.3999967,318.39999,87.0083351675,3.697
1,9.25,1.5082500005,0.67199999,4.12775,0.8245,23.0575,14.288,435.13862205,6.1378011335,96.49136734,100.5250016925,177.5666658,34.9299999175,303.825007475,321.250003325,84.513334835,3.67875
1,9.75,1.7579583585,0.705,4.286250075,1.055,45.4214995,20.34325,433.169033775,6.49981252975,96.50194168,140.34999665,223.566666675,43.270833,306.86666335,323.8000025,80.715,3.675
1,10.25,1.99304170525,0.706,4.5425,1.415,66.872002,28.625,437.5089222,6.776119071,96.503540035,176.125005025,292.8333425,47.0391673325,307.649999175,327.025,78.001667,3.675
1,10.75,2.53645830825,0.73299998,4.408,0.9695,85.27775,26.94775025,437.21685395,6.8477691255,96.48464203,223.525006675,356.674995025,61.4291660825,307.9,329.7666675,76.491667665,3.66375
1,11.25,2.8231666045,0.715,4.22099995,0.47325,108.527,30.80375075,437.6414639,6.79079116,96.44838715,242.233326675,397.40000085,63.4200005,309.750008325,330.9250017,74.99833283,3.6645
1,11.75,3.25433335,0.71375,4.454999975,0.644750015,102.355,30.91,436.7933372,7.036071373,96.4260654475,275.5749992,448.250008325,66.7966678325,308.066666675,332.483335,73.7899995,3.665833333
1,12.25,3.46362492125,0.746999995,4.418,0.816,122.0005,38.166,434.640965575,7.03570907,96.420131685,283.4000017,464.666675,66.3275,308.733334975,334.525007525,73.33333433,3.72166666675
1,12.75,3.8176667,0.7452499975,4.546,0.4850000025,122.16775,30.40099975,434.95752035,7.12263059325,96.38235855,275.9000017,418.5000017,65.1941661675,309.775002525,336.016659175,72.893332165,3.7829166665
1,13.25,3.92750002525,0.77499998,4.8600001,0.799000025,110.006,32.57975,434.157868575,7.254624291,96.3507576,250.874993325,402.774994975,63.8916662475,306.75833165,336.491674175,71.73333233,3.80191666675
1,13.75,4.5112500585,0.76375,4.6725,0.434,109.001,32.692501,432.7097053,7.0226851025,96.333946225,230.49166835,387.87499585,58.946666585,307.449997475,337.174992525,70.2500015,3.798
1,14.25,4.45254175025,0.7794999775,4.8325,0.2685,101.057,25.89349925,432.17291925,7.28424765,96.31273651,191.91667085,338.975,54.4158335025,307.8583283,339.25,69.410000165,3.778
1,14.75,4.55262503775,0.7704999875,4.61375015,0.1622500075,80.856,21.31799925,432.6819539,7.34317137025,96.3037853225,154.43333085,287.174999975,48.7883339175,305.8666642,337.550002525,69.67166917,3.77583333325
1,15.25,4.6943333335,0.698250015,4.428250075,0.1564999925,55.0785005,18.0345,433.0783549,7.243159666,96.33057404,103.654999225,221.633337475,39.7933344175,305.841664175,336.525002525,71.295001835,3.78266666675
1,15.75,4.68949997925,0.68775,4.288,0.197,40.5344995,16.66424975,432.8838098,7.2259476895,96.35780334,55.7175010025,143.04166415,25.9550000025,306.68334,335.724997525,72.420000835,3.832083333
1,16.25,4.461083225,0.685499985,4.09300005,0.163500005,18.08325,12.5895,431.71800895,7.003113754,96.36651611,29.44999933,76.80333433,16.48,307.5,333.7333367,71.9133325,3.82250000025
