DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,0.25,440.6335,15.04345,2697.185,3.092065,2.456245,198.606,40.8893749999999,69.12155,4.65008,0.542834,101.8,100,10.090525,3.21711,1,14.619925,0.9242965,2.5239,352.50075,344.765,7.71684,6.53728
1,0.75,438.44,15.2778,2461.96,2.88107,2.656475,171.1045,35.4421999999999,59.1162,4.80036500000001,0.625392,101.83375,100,10.07385,3.41298,1,13.128375,1.2604,2.55845,352.8035,346.2,7.713425,6.53438
1,1.25,438.957,15.308375,2581.0725,2.9444,2.9501,184.217,50.670625,86.4116,4.81813,0.61987625,101.8,100,9.255225,3.2930575,0.927500000000001,17.316925,0.954271750000001,2.5189,353.182,345.43,7.713915,6.52924
1,1.75,440.4565,15.3955,2543.6125,2.69073,2.65116,225.56975,41.691125,65.0635,4.9506675,0.6078525,101.8,100,9.01597500000001,2.8775775,0.955000000000001,18.094775,0.662274250000001,2.42295,354.21375,345.615,7.70626,6.52268
1,2.25,438.2745,15.309925,2451.45,2.617595,2.551485,255.126,52.0154,69.6797,4.6790325,0.58786875,101.8,100,8.99135500000001,3.089825,0.9775,16.68725,0.814657000000001,2.2119075,354.1175,345.39675,7.659355,6.52955
1,2.75,440.618,14.2677,2544.9,2.63578,2.606215,193.56125,46.0606,72.092375,5.0439625,0.597744,101.8,100,8.74038,3.00827,0.9,16.43425,0.521267,2.2675675,350.01,345.6505,7.6516,6.5253525
1,3.25,439.968,11.74902,2629.66,3.32645,3.47765,325.318,52.363825,72.4822,4.7000325,0.60619775,101.885,100,8.716685,2.8692725,0.991250000000001,14.52185,0.436765,2.648995,346.8405,345.411,7.6467,6.524395
1,3.75,451.5895,13.228075,2534.975,2.26761,2.3005,180.45,40.2888000000001,76.6205,4.7094775,0.555077,101.87,100,9.15576000000001,2.805875,0.927500000000001,13.09635,1.12925,2.224705,351.77775,345.723,7.6343,6.5222125
1,4.25,448.607,13.3835,2475.4525,1.9354025,1.889835,138.6735,41.48805,85.3149999999999,4.6496375,0.53270775,101.87,100,9.47491500000001,2.650635,0.877500000000001,13.02855,0.9043265,2.305035,353.5905,350.981,7.61572,6.522005
1,4.75,439.575,14.44645,2364.35,2.74645,2.44002,256.6,43.0245250000001,76.49945,4.5146975,0.59055725,101.85875,100,9.4335575,2.430565,0.95,12.4494,0.7341995,2.263565,353.408,350.991,7.60825,6.52158
1,5.25,440.8325,14.3485,2404.275,2.7299275,2.6435125,333.41,35.37875,75.926275,4.58065,0.569715,101.9,100,8.81551,2.472585,1.1,11.92,0.676845,2.1073025,353.73,349.82175,7.600925,6.51968
1,5.75,439.88875,15.691375,2357.9175,2.9300875,2.318725,198.929,34.327825,69.2864,4.4970525,0.52986,101.8875,100,8.7971675,2.5481275,0.9775,11.571675,0.732622999999999,2.19204,352.57075,347.802,7.61045,6.5194
1,6.25,439.008,15.6528,2378.01,4.04174,3.5198725,375.336999999999,38.9613,79.5545,4.63791,0.495372,101.9,100,8.4346675,2.5758,0.927500000000001,12.25175,0.509354000000001,2.001825,353.5485,348.4,7.505975,6.528475
1,6.75,438.386,15.9818,2385.38,3.66822999999999,3.9711,416.59775,33.5624500000001,72.4021,4.2589025,0.543135,101.84,100,8.8619575,2.344245,0.918750000000002,15.7843,0.5781205,1.834375,351.5705,345.3275,7.5016225,6.5273
1,7.25,438.134,16.181,2386.675,3.28539,3.50036,246.09,41.1072,60.7586,4.19893,0.5010305,101.79,100,8.35615,2.2610425,0.877500000000001,12.07125,0.8656165,1.8941,345.955,345.50125,7.5004925,6.52505
1,7.75,437.79625,16.064575,2418.8725,2.7339775,2.7862675,391.9125,35.4253499999999,73.429725,4.1989825,0.481674,101.75,100,8.28386,2.2079425,1.8825,12.76215,2.1766,2.1608625,344.3455,345.26375,7.49761,6.522275
1,8.25,440.38125,15.291025,2478.2625,2.52715,2.4085625,406.013249999999,35.8076999999999,70.96615,4.2703,0.49606675,101.8395,100,8.369675,2.034495,27.36625,13.34475,16.63475,10.35675,345.34,343.675,7.4981,6.51905
1,8.75,446.545,14.888,2460.12,2.692925,1.623645,414.25375,35.0092,71.8695,4.285335,0.502627,101.80825,100,8.8010275,2.0603375,112.56375,24.073625,72.13625,41.9835,345.715,343.16375,7.50026,6.5175
